"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Christian McCaffrey","RB","SF","@ARI","24.8","22.1","23.8","18.5","21.1","23.7","40.0","36.5","Main"
"De'Von Achane","RB","MIA","WAS","23.7","21.0","22.8","17.5","20.1","22.6","38.9","35.5","Other"
"Ja'Marr Chase","WR","CIN","@PIT","23.0","18.6","21.7","13.0","17.3","21.7","37.8","31.8","Main"
"Bijan Robinson","RB","ATL","CAR","22.8","20.4","21.9","17.1","19.4","21.7","37.4","34.3","Main"
"Jaxon Smith-Njigba","WR","SEA","@LA","22.8","19.2","21.4","14.4","17.9","21.4","38.0","33.0","Main"
"Drake Maye","QB","NE","NYJ","22.0","21.7","23.1","20.5","20.5","20.5","32.7","32.6","Thursday"
"Josh Allen","QB","BUF","TB","21.5","21.3","22.6","20.1","20.1","20.1","32.9","32.8","Main"
"Josh Jacobs","RB","GB","@NYG","21.4","19.9","20.2","17.2","18.6","20.0","35.3","33.4","Main"
"Patrick Mahomes","QB","KC","@DEN","21.3","21.0","22.4","19.5","19.5","19.5","32.0","32.0","Main"
"Puka Nacua","WR","LA","SEA","20.9","17.0","19.7","12.1","15.9","19.7","35.3","29.9","Main"
"Amon-Ra St Brown","WR","DET","@PHI","20.7","16.8","19.6","11.9","15.7","19.6","34.9","29.5","Sunday"
"Jalen Hurts","QB","PHI","DET","20.6","20.2","21.8","19.2","19.2","19.2","31.5","31.4","Sunday"
"Dak Prescott","QB","DAL","@LV","20.5","20.4","21.6","18.8","18.8","18.8","31.1","31.1","Monday"
"Justin Herbert","QB","LAC","@JAX","20.4","20.2","21.4","18.5","18.5","18.5","31.2","31.2","Main"
"Matthew Stafford","QB","LA","SEA","20.2","20.0","21.2","18.2","18.2","18.2","30.6","30.5","Main"
"Brock Purdy","QB","SF","@ARI","20.2","20.0","21.2","18.4","18.4","18.4","30.8","30.8","Main"
"CeeDee Lamb","WR","DAL","@LV","19.8","16.3","18.7","11.8","15.3","18.7","34.1","29.2","Monday"
