"Player","Team","Position","DK Projection","FD Projection","Std","Half","Full","Slate","DK Ceiling","FD Ceiling"
"Roman Wilson","PIT","WR","4.1","3.4","2.6","3.3","4.1","Main","10.1","8.7"
"Kalif Raymond","DET","WR","4.0","3.3","2.5","3.2","4.0","Main","10.0","8.5"
"Dawson Knox","BUF","TE","3.9","3.1","2.3","3.1","3.9","Sunday","9.2","7.8"
"Kyle Monangai","CHI","RB","3.9","3.4","3.0","3.4","3.8","Monday","9.6","8.9"
"Tyler Johnson","NYJ","WR","3.9","3.1","2.3","3.1","3.8","Main","9.4","7.9"
"CLE DST","CLE","DST","3.9","3.9","3.9","3.9","3.9","Main","10.0","10.0"
"Greg Dortch","ARI","WR","3.8","3.0","2.3","3.0","3.8","Main","9.6","8.3"
"DET DST","DET","DST","3.8","3.8","3.8","3.8","3.8","Main","9.7","9.7"
"NO DST","NO","DST","3.8","3.8","3.8","3.8","3.8","Main","9.7","9.7"
"Noah Fant","CIN","TE","3.6","2.8","2.1","2.8","3.5","Main","8.7","7.3"
"Emanuel Wilson","GB","RB","3.6","3.3","2.9","3.3","3.6","Main","9.3","8.7"
"Austin Hooper","NE","TE","3.6","2.9","2.1","2.9","3.6","Main","8.8","7.4"
"BAL DST","BAL","DST","3.6","3.6","3.6","3.6","3.6","Sunday","9.4","9.4"
"Parker Washington","JAX","WR","3.5","2.9","2.2","2.9","3.5","Main","9.2","8.0"
"Mack Hollins","NE","WR","3.5","2.9","2.3","2.9","3.5","Main","9.4","8.2"
"Luke Musgrave","GB","TE","3.4","2.6","1.9","2.6","3.4","Main","8.2","6.8"
"Russell Gage","SF","WR","3.4","2.7","2.1","2.7","3.3","Main","8.8","7.6"
"Elijah Arroyo","SEA","TE","3.3","2.6","2.0","2.6","3.3","Main","8.4","7.1"
"Julius Chestnut","TEN","RB","3.3","3.0","2.7","3.0","3.3","Main","8.4","7.8"
"Van Jefferson","TEN","WR","3.3","2.7","2.1","2.7","3.3","Main","8.7","7.4"
"BUF DST","BUF","DST","3.3","3.3","3.3","3.3","3.3","Sunday","9.0","9.0"
"Emari Demercado","ARI","RB","3.1","2.5","2.0","2.5","3.0","Main","8.0","7.0"
"Charlie Kolar","BAL","TE","2.9","2.3","1.8","2.3","2.9","Sunday","7.7","6.5"
"Dare Ogunbowale","HOU","RB","2.9","2.3","1.7","2.3","2.9","Main","7.4","6.2"
"Jeremy McNichols","WAS","RB","2.9","2.5","2.2","2.5","2.8","Main","7.6","7.0"
"DAL DST","DAL","DST","2.9","2.9","2.9","2.9","2.9","Thursday","8.4","8.4"
"Tommy Tremble","CAR","TE","2.8","2.2","1.6","2.2","2.8","Main","7.2","6.0"
"Curtis Samuel","BUF","WR","2.7","2.2","1.7","2.2","2.7","Sunday","7.5","6.4"
"Chris Brooks","GB","RB","2.7","2.3","1.9","2.3","2.7","Main","7.3","6.4"
"Devin Singletary","NYG","RB","2.7","2.4","2.2","2.4","2.7","Main","7.5","7.1"
"Jahan Dotson","PHI","WR","2.7","2.2","1.7","2.2","2.7","Thursday","7.6","6.6"
"Jaylin Lane","WAS","WR","2.7","2.2","1.7","2.2","2.7","Main","7.6","6.6"
"David Moore","CAR","WR","2.6","2.1","1.6","2.1","2.6","Main","7.3","6.2"
"DJ Giddens","IND","RB","2.5","2.1","1.9","2.1","2.4","Main","7.2","6.6"
"Elijah Moore","BUF","WR","2.2","1.8","1.4","1.8","2.2","Sunday","6.5","5.5"
"Hunter Luepke","DAL","RB","2.2","1.7","1.2","1.7","2.2","Thursday","5.9","4.8"
"Darnell Washington","PIT","TE","2.2","1.7","1.3","1.7","2.2","Main","6.2","5.1"
"Gunnar Helm","TEN","TE","2.2","1.7","1.2","1.7","2.2","Main","6.0","4.9"
"Charlie Woerner","ATL","TE","2.1","1.7","1.2","1.7","2.1","Main","5.9","4.8"
"Bhayshul Tuten","JAX","RB","2.1","1.9","1.7","1.9","2.1","Main","6.3","5.9"
"Elijah Higgins","ARI","TE","2.0","1.6","1.2","1.6","2.0","Main","6.0","5.0"
"Isaac TeSlaa","DET","WR","2.0","1.6","1.2","1.6","2.0","Main","6.0","5.1"
"Johnny Mundt","JAX","TE","2.0","1.6","1.1","1.6","2.0","Main","5.8","4.7"
"Tyquan Thornton","KC","WR","2.0","1.7","1.3","1.6","2.0","Friday","6.2","5.3"
"Alec Ingold","MIA","RB","2.0","1.6","1.2","1.6","2.0","Main","5.7","4.8"
"Keaton Mitchell","BAL","RB","1.9","1.7","1.6","1.7","1.8","Sunday","5.7","5.4"
"Josh Oliver","MIN","TE","1.9","1.5","1.1","1.5","1.9","Monday","5.7","4.7"
"Jeremy Ruckert","NYJ","TE","1.9","1.5","1.0","1.5","1.9","Main","5.5","4.4"
"Kyle Juszczyk","SF","RB","1.9","1.4","1.0","1.4","1.9","Main","5.3","4.2"
"Tez Johnson","TB","WR","1.9","1.6","1.3","1.6","1.9","Main","6.1","5.3"
"Luther Burden","CHI","WR","1.8","1.4","1.1","1.4","1.7","Monday","5.6","4.7"
"Drew Sample","CIN","TE","1.8","1.3","0.9","1.3","1.7","Main","5.1","4.1"
"Pat Bryant","DEN","WR","1.8","1.5","1.2","1.5","1.8","Main","5.7","4.9"
"Adam Trautman","DEN","TE","1.8","1.4","1.1","1.4","1.8","Main","5.4","4.6"
"Brashard Smith","KC","RB","1.8","1.4","1.1","1.4","1.8","Friday","5.4","4.5"
"Jordan Whittington","LA","WR","1.8","1.5","1.1","1.5","1.8","Main","5.6","4.8"
"Isaiah Davis","NYJ","RB","1.8","1.5","1.3","1.5","1.8","Main","5.1","4.5"
"Trent Sherfield","DEN","WR","1.7","1.4","1.1","1.4","1.7","Main","5.6","4.8"
"Jack Bech","LV","WR","1.7","1.4","1.1","1.4","1.7","Main","5.4","4.6"
"Tre' Harris","LAC","WR","1.7","1.4","1.1","1.4","1.7","Friday","5.3","4.6"
"KeAndre Lambert-Smith","LAC","WR","1.7","1.4","1.1","1.4","1.7","Friday","5.3","4.5"
"Terrance Ferguson","LA","TE","1.7","1.4","1.0","1.4","1.7","Main","5.3","4.5"
"Kyle Williams","NE","WR","1.7","1.4","1.1","1.4","1.6","Main","5.4","4.6"
"Mason Tipton","NO","WR","1.7","1.4","1.0","1.4","1.7","Main","5.3","4.5"
"Marquez Valdes-Scantling","SF","WR","1.7","1.4","1.2","1.4","1.7","Main","5.6","4.9"
"Tahj Brooks","CIN","RB","1.6","1.5","1.4","1.5","1.6","Main","5.3","5.2"
"Tanner Conner","MIA","TE","1.6","1.3","0.9","1.3","1.6","Main","5.0","4.1"
"Devaughn Vele","NO","WR","1.6","1.2","0.9","1.2","1.6","Main","4.9","4.0"
"John Bates","WAS","TE","1.6","1.3","0.9","1.3","1.6","Main","4.9","4.1"
"Luke Schoonmaker","DAL","TE","1.5","1.2","0.8","1.2","1.5","Thursday","4.6","3.7"
"Malik Heath","GB","WR","1.5","1.2","0.9","1.2","1.5","Main","4.9","4.2"
"Hassan Haskins","LAC","RB","1.5","1.4","1.2","1.4","1.5","Friday","5.0","4.6"
"Jalin Hyatt","NYG","WR","1.4","1.2","0.9","1.2","1.4","Main","4.8","4.1"
"Daniel Bellinger","NYG","TE","1.4","1.1","0.8","1.1","1.4","Main","4.3","3.5"
"David Martin-Robinson","TEN","TE","1.4","1.1","0.8","1.1","1.4","Main","4.4","3.6"
"Luke McCaffrey","WAS","WR","1.4","1.1","0.9","1.1","1.4","Main","4.6","3.9"
"Xavier Gipson","NYJ","WR","1.3","1.1","0.8","1.1","1.3","Main","4.4","3.6"
"Brock Wright","DET","TE","1.2","0.9","0.7","0.9","1.2","Main","4.0","3.2"
"Jeff Wilson","MIA","RB","1.2","1.2","1.2","1.2","1.2","Main","4.1","4.1"
"Isaac Guerendo","SF","RB","1.2","1.0","0.9","1.0","1.2","Main","4.1","3.7"
"Chimere Dike","TEN","WR","1.2","1.0","0.7","1.0","1.2","Main","4.0","3.3"
"Woody Marks","HOU","RB","1.1","1.0","0.8","1.0","1.1","Main","3.7","3.3"
"Jack Stoll","NO","TE","1.1","0.8","0.6","0.8","1.1","Main","3.6","2.9"
"Luke Farrell","SF","TE","1.1","0.9","0.6","0.9","1.1","Main","3.8","3.0"
"Cody White","SEA","WR","1.1","0.9","0.7","0.9","1.1","Main","4.0","3.3"
"Tylan Wallace","BAL","WR","1.0","0.8","0.6","0.8","1.0","Sunday","3.7","3.1"
"Mitchell Tinsley","CIN","WR","1.0","0.8","0.6","0.8","1.0","Main","3.7","3.1"
"Tanner Hudson","CIN","TE","1.0","0.8","0.6","0.8","1.0","Main","3.7","3.0"
"AJ Dillon","PHI","RB","1.0","0.9","0.9","0.9","1.0","Thursday","4.2","4.0"
"Grant Calcaterra","PHI","TE","1.0","0.8","0.6","0.8","1.0","Thursday","3.5","2.9"
"Scotty Miller","PIT","WR","1.0","0.8","0.7","0.8","1.0","Main","3.8","3.1"
"Payne Durham","TB","TE","1.0","0.8","0.6","0.8","1.0","Main","3.5","2.9"
"Tip Reiman","ARI","TE","0.9","0.7","0.5","0.7","0.9","Main","3.2","2.6"
"Blake Whiteheart","CLE","TE","0.9","0.7","0.5","0.7","0.8","Main","3.2","2.6"
"Mo Alie-Cox","IND","TE","0.9","0.7","0.5","0.7","0.9","Main","3.3","2.7"
"Devin Neal","NO","RB","0.9","0.8","0.7","0.8","0.9","Main","3.2","3.0"
"Casey Washington","ATL","WR","0.8","0.7","0.5","0.7","0.8","Main","3.3","2.6"
"Trevor Etienne","CAR","RB","0.8","0.7","0.6","0.7","0.8","Main","3.0","2.6"
"Brittain Brown","CHI","RB","0.8","0.7","0.6","0.7","0.8","Monday","2.8","2.6"
"Raheim Sanders","CLE","RB","0.8","0.7","0.6","0.7","0.7","Main","2.9","2.7"
"Isaiah Bond","CLE","WR","0.8","0.7","0.5","0.7","0.8","Main","3.2","2.6"
"Drew Ogletree","IND","TE","0.8","0.7","0.5","0.7","0.8","Main","3.3","2.8"
"Derius Davis","LAC","WR","0.8","0.7","0.6","0.7","0.8","Friday","3.4","3.0"
"Tai Felton","MIN","WR","0.8","0.7","0.5","0.7","0.8","Monday","3.2","2.7"
"Lucky Jackson","MIN","WR","0.8","0.7","0.5","0.7","0.8","Monday","3.2","2.7"
"Connor Heyward","PIT","TE","0.8","0.6","0.5","0.6","0.8","Main","3.0","2.4"
"Sean Tucker","TB","RB","0.8","0.7","0.7","0.7","0.8","Main","3.1","2.9"
"Tyler Badie","DEN","RB","0.7","0.6","0.5","0.6","0.7","Main","2.6","2.2"
"Antonio Gibson","NE","RB","0.7","0.7","0.6","0.7","0.7","Main","2.7","2.5"
"Mitchell Evans","CAR","TE","0.6","0.5","0.3","0.5","0.6","Main","2.2","1.8"
"DeAndre Carter","CLE","WR","0.6","0.5","0.4","0.5","0.6","Main","2.5","2.0"
"Lucas Krull","DEN","TE","0.6","0.5","0.3","0.5","0.6","Main","2.2","1.8"
"Justin Watson","HOU","WR","0.6","0.5","0.4","0.5","0.6","Main","2.3","1.9"
"Tim Patrick","JAX","WR","0.6","0.5","0.4","0.5","0.6","Main","2.5","2.0"
"Hunter Long","JAX","TE","0.6","0.5","0.3","0.5","0.6","Main","2.3","1.8"
"Kalel Mullings","TEN","RB","0.6","0.5","0.4","0.5","0.5","Main","2.2","2.0"
"Brevyn Spann-Ford","DAL","TE","0.5","0.4","0.3","0.4","0.5","Thursday","1.8","1.4"
"Dylan Laube","LV","RB","0.5","0.5","0.4","0.5","0.5","Main","2.2","1.9"
"Scott Matlock","LAC","RB","0.5","0.4","0.2","0.4","0.5","Friday","2.0","1.5"
"Myles Price","MIN","WR","0.5","0.4","0.3","0.4","0.5","Monday","2.2","1.8"
"Andrew Beck","NYJ","TE","0.5","0.4","0.3","0.4","0.5","Main","1.9","1.5"
"Arian Smith","NYJ","WR","0.5","0.4","0.3","0.4","0.5","Main","1.8","1.5"
"Stone Smartt","NYJ","TE","0.5","0.4","0.3","0.4","0.5","Main","1.9","1.5"
"Ben Skowronek","PIT","WR","0.5","0.4","0.3","0.4","0.5","Main","2.1","1.7"
"Eric Saubert","SEA","TE","0.5","0.4","0.3","0.4","0.5","Main","2.2","1.7"
"Charlie Jones","CIN","WR","0.4","0.3","0.2","0.3","0.3","Main","1.4","1.2"
"Ulysses Bentley","IND","RB","0.4","0.3","0.3","0.3","0.4","Main","1.7","1.4"
"Devontez Walker","BAL","WR","0.3","0.2","0.2","0.2","0.3","Sunday","1.1","0.9"
"Brycen Tremayne","CAR","WR","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Durham Smythe","CHI","TE","0.3","0.2","0.2","0.2","0.3","Monday","1.1","0.9"
"Adam Prentice","DEN","RB","0.3","0.3","0.3","0.3","0.3","Main","1.5","1.4"
"Ashton Dulin","IND","WR","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.9"
"Nikko Remigio","KC","WR","0.3","0.3","0.2","0.3","0.3","Friday","1.2","1.0"
"Robert Tonyan","KC","TE","0.3","0.3","0.2","0.3","0.3","Friday","1.3","1.0"
"Ian Thomas","LV","TE","0.3","0.2","0.1","0.2","0.3","Main","1.0","0.8"
"Cody Schrader","LA","RB","0.3","0.3","0.3","0.3","0.3","Main","1.3","1.3"
"Colby Parkinson","LA","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Davis Allen","LA","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Dee Eskridge","MIA","WR","0.3","0.3","0.2","0.3","0.3","Main","1.3","1.0"
"Moliki Matavao","NO","TE","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Chris Manhertz","NYG","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Skyy Moore","SF","WR","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Jake Tonges","SF","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.8"
"Nick Kallerup","SEA","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Ryan Miller","TB","WR","0.3","0.3","0.2","0.3","0.3","Main","1.2","1.0"
"Kameron Johnson","TB","WR","0.3","0.3","0.2","0.3","0.3","Main","1.3","1.0"
"Ko Kieft","TB","TE","0.3","0.3","0.2","0.3","0.3","Main","1.3","1.1"
"Chris Moore","WAS","WR","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Ben Sinnott","WAS","TE","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Nathan Carter","ATL","RB","0.2","0.2","0.2","0.2","0.2","Main","0.8","0.8"
"Ryan Flournoy","DAL","WR","0.2","0.1","0.1","0.1","0.2","Thursday","0.6","0.5"
"Jaleel McLaughlin","DEN","RB","0.2","0.2","0.1","0.2","0.2","Main","1.0","1.0"
"Craig Reynolds","DET","RB","0.2","0.2","0.2","0.2","0.2","Main","0.7","0.7"
"Shane Zylstra","DET","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"John FitzPatrick","GB","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.4"
"Jason Brownlee","KC","WR","0.2","0.1","0.1","0.1","0.2","Friday","0.6","0.5"
"Darius Cooper","PHI","WR","0.2","0.2","0.1","0.2","0.2","Thursday","0.9","0.7"
"John Metchie","PHI","WR","0.2","0.2","0.1","0.2","0.2","Thursday","0.9","0.7"
"Kylen Granson","PHI","TE","0.2","0.2","0.1","0.2","0.2","Thursday","0.8","0.7"
"Jalen Milroe","SEA","QB","0.2","0.2","0.2","0.2","0.2","Main","0.0","0.0"
"Robbie Ouzts","SEA","RB","0.2","0.2","0.1","0.2","0.2","Main","1.0","0.7"
"Bryce Oliver","TEN","WR","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"Jacoby Brissett","ARI","QB","0.1","0.0","0.0","0.0","0.0","Main","0.0","0.0"
"Xavier Weaver","ARI","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Jamal Agnew","ATL","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"David Sills V","ATL","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Teagan Quitoriano","ATL","TE","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Reggie Gilliam","BUF","TE","0.1","0.1","0.1","0.1","0.1","Sunday","0.6","0.5"
"Jackson Hawes","BUF","TE","0.1","0.1","0.1","0.1","0.1","Sunday","0.6","0.5"
"Savion Williams","GB","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Jakob Johnson","HOU","RB","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.3"
"Justin Shorter","LV","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Alex Bachman","LV","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Konata Mumpfield","LA","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Ty Chandler","MIN","RB","0.1","0.1","0.1","0.1","0.1","Monday","0.6","0.6"
"Jack Westover","NE","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Velus Jones","NO","RB","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.6"
"Beaux Collins","NYG","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
