"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Tee Higgins","WR","CIN","CLE","12.8","10.8","12.5","8.4","10.4","12.5","24.6","21.5","Main"
"Jahan Dotson","WR","PHI","WAS","12.8","10.6","12.4","7.9","10.1","12.4","24.5","21.1","Main"
"Jerry Jeudy","WR","CLE","@CIN","12.7","10.6","12.3","8.0","10.1","12.2","24.3","21.1","Main"
"Audric Estime","RB","NO","@ATL","12.5","11.1","12.3","9.6","10.9","12.2","22.5","20.6","Main"
"Brian Thomas","WR","JAX","TEN","12.2","10.4","11.9","8.3","10.1","11.8","24.1","21.3","Main"
"Hunter Henry","TE","NE","MIA","12.2","10.2","14.0","7.9","9.9","12.0","23.2","20.1","Main"
"Riley Leonard","QB","IND","@HOU","12.1","11.9","12.9","10.8","10.8","10.8","20.0","19.9","Main"
"Terry McLaurin","WR","WAS","@PHI","12.1","10.1","11.7","7.7","9.7","11.7","23.6","20.5","Main"
"Dalton Schultz","TE","HOU","IND","12.0","9.6","14.3","7.0","9.5","11.9","21.8","18.2","Main"
"Parker Washington","WR","JAX","TEN","12.0","10.0","11.7","7.8","9.7","11.7","23.2","20.2","Main"
"Travis Kelce","TE","KC","@LV","12.0","9.5","14.3","6.9","9.4","11.8","21.7","18.0","Main"
"Kyle Pitts","TE","ATL","NO","11.9","9.5","14.0","7.0","9.3","11.7","22.0","18.4","Main"
"Darius Cooper","WR","PHI","WAS","11.9","9.7","11.6","7.2","9.4","11.6","22.7","19.3","Main"
"Josh Johnson","QB","WAS","@PHI","11.9","11.7","12.7","10.6","10.6","10.6","19.9","19.9","Main"
"Tony Pollard","RB","TEN","@JAX","11.8","10.9","11.3","9.7","10.4","11.2","21.9","20.8","Main"
"Jaylen Warren","RB","PIT","BAL","11.7","10.6","11.4","9.3","10.3","11.3","21.8","20.3","Sunday"
"Jauan Jennings","WR","SF","SEA","11.7","9.6","11.5","7.1","9.3","11.5","22.4","19.1","Saturday"
"Kenneth Walker","RB","SEA","@SF","11.7","10.7","11.4","9.4","10.3","11.3","22.3","20.9","Saturday"
"Zach Charbonnet","RB","SEA","@SF","11.6","10.6","11.4","9.6","10.4","11.3","22.0","20.7","Saturday"
"Kyle Monangai","RB","CHI","DET","11.5","10.7","11.3","9.8","10.5","11.2","22.5","21.4","Main"
"Rhamondre Stevenson","RB","NE","MIA","11.4","10.1","11.3","8.7","10.0","11.3","21.9","20.0","Main"
"Quinn Ewers","QB","MIA","@NE","11.2","11.0","12.2","10.1","10.1","10.1","18.3","18.2","Main"
"Jayden Higgins","WR","HOU","IND","11.1","9.2","10.8","7.1","9.0","10.8","21.5","18.6","Main"
"BUF DST","DST","BUF","NYJ","11.1","11.1","12.2","11.1","11.1","11.1","19.5","19.5","Main"
"Michael Carter","RB","ARI","@LA","10.8","9.3","10.7","7.7","9.2","10.7","19.8","17.6","Main"
"DJ Moore","WR","CHI","DET","10.7","9.1","10.5","7.1","8.8","10.5","21.9","19.2","Main"
"Colston Loveland","TE","CHI","DET","10.6","8.8","12.1","6.9","8.6","10.4","20.8","18.0","Main"
"Clayton Tune","QB","GB","@MIN","10.6","10.3","11.1","9.2","9.2","9.2","17.5","17.5","Main"
"DEN DST","DST","DEN","LAC","10.6","10.6","11.7","10.6","10.6","10.6","18.4","18.4","Main"
"MIN DST","DST","MIN","GB","10.6","10.6","11.7","10.6","10.6","10.6","18.6","18.6","Main"
"Michael Mayer","TE","LV","KC","10.5","8.0","12.8","5.5","7.9","10.3","18.7","15.0","Main"
"Greg Dulcich","TE","MIA","@NE","10.5","8.3","12.5","5.9","8.1","10.3","18.9","15.5","Main"
"Kevin Austin","WR","NO","@ATL","10.5","8.5","10.3","6.3","8.3","10.3","20.1","17.0","Main"
"Brenton Strange","TE","JAX","TEN","10.3","8.4","12.0","6.4","8.3","10.1","20.3","17.3","Main"
"AJ Barner","TE","SEA","@SF","10.3","8.3","12.3","6.2","8.2","10.2","19.1","16.0","Saturday"
"Chig Okonkwo","TE","TEN","@JAX","10.2","7.9","12.4","5.5","7.8","10.1","18.7","15.2","Main"
"Deebo Samuel","WR","WAS","@PHI","10.1","7.9","9.9","5.7","7.8","9.9","18.6","15.4","Main"
"Matt Prater","K","BUF","NYJ","10.1","10.1","10.8","10.1","10.1","10.1","16.9","16.9","Main"
"Brashard Smith","RB","KC","@LV","10.0","9.0","9.8","7.8","8.8","9.7","19.0","17.6","Main"
"Cam Little","K","JAX","TEN","10.0","10.0","10.7","10.0","10.0","10.0","16.3","16.3","Main"
"Harrison Mevis","K","LA","ARI","10.0","10.0","10.6","10.0","10.0","10.0","16.1","16.1","Main"
"Adonai Mitchell","WR","NYJ","@BUF","9.9","8.1","9.6","6.1","7.9","9.6","19.4","16.6","Main"
"Wil Lutz","K","DEN","LAC","9.9","9.9","10.7","9.9","9.9","9.9","16.7","16.7","Main"
"HOU DST","DST","HOU","IND","9.9","9.9","11.0","9.9","9.9","9.9","17.9","17.9","Main"
"Tyler Warren","TE","IND","@HOU","9.8","7.7","11.8","5.5","7.6","9.7","17.6","14.3","Main"
"Evan McPherson","K","CIN","CLE","9.8","9.8","10.6","9.8","9.8","9.8","16.4","16.4","Main"
"Brady Cook","QB","NYJ","@BUF","9.7","9.4","10.1","8.1","8.1","8.1","16.8","16.7","Main"
"Emanuel Wilson","RB","GB","@MIN","9.6","8.9","9.4","7.9","8.6","9.2","18.1","17.0","Main"
"Kimani Vidal","RB","LAC","@DEN","9.6","8.8","9.3","7.8","8.5","9.2","18.2","17.1","Main"
"Chris Godwin","WR","TB","CAR","9.6","7.6","9.5","5.5","7.5","9.5","18.5","15.4","Saturday"
"Michael Pittman","WR","IND","@HOU","9.5","7.5","9.4","5.3","7.3","9.3","17.7","14.5","Main"
"Khalil Shakir","WR","BUF","NYJ","9.4","7.4","9.3","5.2","7.3","9.3","17.9","14.7","Main"
"Konata Mumpfield","WR","LA","ARI","9.4","7.9","9.3","6.3","7.8","9.3","19.6","17.1","Main"
"Jordan Addison","WR","MIN","GB","9.4","7.9","9.2","6.2","7.7","9.2","19.2","16.9","Main"
"Chimere Dike","WR","TEN","@JAX","9.4","7.4","9.3","5.3","7.3","9.2","17.5","14.4","Main"
"Brandon Aubrey","K","DAL","@NYG","9.4","9.4","10.1","9.4","9.4","9.4","15.8","15.8","Main"
"Jake Ferguson","TE","DAL","@NYG","9.3","7.3","11.2","5.3","7.3","9.2","17.6","14.6","Main"
"Andy Borregales","K","NE","MIA","9.3","9.3","10.0","9.3","9.3","9.3","15.6","15.6","Main"
"Mark Andrews","TE","BAL","@PIT","9.2","7.5","10.8","5.7","7.4","9.1","17.8","15.2","Sunday"
"Tre Tucker","WR","LV","KC","9.2","7.4","9.0","5.6","7.3","9.0","17.8","15.1","Main"
"Dante Pettis","WR","NO","@ATL","9.2","7.5","9.1","5.7","7.4","9.1","18.6","15.9","Main"
"Cairo Santos","K","CHI","DET","9.2","9.2","9.9","9.2","9.2","9.2","15.5","15.5","Main"
"Ka'imi Fairbairn","K","HOU","IND","9.2","9.2","10.0","9.2","9.2","9.2","15.8","15.8","Main"
"LA DST","DST","LA","ARI","9.2","9.2","10.1","9.2","9.2","9.2","16.8","16.8","Main"
"Kareem Hunt","RB","KC","@LV","9.1","8.5","9.0","7.7","8.3","8.9","17.9","17.0","Main"
"Zane Gonzalez","K","ATL","NO","9.1","9.1","9.8","9.1","9.1","9.1","15.7","15.7","Main"
"Tyler Loop","K","BAL","@PIT","9.1","9.1","9.8","9.1","9.1","9.1","15.6","15.6","Sunday"
"Elic Ayomanor","WR","TEN","@JAX","9.0","7.4","8.9","5.6","7.2","8.9","17.8","15.3","Main"
"JAX DST","DST","JAX","TEN","9.0","9.0","9.9","9.0","9.0","9.0","16.7","16.7","Main"
"David Montgomery","RB","DET","@CHI","8.9","8.3","8.8","7.7","8.2","8.7","18.0","17.1","Main"
"Grant Calcaterra","TE","PHI","WAS","8.9","7.0","10.7","5.1","7.0","8.8","17.0","14.0","Main"
"Jason Myers","K","SEA","@SF","8.9","8.9","9.6","8.9","8.9","8.9","15.2","15.2","Saturday"
"Eddy Pineiro","K","SF","SEA","8.9","8.9","9.6","8.9","8.9","8.9","15.4","15.4","Saturday"
"CIN DST","DST","CIN","CLE","8.9","8.9","9.9","8.9","8.9","8.9","16.9","16.9","Main"
"Jalen Coker","WR","CAR","@TB","8.8","7.1","8.6","5.2","6.9","8.6","17.3","14.6","Saturday"
"Malik Washington","WR","MIA","@NE","8.8","6.8","8.8","4.8","6.8","8.7","16.4","13.4","Main"
"Chris Rodriguez","RB","WAS","@PHI","8.8","8.5","8.5","7.9","8.2","8.5","18.0","17.5","Main"
"Devin Singletary","RB","NYG","DAL","8.7","7.9","8.6","7.1","7.8","8.6","17.7","16.5","Main"
"Kene Nwangwu","RB","NYJ","@BUF","8.7","8.0","8.5","7.2","7.8","8.4","17.1","16.1","Main"
"Isaiah Hodgins","WR","NYG","DAL","8.6","7.0","8.5","5.3","6.9","8.5","17.3","14.7","Main"
"Khalil Herbert","RB","NYJ","@BUF","8.6","7.8","8.3","6.9","7.6","8.2","16.8","15.8","Main"
"Rashid Shaheed","WR","SEA","@SF","8.6","7.2","8.4","5.7","7.1","8.4","18.3","16.1","Saturday"
"Will Reichard","K","MIN","GB","8.6","8.6","9.3","8.6","8.6","8.6","15.0","15.0","Main"
"Chase McLaughlin","K","TB","CAR","8.6","8.6","9.2","8.6","8.6","8.6","15.0","15.0","Saturday"
"Jake Bates","K","DET","@CHI","8.5","8.5","9.2","8.5","8.5","8.5","14.7","14.7","Main"
"PHI DST","DST","PHI","WAS","8.5","8.5","9.5","8.5","8.5","8.5","16.3","16.3","Main"
"Christian Kirk","WR","HOU","IND","8.4","6.8","8.3","5.2","6.7","8.3","17.1","14.6","Main"
"Aidan O'Connell","QB","LV","KC","8.4","8.2","9.2","7.7","7.7","7.7","0.0","0.0","Main"
"Daniel Bellinger","TE","NYG","DAL","8.4","6.7","10.1","5.0","6.7","8.4","16.6","13.9","Main"
"Pat Freiermuth","TE","PIT","BAL","8.4","6.6","10.1","4.8","6.6","8.3","16.3","13.5","Sunday"
"KC DST","DST","KC","@LV","8.4","8.4","9.4","8.4","8.4","8.4","15.7","15.7","Main"
"Tyler Higbee","TE","LA","ARI","8.3","6.8","9.7","5.3","6.7","8.2","17.2","14.8","Main"
"Ben Sauls","K","NYG","DAL","8.3","8.3","8.9","8.3","8.3","8.3","14.4","14.4","Main"
"Chuba Hubbard","RB","CAR","@TB","8.2","7.1","8.1","6.0","7.1","8.1","16.2","14.6","Saturday"
"ATL DST","DST","ATL","NO","8.2","8.2","9.1","8.2","8.2","8.2","15.8","15.8","Main"
"Pat Bryant","WR","DEN","LAC","8.1","6.6","8.0","4.9","6.5","8.0","16.6","14.2","Main"
"Matthew Golden","WR","GB","@MIN","8.1","6.5","8.0","4.8","6.4","7.9","16.1","13.5","Main"
"Cooper Kupp","WR","SEA","@SF","8.1","6.5","8.0","4.9","6.4","8.0","16.6","14.1","Saturday"
"Harrison Butker","K","KC","@LV","8.1","8.1","8.8","8.1","8.1","8.1","14.5","14.5","Main"
"NE DST","DST","NE","MIA","8.1","8.1","9.1","8.1","8.1","8.1","15.4","15.4","Main"
"Will Shipley","RB","PHI","WAS","8.0","6.7","8.0","5.4","6.7","7.9","16.2","14.2","Main"
"Ryan Fitzgerald","K","CAR","@TB","8.0","8.0","8.6","8.0","8.0","8.0","14.3","14.3","Saturday"
"Charlie Smyth","K","NO","@ATL","8.0","8.0","8.6","8.0","8.0","8.0","14.3","14.3","Main"
"Chris Boswell","K","PIT","BAL","8.0","8.0","8.6","8.0","8.0","8.0","14.2","14.2","Sunday"
"Phil Mafah","RB","DAL","@NYG","7.9","7.5","7.7","7.0","7.3","7.7","16.9","16.3","Main"
"Colby Parkinson","TE","LA","ARI","7.9","6.4","9.3","4.8","6.3","7.8","16.3","13.8","Main"
"Tyjae Spears","RB","TEN","@JAX","7.9","6.4","7.9","4.9","6.4","7.9","15.4","13.1","Main"
"Oronde Gadsden","TE","LAC","@DEN","7.8","6.2","9.4","4.4","6.1","7.7","15.0","12.2","Main"
"Raheim Sanders","RB","CLE","@CIN","7.7","6.8","7.6","6.0","6.8","7.6","15.8","14.5","Main"
"Isaac TeSlaa","WR","DET","@CHI","7.7","6.4","7.6","5.0","6.3","7.6","16.5","14.4","Main"
"Bo Melton","WR","GB","@MIN","7.7","6.1","7.6","4.5","6.0","7.6","15.2","12.7","Main"
"Britain Covey","WR","PHI","WAS","7.7","6.1","7.6","4.4","6.0","7.6","15.4","12.8","Main"
"Jake Elliott","K","PHI","WAS","7.7","7.7","8.4","7.7","7.7","7.7","13.9","13.9","Main"
"Blake Corum","RB","LA","ARI","7.6","7.2","7.4","6.8","7.1","7.4","16.4","16.0","Main"
"Marquez Valdes-Scantling","WR","PIT","BAL","7.6","6.3","7.5","4.9","6.2","7.4","15.9","13.7","Sunday"
"Alec Pierce","WR","IND","@HOU","7.5","6.3","7.3","4.9","6.1","7.3","15.9","13.9","Main"
"Tyler Allgeier","RB","ATL","NO","7.4","7.1","7.3","6.7","6.9","7.2","15.9","15.4","Main"
"Ryan Flournoy","WR","DAL","@NYG","7.4","6.0","7.3","4.5","5.9","7.3","15.6","13.3","Main"
"Marquise Brown","WR","KC","@LV","7.4","6.0","7.4","4.6","6.0","7.3","15.4","13.2","Main"
"Kayshon Boutte","WR","NE","MIA","7.4","6.3","7.3","5.1","6.2","7.3","16.5","14.7","Main"
"Joey Slye","K","TEN","@JAX","7.4","7.4","8.0","7.4","7.4","7.4","13.6","13.6","Main"
"Jalen McMillan","WR","TB","CAR","7.3","6.0","7.2","4.6","5.9","7.2","15.5","13.3","Saturday"
"Andre Szmyt","K","CLE","@CIN","7.3","7.3","7.9","7.3","7.3","7.3","13.4","13.4","Main"
"Ty Johnson","RB","BUF","NYJ","7.2","6.1","7.1","5.1","6.1","7.1","15.1","13.5","Main"
"GB DST","DST","GB","@MIN","7.2","7.2","8.0","7.2","7.2","7.2","14.9","14.9","Main"
"Calvin Austin","WR","PIT","BAL","7.1","5.8","7.1","4.4","5.7","7.0","14.8","12.6","Sunday"
"BAL DST","DST","BAL","@PIT","7.1","7.1","8.0","7.1","7.1","7.1","14.2","14.2","Sunday"
"Ray Davis","RB","BUF","NYJ","7.0","6.5","6.9","6.1","6.4","6.8","15.3","14.7","Main"
"Dalton Kincaid","TE","BUF","NYJ","7.0","5.7","8.2","4.4","5.7","6.9","14.7","12.6","Main"
"Olamide Zaccheaus","WR","CHI","DET","7.0","5.7","6.9","4.4","5.7","6.9","15.1","13.0","Main"
"Samaje Perine","RB","CIN","CLE","7.0","6.6","6.9","6.1","6.5","6.9","15.1","14.5","Main"
"Troy Franklin","WR","DEN","LAC","7.0","5.8","6.9","4.5","5.7","6.9","15.1","13.0","Main"
"Daniel Carlson","K","LV","KC","7.0","7.0","7.6","7.0","7.0","7.0","13.2","13.2","Main"
"TB DST","DST","TB","CAR","7.0","7.0","7.8","7.0","7.0","7.0","14.1","14.1","Saturday"
"Xavier Hutchinson","WR","HOU","IND","6.9","5.7","6.9","4.5","5.7","6.9","15.0","13.0","Main"
"Emeka Egbuka","WR","TB","CAR","6.9","5.7","6.8","4.4","5.6","6.8","15.2","13.2","Saturday"
"LV DST","DST","LV","KC","6.9","6.9","7.8","6.9","6.9","6.9","14.0","14.0","Main"
"JuJu Smith-Schuster","WR","KC","@LV","6.8","5.3","6.8","3.9","5.3","6.8","14.1","11.7","Main"
"Kendrick Bourne","WR","SF","SEA","6.8","5.5","6.7","4.1","5.4","6.7","14.5","12.3","Saturday"
"Chad Ryland","K","ARI","@LA","6.8","6.8","7.3","6.8","6.8","6.8","12.7","12.7","Main"
"WAS DST","DST","WAS","@PHI","6.8","6.8","7.6","6.8","6.8","6.8","13.9","13.9","Main"
"Josh Downs","WR","IND","@HOU","6.7","5.2","6.7","3.7","5.2","6.7","13.3","10.9","Main"
"Cameron Dicker","K","LAC","@DEN","6.7","6.7","7.3","6.7","6.7","6.7","12.9","12.9","Main"
"DAL DST","DST","DAL","@NYG","6.7","6.7","7.5","6.7","6.7","6.7","13.9","13.9","Main"
"Josh Oliver","TE","MIN","GB","6.6","5.3","8.0","3.9","5.3","6.6","13.8","11.6","Main"
"Jake Moody","K","WAS","@PHI","6.6","6.6","7.1","6.6","6.6","6.6","12.5","12.5","Main"
"John Metchie","WR","NYJ","@BUF","6.4","5.0","6.4","3.6","5.0","6.4","13.0","10.6","Main"
"Adam Thielen","WR","PIT","BAL","6.4","5.1","6.4","3.8","5.1","6.4","13.5","11.3","Sunday"
"Ben Sinnott","TE","WAS","@PHI","6.4","5.1","7.7","3.7","5.0","6.4","13.3","11.1","Main"
"Brandon McManus","K","GB","@MIN","6.4","6.4","6.9","6.4","6.4","6.4","12.3","12.3","Main"
"Riley Patterson","K","MIA","@NE","6.4","6.4","7.0","6.4","6.4","6.4","12.3","12.3","Main"
"Nick Folk","K","NYJ","@BUF","6.4","6.4","7.0","6.4","6.4","6.4","12.5","12.5","Main"
"Blake Grupe","K","IND","@HOU","6.3","6.3","6.9","6.3","6.3","6.3","12.3","12.3","Main"
"Emari Demercado","RB","ARI","@LA","6.2","5.1","6.2","4.0","5.1","6.1","12.8","11.0","Main"
"Keaton Mitchell","RB","BAL","@PIT","6.2","5.7","6.1","5.2","5.6","6.0","14.0","13.3","Sunday"
"Bhayshul Tuten","RB","JAX","TEN","6.2","5.8","6.1","5.4","5.7","6.1","14.0","13.4","Main"
"Jack Bech","WR","LV","KC","6.2","4.9","6.2","3.6","4.9","6.2","13.0","10.8","Main"
"Jonnu Smith","TE","PIT","BAL","6.2","5.0","7.4","3.8","5.0","6.2","13.0","11.1","Sunday"
"James Proche","WR","TEN","@JAX","6.2","5.0","6.2","3.8","5.0","6.2","13.3","11.2","Main"
"Mike Gesicki","TE","CIN","CLE","6.1","4.9","7.2","3.7","4.9","6.0","13.2","11.2","Main"
"Evan Engram","TE","DEN","LAC","6.1","4.7","7.4","3.4","4.7","6.0","12.6","10.4","Main"
"Jaylin Noel","WR","HOU","IND","6.1","5.0","6.1","3.9","5.0","6.0","13.6","11.8","Main"
"Keenan Allen","WR","LAC","@DEN","6.1","4.7","6.0","3.3","4.7","6.0","12.4","10.1","Main"
"Jalen Nailor","WR","MIN","GB","6.1","5.1","6.1","4.0","5.0","6.1","13.6","11.8","Main"
"Isaiah Williams","WR","NYJ","@BUF","6.1","4.7","6.1","3.3","4.7","6.1","12.3","9.9","Main"
"Chris Brooks","RB","GB","@MIN","6.0","5.1","6.0","4.3","5.1","5.9","12.3","11.0","Main"
"Darnell Mooney","WR","ATL","NO","5.9","4.9","5.9","3.9","4.9","5.8","13.5","11.7","Main"
"PIT DST","DST","PIT","BAL","5.9","5.9","6.6","5.9","5.9","5.9","12.6","12.6","Sunday"
"Cedrick Wilson","WR","MIA","@NE","5.8","4.6","5.8","3.4","4.6","5.8","12.4","10.4","Main"
"Gunner Olszewski","WR","NYG","DAL","5.8","4.8","5.8","3.7","4.7","5.8","13.0","11.2","Main"
"CAR DST","DST","CAR","@TB","5.8","5.8","6.6","5.8","5.8","5.8","12.7","12.7","Saturday"
"DeAndre Hopkins","WR","BAL","@PIT","5.7","4.7","5.7","3.7","4.7","5.7","12.9","11.2","Sunday"
"Isaiah Likely","TE","BAL","@PIT","5.7","4.6","6.8","3.4","4.6","5.7","12.4","10.4","Sunday"
"Cedric Tillman","WR","CLE","@CIN","5.7","4.7","5.7","3.6","4.6","5.7","12.7","10.9","Main"
