"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Juwan Johnson","TE","NO","NE","9","7","10.6","5","6.9","8.9","16.9","13.8","Main"
"Dallas Goedert","TE","PHI","@NYG","9","7.1","10.8","5.1","7","8.9","17.4","14.4","Thursday"
"Joshua Karty","K","LA","@BAL","9","9","9.7","9","9","9","15.4","15.4","Main"
"Mason Taylor","TE","NYJ","DEN","8.9","6.9","10.5","4.8","6.8","8.7","16.6","13.4","Other"
"Tez Johnson","WR","TB","SF","8.9","7.4","8.8","5.8","7.2","8.7","18.5","16.1","Main"
"Eddy Piu00f1eiro","K","SF","@TB","8.9","8.9","9.6","8.9","8.9","8.9","15.4","15.4","Main"
"Mark Andrews","TE","BAL","LA","8.7","7","10","5.2","6.9","8.6","16.6","13.9","Main"
"Theo Johnson","TE","NYG","PHI","8.7","6.8","10.3","4.8","6.7","8.6","16.4","13.4","Thursday"
"Jake Bates","K","DET","@KC","8.7","8.7","9.3","8.7","8.7","8.7","14.9","14.9","Sunday"
"Cam Little","K","JAX","SEA","8.7","8.7","9.3","8.7","8.7","8.7","15.1","15.1","Main"
"Daniel Carlson","K","LV","TEN","8.7","8.7","9.4","8.7","8.7","8.7","15.3","15.3","Main"
"Andy Borregales","K","NE","@NO","8.7","8.7","9.4","8.7","8.7","8.7","15.1","15.1","Main"
"Chris Boswell","K","PIT","CLE","8.7","8.7","9.4","8.7","8.7","8.7","15.3","15.3","Main"
"RJ Harvey","RB","DEN","NYJ","8.6","7.4","8.6","6.2","7.4","8.5","17.5","15.7","Other"
"Dyami Brown","WR","JAX","SEA","8.6","7","8.4","5.3","6.8","8.4","17.4","14.8","Main"
"Parker Romo","K","ATL","BUF","8.6","8.6","9.2","8.6","8.6","8.6","14.9","14.9","Monday"
"Harrison Butker","K","KC","DET","8.6","8.6","9.2","8.6","8.6","8.6","14.8","14.8","Sunday"
"Ryan Fitzgerald","K","CAR","DAL","8.4","8.4","9.1","8.4","8.4","8.4","14.8","14.8","Main"
"LV DST","DST","LV","TEN","8.4","8.4","9.3","8.4","8.4","8.4","16","16","Main"
"PIT DST","DST","PIT","CLE","8.4","8.4","9.4","8.4","8.4","8.4","16","16","Main"
"Dalton Kincaid","TE","BUF","@ATL","8.3","6.7","9.8","5","6.6","8.2","16.7","14.1","Monday"
"Isaiah Bond","WR","CLE","@PIT","8.3","6.7","8","5.1","6.6","8.1","16.7","14.2","Main"
"Alec Pierce","WR","IND","ARI","8.3","7.1","8.2","5.6","6.9","8.1","18.3","16.2","Main"
"Malik Washington","WR","MIA","LAC","8.3","6.7","8.1","5","6.6","8.2","16.3","13.8","Main"
"Blake Grupe","K","NO","NE","8.3","8.3","9","8.3","8.3","8.3","14.7","14.7","Main"
"Jonnu Smith","TE","PIT","CLE","8.2","6.4","9.5","4.6","6.3","8.1","15.5","12.8","Main"
"Cairo Santos","K","CHI","@WAS","8.2","8.2","8.9","8.2","8.2","8.2","14.6","14.6","Monday"
"Andre Szmyt","K","CLE","@PIT","8.2","8.2","8.9","8.2","8.2","8.2","15","15","Main"
"Matthew Wright","K","TEN","@LV","8.2","8.2","8.9","8.2","8.2","8.2","14.6","14.6","Main"
"Harold Fannin","TE","CLE","@PIT","8.1","6.3","9.6","4.5","6.2","8","15.2","12.3","Main"
"Cade Otton","TE","TB","SF","8.1","6.4","9.7","4.7","6.4","8.1","16.1","13.4","Main"
"Nick Folk","K","NYJ","DEN","8.1","8.1","8.8","8.1","8.1","8.1","14.6","14.6","Other"
"DEN DST","DST","DEN","NYJ","8.1","8.1","9","8.1","8.1","8.1","15.5","15.5","Other"
"Elic Ayomanor","WR","TEN","@LV","8","6.5","7.8","5","6.4","7.8","16.5","14.1","Main"
"Chad Ryland","K","ARI","@IND","8","8","8.6","8","8","8","14.3","14.3","Main"
"Riley Patterson","K","MIA","LAC","8","8","8.7","8","8","8","14.3","14.3","Main"
"Michael Carter","RB","ARI","@IND","7.9","7","7.7","6.1","6.9","7.8","15.6","14.2","Main"
"Tyquan Thornton","WR","KC","DET","7.9","6.8","7.7","5.6","6.7","7.7","18","16.2","Sunday"
"IND DST","DST","IND","ARI","7.9","7.9","8.7","7.9","7.9","7.9","15.3","15.3","Main"
"Rashod Bateman","WR","BAL","LA","7.8","6.4","7.5","4.8","6.2","7.6","16.2","13.9","Main"
"Jalen Tolbert","WR","DAL","@CAR","7.8","6.4","7.7","4.9","6.3","7.7","16.6","14.3","Main"
"Evan Engram","TE","DEN","NYJ","7.8","6.1","9.3","4.4","6.1","7.8","15.4","12.7","Other"
"Kareem Hunt","RB","KC","DET","7.8","7.2","7.9","6.6","7.2","7.7","16.7","15.8","Sunday"
"AJ Barner","TE","SEA","@JAX","7.8","6.3","9.2","4.6","6.2","7.8","15.5","13","Main"
"Xavier Legette","WR","CAR","DAL","7.7","6.3","7.6","4.8","6.2","7.6","16","13.7","Main"
"JuJu Smith-Schuster","WR","KC","DET","7.6","6.1","7.5","4.6","6","7.5","15.9","13.5","Sunday"
"Kimani Vidal","RB","LAC","@MIA","7.6","6.8","7.6","6","6.7","7.4","15.6","14.5","Main"
"Jude McAtamney","K","NYG","PHI","7.5","7.5","8.2","7.5","7.5","7.5","13.9","13.9","Thursday"
"Hunter Long","TE","JAX","SEA","7.4","5.9","8.8","4.3","5.8","7.4","15","12.5","Main"
"Tyler Allgeier","RB","ATL","BUF","7.3","6.9","7.2","6.5","6.8","7.2","15.7","15.1","Monday"
"Olamide Zaccheaus","WR","CHI","@WAS","7.3","5.9","7.1","4.4","5.8","7.2","15.3","13.1","Monday"
"Tyler Loop","K","BAL","LA","7.3","7.3","7.9","7.3","7.3","7.3","13.3","13.3","Main"
"Marvin Mims","WR","DEN","NYJ","7.1","5.7","7.1","4.3","5.7","7","15.1","13","Other"
"LA DST","DST","LA","@BAL","7.1","7.1","8","7.1","7.1","7.1","14.1","14.1","Main"
"LAC DST","DST","LAC","@MIA","7.1","7.1","8","7.1","7.1","7.1","14.2","14.2","Main"
"Kayshon Boutte","WR","NE","@NO","6.9","5.8","6.8","4.6","5.7","6.8","15.6","13.7","Main"
"TEN DST","DST","TEN","@LV","6.9","6.9","7.7","6.9","6.9","6.9","14.2","14.2","Main"
"Evan McPherson","K","CIN","@GB","6.8","6.8","7.4","6.8","6.8","6.8","12.9","12.9","Main"
"Mike Gesicki","TE","CIN","@GB","6.7","5.2","8.1","3.6","5.1","6.7","13.3","10.7","Main"
"Chig Okonkwo","TE","TEN","@LV","6.7","5.2","8.1","3.6","5.2","6.7","13.3","10.8","Main"
"DAL DST","DST","DAL","@CAR","6.7","6.7","7.5","6.7","6.7","6.7","14","14","Main"
"WAS DST","DST","WAS","CHI","6.7","6.7","7.5","6.7","6.7","6.7","13.9","13.9","Monday"
"Oronde Gadsden","TE","LAC","@MIA","6.6","5.2","7.9","3.8","5.2","6.6","13.7","11.4","Main"
"Tory Horton","WR","SEA","@JAX","6.6","5.4","6.5","4.2","5.3","6.5","14.8","12.9","Main"
"TB DST","DST","TB","SF","6.6","6.6","7.3","6.6","6.6","6.6","13.7","13.7","Main"
"Justice Hill","RB","BAL","LA","6.5","5.1","6.5","3.7","5.1","6.5","13.5","11.1","Main"
"Sean Tucker","RB","TB","SF","6.5","5.6","6.6","4.7","5.6","6.4","14","12.5","Main"
"CLE DST","DST","CLE","@PIT","6.5","6.5","7.4","6.5","6.5","6.5","13.7","13.7","Main"
"NE DST","DST","NE","@NO","6.5","6.5","7.3","6.5","6.5","6.5","13.6","13.6","Main"
"Tommy Tremble","TE","CAR","DAL","6.4","5.1","7.7","3.7","5","6.4","13.5","11.2","Main"
"Tre' Harris","WR","LAC","@MIA","6.4","5.3","6.4","4.2","5.3","6.4","14.3","12.4","Main"
"Jordan Whittington","WR","LA","@BAL","6.3","5.2","6.3","4.1","5.2","6.3","14.1","12.3","Main"
"NO DST","DST","NO","NE","6.3","6.3","7.1","6.3","6.3","6.3","13.5","13.5","Main"
"Casey Washington","WR","ATL","BUF","6.2","5.1","6.1","4","5.1","6.2","13.9","12.1","Monday"
"Kendre Miller","RB","NO","NE","6.2","5.8","6.1","5.3","5.7","6","13.4","12.8","Main"
"Chris Moore","WR","WAS","CHI","6.2","5.2","6.3","4.2","5.2","6.1","14.7","13","Monday"
"MIA DST","DST","MIA","LAC","6.2","6.2","6.9","6.2","6.2","6.2","13.1","13.1","Main"
"SEA DST","DST","SEA","@JAX","6.2","6.2","7","6.2","6.2","6.2","13.3","13.3","Main"
"Michael Wilson","WR","ARI","@IND","6.1","5","6.1","3.8","4.9","6.1","13.5","11.6","Main"
"Isaiah Likely","TE","BAL","LA","6","4.7","7.1","3.5","4.7","6","12.6","10.4","Main"
"Luke McCaffrey","WR","WAS","CHI","6","4.9","6","3.9","4.9","5.9","14.1","12.3","Monday"
"BUF DST","DST","BUF","@ATL","6","6","6.7","6","6","6","13","13","Monday"
"Jaylin Lane","WR","WAS","CHI","5.9","4.9","6","3.9","4.9","5.8","14","12.3","Monday"
"Ray-Ray McCloud","WR","ATL","BUF","5.8","4.7","5.8","3.5","4.6","5.8","12.9","11","Monday"
"Joshua Palmer","WR","BUF","@ATL","5.8","4.8","5.7","3.8","4.8","5.7","13.4","11.7","Monday"
"Tyrone Tracy","RB","NYG","PHI","5.8","5","5.7","4.2","5","5.7","12.3","11","Thursday"
"Gunnar Helm","TE","TEN","@LV","5.8","4.5","6.9","3.2","4.5","5.8","12.1","9.9","Main"
"Demarcus Robinson","WR","SF","@TB","5.7","4.7","5.6","3.7","4.6","5.6","13.3","11.6","Main"
"NYG DST","DST","NYG","PHI","5.5","5.5","6.2","5.5","5.5","5.5","12.2","12.2","Thursday"
"Hunter Renfrow","WR","CAR","DAL","5.4","4.3","5.4","3.1","4.2","5.4","12.1","10.1","Main"
"Jaydon Blue","RB","DAL","@CAR","5.4","4.9","5.4","4.5","4.9","5.3","12.3","11.6","Main"
"Jalin Hyatt","WR","NYG","PHI","5.4","4.5","5.3","3.6","4.5","5.3","12.7","11.1","Thursday"
"Jeremy McNichols","RB","WAS","CHI","5.4","4.5","5.6","3.5","4.4","5.4","12.6","10.9","Monday"
"Tyler Higbee","TE","LA","@BAL","5.3","4.2","6.3","3.1","4.2","5.3","11.7","9.8","Main"
"Nick Westbrook-Ikhine","WR","MIA","LAC","5.3","4.3","5.2","3.3","4.3","5.2","12.2","10.5","Main"
"Isaiah Davis","RB","NYJ","DEN","5.3","4.5","5.3","3.7","4.4","5.2","11.7","10.4","Other"
"Pat Freiermuth","TE","PIT","CLE","5.2","4.2","6","3.1","4.1","5.2","11.6","9.9","Main"
"Tyjae Spears","RB","TEN","@LV","5.2","4.6","5.1","4.1","4.6","5.1","11.5","10.6","Main"
"JAX DST","DST","JAX","SEA","5.2","5.2","5.9","5.2","5.2","5.2","11.9","11.9","Main"
"Blake Corum","RB","LA","@BAL","5.1","4.7","5.1","4.3","4.7","5.1","11.8","11.1","Main"
"Taysom Hill","TE","NO","NE","5.1","4.7","4.9","4.3","4.7","5","12.3","11.7","Main"
"KC DST","DST","KC","DET","5.1","5.1","5.7","5.1","5.1","5.1","11.6","11.6","Sunday"
"Luther Burden","WR","CHI","@WAS","5","4.1","5","3.2","4.1","5","11.7","10.1","Monday"
"Bhayshul Tuten","RB","JAX","SEA","5","4.4","5","3.9","4.4","4.9","11.6","10.7","Main"
"Dont'e Thornton","WR","LV","TEN","5","4.2","5","3.3","4.1","5","12.2","10.6","Main"
"BAL DST","DST","BAL","LA","5","5","5.7","5","5","5","11.7","11.7","Main"
"DET DST","DST","DET","@KC","5","5","5.7","5","5","5","11.9","11.9","Sunday"
"SF DST","DST","SF","@TB","5","5","5.7","5","5","5","11.8","11.8","Main"
"Jerome Ford","RB","CLE","@PIT","4.9","4","5","3.1","4","4.9","10.9","9.3","Main"
"CAR DST","DST","CAR","DAL","4.8","4.8","5.5","4.8","4.8","4.8","11.4","11.4","Main"
"Raheem Mostert","RB","LV","TEN","4.7","4.2","4.7","3.8","4.2","4.6","11","10.3","Main"
"CHI DST","DST","CHI","@WAS","4.6","4.6","5.4","4.6","4.6","4.6","11.2","11.2","Monday"
"NYJ DST","DST","NYJ","DEN","4.6","4.6","5.4","4.6","4.6","4.6","11.4","11.4","Other"
"Curtis Samuel","WR","BUF","@ATL","4.5","3.8","4.7","3","3.7","4.5","11.2","9.9","Monday"
