"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Sam Darnold","QB","SEA","@CAR","16.6","16.4","17.7","15.2","15.2","15.2","26.6","26.5","Main"
"Kyren Williams","RB","LA","@ATL","16.5","15.3","15.9","13.6","14.7","15.8","29.6","28.0","Monday"
"Chris Olave","WR","NO","@TEN","16.3","13.3","15.6","9.8","12.7","15.6","29.0","24.7","Main"
"Jalen Hurts","QB","PHI","@BUF","16.2","16.0","17.4","15.2","15.2","15.2","25.8","25.7","Main"
"Malik Willis","QB","GB","BAL","16.1","15.9","17.2","15.1","15.1","15.1","25.4","25.3","Saturday"
"Jaxson Dart","QB","NYG","@LV","16.1","15.9","17.2","15.1","15.1","15.1","25.5","25.4","Main"
"Mike Evans","WR","TB","@MIA","16.1","13.6","15.4","10.4","12.9","15.4","29.6","25.8","Main"
"CJ Stroud","QB","HOU","@LAC","15.8","15.6","17.0","14.5","14.5","14.5","25.5","25.4","Saturday"
"RJ Harvey","RB","DEN","@KC","15.6","14.1","15.1","12.3","13.6","15.0","27.9","26.0","Thursday"
"Bucky Irving","RB","TB","@MIA","15.6","14.3","15.0","12.5","13.7","14.9","27.8","26.2","Main"
"Nico Collins","WR","HOU","@LAC","15.5","13.0","14.8","9.8","12.3","14.8","28.3","24.5","Saturday"
"Jakobi Meyers","WR","JAX","@IND","15.4","12.8","14.9","9.8","12.3","14.8","28.2","24.4","Main"
"Justin Jefferson","WR","MIN","DET","15.3","12.4","14.8","9.1","11.9","14.8","27.4","23.2","Thursday"
"Courtland Sutton","WR","DEN","@KC","15.1","12.7","14.4","9.6","12.0","14.4","28.0","24.3","Thursday"
"Stefon Diggs","WR","NE","@NYJ","15.1","12.3","14.5","9.0","11.8","14.5","27.5","23.4","Main"
"Omarion Hampton","RB","LAC","HOU","15.0","13.8","14.4","12.0","13.1","14.3","26.5","24.9","Saturday"
"Jameson Williams","WR","DET","@MIN","14.8","12.6","14.1","9.6","11.9","14.1","28.3","24.8","Thursday"
"Jaylen Waddle","WR","MIA","TB","14.6","12.2","14.0","9.2","11.6","14.0","27.0","23.2","Main"
"Aaron Jones","RB","MIN","DET","14.6","13.0","14.3","11.2","12.7","14.2","25.2","23.1","Thursday"
"Tyrone Tracy","RB","NYG","@LV","14.6","13.3","14.2","11.6","12.8","14.1","26.2","24.4","Main"
"Kenneth Gainwell","RB","PIT","@CLE","14.6","12.2","14.4","9.7","12.0","14.3","25.4","22.1","Main"
"Josh Johnson","QB","WAS","DAL","14.5","14.2","15.3","13.1","13.1","13.1","23.4","23.3","Thursday"
"Tee Higgins","WR","CIN","ARI","14.4","12.2","13.9","9.4","11.7","13.9","27.4","23.9","Main"
"Bryce Young","QB","CAR","SEA","14.2","14.0","15.2","13.0","13.0","13.0","22.8","22.8","Main"
"Wan'Dale Robinson","WR","NYG","@LV","14.2","11.5","13.8","8.4","11.1","13.8","25.7","21.7","Main"
"Kirk Cousins","QB","ATL","LA","14.1","14.0","15.2","12.7","12.7","12.7","23.1","23.1","Monday"
"D'Andre Swift","RB","CHI","@SF","14.1","12.8","13.7","11.2","12.4","13.6","25.9","24.2","Sunday"
"Jauan Jennings","WR","SF","CHI","14.0","11.7","13.6","8.9","11.2","13.5","26.2","22.7","Sunday"
"Philip Rivers","QB","IND","JAX","13.9","13.7","14.8","12.5","12.5","12.5","22.8","22.7","Main"
"Tyler Warren","TE","IND","JAX","13.9","11.2","16.4","8.2","10.9","13.7","24.6","20.5","Main"
"Quinn Ewers","QB","MIA","TB","13.9","13.7","14.9","12.6","12.6","12.6","22.5","22.4","Main"
"Hunter Henry","TE","NE","@NYJ","13.9","11.5","15.8","8.8","11.1","13.5","25.6","22.0","Main"
"Kyle Pitts","TE","ATL","LA","13.6","10.8","16.2","7.6","10.5","13.3","24.1","19.8","Monday"
"Michael Carter","RB","ARI","@CIN","13.5","12.0","13.3","10.2","11.7","13.2","24.6","22.5","Main"
"Max Brosmer","QB","MIN","DET","13.5","13.2","14.3","12.1","12.1","12.1","22.1","22.0","Thursday"
"AJ Brown","WR","PHI","@BUF","13.5","11.1","13.0","8.2","10.6","13.0","25.3","21.6","Main"
"TreVeyon Henderson","RB","NE","@NYJ","13.4","12.2","13.1","10.7","11.9","13.0","25.1","23.4","Main"
"Breece Hall","RB","NYJ","NE","13.3","12.0","12.8","10.5","11.6","12.7","23.9","22.3","Main"
"Geno Smith","QB","LV","NYG","13.2","12.9","14.2","11.9","11.9","11.9","21.7","21.6","Main"
"Terry McLaurin","WR","WAS","DAL","13.2","11.1","12.7","8.5","10.6","12.7","25.3","22.1","Thursday"
"Jaylen Warren","RB","PIT","@CLE","13.1","11.9","12.6","10.4","11.5","12.5","23.9","22.3","Main"
"Aaron Rodgers","QB","PIT","@CLE","13.0","12.8","14.1","11.9","11.9","11.9","21.4","21.3","Main"
"Cameron Ward","QB","TEN","NO","13.0","12.7","14.0","11.9","11.9","11.9","21.1","21.0","Main"
"Brian Thomas","WR","JAX","@IND","12.8","10.8","12.3","8.5","10.4","12.3","24.9","21.9","Main"
"Tyler Huntley","QB","BAL","@GB","12.7","12.4","13.6","11.8","11.8","11.8","20.8","20.7","Saturday"
"Luther Burden","WR","CHI","@SF","12.7","10.4","12.3","7.7","10.0","12.3","24.2","20.7","Sunday"
"Harold Fannin","TE","CLE","PIT","12.7","10.0","15.1","7.2","9.8","12.4","22.2","18.3","Main"
"Rico Dowdle","RB","CAR","SEA","12.6","11.1","12.3","9.5","10.9","12.2","22.6","20.6","Main"
"Michael Wilson","WR","ARI","@CIN","12.4","10.2","12.0","7.6","9.8","12.0","23.6","20.3","Main"
"Derrick Henry","RB","BAL","@GB","12.4","11.8","11.8","10.7","11.2","11.6","23.5","22.7","Saturday"
"Tetairoa McMillan","WR","CAR","SEA","12.4","10.3","12.0","7.8","9.9","12.0","23.6","20.4","Main"
"Kenneth Walker","RB","SEA","@CAR","12.3","11.3","11.9","10.0","10.9","11.8","23.2","21.8","Main"
"Josh Jacobs","RB","GB","BAL","12.1","11.2","11.7","9.9","10.7","11.6","22.6","21.4","Saturday"
"Zay Flowers","WR","BAL","@GB","11.9","9.6","11.6","7.0","9.3","11.6","21.8","18.2","Saturday"
"Dylan Sampson","RB","CLE","PIT","11.8","10.2","11.6","8.5","10.0","11.5","21.2","18.9","Main"
"Rhamondre Stevenson","RB","NE","@NYJ","11.8","10.8","11.6","9.6","10.5","11.5","22.3","20.9","Main"
"Jacory Croskey-Merritt","RB","WAS","DAL","11.8","11.4","11.4","10.6","10.9","11.3","22.7","22.2","Thursday"
"Juwan Johnson","TE","NO","@TEN","11.7","9.2","13.9","6.6","9.0","11.4","21.1","17.3","Main"
"Brady Cook","QB","NYJ","NE","11.7","11.4","12.2","10.0","10.0","10.0","19.6","19.5","Main"
"Shedeur Sanders","QB","CLE","PIT","11.5","11.2","12.2","10.1","10.1","10.1","19.2","19.1","Main"
"Deebo Samuel","WR","WAS","DAL","11.5","9.1","11.4","6.6","9.0","11.4","21.2","17.6","Thursday"
"DEN DST","DST","DEN","@KC","11.4","11.4","12.5","11.4","11.4","11.4","19.4","19.4","Thursday"
"Michael Pittman","WR","IND","JAX","11.3","9.0","11.1","6.5","8.8","11.1","21.1","17.6","Main"
"DeVonta Smith","WR","PHI","@BUF","11.3","9.2","10.9","6.8","8.8","10.9","21.6","18.4","Main"
"Adonai Mitchell","WR","NYJ","NE","11.2","9.1","10.8","6.8","8.8","10.8","21.4","18.3","Main"
"Ladd McConkey","WR","LAC","HOU","11.0","9.0","10.7","6.7","8.7","10.7","21.2","18.1","Saturday"
"Tony Pollard","RB","TEN","NO","11.0","10.3","10.6","9.3","9.9","10.5","21.0","20.0","Main"
"NE DST","DST","NE","@NYJ","11.0","11.0","12.1","11.0","11.0","11.0","19.6","19.6","Main"
"Woody Marks","RB","HOU","@LAC","10.9","10.0","10.6","8.9","9.7","10.5","20.6","19.3","Saturday"
"Tre Tucker","WR","LV","NYG","10.9","8.9","10.6","6.8","8.7","10.6","21.0","18.1","Main"
"Colston Loveland","TE","CHI","@SF","10.8","8.9","12.4","6.7","8.6","10.5","20.9","17.9","Sunday"
"Colby Parkinson","TE","LA","@ATL","10.8","8.7","12.8","6.5","8.6","10.7","20.6","17.3","Monday"
"Kyle Monangai","RB","CHI","@SF","10.5","9.7","10.3","8.8","9.5","10.2","20.6","19.5","Sunday"
"Troy Franklin","WR","DEN","@KC","10.5","8.7","10.2","6.7","8.5","10.2","20.9","18.1","Thursday"
"Brenton Strange","TE","JAX","@IND","10.5","8.4","12.3","6.3","8.3","10.3","19.9","16.8","Main"
"Parker Washington","WR","JAX","@IND","10.4","8.6","10.2","6.7","8.4","10.1","20.7","18.0","Main"
"Chris Oladokun","QB","KC","DEN","10.4","10.0","10.9","9.1","9.1","9.1","17.3","17.2","Thursday"
"Jake Ferguson","TE","DAL","@WAS","10.3","8.1","12.4","5.8","8.0","10.2","19.3","15.9","Thursday"
"Josh Downs","WR","IND","JAX","10.3","8.1","10.2","5.9","8.0","10.2","19.5","16.2","Main"
"Jordan Addison","WR","MIN","DET","10.3","8.5","10.1","6.5","8.3","10.1","20.6","17.8","Thursday"
"Zach Charbonnet","RB","SEA","@CAR","10.3","9.7","10.2","8.9","9.5","10.1","20.1","19.2","Main"
"Andy Borregales","K","NE","@NYJ","10.3","10.3","11.0","10.3","10.3","10.3","17.0","17.0","Main"
"Michael Mayer","TE","LV","NYG","10.2","8.0","12.3","5.7","7.9","10.1","18.7","15.4","Main"
"Dalton Schultz","TE","HOU","@LAC","10.1","7.9","12.2","5.6","7.8","10.0","18.7","15.3","Saturday"
"Marvin Harrison","WR","ARI","@CIN","10.0","8.4","9.8","6.5","8.2","9.8","20.3","17.7","Main"
"DJ Moore","WR","CHI","@SF","10.0","8.3","9.8","6.5","8.1","9.7","19.9","17.3","Sunday"
"Chris Godwin","WR","TB","@MIA","10.0","7.9","9.8","5.8","7.8","9.8","19.1","16.1","Main"
"Darren Waller","TE","MIA","TB","9.9","8.1","11.6","6.2","8.0","9.8","19.0","16.1","Main"
"Khalil Shakir","WR","BUF","PHI","9.8","7.6","9.6","5.4","7.5","9.6","18.4","15.1","Main"
"Harrison Mevis","K","LA","@ATL","9.8","9.8","10.5","9.8","9.8","9.8","16.2","16.2","Monday"
"PIT DST","DST","PIT","@CLE","9.8","9.8","10.9","9.8","9.8","9.8","18.0","18.0","Main"
"Christian Watson","WR","GB","BAL","9.7","8.2","9.4","6.5","8.0","9.4","19.9","17.5","Saturday"
"Darius Slayton","WR","NYG","@LV","9.7","8.0","9.5","6.1","7.8","9.4","19.4","16.7","Main"
"Jake Bates","K","DET","@MIN","9.7","9.7","10.4","9.7","9.7","9.7","16.3","16.3","Thursday"
"Ricky Pearsall","WR","SF","CHI","9.6","8.1","9.4","6.4","7.9","9.4","20.0","17.5","Sunday"
"Jake Tonges","TE","SF","CHI","9.4","7.6","11.2","5.7","7.5","9.3","18.3","15.4","Sunday"
"AJ Barner","TE","SEA","@CAR","9.4","7.5","11.1","5.6","7.5","9.3","17.6","14.8","Main"
"Chase McLaughlin","K","TB","@MIA","9.3","9.3","10.1","9.3","9.3","9.3","15.9","15.9","Main"
"Wil Lutz","K","DEN","@KC","9.2","9.2","9.9","9.2","9.2","9.2","15.7","15.7","Thursday"
"Cam Little","K","JAX","@IND","9.2","9.2","9.9","9.2","9.2","9.2","15.5","15.5","Main"
"Isiah Pacheco","RB","KC","DEN","9.1","7.8","9.0","6.6","7.8","8.9","16.8","15.0","Thursday"
"Travis Kelce","TE","KC","DEN","9.1","7.0","11.1","4.8","6.9","9.0","16.7","13.4","Thursday"
"Keenan Allen","WR","LAC","HOU","9.1","7.3","9.0","5.4","7.2","9.0","17.9","15.0","Saturday"
"Jason Myers","K","SEA","@CAR","9.1","9.1","9.8","9.1","9.1","9.1","15.6","15.6","Main"
"Rashid Shaheed","WR","SEA","@CAR","9.0","7.6","8.8","6.1","7.4","8.8","18.8","16.6","Main"
"Evan McPherson","K","CIN","ARI","9.0","9.0","9.6","9.0","9.0","9.0","15.1","15.1","Main"
"Brandon Aubrey","K","DAL","@WAS","9.0","9.0","9.7","9.0","9.0","9.0","15.1","15.1","Thursday"
"Cameron Dicker","K","LAC","HOU","9.0","9.0","9.7","9.0","9.0","9.0","15.6","15.6","Saturday"
"DET DST","DST","DET","@MIN","9.0","9.0","10.0","9.0","9.0","9.0","16.9","16.9","Thursday"
"Samaje Perine","RB","CIN","ARI","8.8","8.2","8.7","7.6","8.1","8.7","18.1","17.2","Main"
"Blake Corum","RB","LA","@ATL","8.8","8.3","8.6","7.7","8.1","8.5","18.2","17.6","Monday"
"Chimere Dike","WR","TEN","NO","8.8","7.0","8.7","5.1","6.9","8.7","17.0","14.2","Main"
"Chris Boswell","K","PIT","@CLE","8.8","8.8","9.5","8.8","8.8","8.8","15.5","15.5","Main"
"Eddy Pineiro","K","SF","CHI","8.8","8.8","9.5","8.8","8.8","8.8","15.0","15.0","Sunday"
"Dallas Goedert","TE","PHI","@BUF","8.7","6.9","10.5","4.9","6.8","8.7","16.6","13.6","Main"
"Quentin Johnston","WR","LAC","HOU","8.6","7.1","8.5","5.4","6.9","8.5","17.7","15.3","Saturday"
"Ben Sauls","K","NYG","@LV","8.6","8.6","9.3","8.6","8.6","8.6","15.1","15.1","Main"
"NYG DST","DST","NYG","@LV","8.6","8.6","9.5","8.6","8.6","8.6","16.2","16.2","Main"
"Chuba Hubbard","RB","CAR","SEA","8.5","7.4","8.5","6.3","7.4","8.4","16.6","14.9","Main"
"Tyjae Spears","RB","TEN","NO","8.5","7.0","8.4","5.6","7.0","8.4","16.4","14.3","Main"
"Jeremy McNichols","RB","WAS","DAL","8.5","7.4","8.4","6.3","7.3","8.4","16.8","15.2","Thursday"
"Ka'imi Fairbairn","K","HOU","@LAC","8.5","8.5","9.2","8.5","8.5","8.5","15.0","15.0","Saturday"
"Charlie Smyth","K","NO","@TEN","8.5","8.5","9.2","8.5","8.5","8.5","15.1","15.1","Main"
"Jalen Coker","WR","CAR","SEA","8.4","6.8","8.3","5.0","6.6","8.3","16.9","14.3","Main"
"Cairo Santos","K","CHI","@SF","8.4","8.4","9.0","8.4","8.4","8.4","14.5","14.5","Sunday"
"John Metchie","WR","NYJ","NE","8.3","6.5","8.3","4.6","6.4","8.2","15.9","13.0","Main"
"Cooper Kupp","WR","SEA","@CAR","8.3","6.8","8.2","5.1","6.6","8.2","17.1","14.5","Main"
"Emeka Egbuka","WR","TB","@MIA","8.3","6.9","8.2","5.4","6.8","8.1","17.3","15.1","Main"
"Audric Estime","RB","NO","@TEN","8.2","7.0","8.1","5.8","6.9","8.0","16.0","14.2","Main"
"Michael Badgley","K","BUF","PHI","8.2","8.2","8.9","8.2","8.2","8.2","14.5","14.5","Main"
"Brandon McManus","K","GB","BAL","8.2","8.2","8.9","8.2","8.2","8.2","14.6","14.6","Saturday"
"Kyle Williams","WR","NE","@NYJ","8.0","6.8","7.9","5.6","6.7","7.8","17.3","15.4","Main"
"Chig Okonkwo","TE","TEN","NO","8.0","6.2","9.6","4.5","6.2","7.9","15.5","12.8","Main"
"Zane Gonzalez","K","ATL","LA","8.0","8.0","8.6","8.0","8.0","8.0","14.1","14.1","Monday"
"Riley Patterson","K","MIA","TB","8.0","8.0","8.6","8.0","8.0","8.0","14.2","14.2","Main"
"GB DST","DST","GB","BAL","8.0","8.0","9.0","8.0","8.0","8.0","15.3","15.3","Saturday"
"David Montgomery","RB","DET","@MIN","7.9","7.3","7.8","6.6","7.2","7.7","16.5","15.6","Thursday"
"Joey Slye","K","TEN","NO","7.9","7.9","8.6","7.9","7.9","7.9","14.3","14.3","Main"
"NO DST","DST","NO","@TEN","7.9","7.9","8.8","7.9","7.9","7.9","15.2","15.2","Main"
"Chad Ryland","K","ARI","@CIN","7.8","7.8","8.4","7.8","7.8","7.8","13.8","13.8","Main"
"Ryan Fitzgerald","K","CAR","SEA","7.7","7.7","8.3","7.7","7.7","7.7","14.0","14.0","Main"
"Blake Grupe","K","IND","JAX","7.7","7.7","8.3","7.7","7.7","7.7","13.9","13.9","Main"
"SEA DST","DST","SEA","@CAR","7.7","7.7","8.6","7.7","7.7","7.7","15.2","15.2","Main"
"TEN DST","DST","TEN","NO","7.6","7.6","8.4","7.6","7.6","7.6","15.0","15.0","Main"
"Evan Engram","TE","DEN","@KC","7.5","5.8","9.0","4.2","5.8","7.4","15.0","12.4","Thursday"
"Daniel Carlson","K","LV","NYG","7.5","7.5","8.1","7.5","7.5","7.5","13.6","13.6","Main"
"Jake Elliott","K","PHI","@BUF","7.5","7.5","8.1","7.5","7.5","7.5","13.6","13.6","Main"
"Xavier Worthy","WR","KC","DEN","7.4","6.0","7.4","4.6","6.0","7.4","14.5","12.2","Thursday"
"Andre Szmyt","K","CLE","PIT","7.4","7.4","8.1","7.4","7.4","7.4","13.8","13.8","Main"
"Kavontae Turpin","WR","DAL","@WAS","7.3","6.1","7.2","4.9","6.1","7.2","15.4","13.5","Thursday"
"DAL DST","DST","DAL","@WAS","7.3","7.3","8.2","7.3","7.3","7.3","14.9","14.9","Thursday"
"HOU DST","DST","HOU","@LAC","7.3","7.3","8.1","7.3","7.3","7.3","14.6","14.6","Saturday"
"LAC DST","DST","LAC","HOU","7.3","7.3","8.2","7.3","7.3","7.3","14.6","14.6","Saturday"
"Devin Singletary","RB","NYG","@LV","7.2","6.7","7.1","6.2","6.6","7.1","15.3","14.6","Main"
"Tyler Loop","K","BAL","@GB","7.2","7.2","7.8","7.2","7.2","7.2","13.3","13.3","Saturday"
"Romeo Doubs","WR","GB","BAL","7.1","5.8","7.0","4.5","5.7","7.0","14.9","12.8","Saturday"
"Jayden Reed","WR","GB","BAL","7.1","5.8","7.0","4.4","5.7","7.0","14.7","12.6","Saturday"
"Alec Pierce","WR","IND","JAX","7.1","6.0","7.0","4.8","5.9","6.9","15.8","14.0","Main"
"Will Reichard","K","MIN","DET","7.1","7.1","7.6","7.1","7.1","7.1","13.0","13.0","Thursday"
"TB DST","DST","TB","@MIA","7.1","7.1","8.0","7.1","7.1","7.1","14.5","14.5","Main"
"Taysom Hill","TE","NO","@TEN","7.0","6.3","7.5","5.5","6.2","6.8","15.5","14.6","Main"
"Konata Mumpfield","WR","LA","@ATL","6.9","5.8","6.9","4.6","5.7","6.9","15.4","13.5","Monday"
"Mark Andrews","TE","BAL","@GB","6.8","5.4","8.1","4.0","5.3","6.7","13.4","11.1","Saturday"
"Kevin Austin","WR","NO","@TEN","6.8","5.5","6.8","4.1","5.5","6.8","14.3","12.1","Main"
"Pat Freiermuth","TE","PIT","@CLE","6.8","5.4","8.1","4.1","5.4","6.7","14.1","11.9","Main"
"Darnell Washington","TE","PIT","@CLE","6.8","5.4","8.1","4.0","5.4","6.7","14.0","11.7","Main"
"Jake Moody","K","WAS","DAL","6.8","6.8","7.3","6.8","6.8","6.8","12.6","12.6","Thursday"
"BAL DST","DST","BAL","@GB","6.8","6.8","7.6","6.8","6.8","6.8","13.8","13.8","Saturday"
"BUF DST","DST","BUF","PHI","6.8","6.8","7.7","6.8","6.8","6.8","13.9","13.9","Main"
"CIN DST","DST","CIN","ARI","6.8","6.8","7.6","6.8","6.8","6.8","14.2","14.2","Main"
"LV DST","DST","LV","NYG","6.8","6.8","7.5","6.8","6.8","6.8","13.9","13.9","Main"
"Dawson Knox","TE","BUF","PHI","6.7","5.4","8.0","4.0","5.4","6.7","13.9","11.7","Main"
"Mike Gesicki","TE","CIN","ARI","6.7","5.4","8.0","4.1","5.4","6.7","14.4","12.2","Main"
"Jerry Jeudy","WR","CLE","PIT","6.7","5.5","6.6","4.2","5.4","6.6","14.2","12.2","Main"
"Tyler Lockett","WR","LV","NYG","6.7","5.4","6.7","4.0","5.3","6.7","14.0","11.7","Main"
"Oronde Gadsden","TE","LAC","HOU","6.7","5.4","8.0","4.0","5.3","6.6","13.9","11.7","Saturday"
"Gunnar Helm","TE","TEN","NO","6.7","5.2","8.2","3.7","5.2","6.7","13.6","11.2","Main"
"CLE DST","DST","CLE","PIT","6.7","6.7","7.6","6.7","6.7","6.7","13.8","13.8","Main"
"Tyler Allgeier","RB","ATL","LA","6.6","6.2","6.6","5.7","6.1","6.5","14.6","13.9","Monday"
"Darnell Mooney","WR","ATL","LA","6.6","5.4","6.6","4.2","5.4","6.5","14.4","12.4","Monday"
"Olamide Zaccheaus","WR","CHI","@SF","6.6","5.3","6.6","4.1","5.3","6.6","14.3","12.2","Sunday"
"Jayden Higgins","WR","HOU","@LAC","6.6","5.4","6.5","4.1","5.3","6.5","14.1","12.0","Saturday"
"Daniel Bellinger","TE","NYG","@LV","6.6","5.3","7.9","3.9","5.3","6.6","13.7","11.6","Main"
"LA DST","DST","LA","@ATL","6.6","6.6","7.4","6.6","6.6","6.6","13.8","13.8","Monday"
"Treylon Burks","WR","WAS","DAL","6.5","5.4","6.4","4.1","5.3","6.4","14.5","12.6","Thursday"
"Jalen Nailor","WR","MIN","DET","6.3","5.1","6.3","3.9","5.1","6.3","13.6","11.5","Thursday"
"Nick Folk","K","NYJ","NE","6.3","6.3","6.9","6.3","6.3","6.3","12.3","12.3","Main"
"JAX DST","DST","JAX","@IND","6.3","6.3","7.2","6.3","6.3","6.3","13.7","13.7","Main"
"Demario Douglas","WR","NE","@NYJ","6.2","5.1","6.2","4.0","5.1","6.1","13.8","11.9","Main"
"Rachaad White","RB","TB","@MIA","6.2","5.2","6.2","4.3","5.2","6.1","13.3","11.8","Main"
"Malik Washington","WR","MIA","TB","6.0","4.7","6.0","3.3","4.6","6.0","12.3","10.1","Main"
"Jalen McMillan","WR","TB","@MIA","6.0","5.0","6.0","3.9","4.9","6.0","13.6","11.8","Main"
"Elic Ayomanor","WR","TEN","NO","6.0","5.0","6.0","3.9","4.9","5.9","13.4","11.6","Main"
"Cole Kmet","TE","CHI","@SF","5.9","4.8","7.0","3.6","4.7","5.9","13.0","11.1","Sunday"
"Isaiah Williams","WR","NYJ","NE","5.9","4.5","5.9","3.1","4.5","5.9","12.1","9.7","Main"
"Van Jefferson","WR","TEN","NO","5.9","4.8","5.9","3.7","4.8","5.9","13.2","11.4","Main"
"PHI DST","DST","PHI","@BUF","5.9","5.9","6.7","5.9","5.9","5.9","12.9","12.9","Main"
"Xavier Legette","WR","CAR","SEA","5.7","4.6","5.7","3.5","4.6","5.7","12.7","10.9","Main"
"Marvin Mims","WR","DEN","@KC","5.7","4.7","5.7","3.6","4.6","5.7","12.8","11.0","Thursday"
"Lil'Jordan Humphrey","WR","DEN","@KC","5.7","4.6","5.6","3.5","4.6","5.6","12.9","11.1","Thursday"
"Harrison Butker","K","KC","DEN","5.7","5.7","6.2","5.7","5.7","5.7","11.4","11.4","Thursday"
"Emari Demercado","RB","ARI","@CIN","5.6","4.7","5.6","3.8","4.7","5.6","12.4","10.9","Main"
"Christian Kirk","WR","HOU","@LAC","5.6","4.4","5.5","3.3","4.4","5.5","12.3","10.3","Saturday"
"JuJu Smith-Schuster","WR","KC","DEN","5.6","4.3","5.6","3.0","4.3","5.6","11.6","9.4","Thursday"
"Terrance Ferguson","TE","LA","@ATL","5.6","4.7","6.5","3.7","4.6","5.6","12.9","11.2","Monday"
"Adam Thielen","WR","PIT","@CLE","5.6","4.5","5.5","3.4","4.5","5.5","12.3","10.4","Main"
"Keaton Mitchell","RB","BAL","@GB","5.4","4.9","5.3","4.5","4.9","5.3","12.2","11.5","Saturday"
"Ty Johnson","RB","BUF","PHI","5.4","4.5","5.4","3.7","4.5","5.4","12.3","10.8","Main"
"Tre' Harris","WR","LAC","HOU","5.4","4.3","5.3","3.3","4.3","5.3","12.0","10.2","Saturday"
