"Player","Team","Position","DK Projection","FD Projection","Std","Half","Full","Slate","DK Ceiling","FD Ceiling"
"Blake Corum","LA","RB","3.4","3.1","2.7","3.1","3.4","Main","8.9","8.3"
"Mack Hollins","NE","WR","3.4","2.8","2.2","2.8","3.4","Main","8.8","7.6"
"Jaylin Lane","WAS","WR","3.4","2.7","2.1","2.7","3.4","Thursday","8.7","7.5"
"Dare Ogunbowale","HOU","RB","3.3","2.6","1.9","2.6","3.3","Monday","8.2","6.8"
"WAS DST","WAS","DST","3.3","3.3","3.3","3.3","3.3","Thursday","9.0","9.0"
"Jaylin Noel","HOU","WR","3.2","2.6","1.9","2.6","3.2","Monday","8.4","7.1"
"CHI DST","CHI","DST","3.2","3.2","3.2","3.2","3.2","Main","9.1","9.1"
"Harrison Bryant","HOU","TE","3.1","2.5","1.8","2.5","3.1","Monday","7.9","6.6"
"Devin Singletary","NYG","RB","3.1","2.7","2.4","2.7","3.1","Main","8.3","7.6"
"Jahan Dotson","PHI","WR","3.1","2.5","1.9","2.5","3.1","Main","8.6","7.3"
"Jordan Whittington","LA","WR","3.0","2.5","2.0","2.5","3.0","Main","8.4","7.3"
"Kyle Juszczyk","SF","RB","3.0","2.2","1.5","2.2","3.0","Main","7.6","6.0"
"Elijah Arroyo","SEA","TE","3.0","2.4","1.8","2.4","3.0","Main","7.8","6.4"
"Zamir White","LV","RB","2.9","2.6","2.3","2.6","2.9","Monday","8.0","7.4"
"Elijah Higgins","ARI","TE","2.8","2.3","1.7","2.3","2.8","Main","7.7","6.4"
"Charlie Kolar","BAL","TE","2.8","2.3","1.8","2.3","2.8","Main","7.8","6.7"
"Kendrick Bourne","SF","WR","2.8","2.3","1.7","2.2","2.8","Main","7.6","6.5"
"NYJ DST","NYJ","DST","2.8","2.8","2.8","2.8","2.8","Main","8.3","8.3"
"Tommy Tremble","CAR","TE","2.7","2.1","1.5","2.1","2.7","Main","7.1","5.9"
"Tyler Badie","DEN","RB","2.7","2.0","1.4","2.0","2.7","Main","7.1","5.7"
"Julian Hill","MIA","TE","2.7","2.1","1.6","2.1","2.7","Main","7.1","5.9"
"Josh Oliver","MIN","TE","2.7","2.1","1.6","2.1","2.7","Sunday","7.2","6.1"
"Jeremy Ruckert","NYJ","TE","2.7","2.1","1.5","2.1","2.7","Main","7.1","5.8"
"Kyle Monangai","CHI","RB","2.6","2.3","2.0","2.3","2.6","Main","7.2","6.5"
"Julius Chestnut","TEN","RB","2.6","2.4","2.2","2.4","2.6","Main","7.4","7.0"
"Dameon Pierce","HOU","RB","2.5","2.3","2.1","2.3","2.5","Monday","7.1","6.8"
"LeQuint Allen","JAX","RB","2.5","2.0","1.5","2.0","2.5","Main","6.9","5.9"
"Darnell Washington","PIT","TE","2.5","2.0","1.4","2.0","2.5","Main","6.7","5.6"
"Nick Westbrook-Ikhine","MIA","WR","2.4","2.0","1.6","2.0","2.4","Main","7.0","6.1"
"Isaiah Davis","NYJ","RB","2.4","2.0","1.6","2.0","2.4","Main","6.3","5.5"
"Kylen Granson","PHI","TE","2.4","1.8","1.3","1.8","2.4","Main","6.5","5.4"
"Luke Farrell","SF","TE","2.4","1.9","1.4","1.9","2.4","Main","6.5","5.3"
"Chimere Dike","TEN","WR","2.4","2.0","1.6","2.0","2.4","Main","7.0","6.1"
"Jeremy McNichols","WAS","RB","2.4","2.0","1.7","2.0","2.4","Thursday","6.7","6.0"
"Greg Dortch","ARI","WR","2.3","1.8","1.3","1.8","2.3","Main","6.6","5.5"
"Marquez Valdes-Scantling","SF","WR","2.3","1.9","1.5","1.9","2.2","Main","6.8","5.9"
"Trent Sherfield","DEN","WR","2.2","1.8","1.4","1.8","2.2","Main","6.5","5.6"
"Davis Allen","LA","TE","2.2","1.7","1.3","1.7","2.2","Main","6.2","5.2"
"Gunnar Helm","TEN","TE","2.2","1.7","1.3","1.7","2.2","Main","6.0","4.9"
"Isaac TeSlaa","DET","WR","2.1","1.7","1.3","1.7","2.1","Main","6.4","5.4"
"Woody Marks","HOU","RB","2.1","1.9","1.7","1.9","2.0","Monday","6.2","5.8"
"Roman Wilson","PIT","WR","2.1","1.7","1.3","1.7","2.1","Main","6.3","5.4"
"CLE DST","CLE","DST","2.1","2.1","2.1","2.1","2.1","Main","7.3","7.3"
"Elijah Moore","BUF","WR","2.0","1.7","1.4","1.7","2.0","Main","6.6","5.8"
"AJ Dillon","PHI","RB","2.0","1.9","1.8","1.9","2.0","Main","7.3","7.1"
"Drew Sample","CIN","TE","1.9","1.5","1.0","1.5","1.9","Main","5.4","4.3"
"Jamari Thrash","CLE","WR","1.8","1.5","1.1","1.5","1.8","Main","5.6","4.7"
"Adam Trautman","DEN","TE","1.8","1.4","1.1","1.4","1.8","Main","5.3","4.4"
"John FitzPatrick","GB","TE","1.8","1.4","1.1","1.4","1.8","Thursday","5.5","4.6"
"Johnny Mundt","JAX","TE","1.8","1.4","1.0","1.4","1.8","Main","5.2","4.2"
"Brashard Smith","KC","RB","1.8","1.4","1.0","1.4","1.8","Main","5.2","4.3"
"Alec Ingold","MIA","RB","1.8","1.4","1.1","1.4","1.7","Main","5.3","4.5"
"Daniel Bellinger","NYG","TE","1.8","1.4","1.0","1.4","1.8","Main","5.2","4.2"
"Luther Burden","CHI","WR","1.7","1.4","1.0","1.4","1.7","Main","5.2","4.4"
"Isaiah Bond","CLE","WR","1.7","1.3","1.0","1.3","1.6","Main","5.1","4.2"
"Lucas Krull","DEN","TE","1.7","1.3","1.0","1.3","1.7","Main","5.1","4.1"
"Mo Alie-Cox","IND","TE","1.7","1.3","1.0","1.3","1.7","Main","5.2","4.4"
"Parker Washington","JAX","WR","1.7","1.4","1.1","1.4","1.7","Main","5.4","4.5"
"KeAndre Lambert-Smith","LAC","WR","1.7","1.4","1.1","1.4","1.7","Monday","5.7","5.0"
"Austin Hooper","NE","TE","1.7","1.3","1.0","1.3","1.7","Main","5.1","4.1"
"Devin Neal","NO","RB","1.7","1.6","1.5","1.6","1.7","Main","5.2","4.9"
"Charlie Woerner","ATL","TE","1.6","1.2","0.9","1.2","1.6","Sunday","4.8","3.9"
"Luke Musgrave","GB","TE","1.6","1.3","0.9","1.3","1.6","Thursday","5.0","4.1"
"DJ Giddens","IND","RB","1.6","1.5","1.4","1.5","1.6","Main","5.6","5.3"
"Derius Davis","LAC","WR","1.6","1.3","1.1","1.3","1.6","Monday","5.6","4.9"
"Arian Smith","NYJ","WR","1.6","1.3","1.0","1.3","1.6","Main","5.1","4.3"
"Roschon Johnson","CHI","RB","1.5","1.3","1.2","1.3","1.5","Main","4.8","4.3"
"Malik Heath","GB","WR","1.5","1.2","1.0","1.2","1.5","Thursday","5.1","4.3"
"John Bates","WAS","TE","1.4","1.1","0.8","1.1","1.4","Thursday","4.4","3.6"
"Emanuel Wilson","GB","RB","1.3","1.2","1.1","1.2","1.2","Thursday","4.4","4.3"
"Kyle Williams","NE","WR","1.3","1.1","0.8","1.1","1.3","Main","4.5","3.8"
"Devaughn Vele","NO","WR","1.2","0.9","0.7","0.9","1.2","Main","4.0","3.3"
"Tank Bigsby","PHI","RB","1.2","1.1","1.0","1.1","1.2","Main","4.8","4.5"
"Jake Bobo","SEA","WR","1.2","1.0","0.7","1.0","1.2","Main","4.2","3.5"
"Brycen Tremayne","CAR","WR","1.1","0.9","0.7","0.9","1.1","Main","3.8","3.1"
"Tez Johnson","TB","WR","1.1","0.9","0.7","0.9","1.1","Monday","4.1","3.4"
"Jason Brownlee","KC","WR","1.0","0.8","0.6","0.8","1.0","Main","3.7","3.1"
"Tre' Harris","LAC","WR","1.0","0.9","0.7","0.9","1.0","Monday","4.0","3.4"
"Tylan Wallace","BAL","WR","0.9","0.8","0.6","0.8","0.9","Main","3.8","3.2"
"Hunter Luepke","DAL","RB","0.9","0.8","0.6","0.8","0.9","Main","3.3","2.8"
"Luke Schoonmaker","DAL","TE","0.9","0.7","0.5","0.7","0.9","Main","3.3","2.6"
"Brevyn Spann-Ford","DAL","TE","0.9","0.7","0.5","0.7","0.9","Main","3.3","2.7"
"Brock Wright","DET","TE","0.9","0.7","0.5","0.7","0.9","Main","3.3","2.7"
"Dee Eskridge","MIA","WR","0.9","0.7","0.5","0.7","0.9","Main","3.4","2.8"
"Kaleb Johnson","PIT","RB","0.9","0.9","0.8","0.9","0.9","Main","3.5","3.2"
"Ben Skowronek","PIT","WR","0.9","0.7","0.5","0.7","0.8","Main","3.3","2.7"
"Ryan Miller","TB","WR","0.9","0.7","0.6","0.7","0.9","Monday","3.4","2.8"
"Payne Durham","TB","TE","0.9","0.7","0.5","0.7","0.9","Monday","3.3","2.7"
"Travis Vokolek","ARI","TE","0.8","0.6","0.5","0.6","0.8","Main","3.0","2.4"
"Tyrell Shavers","BUF","WR","0.8","0.7","0.5","0.7","0.8","Main","3.2","2.7"
"Terrance Ferguson","LA","TE","0.8","0.7","0.5","0.7","0.8","Main","3.2","2.6"
"Sean Tucker","TB","RB","0.8","0.7","0.7","0.7","0.8","Monday","2.9","2.8"
"Trevor Etienne","CAR","RB","0.7","0.7","0.6","0.7","0.7","Main","2.6","2.5"
"Mitchell Tinsley","CIN","WR","0.7","0.5","0.4","0.5","0.7","Main","2.6","2.1"
"Antonio Gibson","NE","RB","0.7","0.6","0.6","0.6","0.7","Main","2.7","2.4"
"Rasheen Ali","BAL","RB","0.6","0.5","0.5","0.5","0.6","Main","2.3","2.2"
"Adam Prentice","DEN","RB","0.6","0.5","0.5","0.5","0.6","Main","2.6","2.4"
"Pat Bryant","DEN","WR","0.6","0.5","0.4","0.5","0.6","Main","2.3","1.8"
"Savion Williams","GB","WR","0.6","0.5","0.4","0.5","0.6","Thursday","2.2","1.8"
"Hunter Long","JAX","TE","0.6","0.5","0.4","0.5","0.6","Main","2.5","2.0"
"Jack Bech","LV","WR","0.6","0.5","0.4","0.5","0.6","Monday","2.5","2.0"
"Scotty Miller","PIT","WR","0.6","0.5","0.4","0.5","0.6","Main","2.2","1.8"
"KhaDarel Hodge","ATL","WR","0.5","0.4","0.3","0.4","0.5","Sunday","2.1","1.7"
"David Moore","CAR","WR","0.5","0.4","0.3","0.4","0.5","Main","2.0","1.6"
"Drew Ogletree","IND","TE","0.5","0.4","0.3","0.4","0.5","Main","2.2","1.7"
"Jack Stoll","NO","TE","0.5","0.4","0.3","0.4","0.5","Main","1.9","1.5"
"Van Jefferson","TEN","WR","0.5","0.4","0.3","0.4","0.5","Main","1.8","1.5"
"Bryce Oliver","TEN","WR","0.5","0.4","0.3","0.4","0.5","Main","1.8","1.5"
"Hassan Haskins","LAC","RB","0.4","0.4","0.3","0.4","0.4","Monday","1.7","1.6"
"Scott Matlock","LAC","RB","0.4","0.3","0.2","0.3","0.4","Monday","1.7","1.3"
"Jarquez Hunter","LA","RB","0.4","0.3","0.3","0.3","0.4","Main","1.5","1.4"
"Darius Cooper","PHI","WR","0.4","0.3","0.2","0.3","0.4","Main","1.5","1.2"
"Emari Demercado","ARI","RB","0.3","0.3","0.2","0.3","0.3","Main","1.3","1.2"
"Jackson Hawes","BUF","TE","0.3","0.2","0.2","0.2","0.3","Main","1.3","1.0"
"Mitchell Evans","CAR","TE","0.3","0.2","0.1","0.2","0.3","Main","1.0","0.8"
"Durham Smythe","CHI","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Luke Lachey","HOU","TE","0.3","0.2","0.2","0.2","0.3","Monday","1.1","0.8"
"Ashton Dulin","IND","WR","0.3","0.3","0.3","0.3","0.3","Main","1.6","1.5"
"Nikko Remigio","KC","WR","0.3","0.3","0.2","0.3","0.3","Main","1.2","1.0"
"Robert Tonyan","KC","TE","0.3","0.3","0.2","0.3","0.3","Main","1.3","1.0"
"Ian Thomas","LV","TE","0.3","0.2","0.2","0.2","0.3","Monday","1.2","0.9"
"Jeff Wilson","MIA","RB","0.3","0.3","0.3","0.3","0.3","Main","1.2","1.2"
"Tim Jones","MIN","WR","0.3","0.2","0.2","0.2","0.3","Sunday","1.0","0.8"
"Chris Manhertz","NYG","TE","0.3","0.2","0.2","0.2","0.3","Main","1.2","1.0"
"Connor Heyward","PIT","TE","0.3","0.2","0.2","0.2","0.3","Main","1.2","1.0"
"Skyy Moore","SF","WR","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Brayden Willis","SF","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Ko Kieft","TB","TE","0.3","0.2","0.2","0.2","0.3","Monday","1.2","1.0"
"Luke McCaffrey","WAS","WR","0.3","0.2","0.2","0.2","0.3","Thursday","1.0","0.8"
"Charlie Jones","CIN","WR","0.2","0.1","0.1","0.1","0.2","Main","0.7","0.5"
"Tanner Hudson","CIN","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Blake Whiteheart","CLE","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Ryan Flournoy","DAL","WR","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Shane Zylstra","DET","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Andrew Beck","NYJ","TE","0.2","0.2","0.1","0.2","0.2","Main","1.0","0.8"
"Isaiah Williams","NYJ","WR","0.2","0.2","0.2","0.2","0.2","Main","1.0","0.8"
"Stone Smartt","NYJ","TE","0.2","0.2","0.1","0.2","0.2","Main","1.0","0.8"
"Isaac Guerendo","SF","RB","0.2","0.2","0.2","0.2","0.2","Main","0.7","0.7"
"Robbie Ouzts","SEA","RB","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"Eric Saubert","SEA","TE","0.2","0.2","0.1","0.2","0.2","Main","1.0","0.8"
"Jordan Mims","TEN","RB","0.2","0.2","0.2","0.2","0.2","Main","1.0","0.9"
"Jacoby Brissett","ARI","QB","0.1","0.1","0.1","0.1","0.1","Main","0.0","0.0"
"Xavier Weaver","ARI","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Teagan Quitoriano","ATL","TE","0.1","0.1","0.1","0.1","0.1","Sunday","0.5","0.4"
"Devontez Walker","BAL","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Zaire Mitchell-Paden","BAL","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Reggie Gilliam","BUF","TE","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Tahj Brooks","CIN","RB","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.6"
"Craig Reynolds","DET","RB","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.4"
"Jakob Johnson","HOU","RB","0.1","0.1","0.1","0.1","0.1","Monday","0.5","0.4"
"Ulysses Bentley","IND","RB","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.3"
"Tim Patrick","JAX","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Konata Mumpfield","LA","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Xavier Smith","LA","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Tai Felton","MIN","WR","0.1","0.1","0.1","0.1","0.1","Sunday","0.5","0.4"
"Myles Price","MIN","WR","0.1","0.1","0.1","0.1","0.1","Sunday","0.5","0.4"
"Jack Westover","NE","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Mason Tipton","NO","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Moliki Matavao","NO","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Beaux Collins","NYG","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.4"
"John Metchie","PHI","WR","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.3"
"Kameron Johnson","TB","WR","0.1","0.1","0.1","0.1","0.1","Monday","0.5","0.4"
"David Martin-Robinson","TEN","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Ben Sinnott","WAS","TE","0.1","0.1","0.1","0.1","0.1","Thursday","0.6","0.4"
