"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Javonte Williams","RB","DAL","KC","15.6","14.4","15.0","12.7","13.8","14.9","28.1","26.7","Thursday"
"Travis Etienne","RB","JAX","@TEN","15.6","14.1","15.0","12.2","13.6","14.9","27.6","25.8","Main"
"Kenneth Walker","RB","SEA","MIN","15.5","14.6","14.8","13.0","13.8","14.7","28.0","26.8","Main"
"Brock Bowers","TE","LV","@LAC","15.2","12.1","17.9","8.5","11.6","14.7","26.1","21.4","Main"
"RJ Harvey","RB","DEN","@WAS","15.0","13.6","14.5","11.8","13.1","14.4","27.1","25.3","Sunday"
"Tua Tagovailoa","QB","MIA","NO","14.9","14.8","16.0","13.7","13.7","13.7","23.9","23.8","Main"
"Tetairoa McMillan","WR","CAR","LA","14.8","12.3","14.2","9.2","11.7","14.2","27.2","23.4","Main"
"Tyler Shough","QB","NO","@MIA","14.6","14.4","15.6","13.3","13.3","13.3","23.9","23.8","Main"
"AJ Brown","WR","PHI","CHI","14.4","11.9","13.8","9.0","11.4","13.8","27.1","23.4","Friday"
"Troy Franklin","WR","DEN","@WAS","14.3","12.0","13.8","9.3","11.5","13.7","27.0","23.6","Sunday"
"Kimani Vidal","RB","LAC","LV","14.3","13.3","13.7","11.7","12.7","13.6","26.2","24.9","Main"
"DeVonta Smith","WR","PHI","CHI","14.3","11.8","13.7","8.8","11.2","13.7","26.7","22.9","Friday"
"Aaron Rodgers","QB","PIT","BUF","14.3","14.1","15.4","13.1","13.1","13.1","23.1","23.0","Main"
"Justin Jefferson","WR","MIN","@SEA","14.2","11.5","13.7","8.4","11.0","13.7","26.0","22.0","Main"
"Brock Purdy","QB","SF","@CLE","14.2","14.0","15.4","13.2","13.2","13.2","22.6","22.5","Main"
"Cameron Ward","QB","TEN","JAX","14.2","13.9","15.2","12.8","12.8","12.8","23.0","23.0","Main"
"Ladd McConkey","WR","LAC","LV","14.1","11.6","13.7","8.6","11.1","13.6","26.4","22.6","Main"
"Wan'Dale Robinson","WR","NYG","@NE","14.1","11.4","13.7","8.1","10.9","13.6","25.7","21.7","Monday"
"Travis Kelce","TE","KC","@DAL","14.0","11.4","16.2","8.5","11.1","13.6","25.2","21.3","Thursday"
"Chris Olave","WR","NO","@MIA","14.0","11.3","13.5","8.2","10.9","13.5","25.8","21.9","Main"
"Jaylen Warren","RB","PIT","BUF","14.0","13.0","13.5","11.4","12.4","13.4","25.4","24.0","Main"
"Bryce Young","QB","CAR","LA","13.9","13.7","14.9","12.6","12.6","12.6","22.4","22.4","Main"
"Tyrod Taylor","QB","NYJ","ATL","13.6","13.3","14.6","12.6","12.6","12.6","21.9","21.8","Main"
"Christian Watson","WR","GB","@DET","13.5","11.5","12.9","8.9","10.9","12.9","26.3","23.2","Thursday"
"Tyler Warren","TE","IND","HOU","13.5","11.0","15.8","8.1","10.7","13.2","23.9","20.1","Main"
"Aaron Jones","RB","MIN","@SEA","13.4","11.5","13.1","9.5","11.3","13.0","23.2","20.7","Main"
"DK Metcalf","WR","PIT","BUF","13.4","11.1","12.9","8.4","10.7","12.9","25.4","22.0","Main"
"Stefon Diggs","WR","NE","NYG","13.3","10.9","12.9","8.1","10.5","12.9","25.2","21.6","Monday"
"Khalil Shakir","WR","BUF","@PIT","13.2","10.3","12.9","7.1","10.0","12.9","23.6","19.4","Main"
"Geno Smith","QB","LV","@LAC","13.2","12.9","14.2","11.7","11.7","11.7","21.4","21.3","Main"
"Tyrone Tracy","RB","NYG","@NE","12.9","11.4","12.6","9.8","11.1","12.5","23.6","21.6","Monday"
"Michael Wilson","WR","ARI","@TB","12.8","10.5","12.4","7.7","10.0","12.4","24.4","20.9","Main"
"Michael Pittman","WR","IND","HOU","12.8","10.2","12.4","7.3","9.9","12.4","23.9","20.1","Main"
"Courtland Sutton","WR","DEN","@WAS","12.6","10.5","12.1","8.1","10.1","12.1","24.4","21.3","Sunday"
"Woody Marks","RB","HOU","@IND","12.6","11.5","12.3","10.1","11.1","12.1","23.0","21.5","Main"
"Quinshon Judkins","RB","CLE","SF","12.5","11.8","11.8","10.5","11.1","11.7","22.8","21.9","Main"
"Oronde Gadsden","TE","LAC","LV","12.3","10.0","14.3","7.4","9.7","12.0","22.5","19.0","Main"
"Devin Neal","RB","NO","@MIA","12.3","10.4","12.2","8.5","10.3","12.1","22.0","19.4","Main"
"Kirk Cousins","QB","ATL","@NYJ","12.2","12.1","13.4","11.2","11.2","11.2","20.2","20.1","Main"
"Romeo Doubs","WR","GB","@DET","12.2","10.1","11.8","7.6","9.7","11.8","23.8","20.6","Thursday"
"Marvin Harrison","WR","ARI","@TB","12.1","10.1","11.7","7.6","9.7","11.7","23.7","20.6","Main"
"Jameson Williams","WR","DET","GB","12.1","10.1","11.6","7.8","9.7","11.6","23.7","20.8","Thursday"
"George Kittle","TE","SF","@CLE","12.0","9.8","13.9","7.3","9.5","11.7","21.8","18.4","Main"
"Bucky Irving","RB","TB","ARI","12.0","10.7","11.8","9.3","10.5","11.7","22.5","20.8","Main"
"Xavier Worthy","WR","KC","@DAL","11.9","9.9","11.6","7.7","9.6","11.6","23.4","20.4","Thursday"
"Max Brosmer","QB","MIN","@SEA","11.8","11.6","12.7","10.5","10.5","10.5","19.5","19.4","Main"
"Mark Andrews","TE","BAL","CIN","11.7","9.8","13.5","7.7","9.6","11.5","22.2","19.2","Thursday"
"Brian Thomas","WR","JAX","@TEN","11.5","9.6","11.2","7.4","9.3","11.1","22.6","19.7","Main"
"Kyle Pitts","TE","ATL","@NYJ","11.3","8.8","13.6","6.2","8.6","11.1","19.9","16.1","Main"
"Alec Pierce","WR","IND","HOU","11.3","9.7","10.9","7.6","9.2","10.9","23.1","20.5","Main"
"Keenan Allen","WR","LAC","LV","11.0","9.0","10.9","6.7","8.8","10.8","21.3","18.2","Main"
"Kenneth Gainwell","RB","PIT","BUF","11.0","9.3","10.9","7.7","9.2","10.8","20.5","18.2","Main"
"Darnell Mooney","WR","ATL","@NYJ","10.8","9.0","10.5","6.9","8.7","10.5","21.3","18.5","Main"
"Rome Odunze","WR","CHI","@PHI","10.8","9.1","10.5","7.0","8.7","10.5","21.6","18.7","Friday"
"David Montgomery","RB","DET","GB","10.8","9.7","10.6","8.6","9.6","10.6","20.8","19.3","Thursday"
"Juwan Johnson","TE","NO","@MIA","10.7","8.3","12.8","5.9","8.2","10.5","18.9","15.3","Main"
"Tony Pollard","RB","TEN","JAX","10.7","9.5","10.5","8.3","9.4","10.5","19.7","18.1","Main"
"Dalton Schultz","TE","HOU","@IND","10.6","8.2","12.8","5.9","8.2","10.5","19.0","15.4","Main"
"Hunter Henry","TE","NE","NYG","10.6","8.7","12.3","6.8","8.6","10.4","20.4","17.5","Monday"
"Terry McLaurin","WR","WAS","DEN","10.6","8.8","10.3","6.8","8.5","10.3","20.7","17.9","Sunday"
"D'Andre Swift","RB","CHI","@PHI","10.5","9.5","10.3","8.3","9.3","10.2","19.8","18.4","Friday"
"Tre Tucker","WR","LV","@LAC","10.5","8.5","10.3","6.3","8.3","10.3","20.3","17.2","Main"
"Deebo Samuel","WR","WAS","DEN","10.4","8.2","10.3","5.8","8.0","10.2","19.2","15.8","Sunday"
"Bam Knight","RB","ARI","@TB","10.3","9.2","10.2","8.1","9.1","10.1","19.6","18.1","Main"
"Quentin Johnston","WR","LAC","LV","10.3","8.5","10.1","6.5","8.3","10.0","20.6","17.8","Main"
"Jake Ferguson","TE","DAL","KC","10.2","7.8","12.6","5.4","7.8","10.2","18.3","14.7","Thursday"
"Jakobi Meyers","WR","JAX","@TEN","10.2","8.3","10.0","6.2","8.1","10.0","20.2","17.3","Main"
"Parker Washington","WR","JAX","@TEN","10.1","8.3","9.9","6.3","8.1","9.9","20.0","17.2","Main"
"SF DST","DST","SF","@CLE","10.1","10.1","11.2","10.1","10.1","10.1","18.2","18.2","Main"
"Brenton Strange","TE","JAX","@TEN","10.0","7.9","11.9","5.8","7.8","9.8","18.7","15.5","Main"
"Cade Otton","TE","TB","ARI","9.9","7.8","12.0","5.6","7.7","9.8","18.2","14.9","Main"
"SEA DST","DST","SEA","MIN","9.9","9.9","11.0","9.9","9.9","9.9","17.8","17.8","Main"
"Jayden Higgins","WR","HOU","@IND","9.8","8.0","9.6","6.1","7.8","9.6","19.7","16.9","Main"
"Jason Myers","K","SEA","MIN","9.8","9.8","10.5","9.8","9.8","9.8","16.3","16.3","Main"
"LAC DST","DST","LAC","LV","9.8","9.8","10.8","9.8","9.8","9.8","17.5","17.5","Main"
"Theo Johnson","TE","NYG","@NE","9.7","7.7","11.5","5.7","7.6","9.6","18.1","15.0","Monday"
"Mike Gesicki","TE","CIN","@BAL","9.6","7.5","11.6","5.3","7.4","9.5","17.6","14.4","Thursday"
"Cameron Dicker","K","LAC","LV","9.6","9.6","10.4","9.6","9.6","9.6","16.3","16.3","Main"
"Shedeur Sanders","QB","CLE","SF","9.5","9.2","9.9","8.2","8.2","8.2","16.1","16.0","Main"
"Dallas Goedert","TE","PHI","CHI","9.5","7.5","11.3","5.5","7.5","9.4","18.0","14.9","Friday"
"Jauan Jennings","WR","SF","@CLE","9.5","7.7","9.4","5.7","7.5","9.3","18.8","15.9","Main"
"Harrison Butker","K","KC","@DAL","9.5","9.5","10.2","9.5","9.5","9.5","16.1","16.1","Thursday"
"Kareem Hunt","RB","KC","@DAL","9.3","8.6","9.2","7.8","8.5","9.1","18.7","17.7","Thursday"
"Tyler Loop","K","BAL","CIN","9.3","9.3","10.0","9.3","9.3","9.3","15.5","15.5","Thursday"
"Matt Prater","K","BUF","@PIT","9.3","9.3","10.1","9.3","9.3","9.3","15.9","15.9","Main"
"Harrison Mevis","K","LA","@CAR","9.3","9.3","10.0","9.3","9.3","9.3","15.7","15.7","Main"
"JAX DST","DST","JAX","@TEN","9.3","9.3","10.3","9.3","9.3","9.3","17.1","17.1","Main"
"Jordan Addison","WR","MIN","@SEA","9.2","7.5","9.0","5.7","7.3","9.0","18.3","15.7","Main"
"Jake Bates","K","DET","GB","9.2","9.2","9.9","9.2","9.2","9.2","15.6","15.6","Thursday"
"Andy Borregales","K","NE","NYG","9.2","9.2","9.8","9.2","9.2","9.2","15.5","15.5","Monday"
"Harold Fannin","TE","CLE","SF","9.1","7.0","11.1","4.9","6.9","9.0","16.3","13.0","Main"
"Zane Gonzalez","K","ATL","@NYJ","9.1","9.1","9.9","9.1","9.1","9.1","15.9","15.9","Main"
"Cam Little","K","JAX","@TEN","9.1","9.1","9.9","9.1","9.1","9.1","15.6","15.6","Main"
"Dontayvion Wicks","WR","GB","@DET","9.0","7.4","8.8","5.6","7.2","8.8","18.2","15.7","Thursday"
"Jake Elliott","K","PHI","CHI","9.0","9.0","9.7","9.0","9.0","9.0","15.4","15.4","Friday"
"Brandon Aubrey","K","DAL","KC","8.9","8.9","9.5","8.9","8.9","8.9","15.1","15.1","Thursday"
"DJ Moore","WR","CHI","@PHI","8.8","7.2","8.7","5.4","7.0","8.6","17.6","15.0","Friday"
"Zach Ertz","TE","WAS","DEN","8.8","7.0","10.7","5.0","6.9","8.8","16.5","13.6","Sunday"
"Michael Badgley","K","IND","HOU","8.8","8.8","9.5","8.8","8.8","8.8","15.2","15.2","Main"
"AJ Barner","TE","SEA","MIN","8.7","7.0","10.3","5.3","7.0","8.6","16.5","13.8","Main"
"ATL DST","DST","ATL","@NYJ","8.7","8.7","9.7","8.7","8.7","8.7","16.1","16.1","Main"
"Isiah Pacheco","RB","KC","@DAL","8.6","7.8","8.5","7.0","7.7","8.4","17.4","16.3","Thursday"
"Tez Johnson","WR","TB","ARI","8.6","7.2","8.5","5.8","7.1","8.5","17.8","15.6","Main"
"Elic Ayomanor","WR","TEN","JAX","8.6","7.1","8.5","5.4","6.9","8.4","17.7","15.2","Main"
"Brandon McManus","K","GB","@DET","8.6","8.6","9.2","8.6","8.6","8.6","14.8","14.8","Thursday"
"Chase McLaughlin","K","TB","ARI","8.6","8.6","9.3","8.6","8.6","8.6","15.0","15.0","Main"
"Colston Loveland","TE","CHI","@PHI","8.5","6.8","10.1","5.0","6.7","8.4","16.5","13.8","Friday"
"Josh Downs","WR","IND","HOU","8.5","6.7","8.4","4.8","6.6","8.4","16.9","14.0","Main"
"Zach Charbonnet","RB","SEA","MIN","8.5","8.1","8.4","7.6","8.0","8.4","17.5","16.9","Main"
"Tyjae Spears","RB","TEN","JAX","8.5","7.1","8.5","5.6","7.0","8.4","16.2","14.1","Main"
"Wil Lutz","K","DEN","@WAS","8.5","8.5","9.2","8.5","8.5","8.5","14.8","14.8","Sunday"
"Ka'imi Fairbairn","K","HOU","@IND","8.5","8.5","9.2","8.5","8.5","8.5","15.0","15.0","Main"
"Riley Patterson","K","MIA","NO","8.5","8.5","9.2","8.5","8.5","8.5","14.8","14.8","Main"
"Chris Boswell","K","PIT","BUF","8.5","8.5","9.2","8.5","8.5","8.5","14.9","14.9","Main"
"Luther Burden","WR","CHI","@PHI","8.4","6.8","8.3","5.1","6.7","8.3","17.0","14.4","Friday"
"Cooper Kupp","WR","SEA","MIN","8.4","6.8","8.2","5.2","6.7","8.2","17.4","14.9","Main"
"Matt Gay","K","SF","@CLE","8.4","8.4","9.1","8.4","8.4","8.4","14.9","14.9","Main"
"LA DST","DST","LA","@CAR","8.4","8.4","9.4","8.4","8.4","8.4","15.9","15.9","Main"
"Mack Hollins","WR","NE","NYG","8.3","7.0","8.1","5.5","6.8","8.1","17.5","15.4","Monday"
"John Metchie","WR","NYJ","ATL","8.3","6.6","8.3","4.8","6.5","8.2","16.3","13.6","Main"
"Adonai Mitchell","WR","NYJ","ATL","8.3","6.9","8.2","5.3","6.7","8.2","17.3","14.9","Main"
"Chad Ryland","K","ARI","@TB","8.2","8.2","8.8","8.2","8.2","8.2","14.5","14.5","Main"
"Nick Folk","K","NYJ","ATL","8.2","8.2","8.9","8.2","8.2","8.2","14.8","14.8","Main"
"DEN DST","DST","DEN","@WAS","8.2","8.2","9.1","8.2","8.2","8.2","15.7","15.7","Sunday"
"Andrei Iosivas","WR","CIN","@BAL","8.1","6.7","8.0","5.2","6.6","8.0","17.0","14.7","Thursday"
"Chimere Dike","WR","TEN","JAX","8.1","6.3","8.0","4.5","6.2","8.0","15.9","13.2","Main"
"Evan McPherson","K","CIN","@BAL","8.1","8.1","8.8","8.1","8.1","8.1","14.2","14.2","Thursday"
"Younghoe Koo","K","NYG","@NE","8.0","8.0","8.6","8.0","8.0","8.0","14.2","14.2","Monday"
"MIA DST","DST","MIA","NO","8.0","8.0","8.9","8.0","8.0","8.0","15.4","15.4","Main"
"TB DST","DST","TB","ARI","7.9","7.9","8.7","7.9","7.9","7.9","15.1","15.1","Main"
"Evan Engram","TE","DEN","@WAS","7.8","6.1","9.5","4.4","6.1","7.8","15.1","12.4","Sunday"
"Mason Taylor","TE","NYJ","ATL","7.8","6.1","9.6","4.3","6.1","7.8","14.8","12.0","Main"
"Charlie Smyth","K","NO","@MIA","7.8","7.8","8.5","7.8","7.8","7.8","14.1","14.1","Main"
"Joey Slye","K","TEN","JAX","7.8","7.8","8.4","7.8","7.8","7.8","14.1","14.1","Main"
"NE DST","DST","NE","NYG","7.8","7.8","8.6","7.8","7.8","7.8","15.1","15.1","Monday"
"Rhamondre Stevenson","RB","NE","NYG","7.7","7.0","7.7","6.3","7.0","7.6","16.2","15.2","Monday"
"Chris Godwin","WR","TB","ARI","7.7","6.2","7.6","4.6","6.1","7.6","16.2","13.7","Main"
"Kayshon Boutte","WR","NE","NYG","7.6","6.5","7.5","5.2","6.3","7.4","16.8","14.9","Monday"
"Chris Rodriguez","RB","WAS","DEN","7.6","7.3","7.4","6.8","7.1","7.4","16.3","15.8","Sunday"
"PHI DST","DST","PHI","CHI","7.6","7.6","8.5","7.6","7.6","7.6","14.8","14.8","Friday"
"Michael Carter","RB","ARI","@TB","7.5","6.3","7.5","5.2","6.3","7.4","15.2","13.5","Main"
"Gabe Davis","WR","BUF","@PIT","7.5","6.3","7.4","5.0","6.2","7.4","16.2","14.1","Main"
"Calvin Austin","WR","PIT","BUF","7.5","6.1","7.4","4.6","6.0","7.4","15.8","13.5","Main"
"Kyle Monangai","RB","CHI","@PHI","7.4","6.9","7.3","6.2","6.7","7.3","15.4","14.5","Friday"
"Malik Washington","WR","MIA","NO","7.4","5.8","7.3","4.3","5.8","7.3","14.9","12.5","Main"
"Devaughn Vele","WR","NO","@MIA","7.4","5.8","7.3","4.3","5.8","7.3","15.1","12.6","Main"
"Cairo Santos","K","CHI","@PHI","7.4","7.4","8.1","7.4","7.4","7.4","13.7","13.7","Friday"
"IND DST","DST","IND","HOU","7.3","7.3","8.1","7.3","7.3","7.3","14.6","14.6","Main"
"Rashod Bateman","WR","BAL","CIN","7.2","6.0","7.0","4.8","5.9","7.0","16.2","14.3","Thursday"
"Keon Coleman","WR","BUF","@PIT","7.2","6.0","7.0","4.6","5.8","7.0","15.8","13.7","Main"
"Dawson Knox","TE","BUF","@PIT","7.2","5.7","8.6","4.2","5.7","7.1","14.4","12.0","Main"
"Blake Corum","RB","LA","@CAR","7.2","6.8","7.1","6.3","6.6","7.0","15.4","14.8","Main"
"Daniel Carlson","K","LV","@LAC","7.2","7.2","7.8","7.2","7.2","7.2","13.4","13.4","Main"
"Jake Moody","K","WAS","DEN","7.2","7.2","7.8","7.2","7.2","7.2","13.3","13.3","Sunday"
"Isaiah Hodgins","WR","NYG","@NE","7.1","5.8","7.0","4.4","5.7","7.0","14.8","12.6","Monday"
"Van Jefferson","WR","TEN","JAX","7.1","5.8","7.0","4.4","5.7","7.0","15.1","12.9","Main"
"Ryan Fitzgerald","K","CAR","LA","7.1","7.1","7.7","7.1","7.1","7.1","13.1","13.1","Main"
"BAL DST","DST","BAL","CIN","7.1","7.1","7.9","7.1","7.1","7.1","14.4","14.4","Thursday"
"Isaiah Likely","TE","BAL","CIN","7.0","5.7","8.2","4.4","5.7","6.9","14.6","12.5","Thursday"
"Tyler Allgeier","RB","ATL","@NYJ","6.9","6.4","6.8","5.8","6.3","6.8","14.7","13.9","Main"
"Colby Parkinson","TE","LA","@CAR","6.9","5.5","8.2","4.1","5.5","6.8","14.1","11.9","Main"
"Ricky Pearsall","WR","SF","@CLE","6.9","5.7","6.8","4.4","5.6","6.8","14.8","12.8","Main"
"TJ Hockenson","TE","MIN","@SEA","6.8","5.1","8.5","3.4","5.1","6.8","12.8","10.0","Main"
"CLE DST","DST","CLE","SF","6.8","6.8","7.6","6.8","6.8","6.8","13.9","13.9","Main"
"Jerry Jeudy","WR","CLE","SF","6.7","5.4","6.6","4.0","5.3","6.6","14.0","11.8","Main"
"Bhayshul Tuten","RB","JAX","@TEN","6.7","6.3","6.7","5.9","6.2","6.6","14.5","13.9","Main"
"Tyler Lockett","WR","LV","@LAC","6.7","5.3","6.6","3.8","5.2","6.6","13.9","11.6","Main"
"Darius Slayton","WR","NYG","@NE","6.7","5.5","6.6","4.2","5.4","6.6","14.7","12.6","Monday"
"Gunnar Helm","TE","TEN","JAX","6.7","5.2","8.1","3.8","5.2","6.6","13.3","10.9","Main"
"Will Reichard","K","MIN","@SEA","6.7","6.7","7.3","6.7","6.7","6.7","12.8","12.8","Main"
"Devin Singletary","RB","NYG","@NE","6.5","6.0","6.5","5.5","5.9","6.4","14.1","13.4","Monday"
"Rashid Shaheed","WR","SEA","MIN","6.5","5.6","6.5","4.7","5.6","6.5","15.0","13.4","Main"
"Andre Szmyt","K","CLE","SF","6.5","6.5","7.1","6.5","6.5","6.5","12.6","12.6","Main"
"Rachaad White","RB","TB","ARI","6.4","5.4","6.4","4.5","5.4","6.4","13.8","12.3","Main"
"BUF DST","DST","BUF","@PIT","6.4","6.4","7.3","6.4","6.4","6.4","13.3","13.3","Main"
"NYJ DST","DST","NYJ","ATL","6.4","6.4","7.3","6.4","6.4","6.4","13.3","13.3","Main"
"Jalen Coker","WR","CAR","LA","6.3","5.0","6.3","3.7","5.0","6.2","13.3","11.1","Main"
"David Sills V","WR","ATL","@NYJ","6.2","5.0","6.2","3.8","5.0","6.2","13.7","11.7","Main"
"Keaton Mitchell","RB","BAL","CIN","6.2","5.6","6.1","4.9","5.5","6.1","14.0","13.0","Thursday"
"Mitchell Tinsley","WR","CIN","@BAL","6.1","5.1","6.0","4.0","5.0","6.0","14.2","12.4","Thursday"
"Darren Waller","TE","MIA","NO","6.1","5.0","7.2","3.9","5.0","6.1","13.3","11.4","Main"
"HOU DST","DST","HOU","@IND","6.1","6.1","6.9","6.1","6.1","6.1","13.2","13.2","Main"
"Greg Dortch","WR","ARI","@TB","5.9","4.6","5.9","3.3","4.6","5.9","12.4","10.3","Main"
"Xavier Legette","WR","CAR","LA","5.9","4.8","5.9","3.6","4.7","5.9","13.1","11.2","Main"
"Pat Bryant","WR","DEN","@WAS","5.9","4.8","5.8","3.7","4.8","5.8","13.4","11.6","Sunday"
"Taysom Hill","TE","NO","@MIA","5.9","5.6","6.1","5.2","5.5","5.7","13.6","13.1","Main"
"Jonnu Smith","TE","PIT","BUF","5.8","4.5","7.1","3.3","4.5","5.8","12.1","10.0","Main"
"PIT DST","DST","PIT","BUF","5.8","5.8","6.5","5.8","5.8","5.8","12.7","12.7","Main"
"Pat Freiermuth","TE","PIT","BUF","5.7","4.5","6.8","3.3","4.5","5.6","12.1","10.1","Main"
"Sean Tucker","RB","TB","ARI","5.7","5.4","5.6","5.2","5.4","5.6","12.9","12.6","Main"
"Chuba Hubbard","RB","CAR","LA","5.6","4.7","5.6","3.7","4.7","5.6","12.1","10.5","Main"
"Emanuel Wilson","RB","GB","@DET","5.6","5.1","5.6","4.6","5.1","5.5","12.4","11.7","Thursday"
"Brashard Smith","RB","KC","@DAL","5.6","4.5","5.6","3.4","4.5","5.6","12.7","10.7","Thursday"
"Chig Okonkwo","TE","TEN","JAX","5.6","4.4","6.8","3.2","4.4","5.6","11.7","9.6","Main"
