"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Patrick Mahomes","QB","KC","LV","24","23.8","25","22.1","22.1","22.1","35.5","35.4","Main"
"Bijan Robinson","RB","ATL","@SF","23.7","21.1","22.6","17.7","20.1","22.5","38.6","35.5","Sunday"
"Jayden Daniels","QB","WAS","@DAL","23.6","23.3","24.6","22","22","22","35.8","35.7","Main"
"Christian McCaffrey","RB","SF","ATL","23.2","20.4","22.4","16.9","19.6","22.2","37.7","34.1","Sunday"
"Jonathan Taylor","RB","IND","@LAC","22.8","21","21.5","18.1","19.7","21.3","37.1","35","Main"
"Amon-Ra St Brown","WR","DET","TB","21.9","18.1","20.9","13.3","17","20.8","37.4","32.1","Monday"
"Dak Prescott","QB","DAL","WAS","21.7","21.5","22.7","19.7","19.7","19.7","32.8","32.8","Main"
"CeeDee Lamb","WR","DAL","WAS","21","17.4","19.9","12.8","16.3","19.9","36.1","31","Main"
"Justin Herbert","QB","LAC","IND","20.8","20.5","21.8","19","19","19","32","31.9","Main"
"Baker Mayfield","QB","TB","@DET","20.8","20.6","21.8","19","19","19","31.7","31.7","Monday"
"Jared Goff","QB","DET","TB","20.3","20.1","21.3","18.4","18.4","18.4","31.1","31.1","Monday"
"Jalen Hurts","QB","PHI","@MIN","20.3","20","21.5","19.1","19.1","19.1","30.9","30.8","Main"
"Drake Maye","QB","NE","@TEN","19.8","19.5","20.9","18.4","18.4","18.4","30.3","30.2","Main"
"Jaxon Smith-Njigba","WR","SEA","HOU","19.8","16.5","18.7","12.2","15.4","18.6","34.5","29.8","Monday"
"Caleb Williams","QB","CHI","NO","19.5","19.2","20.6","18.2","18.2","18.2","30.1","30.1","Main"
"Davante Adams","WR","LA","JAX","19.3","16.1","18.3","12","15.1","18.2","34","29.5","Other"
"Ja'Marr Chase","WR","CIN","PIT","19.2","15.6","18.3","11.2","14.8","18.3","32.9","27.9","Thursday"
"Bo Nix","QB","DEN","NYG","19.1","18.9","20.2","17.8","17.8","17.8","29.5","29.4","Main"
"Jahmyr Gibbs","RB","DET","TB","18.9","17","18.4","14.6","16.5","18.3","32.9","30.3","Monday"
"Josh Jacobs","RB","GB","@ARI","18.8","17.2","18","14.9","16.4","17.9","32.2","30.2","Main"
"Jordan Love","QB","GB","@ARI","18.7","18.5","19.8","17.2","17.2","17.2","29.3","29.3","Main"
"Justin Jefferson","WR","MIN","PHI","18.6","15.4","17.6","11.4","14.5","17.6","32.7","28.1","Main"
"Saquon Barkley","RB","PHI","@MIN","18.6","17","17.7","14.6","16.1","17.6","32","30.1","Main"
"De'Von Achane","RB","MIA","@CLE","18.4","16.2","17.8","13.5","15.6","17.7","30.6","27.7","Main"
"Breece Hall","RB","NYJ","CAR","18.3","16.4","17.5","14","15.7","17.4","31","28.6","Main"
"Mac Jones","QB","SF","ATL","18","17.8","19","16.2","16.2","16.2","28.4","28.4","Sunday"
"Rachaad White","RB","TB","@DET","17.9","15.8","17.5","13.5","15.4","17.4","30.6","27.9","Monday"
"Javonte Williams","RB","DAL","WAS","17.8","16.1","17.2","14","15.5","17.1","30.9","28.9","Main"
"Justin Fields","QB","NYJ","CAR","17.8","17.5","18.7","16.7","16.7","16.7","28.2","28.1","Main"
"Matthew Stafford","QB","LA","JAX","17.7","17.5","18.8","16","16","16","27.7","27.7","Other"
"Kyren Williams","RB","LA","JAX","17.7","15.9","17","13.7","15.3","16.9","30.6","28.5","Other"
"Drake London","WR","ATL","@SF","17.6","14.6","16.8","10.6","13.7","16.7","31.4","26.9","Sunday"
"Daniel Jones","QB","IND","@LAC","17.6","17.4","18.7","16.1","16.1","16.1","28","28","Main"
"Trevor Lawrence","QB","JAX","LA","17.6","17.4","18.6","16","16","16","27.7","27.7","Other"
"Quinshon Judkins","RB","CLE","MIA","17.5","16.5","16.3","14.5","15.3","16.2","29.6","28.4","Main"
"Mike Evans","WR","TB","@DET","17","14.3","16.2","10.9","13.5","16.2","31.2","27.2","Monday"
"Jaxson Dart","QB","NYG","@DEN","16.9","16.5","17.7","15.4","15.4","15.4","26.6","26.4","Main"
"Aaron Rodgers","QB","PIT","@CIN","16.9","16.7","18.1","15.6","15.6","15.6","26.6","26.5","Thursday"
"Rashee Rice","WR","KC","LV","16.7","13.6","16.1","10","13","16","30.3","25.8","Main"
"Jacory Croskey-Merritt","RB","WAS","@DAL","16.4","15.2","15.7","13.4","14.5","15.6","29.6","28.1","Main"
"Carson Wentz","QB","MIN","PHI","16.3","16.1","17.4","14.9","14.9","14.9","25.8","25.7","Main"
"George Pickens","WR","DAL","WAS","16.2","13.8","15.5","10.8","13.2","15.5","30.3","26.7","Main"
"Nico Collins","WR","HOU","@SEA","16.2","13.5","15.5","10","12.7","15.5","29.2","25.1","Monday"
"CJ Stroud","QB","HOU","@SEA","16.1","15.8","17.2","14.7","14.7","14.7","25.3","25.2","Monday"
"Ashton Jeanty","RB","LV","@KC","15.6","13.7","15.2","11.5","13.3","15.1","26.5","24","Main"
"Sam Darnold","QB","SEA","HOU","15.6","15.5","16.8","14.4","14.4","14.4","25.3","25.2","Monday"
"Trey McBride","TE","ARI","GB","15.5","12.1","18.3","8.3","11.6","15","26.5","21.6","Main"
"Michael Penix","QB","ATL","@SF","15.3","15.2","16.5","14","14","14","24.7","24.6","Sunday"
"Spencer Rattler","QB","NO","@CHI","15.3","15.1","16.4","14.2","14.2","14.2","24.7","24.6","Main"
"DK Metcalf","WR","PIT","@CIN","15.3","13.1","14.7","10.2","12.4","14.7","28.6","25.1","Thursday"
"Jacoby Brissett","QB","ARI","GB","15.2","14.9","16.3","13.8","13.8","13.8","24.2","24.1","Main"
"Joe Flacco","QB","CIN","PIT","15.1","14.9","16","13.4","13.4","13.4","24.2","24.1","Thursday"
"Brian Thomas","WR","JAX","LA","15.1","12.6","14.5","9.4","11.9","14.5","27.9","24.1","Other"
"Kimani Vidal","RB","LAC","IND","14.8","13.3","14.5","11.5","13","14.4","26.8","24.8","Main"
"Quentin Johnston","WR","LAC","IND","14.8","12.3","14.3","9.3","11.8","14.2","27.8","24","Main"
"Chris Olave","WR","NO","@CHI","14.6","11.7","14.1","8.3","11.2","14.1","26.3","22.2","Main"
"D'Andre Swift","RB","CHI","NO","14.5","13.1","14.2","11.4","12.8","14.1","26.3","24.4","Main"
"Jordan Mason","RB","MIN","PHI","14.5","13.4","13.8","11.8","12.7","13.7","26.1","24.7","Main"
"Tyler Warren","TE","IND","@LAC","14.4","11.6","16.7","8.5","11.2","14","25.4","21.3","Main"
"Travis Etienne","RB","JAX","LA","14.3","12.9","13.8","11.2","12.4","13.7","25.6","23.8","Other"
"Ladd McConkey","WR","LAC","IND","14.2","11.6","13.7","8.5","11.1","13.7","26.3","22.4","Main"
"Courtland Sutton","WR","DEN","NYG","14.1","11.8","13.6","9","11.3","13.5","26.8","23.3","Main"
"Bryce Young","QB","CAR","@NYJ","14","13.8","15","12.9","12.9","12.9","22.5","22.5","Main"
"Rico Dowdle","RB","CAR","@NYJ","14","12.9","13.5","11.3","12.3","13.4","25.3","23.7","Main"
"Rome Odunze","WR","CHI","NO","14","11.8","13.5","9.2","11.3","13.5","26.8","23.5","Main"
"Xavier Worthy","WR","KC","LV","14","11.8","13.6","9.3","11.4","13.6","26.8","23.5","Main"
"AJ Brown","WR","PHI","@MIN","13.9","11.4","13.3","8.3","10.8","13.3","26.3","22.5","Main"
"Jaylen Warren","RB","PIT","@CIN","13.9","12.4","13.7","10.8","12.2","13.6","25.4","23.3","Thursday"
"George Kittle","TE","SF","ATL","13.9","11.5","15.9","8.6","11","13.5","25.5","21.8","Sunday"
"Jameson Williams","WR","DET","TB","13.8","11.8","13.2","9.4","11.3","13.2","26.9","23.9","Monday"
"Geno Smith","QB","LV","@KC","13.5","13.2","14.5","12","12","12","21.8","21.7","Main"
"JK Dobbins","RB","DEN","NYG","13.4","12.7","12.7","11.5","12","12.6","25.1","24.3","Main"
"Alvin Kamara","RB","NO","@CHI","13.4","11.5","13.2","9.4","11.3","13.1","23.8","21.1","Main"
"Cam Skattebo","RB","NYG","@DEN","13.2","11.8","12.9","10.1","11.5","12.8","23.5","21.6","Main"
"Keenan Allen","WR","LAC","IND","12.9","10.4","12.6","7.6","10.1","12.6","23.9","20.3","Main"
"Jaylen Waddle","WR","MIA","@CLE","12.9","10.5","12.5","7.7","10.1","12.4","24.2","20.6","Main"
"Sam LaPorta","TE","DET","TB","12.8","10.4","14.8","7.9","10.2","12.5","23.9","20.4","Monday"
"Michael Pittman","WR","IND","@LAC","12.8","10.3","12.5","7.4","9.9","12.4","24","20.2","Main"
"Tre Tucker","WR","LV","@KC","12.8","10.5","12.3","7.8","10.1","12.3","23.8","20.3","Main"
"Tetairoa McMillan","WR","CAR","@NYJ","12.6","10.5","12.2","8.1","10.1","12.2","24.2","21","Main"
"Chase Brown","RB","CIN","PIT","12.6","11.1","12.4","9.5","10.9","12.3","22.7","20.6","Thursday"
