"Player","Team","Position","DK Projection","FD Projection","Std","Half","Full","Slate","DK Ceiling","FD Ceiling"
"Tyler Lockett","TEN","WR","3.8","3.0","2.3","3.0","3.7","Main","9.2","7.8"
"Samaje Perine","CIN","RB","3.7","3.0","2.2","3.0","3.7","Main","9.3","7.9"
"Isaac TeSlaa","DET","WR","3.6","2.9","2.3","2.9","3.6","Monday","9.3","8.0"
"Kendre Miller","NO","RB","3.6","3.4","3.2","3.4","3.5","Main","9.0","8.7"
"Lucas Krull","DEN","TE","3.5","2.7","2.0","2.7","3.5","Main","8.5","7.0"
"Chris Brooks","GB","RB","3.5","3.1","2.7","3.1","3.5","Main","9.1","8.3"
"Tre' Harris","LAC","WR","3.5","2.9","2.3","2.9","3.5","Main","9.3","8.1"
"Marquez Valdes-Scantling","SF","WR","3.5","2.9","2.3","2.9","3.5","Main","9.2","8.1"
"Chris Rodriguez","WAS","RB","3.5","3.4","3.2","3.3","3.5","Main","9.2","9.0"
"Malik Heath","GB","WR","3.4","2.8","2.2","2.8","3.4","Main","9.1","7.9"
"Nick Westbrook-Ikhine","MIA","WR","3.4","2.8","2.1","2.7","3.4","Thursday","8.8","7.6"
"Austin Hooper","NE","TE","3.4","2.7","2.0","2.7","3.4","Main","8.4","7.0"
"Cam Akers","MIN","RB","3.3","2.9","2.6","2.9","3.2","Main","8.9","8.3"
"Parker Washington","JAX","WR","3.1","2.5","1.9","2.5","3.1","Main","8.3","7.1"
"Roman Wilson","PIT","WR","3.1","2.6","2.0","2.6","3.1","Main","8.5","7.4"
"Isaiah Bond","CLE","WR","3.0","2.4","1.9","2.4","3.0","Main","7.8","6.7"
"Arian Smith","NYJ","WR","3.0","2.5","1.9","2.5","3.0","Main","8.2","7.0"
"Zay Jones","ARI","WR","2.9","2.3","1.7","2.3","2.9","Main","7.8","6.6"
"Tommy Tremble","CAR","TE","2.9","2.3","1.7","2.3","2.9","Main","7.3","6.0"
"Zamir White","LV","RB","2.9","2.5","2.1","2.5","2.9","Main","8.0","7.1"
"Gunnar Helm","TEN","TE","2.9","2.3","1.6","2.3","2.9","Main","7.4","6.0"
"Jahan Dotson","PHI","WR","2.8","2.2","1.7","2.2","2.7","Main","7.7","6.6"
"Adam Trautman","DEN","TE","2.7","2.2","1.6","2.2","2.7","Main","7.1","5.9"
"Elijah Moore","BUF","WR","2.6","2.3","2.0","2.3","2.6","Thursday","8.5","7.9"
"Luther Burden","CHI","WR","2.6","2.1","1.6","2.1","2.6","Main","7.4","6.4"
"Pat Bryant","DEN","WR","2.6","2.1","1.6","2.1","2.6","Main","7.3","6.2"
"Jeremy Ruckert","NYJ","TE","2.6","2.0","1.4","2.0","2.6","Main","6.8","5.5"
"DET DST","DET","DST","2.6","2.6","2.6","2.6","2.6","Monday","8.1","8.1"
"Trent Sherfield","DEN","WR","2.5","2.0","1.6","2.0","2.5","Main","7.1","6.0"
"Dare Ogunbowale","HOU","RB","2.5","1.9","1.4","1.9","2.5","Main","6.5","5.4"
"Tutu Atwell","LA","WR","2.5","2.1","1.6","2.1","2.5","Main","7.3","6.4"
"Julian Hill","MIA","TE","2.5","1.9","1.4","1.9","2.4","Thursday","6.5","5.4"
"Charlie Kolar","BAL","TE","2.4","2.0","1.5","2.0","2.4","Monday","7.0","6.0"
"DJ Giddens","IND","RB","2.4","2.3","2.3","2.3","2.4","Main","7.5","7.4"
"AJ Dillon","PHI","RB","2.4","2.3","2.2","2.3","2.4","Main","8.4","8.2"
"Josh Oliver","MIN","TE","2.3","1.8","1.3","1.8","2.3","Main","6.4","5.3"
"Isaiah Davis","NYJ","RB","2.3","1.8","1.4","1.8","2.3","Main","6.2","5.3"
"Greg Dortch","ARI","WR","2.2","1.7","1.3","1.7","2.2","Main","6.2","5.2"
"Savion Williams","GB","WR","2.2","1.9","1.6","1.9","2.1","Main","7.4","6.8"
"Luke Musgrave","GB","TE","2.2","1.7","1.3","1.7","2.2","Main","6.1","5.1"
"LeQuint Allen","JAX","RB","2.2","1.8","1.4","1.8","2.2","Main","6.2","5.3"
"Tylan Wallace","BAL","WR","2.1","1.7","1.4","1.7","2.1","Monday","6.4","5.6"
"Harrison Bryant","HOU","TE","2.1","1.7","1.2","1.7","2.1","Main","6.0","5.0"
"Antonio Gibson","NE","RB","2.1","2.0","1.9","2.0","2.1","Main","6.3","6.0"
"Tucker Fisk","LAC","TE","2.0","1.6","1.2","1.6","2.0","Main","5.8","4.9"
"Alec Ingold","MIA","RB","2.0","1.5","1.1","1.5","2.0","Thursday","5.4","4.4"
"Tip Reiman","ARI","TE","1.9","1.5","1.1","1.5","1.9","Main","5.5","4.5"
"Julius Chestnut","TEN","RB","1.9","1.7","1.5","1.7","1.8","Main","5.6","5.2"
"Drew Sample","CIN","TE","1.8","1.4","0.9","1.4","1.8","Main","5.2","4.1"
"Nate Adkins","DEN","TE","1.8","1.4","1.0","1.4","1.7","Main","5.2","4.3"
"Zavier Scott","MIN","RB","1.8","1.6","1.4","1.6","1.8","Main","5.7","5.2"
"Darnell Washington","PIT","TE","1.8","1.5","1.1","1.5","1.8","Main","5.5","4.6"
"Luke Schoonmaker","DAL","TE","1.6","1.2","0.9","1.2","1.6","Main","4.9","4.1"
"Mo Alie-Cox","IND","TE","1.6","1.3","1.0","1.3","1.6","Main","5.3","4.5"
"Chris Moore","WAS","WR","1.6","1.3","1.0","1.3","1.6","Main","5.2","4.5"
"MIA DST","MIA","DST","1.6","1.6","1.6","1.6","1.6","Thursday","7.0","7.0"
"Elijah Higgins","ARI","TE","1.5","1.2","0.9","1.2","1.5","Main","4.8","3.9"
"Jaylin Noel","HOU","WR","1.5","1.2","0.9","1.2","1.5","Main","5.0","4.1"
"Dylan Laube","LV","RB","1.5","1.1","0.8","1.1","1.4","Main","4.4","3.5"
"Davis Allen","LA","TE","1.5","1.2","0.9","1.2","1.5","Main","4.7","3.9"
"Jamari Thrash","CLE","WR","1.4","1.1","0.9","1.1","1.4","Main","4.6","3.8"
"Brock Wright","DET","TE","1.4","1.1","0.8","1.1","1.4","Monday","4.5","3.7"
"Jalen Royals","KC","WR","1.4","1.1","0.9","1.1","1.4","Sunday","4.8","4.0"
"Colby Parkinson","LA","TE","1.4","1.1","0.8","1.1","1.4","Main","4.4","3.6"
"Ollie Gordon","MIA","RB","1.4","1.3","1.2","1.3","1.4","Thursday","4.5","4.2"
"Kyle Williams","NE","WR","1.3","1.0","0.8","1.0","1.3","Main","4.4","3.7"
"Allen Lazard","NYJ","WR","1.3","1.1","0.9","1.1","1.3","Main","4.6","3.9"
"Ryan Miller","TB","WR","1.3","1.1","0.8","1.1","1.3","Main","4.5","3.8"
"Devontez Walker","BAL","WR","1.2","1.0","0.8","1.0","1.2","Monday","4.5","3.9"
"Tyrell Shavers","BUF","WR","1.2","1.0","0.8","1.0","1.2","Thursday","4.4","3.8"
"Van Jefferson","TEN","WR","1.2","1.0","0.7","1.0","1.2","Main","4.2","3.5"
"Brashard Smith","KC","RB","1.1","1.0","0.8","1.0","1.1","Sunday","3.9","3.4"
"Jaylen Wright","MIA","RB","1.1","0.9","0.8","0.9","1.1","Thursday","2.4","2.4"
"Devin Singletary","NYG","RB","1.1","0.9","0.8","0.9","1.0","Sunday","3.7","3.3"
"Skyy Moore","SF","WR","1.1","0.9","0.7","0.9","1.1","Main","4.0","3.3"
"Ben Sinnott","WAS","TE","1.1","0.8","0.6","0.8","1.1","Main","3.7","3.1"
"Charlie Woerner","ATL","TE","1.0","0.8","0.6","0.8","1.0","Main","3.6","3.0"
"Mason Tipton","NO","WR","1.0","0.8","0.6","0.8","1.0","Main","3.6","3.0"
"Payne Durham","TB","TE","1.0","0.8","0.6","0.8","1.0","Main","3.7","3.0"
"Luke McCaffrey","WAS","WR","1.0","0.8","0.6","0.8","1.0","Main","3.8","3.2"
"Emanuel Wilson","GB","RB","0.9","0.8","0.7","0.8","0.9","Main","3.1","2.9"
"John FitzPatrick","GB","TE","0.9","0.7","0.5","0.7","0.9","Main","3.3","2.7"
"Tim Patrick","JAX","WR","0.9","0.7","0.5","0.7","0.9","Main","3.3","2.7"
"Johnny Mundt","JAX","TE","0.9","0.7","0.5","0.7","0.9","Main","3.2","2.5"
"Derius Davis","LAC","WR","0.9","0.8","0.7","0.8","0.9","Main","3.6","3.2"
"Daniel Bellinger","NYG","TE","0.9","0.7","0.5","0.7","0.9","Sunday","3.1","2.5"
"Mitchell Tinsley","CIN","WR","0.8","0.7","0.5","0.7","0.8","Main","3.2","2.6"
"Sean Tucker","TB","RB","0.8","0.7","0.7","0.7","0.8","Main","3.0","2.9"
"Jackson Hawes","BUF","TE","0.7","0.5","0.4","0.5","0.7","Thursday","2.7","2.2"
"Hunter Luepke","DAL","RB","0.7","0.6","0.5","0.6","0.7","Main","2.9","2.4"
"Dee Eskridge","MIA","WR","0.7","0.6","0.4","0.6","0.7","Thursday","3.0","2.4"
"Grant Calcaterra","PHI","TE","0.7","0.5","0.4","0.5","0.7","Main","2.8","2.2"
"Jake Bobo","SEA","WR","0.7","0.5","0.4","0.5","0.7","Main","2.7","2.2"
"Zaire Mitchell-Paden","BAL","TE","0.6","0.5","0.4","0.5","0.6","Monday","2.3","1.9"
"Roschon Johnson","CHI","RB","0.6","0.6","0.5","0.6","0.6","Main","2.4","2.3"
"Tyler Goodson","IND","RB","0.6","0.5","0.4","0.5","0.5","Main","2.3","2.1"
"Jack Bech","LV","WR","0.6","0.5","0.4","0.5","0.6","Main","2.3","1.8"
"Oronde Gadsden","LAC","TE","0.6","0.5","0.4","0.5","0.6","Main","2.4","2.0"
"Kaleb Johnson","PIT","RB","0.6","0.6","0.5","0.6","0.6","Main","2.3","2.2"
"Scotty Miller","PIT","WR","0.6","0.5","0.4","0.5","0.6","Main","2.4","2.0"
"Malik Turner","SF","WR","0.6","0.5","0.4","0.5","0.6","Main","2.3","1.9"
"Jacardia Wright","SEA","RB","0.6","0.6","0.6","0.6","0.6","Main","2.4","2.3"
"Trevor Etienne","CAR","RB","0.5","0.4","0.4","0.4","0.5","Main","1.9","1.8"
"Brevyn Spann-Ford","DAL","TE","0.5","0.4","0.3","0.4","0.5","Main","1.9","1.5"
"Kevin Austin","NO","WR","0.5","0.4","0.3","0.4","0.5","Main","2.0","1.6"
"Jack Stoll","NO","TE","0.5","0.4","0.3","0.4","0.5","Main","2.1","1.6"
"Ben Skowronek","PIT","WR","0.5","0.4","0.3","0.4","0.5","Main","1.8","1.4"
"Colson Yankoff","WAS","TE","0.5","0.4","0.3","0.4","0.5","Main","1.9","1.5"
"Adam Prentice","DEN","RB","0.4","0.4","0.3","0.4","0.4","Main","1.8","1.5"
"Drew Ogletree","IND","TE","0.4","0.3","0.2","0.3","0.4","Main","1.5","1.2"
"Scott Matlock","LAC","RB","0.4","0.3","0.2","0.3","0.4","Main","1.6","1.2"
"Kylen Granson","PHI","TE","0.4","0.3","0.3","0.3","0.4","Main","1.8","1.4"
"Connor Heyward","PIT","TE","0.4","0.4","0.3","0.4","0.4","Main","1.8","1.4"
"Robbie Ouzts","SEA","RB","0.4","0.3","0.3","0.3","0.4","Main","1.7","1.4"
"Dareke Young","SEA","WR","0.4","0.3","0.3","0.3","0.4","Main","1.6","1.3"
"Emari Demercado","ARI","RB","0.3","0.2","0.2","0.2","0.3","Main","1.1","1.0"
"Rasheen Ali","BAL","RB","0.3","0.3","0.3","0.3","0.3","Monday","1.4","1.2"
"Dalevon Campbell","CAR","WR","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Mitchell Evans","CAR","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Durham Smythe","CHI","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Ben Sims","GB","TE","0.3","0.2","0.2","0.2","0.3","Main","1.2","0.9"
"Hunter Long","JAX","TE","0.3","0.2","0.2","0.2","0.3","Main","1.2","0.9"
"Robert Tonyan","KC","TE","0.3","0.3","0.2","0.3","0.3","Sunday","1.2","1.0"
"Hassan Haskins","LAC","RB","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Tank Bigsby","PHI","RB","0.3","0.2","0.2","0.2","0.3","Main","1.4","1.3"
"Trey Sermon","PIT","RB","0.3","0.3","0.2","0.3","0.3","Main","1.3","1.2"
"Brayden Willis","SF","TE","0.3","0.2","0.2","0.2","0.3","Main","1.2","0.9"
"Eric Saubert","SEA","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.8"
"Reggie Gilliam","BUF","TE","0.2","0.1","0.1","0.1","0.2","Thursday","0.6","0.5"
"Tahj Brooks","CIN","RB","0.2","0.2","0.2","0.2","0.2","Main","1.1","1.1"
"Blake Whiteheart","CLE","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.4"
"Ryan Flournoy","DAL","WR","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Ashton Dulin","IND","WR","0.2","0.2","0.2","0.2","0.2","Main","1.0","0.8"
"Jason Brownlee","KC","WR","0.2","0.1","0.1","0.1","0.2","Sunday","0.7","0.6"
"Nikko Remigio","KC","WR","0.2","0.1","0.1","0.1","0.2","Sunday","0.6","0.5"
"Jarquez Hunter","LA","RB","0.2","0.2","0.1","0.2","0.2","Main","0.8","0.7"
"Jaxson Dart","NYG","QB","0.2","0.2","0.2","0.2","0.2","Sunday","0.7","0.7"
"Isaiah Williams","NYJ","WR","0.2","0.2","0.1","0.2","0.2","Main","0.8","0.7"
"Stone Smartt","NYJ","TE","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"Darius Cooper","PHI","WR","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"John Metchie","PHI","WR","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"Tez Johnson","TB","WR","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Kameron Johnson","TB","WR","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Ko Kieft","TB","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Simi Fehoko","ARI","WR","0.1","0.1","0.1","0.1","0.1","Main","0.0","0.0"
"Travis Vokolek","ARI","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"KhaDarel Hodge","ATL","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"David Sills V","ATL","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Teagan Quitoriano","ATL","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Charlie Jones","CIN","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.4"
"Tanner Hudson","CIN","TE","0.1","0.1","0.1","0.1","0.1","Main","0.1","0.1"
"DeAndre Carter","CLE","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Craig Reynolds","DET","RB","0.1","0.1","0.1","0.1","0.1","Monday","0.3","0.3"
"Jakob Johnson","HOU","RB","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.3"
"Justin Shorter","LV","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Alex Bachman","LV","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Ian Thomas","LV","TE","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.4"
"Konata Mumpfield","LA","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Xavier Smith","LA","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Ben Yurosek","MIN","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Myles Price","MIN","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Jack Westover","NE","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Devaughn Vele","NO","WR","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.4"
"Moliki Matavao","NO","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Beaux Collins","NYG","WR","0.1","0.1","0.1","0.1","0.1","Sunday","0.5","0.4"
"Chris Manhertz","NYG","TE","0.1","0.1","0.1","0.1","0.1","Sunday","0.6","0.5"
"Andrew Beck","NYJ","TE","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.3"
"Isaac Guerendo","SF","RB","0.1","0.1","0.1","0.1","0.1","Main","0.3","0.3"
"Kalel Mullings","TEN","RB","0.1","0.1","0.1","0.1","0.1","Main","0.3","0.3"
"Jacoby Brissett","ARI","QB","0.0","0.0","0.0","0.0","0.0","Main","0.0","0.0"
"Cam Grandy","CIN","TE","0.0","0.0","0.0","0.0","0.0","Main","0.1","0.1"
