"Player","Team","Position","DK Projection","FD Projection","Std","Half","Full","Slate","DK Ceiling","FD Ceiling"
"Foster Moreau","NO","TE","2.3","1.8","1.4","1.8","2.3","Main","6.2","5.1"
"Tyler Badie","DEN","RB","2.2","1.7","1.1","1.7","2.2","Main","5.6","4.4"
"Carter Runyon","LV","TE","2.1","1.7","1.2","1.7","2.1","Main","5.7","4.6"
"Tez Johnson","TB","WR","2.1","1.8","1.4","1.8","2.1","Main","6.2","5.4"
"Tylan Wallace","BAL","WR","1.9","1.5","1.2","1.5","1.9","Main","5.6","4.7"
"Jamari Thrash","CLE","WR","1.9","1.5","1.2","1.5","1.9","Other","5.5","4.6"
"Tre' Harris","LAC","WR","1.9","1.6","1.2","1.5","1.9","Main","5.8","5.0"
"Tyler Conklin","LAC","TE","1.9","1.5","1.2","1.5","1.9","Main","3.9","3.2"
"Drew Sample","CIN","TE","1.8","1.4","0.9","1.4","1.8","Main","4.9","3.9"
"Daniel Bellinger","NYG","TE","1.8","1.4","1.0","1.4","1.8","Main","5.3","4.3"
"Tyler Johnson","NYJ","WR","1.8","1.4","1.1","1.4","1.8","Main","5.4","4.5"
"Marquez Valdes-Scantling","SF","WR","1.8","1.5","1.1","1.4","1.7","Thursday","5.6","4.8"
"Elijah Higgins","ARI","TE","1.7","1.4","1.0","1.4","1.7","Main","5.0","4.1"
"Kyle Williams","NE","WR","1.7","1.4","1.1","1.4","1.7","Sunday","5.1","4.4"
"Jeremy Ruckert","NYJ","TE","1.7","1.3","0.9","1.3","1.7","Main","4.8","3.9"
"Tip Reiman","ARI","TE","1.6","1.3","0.9","1.3","1.6","Main","4.8","3.9"
"Pat Bryant","DEN","WR","1.6","1.3","0.9","1.3","1.6","Main","4.8","4.0"
"LeQuint Allen","JAX","RB","1.6","1.2","0.9","1.2","1.6","Monday","4.4","3.6"
"Jack Bech","LV","WR","1.6","1.3","1.0","1.3","1.6","Main","5.0","4.2"
"Hassan Haskins","LAC","RB","1.6","1.6","1.5","1.6","1.6","Main","5.0","4.8"
"Alec Ingold","MIA","RB","1.6","1.3","0.9","1.3","1.6","Main","4.5","3.7"
"Julian Hill","MIA","TE","1.6","1.3","0.9","1.3","1.6","Main","4.7","3.8"
"Keaton Mitchell","BAL","RB","1.5","1.5","1.4","1.5","1.5","Main","4.4","4.2"
"Jackson Hawes","BUF","TE","1.5","1.3","1.0","1.3","1.5","Sunday","4.9","4.2"
"AJ Dillon","PHI","RB","1.5","1.4","1.3","1.4","1.4","Main","5.1","5.0"
"Hunter Long","JAX","TE","1.4","1.1","0.8","1.1","1.4","Monday","4.3","3.5"
"Dee Eskridge","MIA","WR","1.4","1.1","0.9","1.1","1.4","Main","4.5","3.8"
"Josh Oliver","MIN","TE","1.4","1.1","0.8","1.1","1.4","Other","4.3","3.4"
"Mitchell Tinsley","CIN","WR","1.3","1.1","0.8","1.1","1.3","Main","4.1","3.4"
"Brock Wright","DET","TE","1.3","1.0","0.8","1.0","1.3","Main","4.0","3.3"
"Mo Alie-Cox","IND","TE","1.3","1.1","0.9","1.1","1.3","Main","4.5","3.8"
"Tucker Fisk","LAC","TE","1.3","1.0","0.8","1.0","1.3","Main","0.6","0.5"
"Arian Smith","NYJ","WR","1.3","1.1","0.9","1.1","1.3","Main","4.4","3.7"
"John Bates","WAS","TE","1.3","1.0","0.8","1.0","1.3","Main","4.1","3.4"
"Jalen Cropper","DAL","WR","1.2","1.0","0.7","1.0","1.2","Main","4.0","3.3"
"Jaylin Noel","HOU","WR","1.2","1.0","0.7","1.0","1.2","Main","4.0","3.3"
"Allen Lazard","NYJ","WR","1.2","1.0","0.8","1.0","1.2","Main","4.1","3.4"
"Johnny Mundt","JAX","TE","1.1","0.8","0.6","0.8","1.1","Monday","3.5","2.8"
"Albert Okwuegbunam","LV","TE","1.1","0.9","0.6","0.9","1.1","Main","3.6","2.9"
"Van Jefferson","TEN","WR","1.1","0.9","0.7","0.9","1.1","Main","3.9","3.2"
"Nate Adkins","DEN","TE","1.0","0.8","0.6","0.8","1.0","Main","3.5","2.8"
"Will Shipley","PHI","RB","1.0","0.9","0.8","0.9","1.0","Main","3.7","3.4"
"Tyrell Shavers","BUF","WR","0.9","0.7","0.6","0.7","0.9","Sunday","3.5","3.0"
"James Mitchell","CAR","TE","0.9","0.7","0.5","0.7","0.9","Main","3.2","2.6"
"Malik Turner","SF","WR","0.9","0.7","0.6","0.7","0.9","Thursday","3.4","2.8"
"DeeJay Dallas","CAR","RB","0.8","0.7","0.7","0.7","0.8","Main","2.6","2.4"
"Trent Sherfield","DEN","WR","0.8","0.6","0.5","0.6","0.8","Main","3.0","2.5"
"Tim Patrick","JAX","WR","0.8","0.6","0.5","0.6","0.8","Monday","3.1","2.5"
"Josh Williams","TB","RB","0.8","0.7","0.6","0.7","0.8","Main","2.6","2.4"
"Charlie Kolar","BAL","TE","0.7","0.6","0.4","0.6","0.7","Main","2.7","2.1"
"Brevyn Spann-Ford","DAL","TE","0.7","0.5","0.4","0.5","0.7","Main","2.5","2.0"
"Harrison Bryant","HOU","TE","0.7","0.6","0.4","0.6","0.7","Main","2.8","2.2"
"Kimani Vidal","LAC","RB","0.7","0.7","0.7","0.7","0.7","Main","2.6","2.5"
"Jake Bobo","SEA","WR","0.7","0.6","0.5","0.6","0.7","Main","2.8","2.2"
"Jalen Brooks","DAL","WR","0.6","0.5","0.4","0.5","0.6","Main","2.3","1.9"
"Dylan Laube","LV","RB","0.6","0.5","0.5","0.5","0.6","Main","2.2","1.9"
"Payne Durham","TB","TE","0.6","0.5","0.4","0.5","0.6","Main","2.4","1.9"
"Devontez Walker","BAL","WR","0.5","0.4","0.3","0.4","0.5","Main","1.9","1.5"
"Jimmy Horn","CAR","WR","0.5","0.4","0.3","0.4","0.5","Main","2.0","1.6"
"Tahj Brooks","CIN","RB","0.5","0.5","0.5","0.5","0.5","Main","2.1","2.1"
"Hunter Luepke","DAL","RB","0.5","0.4","0.4","0.4","0.5","Main","2.0","1.7"
"Ameer Abdullah","IND","RB","0.5","0.4","0.4","0.4","0.5","Main","1.7","1.6"
"Anthony Gould","IND","WR","0.5","0.4","0.3","0.4","0.5","Main","2.1","1.7"
"Terrance Ferguson","LA","TE","0.5","0.4","0.3","0.4","0.5","Thursday","2.2","1.8"
"Tanner Conner","MIA","TE","0.5","0.4","0.3","0.4","0.5","Main","2.1","1.6"
"John Metchie","PHI","WR","0.5","0.4","0.3","0.4","0.5","Main","1.8","1.5"
"Grant Calcaterra","PHI","TE","0.5","0.4","0.3","0.4","0.5","Main","1.8","1.4"
"Gage Larvadain","CLE","WR","0.4","0.4","0.3","0.4","0.4","Other","1.7","1.4"
"Adam Prentice","DEN","RB","0.4","0.3","0.3","0.3","0.4","Main","1.5","1.2"
"Dameon Pierce","HOU","RB","0.4","0.3","0.3","0.3","0.3","Main","1.4","1.3"
"CJ Ham","MIN","RB","0.4","0.3","0.3","0.3","0.4","Other","1.4","1.2"
"Devaughn Vele","NO","WR","0.4","0.3","0.2","0.3","0.4","Main","1.5","1.2"
"Ryan Miller","TB","WR","0.4","0.3","0.3","0.3","0.4","Main","1.6","1.3"
"Malachi Corley","CLE","WR","0.3","0.3","0.2","0.3","0.3","Other","1.1","1.0"
"Drew Ogletree","IND","TE","0.3","0.3","0.2","0.3","0.3","Main","1.2","1.0"
"Nikko Remigio","KC","WR","0.3","0.3","0.3","0.3","0.3","Monday","1.2","1.0"
"KeAndre Lambert-Smith","LAC","WR","0.3","0.3","0.2","0.3","0.3","Main","1.2","1.0"
"Tahj Washington","MIA","WR","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Cam Akers","MIN","RB","0.3","0.3","0.3","0.3","0.3","Other","1.3","1.3"
"Jack Stoll","NO","TE","0.3","0.2","0.1","0.2","0.3","Main","1.0","0.8"
"Eric Saubert","SEA","TE","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Kameron Johnson","TB","WR","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Tay Martin","WAS","WR","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Rasheen Ali","BAL","RB","0.2","0.2","0.2","0.2","0.2","Main","0.7","0.7"
"Blake Whiteheart","CLE","TE","0.2","0.2","0.1","0.2","0.2","Other","0.9","0.7"
"Ross Dwelley","DET","TE","0.2","0.1","0.1","0.1","0.2","Main","0.7","0.5"
"Dare Ogunbowale","HOU","RB","0.2","0.2","0.2","0.2","0.2","Main","0.9","0.8"
"Jalen Royals","KC","WR","0.2","0.1","0.1","0.1","0.2","Monday","0.6","0.5"
"Robert Tonyan","KC","TE","0.2","0.1","0.1","0.1","0.2","Monday","0.6","0.5"
"Scott Matlock","LAC","RB","0.2","0.2","0.1","0.2","0.2","Main","1.0","0.7"
"Chris Manhertz","NYG","TE","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"Khalil Herbert","NYJ","RB","0.2","0.1","0.1","0.1","0.1","Main","0.6","0.6"
"Brady Russell","SEA","RB","0.2","0.2","0.1","0.2","0.2","Main","0.7","0.6"
"Ko Kieft","TB","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Julius Chestnut","TEN","RB","0.2","0.2","0.2","0.2","0.2","Main","0.9","0.8"
"Travis Vokolek","ARI","TE","0.1","0.1","0.1","0.1","0.1","Main","0.0","0.0"
"Zaire Mitchell-Paden","BAL","TE","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.3"
"Reggie Gilliam","BUF","TE","0.1","0.1","0.1","0.1","0.1","Sunday","0.5","0.4"
"Charlie Jones","CIN","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.4"
"Jacob Saylors","DET","RB","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.4"
"Dominic Lovett","DET","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Jackson Meeks","DET","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Jakob Johnson","HOU","RB","0.1","0.1","0.0","0.1","0.1","Main","0.4","0.3"
"Brenden Bates","HOU","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Quintin Morris","JAX","TE","0.1","0.1","0.1","0.1","0.1","Monday","0.5","0.4"
"Alex Bachman","LV","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Jarquez Hunter","LA","RB","0.1","0.1","0.1","0.1","0.1","Thursday","0.4","0.4"
"Konata Mumpfield","LA","WR","0.1","0.1","0.1","0.1","0.1","Thursday","0.6","0.4"
"Xavier Smith","LA","WR","0.1","0.1","0.1","0.1","0.1","Thursday","0.6","0.5"
"Tai Felton","MIN","WR","0.1","0.1","0.1","0.1","0.1","Other","0.4","0.3"
"Nick Vannett","MIN","TE","0.1","0.1","0.1","0.1","0.1","Other","0.4","0.3"
"Jack Westover","NE","TE","0.1","0.1","0.1","0.1","0.1","Sunday","0.5","0.4"
"Velus Jones","NO","RB","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.3"
"Mason Tipton","NO","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Ihmir Smith-Marsette","NYG","WR","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.3"
"Gunner Olszewski","NYG","WR","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.4"
"Andrew Beck","NYJ","TE","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.3"
"Kylen Granson","PHI","TE","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.3"
"Cameron Latu","PHI","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.3"
"Isaac Guerendo","SF","RB","0.1","0.1","0.1","0.1","0.1","Thursday","0.3","0.3"
"Brayden Willis","SF","TE","0.1","0.1","0.1","0.1","0.1","Thursday","0.6","0.5"
"George Holani","SEA","RB","0.1","0.1","0.1","0.1","0.1","Main","0.3","0.3"
"Dareke Young","SEA","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"David Martin-Robinson","TEN","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Ben Sinnott","WAS","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Colson Yankoff","WAS","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Jacoby Brissett","ARI","QB","0.0","0.0","0.0","0.0","0.0","Main","0.0","0.0"
"Parker Romo","ATL","K","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0"
"Cairo Santos","CHI","K","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0"
"Brandon McManus","GB","K","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0"
"Chris Boswell","PIT","K","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0"
"ATL DST","ATL","DST","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0"
"CHI DST","CHI","DST","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0"
"GB DST","GB","DST","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0"
"PIT DST","PIT","DST","0.0","0.0","0.0","0.0","0.0",,"0.0","0.0"
