"gameweek","player","pos","team_normalized","salary","ppg","pts_floor","pts_ceiling","sortino","form","matchup_quality","est_own_pct","est_captain_pct","cash_score","cash_rating","gpp_score","gpp_rating","captain_score","captain_rating","value","picked_by","n_games","actual_pts","actual_own_pct","actual_captain_pct","opponent","home_away"
18,"Pedro Neto","MID","Chelsea",12.3,4.32727272727273,1,8.7,1.86844860235441,4.32727272727273,65.6,12.6,0.1,94.2,"Cash Lock",80.2,"Leverage Gold",80.1,"Top Captain",0.35,"6.4",22,2.7,NA,NA,"West Ham","H"
18,"David Raya","GK","Arsenal",11.2,4.64090909090909,1,6.8,1.82589233477679,4.64090909090909,62,26.2,0,93,"Cash Lock",78.2,"Leverage Gold",64.9,"Live Longshot",0.41,"27.6",22,3.3,NA,NA,"Leeds United","A"
18,"Bart Verbruggen","GK","Brighton",4.9,3.76363636363636,1.2,7.8,1.90823695047613,3.76363636363636,55.2,11.1,0,92.2,"Cash Lock",78,"Leverage Gold",64.7,"Live Longshot",0.77,"11.5",22,2.2,NA,NA,"Everton","H"
18,"Morgan Rogers","MID","Aston Villa",7.5,5.46363636363636,2,13.3,1.93284347862639,5.46363636363636,55.2,32.3,19.6,91.3,"Cash Lock",75.6,"Leverage Gold",74.9,"Top Captain",0.73,"36.9",22,2.3,NA,NA,"Brentford","H"
18,"Robin Roefs","GK","Sunderland",8.4,4.67727272727273,0.7,8.3,1.75069145630782,4.67727272727273,60.7,14.5,0,91.3,"Cash Lock",84.7,"Leverage Gold",72.6,"Top Captain",0.56,"13",22,4,NA,NA,"Burnley","H"
18,"Granit Xhaka","MID","Sunderland",8.7,3.97727272727273,1.7,7.3,1.91634870274605,3.97727272727273,54,4.4,0.1,87.6,"Cash Lock",68.5,"Sneaky Good",59.6,"Live Longshot",0.46,"3.2",22,6,NA,NA,"Burnley","H"
18,"John McGinn","MID","Aston Villa",6.7,3.32272727272727,0.7,7.3,1.87089069673571,3.32272727272727,55.2,2.6,0.1,86.7,"Cash Lock",72.1,"Leverage Gold",59.1,"Live Longshot",0.5,"1.9",22,0.7,NA,NA,"Brentford","H"
18,"Marcus Tavernier","MID","Bournemouth",9.3,4.05,0.7,8.7,1.73149265514967,4.05,52.7,4.6,0.1,83.9,"Strong Play",74.8,"Leverage Gold",72.1,"Top Captain",0.44,"3.4",22,2.1,NA,NA,"Wolverhampton","A"
18,"Jarrod Bowen","MID","West Ham",10.2,4.54090909090909,2.3,8.4,2.33705734473243,4.54090909090909,48.5,26.2,2.7,82.6,"Strong Play",61.3,"Sneaky Good",59.2,"Live Longshot",0.45,"27.5",22,3.1,NA,NA,"Chelsea","A"
18,"Martin Dubravka","GK","Burnley",6.1,3.64545454545455,1.2,8.3,2.17200507336865,3.64545454545455,44.3,4.3,0,78.8,"Strong Play",74.9,"Leverage Gold",59.4,"Live Longshot",0.6,"2.4",22,9,NA,NA,"Sunderland","A"
18,"Yegor Yarmoliuk","MID","Brentford",6.9,2.80909090909091,0.7,6.3,1.79726068272028,2.80909090909091,48.7,1.2,0,77.6,"Strong Play",68,"Sneaky Good",71,"Top Captain",0.41,"0.2",22,5.3,NA,NA,"Aston Villa","A"
18,"Joao Gomes","MID","Wolves",3.9,2.07727272727273,0.7,3.1,1.7723338797608,2.07727272727273,50,0.5,0,77.5,"Strong Play",60.9,"Sneaky Good",56.6,"Live Longshot",0.53,"0.2",22,2.7,NA,NA,NA,NA
18,"Jurrien Timber","DEF","Arsenal",11,4.61363636363636,0,9.9,1.2244258796512,4.61363636363636,71.7,44,0.1,77.3,"Strong Play",80.9,"Leverage Gold",63,"Live Longshot",0.42,"44",22,0,NA,NA,"Leeds United","A"
18,"William Saliba","DEF","Arsenal",10.6,2.98181818181818,0,6.3,1.32581706408764,2.98181818181818,71.7,14.9,0,74.7,"Strong Play",62.1,"Sneaky Good",71.6,"Top Captain",0.28,"10.5",22,2.3,NA,NA,"Leeds United","A"
18,"Ollie Watkins","FOR","Aston Villa",7.2,3.99545454545455,1.3,10.1,2.08164322710454,3.99545454545455,50,17.6,0,74.5,"Strong Play",59.7,"Sneaky Good",77.8,"Top Captain",0.55,"12.9",22,10.1,NA,NA,"Brentford","H"
18,"James Garner","MID","Everton",9.8,4,1.7,8.3,1.91915436173254,4,44.6,4.8,0.1,74.5,"Strong Play",59.2,"Sneaky Good",58.7,"Live Longshot",0.41,"3.9",22,4,NA,NA,"Brighton","A"
18,"Jhon Arias","MID","Wolves",4.2,1.71363636363636,0.7,3.4,1.80328545734202,1.71363636363636,50,0.8,0,74.5,"Strong Play",57.3,"Sneaky Good",56.5,"Live Longshot",0.41,"0.8",22,1,NA,NA,NA,NA
18,"Trai Hume","DEF","Sunderland",7.9,2.68181818181818,0,6.3,1.40743348303076,2.68181818181818,68.4,1.8,0,74.3,"Strong Play",73,"Leverage Gold",68.8,"Live Longshot",0.34,"0.7",22,1,NA,NA,"Burnley","H"
18,"Nordi Mukiele","DEF","Sunderland",8.1,3.06818181818182,0,8.3,1.27982596448664,3.06818181818182,68.4,4.2,0,74,"Strong Play",83.5,"Leverage Gold",86.5,"Crown Him",0.38,"2.3",22,2.6,NA,NA,"Burnley","H"
18,"Riccardo Calafiori","DEF","Arsenal",10.9,3.53636363636364,0,11.3,1.16657024187457,3.53636363636364,71.7,10.4,0,73.7,"Strong Play",83.4,"Leverage Gold",92.4,"Crown Him",0.32,"5.7",22,0,NA,NA,"Leeds United","A"
18,"Gabriel Magalhaes","DEF","Arsenal",10.8,3.97272727272727,0,9.3,1.11537645847512,3.97272727272727,71.7,38.6,0.1,73.3,"Strong Play",79.9,"Leverage Gold",62,"Live Longshot",0.37,"35.8",22,1,NA,NA,"Leeds United","A"
18,"Reece James","DEF","Chelsea",9.2,3.60454545454545,0,7,1.34852573533343,3.60454545454545,58.4,11.7,0,73.1,"Strong Play",72.3,"Leverage Gold",82.3,"Top Captain",0.39,"11.1",22,2.7,NA,NA,"West Ham","H"
18,"Daniel Ballard","DEF","Sunderland",8.2,2.73181818181818,0,10,1.24553857288371,2.73181818181818,68.4,7.4,0,72.1,"Strong Play",78.8,"Leverage Gold",87.8,"Crown Him",0.33,"5.7",22,0,NA,NA,"Burnley","H"
18,"Omar Alderete","DEF","Sunderland",8,2.81363636363636,0,7.2,1.19348242640372,2.81363636363636,68.4,9.9,0,71.6,"Strong Play",73.4,"Leverage Gold",83.3,"Top Captain",0.35,"9.5",22,2,NA,NA,"Burnley","H"
18,"Jordan Pickford","GK","Everton",10.2,4.8,1.2,9.3,1.58726968067921,4.8,43.2,10.7,0,71.5,"Strong Play",75.1,"Leverage Gold",64.4,"Live Longshot",0.47,"11.4",22,6,NA,NA,"Brighton","A"
18,"Matty Cash","DEF","Aston Villa",5.5,3.9,0,8,1.34099766605544,3.9,52,11.6,0,71.1,"Strong Play",72.7,"Leverage Gold",82.4,"Top Captain",0.71,"13.4",22,1.3,NA,NA,"Brentford","H"
18,"Igor Thiago","FOR","Brentford",11.8,4.96363636363636,0.7,10.3,1.6017052750808,4.96363636363636,50,65,0.1,69.9,"Solid",56.2,"Sneaky Good",49.1,"Risky Captain",0.42,"50.2",22,6.7,NA,NA,"Aston Villa","A"
18,"Enzo Fernandez","MID","Chelsea",12.1,4.42272727272727,0,11.3,1.6842320558791,4.42272727272727,65.6,19,0.4,69.6,"Solid",82.8,"Leverage Gold",80.2,"Top Captain",0.37,"13.5",22,1.7,NA,NA,"West Ham","H"
18,"Lucas Digne","DEF","Aston Villa",5.3,2.97727272727273,0,6.3,1.37065443538718,2.97727272727273,52,1.1,0,69.3,"Solid",75.3,"Leverage Gold",64.8,"Live Longshot",0.56,"0.8",22,1.9,NA,NA,"Brentford","H"
18,"Ezri Konsa","DEF","Aston Villa",5.1,2.76818181818182,0,6.3,1.64899016840484,2.76818181818182,52,2.7,0,69.2,"Solid",62.2,"Sneaky Good",63.9,"Live Longshot",0.54,"2.7",22,2.3,NA,NA,"Brentford","H"
18,"Jaidon Anthony","MID","Burnley",6.6,3.08636363636364,0.7,8.8,1.73810206665883,3.08636363636364,40.7,2.5,0,68.5,"Solid",63.7,"Sneaky Good",80.2,"Top Captain",0.47,"1.9",22,1,NA,NA,"Sunderland","A"
18,"Joao Pedro","FOR","Chelsea",12.2,3.89545454545455,0.7,8.9,1.60464366731291,3.89545454545455,50,24.2,0,68.4,"Solid",54.6,"Meh",74.9,"Top Captain",0.32,"17.7",22,6.4,NA,NA,"West Ham","H"
18,"Danny Welbeck","FOR","Brighton",5.8,2.90909090909091,0.7,8.3,1.53697605517147,2.90909090909091,50,4,0,67.6,"Solid",58.7,"Sneaky Good",72,"Top Captain",0.5,"2.9",22,1,NA,NA,"Everton","H"
18,"Declan Rice","MID","Arsenal",12.9,4.43181818181818,0,8.3,1.88581015201453,4.43181818181818,59.9,20.6,0.5,67.3,"Solid",70.5,"Leverage Gold",66.2,"Live Longshot",0.34,"15.8",22,6.3,NA,NA,"Leeds United","A"
18,"Emile Smith Rowe","MID","Fulham",9.6,2.41363636363636,0.7,7.1,1.66159034444922,2.41363636363636,45.6,2.2,0,66.6,"Solid",54.8,"Meh",73.2,"Top Captain",0.25,"0.5",22,3,NA,NA,"Manchester United","A"
18,"Ferdi Kadioglu","DEF","Brighton",4.1,2.51363636363636,-0.3,6.3,1.28747675448133,2.51363636363636,60.1,1.6,0,66.1,"Solid",74.3,"Leverage Gold",66.6,"Live Longshot",0.61,"1.3",22,0.7,NA,NA,"Everton","H"
18,"Lutsharel Geertruida","DEF","Sunderland",7.6,1.35,0,6,1.33453476592594,1.35,68.4,1.6,0,65.6,"Solid",61.4,"Sneaky Good",54.7,"Risky Captain",0.18,"0",22,2,NA,NA,"Burnley","H"
18,"Ryan Gravenberch","MID","Liverpool",13.8,3.97272727272727,0,9.3,1.58164922744901,3.97272727272727,62,9.9,0.1,65.2,"Solid",79.7,"Leverage Gold",79.7,"Top Captain",0.29,"3.5",22,8.3,NA,NA,"Newcastle United","H"
18,"Guglielmo Vicario","GK","Tottenham",6.6,3.85909090909091,0.7,8.3,1.57144235456091,3.85909090909091,39.9,9.1,0,65.1,"Solid",66.5,"Sneaky Good",54.9,"Risky Captain",0.58,"8.9",22,7.3,NA,NA,"Manchester City","H"
18,"Yankuba Minteh","MID","Brighton",5.9,3.80454545454545,0,8.7,1.82712445363359,3.80454545454545,55.2,5.7,0.1,65,"Solid",75,"Leverage Gold",73.4,"Top Captain",0.64,"6.3",22,1.4,NA,NA,"Everton","H"
18,"Dominik Szoboszlai","MID","Liverpool",13.6,3.51363636363636,0,8,1.76230354040494,3.51363636363636,62,17.7,0.3,64.6,"Solid",68.7,"Sneaky Good",65.4,"Live Longshot",0.26,"12.3",22,0,NA,NA,"Newcastle United","H"
18,"Jan Paul van Hecke","DEF","Brighton",4.5,2.96818181818182,-1,8,1.15910237985818,2.96818181818182,60.1,5.4,0,64.3,"Solid",78.4,"Leverage Gold",83.5,"Top Captain",0.66,"5.6",22,0.7,NA,NA,"Everton","H"
18,"Bukayo Saka","MID","Arsenal",14.2,4.5,0,9.3,1.4577940733666,4.5,59.9,43.3,40,63.8,"Solid",74.4,"Leverage Gold",70.3,"Top Captain",0.32,"41.8",22,7.1,NA,NA,"Leeds United","A"
18,"Hugo Bueno","DEF","Wolves",3.1,1.84545454545455,0,6.3,1.3433669385233,1.84545454545455,50,0.5,0,62.3,"Solid",69.8,"Sneaky Good",56.2,"Live Longshot",0.6,"0.1",22,0.7,NA,NA,NA,NA
18,"Antoine Semenyo","MID","Bournemouth",9.9,5.56818181818182,0,12.7,1.58562759993581,5.56818181818182,52.7,30.8,12.6,62.2,"Solid",73.3,"Leverage Gold",73,"Top Captain",0.56,"34.9",22,8.9,NA,NA,"Wolverhampton","A"
18,"Martin Zubimendi","MID","Arsenal",12.4,3.69090909090909,-0.3,8.3,1.49550600754878,3.69090909090909,59.9,7.9,0,62.2,"Solid",71.7,"Leverage Gold",93.6,"Crown Him",0.3,"1.3",22,3.7,NA,NA,"Leeds United","A"
18,"Piero Hincapie","DEF","Arsenal",10.2,1.15909090909091,0,6.3,1.1625835507851,1.15909090909091,71.7,5.6,0,61.6,"Solid",54.2,"Meh",60.9,"Live Longshot",0.11,"1",22,1.3,NA,NA,"Leeds United","A"
18,"Yasin Ayari","MID","Brighton",4.3,3.25909090909091,0,8.4,1.46705804748771,3.25909090909091,55.2,1.4,0,61.2,"Solid",84.2,"Leverage Gold",91.8,"Crown Him",0.76,"1.3",22,5.7,NA,NA,"Everton","H"
18,"Milos Kerkez","DEF","Liverpool",11.7,2.11818181818182,0,6.3,1.29793028084727,2.11818181818182,54.3,9.8,0,61.1,"Solid",51.8,"Meh",61.2,"Live Longshot",0.18,"5.6",22,2.3,NA,NA,"Newcastle United","H"
18,"Joel Veltman","DEF","Brighton",4,1.01363636363636,0,6.3,1.13509266887366,1.01363636363636,60.1,0.5,0,60.7,"Solid",73.9,"Leverage Gold",56.4,"Live Longshot",0.25,"0.1",22,0,NA,NA,"Everton","H"
18,"Malo Gusto","DEF","Chelsea",9.1,3.04545454545455,-0.3,12.3,1.18597152348975,3.04545454545455,58.4,2.9,0,60.6,"Solid",85.9,"Smash Play",87.5,"Crown Him",0.33,"0.9",22,0.7,NA,NA,"West Ham","H"
18,"Trevoh Chalobah","DEF","Chelsea",9.3,3.83636363636364,-0.3,8.3,1.08087186938198,3.83636363636364,58.4,14,0,60.5,"Solid",75.3,"Leverage Gold",86,"Crown Him",0.41,"13.7",22,-0.3,NA,NA,"West Ham","H"
18,"Maxim De Cuyper","DEF","Brighton",4.4,1.94545454545455,-0.3,7.3,1.13292912491855,1.94545454545455,60.1,3.1,0,60.5,"Solid",74.8,"Leverage Gold",78.9,"Top Captain",0.44,"3.2",22,0.7,NA,NA,"Everton","H"
18,"Enzo Le Fee","MID","Sunderland",8.6,3.37727272727273,0,8.3,1.65776001285743,3.37727272727273,54,4.7,0.1,60.2,"Solid",70.3,"Leverage Gold",67.4,"Live Longshot",0.39,"3.5",22,3,NA,NA,"Burnley","H"
18,"Cody Gakpo","MID","Liverpool",15.2,3.60909090909091,0,8.7,1.4112656901344,3.60909090909091,62,25,0.1,59.8,"Solid",72.8,"Leverage Gold",77.1,"Top Captain",0.24,"8.1",22,1,NA,NA,"Newcastle United","H"
18,"Leandro Trossard","MID","Arsenal",13.9,3.60454545454545,0,10.3,1.38330955980578,3.60454545454545,59.9,8,0,59.3,"Solid",78.9,"Leverage Gold",98.8,"Crown Him",0.26,"1.4",22,2.3,NA,NA,"Leeds United","A"
18,"Marc Cucurella","DEF","Chelsea",9,3.22727272727273,-0.3,6.3,1.08162033798413,3.22727272727273,58.4,19.7,0,59,"Solid",58.9,"Sneaky Good",69.3,"Live Longshot",0.36,"20.3",22,2,NA,NA,"West Ham","H"
18,"Boubacar Kamara","MID","Aston Villa",5.2,2.76818181818182,0,6.3,1.45671837223531,2.76818181818182,55.2,0.5,0,59,"Solid",76.2,"Leverage Gold",75.6,"Top Captain",0.53,"0.2",22,1.4,NA,NA,"Brentford","H"
18,"Emiliano Martinez","GK","Aston Villa",5.6,3.61818181818182,0,8.3,1.49376684051077,3.61818181818182,50.2,4.1,0,58.7,"Solid",81,"Leverage Gold",63.1,"Live Longshot",0.65,"3.3",22,3.3,NA,NA,"Brentford","H"
18,"Florian Wirtz","MID","Liverpool",13.3,2.99090909090909,0,7.3,1.451038301183,2.99090909090909,62,18.8,0.3,58.6,"Solid",64.6,"Sneaky Good",61.5,"Live Longshot",0.22,"13.6",22,7.3,NA,NA,"Newcastle United","H"
18,"Daniel Munoz","DEF","Crystal Palace",8.9,3.60454545454545,0,11.3,1.13325349390365,3.60454545454545,40,8.8,0,58.4,"Solid",72.8,"Leverage Gold",82,"Top Captain",0.41,"8.7",22,0,NA,NA,"Nottingham Forest","A"
18,"Ben White","DEF","Arsenal",10.4,1.11818181818182,0,6.3,1.06783012490329,1.11818181818182,71.7,5.9,0,58,"Solid",53.6,"Meh",60.2,"Live Longshot",0.11,"1.6",22,0,NA,NA,"Leeds United","A"
18,"Wesley Fofana","DEF","Chelsea",8.6,1.39090909090909,0,6.3,1.14879788514139,1.39090909090909,58.4,2.3,0,57.8,"Solid",58.6,"Sneaky Good",58,"Live Longshot",0.16,"0.2",22,0,NA,NA,"West Ham","H"
18,"Lewis Dunk","DEF","Brighton",4.2,1.83181818181818,-0.3,6.3,1.04157327452063,1.83181818181818,60.1,2.2,0,57.5,"Solid",65.4,"Sneaky Good",62.8,"Live Longshot",0.44,"2.2",22,-0.3,NA,NA,"Everton","H"
18,"Ian Maatsen","DEF","Aston Villa",4.7,1.03181818181818,0,2.3,1.34062013990172,1.03181818181818,52,0.7,0,57.4,"Solid",55.2,"Sneaky Good",39.7,"Fade Captain",0.22,"0.5",22,2.6,NA,NA,"Brentford","H"
18,"Alexis Mac Allister","MID","Liverpool",13.5,2.42727272727273,0,5.7,1.65772593784327,2.42727272727273,62,8.7,0.1,57.2,"Solid",56.2,"Sneaky Good",52.9,"Risky Captain",0.18,"2.2",22,3.7,NA,NA,"Newcastle United","H"
18,"Moises Caicedo","MID","Chelsea",11.7,2.88181818181818,0,8.3,1.27030462898538,2.88181818181818,65.6,6.3,0.1,57.2,"Solid",72,"Leverage Gold",72.4,"Top Captain",0.25,"2.7",22,1.7,NA,NA,"West Ham","H"
18,"Virgil van Dijk","DEF","Liverpool",11.6,2.70909090909091,-0.3,6.3,1.28180488789831,2.70909090909091,54.3,27.1,0.1,56.9,"Solid",53.6,"Meh",41.3,"Risky Captain",0.23,"26.2",22,2.3,NA,NA,"Newcastle United","H"
18,"Santiago Bueno","DEF","Wolves",3.4,1.71818181818182,0,6.7,1.13151176306401,1.71818181818182,50,0.5,0,56.9,"Solid",76.5,"Leverage Gold",69.5,"Live Longshot",0.51,"0",22,6.7,NA,NA,NA,NA
18,"Pau Torres","DEF","Aston Villa",5,1.64545454545455,0,6.3,1.06561453166612,1.64545454545455,52,0.7,0,56.5,"Solid",69.9,"Sneaky Good",57.3,"Live Longshot",0.33,"0.4",22,0,NA,NA,"Brentford","H"
18,"Diego Gomez","MID","Brighton",5.3,2.27272727272727,0,6.7,1.45358210963376,2.27272727272727,55.2,0.8,0,56.2,"Solid",76.3,"Leverage Gold",79.6,"Top Captain",0.43,"0.6",22,6.7,NA,NA,"Everton","H"
18,"Michael Kayode","DEF","Brentford",7.1,2.16363636363636,0,6.3,1.42244608130725,2.16363636363636,39,2,0,56.1,"Solid",56.6,"Sneaky Good",55.2,"Live Longshot",0.3,"1.2",22,1.3,NA,NA,"Aston Villa","A"
18,"Ibrahima Konate","DEF","Liverpool",11.5,2.53636363636364,-0.3,6.3,1.2796887922108,2.53636363636364,54.3,8.9,0,55.9,"Solid",55.1,"Sneaky Good",64.1,"Live Longshot",0.22,"4.6",22,2.3,NA,NA,"Newcastle United","H"
18,"Djordje Petrovic","GK","Bournemouth",6.4,3.34090909090909,0,8,1.83095705165227,3.34090909090909,49.6,4.7,0,55.9,"Solid",73.8,"Leverage Gold",56.9,"Live Longshot",0.52,"3.1",22,-0.3,NA,NA,"Wolverhampton","A"
18,"Mohamed Salah","MID","Liverpool",15.3,3.27727272727273,0,9.3,1.29512451996454,3.27727272727273,62,26,0.2,55.7,"Solid",71.7,"Leverage Gold",70.4,"Top Captain",0.21,"9.2",22,0,NA,NA,"Newcastle United","H"
18,"Cristhian Mosquera","DEF","Arsenal",10.3,0.727272727272727,0,1.7,1.08454166127779,0.727272727272727,71.7,5.6,0,55.5,"Solid",40.7,"Meh",41,"Risky Captain",0.07,"0",22,0,NA,NA,"Leeds United","A"
18,"Kevin Schade","MID","Brentford",11,4.2,0,8.4,1.47550143953297,4.2,48.7,10.5,0.1,55.1,"Solid",65.9,"Sneaky Good",68.2,"Live Longshot",0.38,"8.1",22,19.1,NA,NA,"Aston Villa","A"
18,"James Tarkowski","DEF","Everton",9.7,3.17272727272727,0,6.3,1.32007852081174,3.17272727272727,37.7,18.6,0,54.9,"Playable",45.3,"Meh",58.2,"Live Longshot",0.33,"21.9",22,6,NA,NA,"Brighton","A"
18,"Emiliano Buendia","MID","Aston Villa",7.1,2.37727272727273,0,8.3,1.4548937993084,2.37727272727273,55.2,1.2,0,54.8,"Playable",80.2,"Leverage Gold",87,"Crown Him",0.33,"0.2",22,0.7,NA,NA,"Brentford","H"
18,"Adrien Truffert","DEF","Bournemouth",5.9,2.25454545454545,-0.3,6.3,1.2447567958435,2.25454545454545,50.4,3.9,0,54.5,"Playable",54.5,"Meh",59.9,"Live Longshot",0.38,"4.2",22,0.7,NA,NA,"Wolverhampton","A"
18,"Mikel Merino","MID","Arsenal",12.7,2.78636363636364,0,8.4,1.37319234296209,2.78636363636364,59.9,7,0,54.4,"Playable",69.7,"Sneaky Good",93.2,"Crown Him",0.22,"0.3",22,3.3,NA,NA,"Leeds United","A"
18,"Becker Alisson","GK","Liverpool",12,3.18636363636364,0,7,1.3691924282142,3.18636363636364,50.7,7,0,54.3,"Playable",71.8,"Leverage Gold",55.3,"Live Longshot",0.27,"7",22,3.8,NA,NA,"Newcastle United","H"
18,"Tyrick Mitchell","DEF","Crystal Palace",8.5,3.21818181818182,-0.3,6.3,1.31813673946541,3.21818181818182,40,4.1,0,54,"Playable",57.4,"Sneaky Good",62.2,"Live Longshot",0.38,"2.5",22,1.7,NA,NA,"Nottingham Forest","A"
18,"Eberechi Eze","MID","Arsenal",14.1,3.16363636363636,0,8.3,1.29189113161149,3.16363636363636,59.9,12.6,0.1,54,"Playable",66.8,"Sneaky Good",70.7,"Top Captain",0.22,"6.6",22,0,NA,NA,"Leeds United","A"
18,"Dean Henderson","GK","Crystal Palace",9.1,4.15909090909091,0,8,1.68652997141444,4.15909090909091,44.5,10.1,0,53.9,"Playable",74.6,"Leverage Gold",61.1,"Live Longshot",0.46,"9",22,3.2,NA,NA,"Nottingham Forest","A"
18,"Jeremie Frimpong","DEF","Liverpool",11.1,1.43181818181818,0,6,1.09923219218496,1.43181818181818,54.3,11.9,0,53.4,"Playable",43.7,"Meh",51.3,"Risky Captain",0.13,"11.6",22,5.3,NA,NA,"Newcastle United","H"
18,"Alex Scott","MID","Bournemouth",7.8,2.47727272727273,0,4.7,1.47658140969822,2.47727272727273,52.7,1.4,0,53.3,"Playable",64.6,"Sneaky Good",68.7,"Live Longshot",0.32,"0.4",22,1.7,NA,NA,"Wolverhampton","A"
18,"Marcos Senesi","DEF","Bournemouth",6.1,2.34090909090909,-0.3,6.3,1.15779939853248,2.34090909090909,50.4,7.1,0,53.2,"Playable",51.5,"Meh",60.3,"Live Longshot",0.38,"7.3",22,0.3,NA,NA,"Wolverhampton","A"
18,"Jackson Tchatchoua","DEF","Wolves",3,1.33181818181818,-0.3,5.3,1.48516436030074,1.33181818181818,50,0.5,0,53.2,"Playable",63.5,"Sneaky Good",43.8,"Risky Captain",0.44,"0",22,1,NA,NA,NA,NA
18,"Youri Tielemans","MID","Aston Villa",6.4,2.6,0,6.3,1.20846774217784,2.6,55.2,2.8,0.1,53.1,"Playable",58.1,"Sneaky Good",50.4,"Risky Captain",0.41,"2.1",22,6.3,NA,NA,"Brentford","H"
18,"James Hill","DEF","Bournemouth",5.5,1.08636363636364,0,5,1.23115518709786,1.08636363636364,50.4,0.9,0,53,"Playable",56.4,"Sneaky Good",42.9,"Risky Captain",0.2,"0.9",22,0,NA,NA,"Wolverhampton","A"
18,"Sepp van den Berg","DEF","Brentford",7.2,1.73181818181818,0,6.3,1.31867992580768,1.73181818181818,39,2.2,0,52.9,"Playable",52.9,"Meh",52.8,"Risky Captain",0.24,"1.6",22,0,NA,NA,"Aston Villa","A"
18,"Josh Acheampong","DEF","Chelsea",8.7,1.10454545454545,0,6,1.05452088514703,1.10454545454545,58.4,2.7,0,52.9,"Playable",48.9,"Meh",49.4,"Risky Captain",0.13,"0",22,0,NA,NA,"West Ham","H"
18,"Mats Wieffer","MID","Brighton",4.6,2.21818181818182,0,6.3,1.2695138498996,2.21818181818182,55.2,0.4,0,52.7,"Playable",74.4,"Leverage Gold",72.6,"Top Captain",0.48,"0.1",22,1,NA,NA,"Everton","H"
18,"Marc Guehi","DEF","Crystal Palace",8.8,3.75,-0.3,9.3,1.14933101664352,3.75,40,12.2,0,52.5,"Playable",68.2,"Sneaky Good",80,"Top Captain",0.43,"13.2",22,1.7,NA,NA,"Nottingham Forest","A"
18,"David Wolfe","DEF","Wolves",3.3,0.786363636363636,0,2.7,1.30850442508486,0.786363636363636,50,0.5,0,52.2,"Playable",57.6,"Sneaky Good",36.3,"Fade Captain",0.24,"0",22,1,NA,NA,NA,NA
18,"Michael Keane","DEF","Everton",9.9,3.07727272727273,0,8,1.21674730117116,3.07727272727273,37.7,4.2,0,52.2,"Playable",66.6,"Sneaky Good",72.8,"Top Captain",0.31,"2.7",22,6,NA,NA,"Brighton","A"
18,"Mohammed Kudus","MID","Tottenham",7.8,3.52272727272727,0,9.3,1.48265788104478,3.52272727272727,47.3,6.2,0.1,52,"Playable",65.7,"Sneaky Good",66.8,"Live Longshot",0.45,"6.5",22,3.3,NA,NA,"Manchester City","H"
18,"Mateus Fernandes","MID","West Ham",9.3,2.82272727272727,0,6.3,1.84101613646078,2.82272727272727,48.5,1.9,0,51.7,"Playable",61.9,"Sneaky Good",69.9,"Live Longshot",0.3,"0.2",22,2.7,NA,NA,"Chelsea","A"
18,"Andrew Robertson","DEF","Liverpool",11.2,1.05454545454545,0,6,1.14349568060136,1.05454545454545,54.3,5.2,0,51.6,"Playable",43.7,"Meh",47.5,"Risky Captain",0.09,"0.2",22,0,NA,NA,"Newcastle United","H"
18,"Curtis Jones","MID","Liverpool",13.1,1.85454545454545,0,4.3,1.42603221704941,1.85454545454545,62,6.9,0,50.9,"Playable",50,"Meh",69.4,"Live Longshot",0.14,"0.1",22,3.7,NA,NA,"Newcastle United","H"
18,"Maxence Lacroix","DEF","Crystal Palace",8.4,3.11818181818182,-1.3,9.3,1.21610540145315,3.11818181818182,40,10.2,0,50.6,"Playable",67.5,"Sneaky Good",78.5,"Top Captain",0.37,"10.5",22,0.7,NA,NA,"Nottingham Forest","A"
18,"Caoimhin Kelleher","GK","Brentford",7.6,4.02272727272727,0,9.8,1.6118809881821,4.02272727272727,43.4,14.7,0,50.1,"Playable",72.2,"Leverage Gold",64.9,"Live Longshot",0.53,"15.8",22,6.3,NA,NA,"Aston Villa","A"
18,"Quilindschy Hartman","DEF","Burnley",5.8,1.71818181818182,0,6.3,1.23622220888108,1.71818181818182,38.8,0.6,0,50.1,"Playable",63.7,"Sneaky Good",51,"Risky Captain",0.3,"0.2",22,0,NA,NA,"Sunderland","A"
18,"James Ward-Prowse","MID","West Ham",8.4,0,0,0,0,0,48.5,2,0,50,"Playable",50,"Meh",35,"Fade Captain",0,NA,0,NA,NA,NA,"Chelsea","A"
18,"Aaron Wan-Bissaka","DEF","West Ham",6.4,0,0,0,0,0,26.4,1.4,0,50,"Playable",50,"Meh",35,"Fade Captain",0,NA,0,NA,NA,NA,"Chelsea","A"
18,"Richarlison Richarlison","FWD","Tottenham",7.9,0,0,0,0,0,48.1,4.8,0.1,50,"Playable",50,"Meh",35,"Fade Captain",0,NA,0,NA,NA,NA,"Manchester City","H"
18,"Kyle Walker-Peters","DEF","West Ham",6.6,0,0,0,0,0,26.4,1.4,0,50,"Playable",50,"Meh",35,"Fade Captain",0,NA,0,NA,NA,NA,"Chelsea","A"
18,"Ki-Jana Hoever","DEF","Wolves",2.6,0,0,0,0,0,50,0.5,0,50,"Playable",50,"Meh",35,"Fade Captain",0,NA,0,NA,NA,NA,NA,NA
18,"Robert Sánchez","GK","Chelsea",9.5,0,0,0,0,0,52.7,4,0,50,"Playable",50,"Meh",35,"Fade Captain",0,NA,0,NA,NA,NA,"West Ham","H"
