Tournament,PlayerID,Name,FName,Club,Lineup,Position,Price
1073721,23044,Stones,John,MCI,injured,defender,8.4
1073721,23059,Coleman,Seamus,EVE,unexpected,defender,5.3
1073721,23076,Maguire,Harry,MUN,expected,defender,9.9
1073721,23117,Milner,James,BHA,unexpected,midfielder,9.2
1073721,23120,Gomez,Joe,LIV,unexpected,defender,8.4
1073721,23148,Zinchenko,Oleksandr,NTG,unexpected,defender,8.8
1073721,23188,Shaw,Luke,MUN,expected,defender,10
1073721,23238,van Dijk,Virgil,LIV,expected,defender,8.8
1073721,23260,Walker,Kyle,BUR,expected,defender,6
1073721,23287,Tarkowski,James,EVE,expected,defender,5.9
1073721,23326,Iwobi,Alex,FUL,expected,midfielder,6.3
1073721,23331,Welbeck,Danny,BHA,expected,forward,11.5
1073721,23346,Ake,Nathan,MCI,possible,defender,8.5
1073721,23404,Ward-Prowse,James,WHU,unexpected,midfielder,4.8
1073721,23433,Pickford,Jordan,EVE,expected,goalkeeper,6.4
1073721,23490,Davies,Ben,TOT,injured,defender,4.7
1073721,24087,Pope,Nick,NEW,expected,goalkeeper,6.2
1073721,32948,Wan-Bissaka,Aaron,WHU,expected,defender,4.3
1073721,32973,Rice,Declan,ARS,expected,midfielder,12
1073721,32986,Jesus,Gabriel,ARS,possible,forward,10.7
1073721,45008,Dunk,Lewis,BHA,expected,defender,9.6
1073721,45018,March,Solly,BHA,injured,midfielder,9.3
1073721,45036,Hughes,Will,CRY,expected,midfielder,6.2
1073721,45039,Barnes,Harvey,NEW,expected,midfielder,7.5
1073721,45072,Lascelles,Jamaal,NEW,injured,defender,5.2
1073721,45081,Silva,Bernardo,MCI,expected,midfielder,11.6
1073721,45106,Salah,Mohamed,LIV,expected,midfielder,12.3
1073721,45120,Robertson,Andrew,LIV,unexpected,defender,8.3
1073721,45474,Richarlison,Richarlison,TOT,injured,forward,7.8
1073721,46637,Walker-Peters,Kyle,WHU,possible,defender,4.5
1073721,55898,Foden,Phil,MCI,possible,midfielder,13.2
1073721,57345,Wood,Chris,NTG,injured,forward,9
1073721,69539,Hudson-Odoi,Callum,NTG,expected,midfielder,9.8
1073721,76982,Nketiah,Eddie,CRY,injured,forward,6.8
1073721,77164,Nelson,Reiss,BRE,unexpected,midfielder,5.5
1073721,77662,Dubravka,Martin,BUR,expected,goalkeeper,6.3
1073721,84632,Willock,Joe,NEW,unexpected,midfielder,5.1
1073721,88449,Diop,Issa,FUL,unexpected,defender,4.4
1073721,88472,Leno,Bernd,FUL,expected,goalkeeper,5.4
1073721,88492,Maddison,James,TOT,injured,midfielder,6.7
1073721,88528,Jimenez,Raul,FUL,expected,forward,6.5
1073721,88531,Gibbs-White,Morgan,NTG,expected,midfielder,10.3
1073721,88556,Boly,Willy,NTG,unexpected,defender,8.5
1073721,90433,Bissouma,Yves,TOT,unexpected,midfielder,4.6
1073721,90826,Alisson,Becker,LIV,expected,goalkeeper,9.2
1073721,91161,Schar,Fabian,NEW,injured,defender,5.5
1073721,91483,Digne,Lucas,AV,possible,defender,8.7
1073721,92389,Kovacic,Mateo,MCI,injured,midfielder,8.6
1073721,92390,Arrizabalaga,Kepa,ARS,unexpected,goalkeeper,11.2
1073721,92423,Burn,Dan,NEW,expected,defender,5.8
1073721,95817,Longstaff,Sean,LEE,unexpected,midfielder,4.3
1073721,96761,McNeil,Dwight,EVE,expected,midfielder,5.5
1073721,106430,Saka,Bukayo,ARS,expected,midfielder,12.7
1073721,106466,Kilman,Max,WHU,unexpected,defender,4.2
1073721,110910,Tielemans,Youri,AV,expected,midfielder,10.3
1073721,131313,Martinez,Emiliano,AV,expected,goalkeeper,9
1073721,131314,Mings,Tyrone,AV,unexpected,defender,8.1
1073721,131333,McGinn,John,AV,injured,midfielder,10.6
1073721,131338,Grealish,Jack,EVE,injured,midfielder,6.9
1073721,132424,Trossard,Leandro,ARS,expected,midfielder,12.5
1073721,132974,Rodri,Rodri,MCI,expected,midfielder,8.8
1073721,134708,Konsa,Ezri,AV,expected,defender,8.5
1073721,137292,Justin,James,LEE,expected,defender,4.3
1073721,137599,Joelinton,Joelinton,NEW,expected,midfielder,6
1073721,137863,Henderson,Dean,CRY,expected,goalkeeper,7.3
1073721,139207,Neto,Pedro,CHE,expected,midfielder,13.8
1073721,139208,Webster,Adam,BHA,injured,defender,9.2
1073721,139802,Mount,Mason,MUN,unexpected,midfielder,12.4
1073721,139838,Krafth,Emil,NEW,injured,defender,5.1
1073721,140008,Martinelli,Gabriel,ARS,unexpected,midfielder,11.6
1073721,140028,Kelleher,Caoimhin,BRE,expected,goalkeeper,6.6
1073721,140080,Ramsdale,Aaron,NEW,unexpected,goalkeeper,6.1
1073721,148332,James,Reece,CHE,expected,defender,10.3
1073721,154682,Jones,Curtis,LIV,possible,midfielder,10.3
1073721,156926,Williams,Neco,NTG,expected,defender,9.5
1073721,160700,Soucek,Tomas,WHU,expected,midfielder,5.8
1073721,160701,Fernandes,Bruno,MUN,expected,midfielder,13.9
1073721,161049,Bowen,Jarrod,WHU,expected,midfielder,7
1073721,163914,Mac Allister,Alexis,LIV,possible,midfielder,10.5
1073721,164449,Pedro,Joao,CHE,expected,forward,14.2
