Tournament,PlayerID,Name,FName,Club,Lineup,Position,Price
1060379,23044,Stones,John,MCI,unexpected,defender,7.8
1060379,23059,Coleman,Seamus,EVE,unexpected,defender,8.2
1060379,23076,Maguire,Harry,MUN,unexpected,defender,8
1060379,23117,Milner,James,BHA,bench,midfielder,10.6
1060379,23120,Gomez,Joe,LIV,injured,defender,8.3
1060379,23188,Shaw,Luke,MUN,expected,defender,7.9
1060379,23238,van Dijk,Virgil,LIV,expected,defender,8.7
1060379,23260,Walker,Kyle,BUR,confirmed,defender,4.3
1060379,23287,Tarkowski,James,EVE,expected,defender,8.9
1060379,23326,Iwobi,Alex,FUL,suspended,midfielder,7.5
1060379,23331,Welbeck,Danny,BHA,bench,forward,13.3
1060379,23346,Ake,Nathan,MCI,unexpected,defender,7.6
1060379,23404,Ward-Prowse,James,WHU,refuted,midfielder,7.4
1060379,23433,Pickford,Jordan,EVE,expected,goalkeeper,8.9
1060379,23490,Davies,Ben,TOT,unexpected,defender,9.4
1060379,24087,Pope,Nick,NEW,expected,goalkeeper,9.9
1060379,32948,Wan-Bissaka,Aaron,WHU,refuted,defender,6.8
1060379,32973,Rice,Declan,ARS,possible,midfielder,11.6
1060379,32986,Jesus,Gabriel,ARS,possible,forward,10.5
1060379,45008,Dunk,Lewis,BHA,confirmed,defender,10.8
1060379,45018,March,Solly,BHA,refuted,midfielder,11.4
1060379,45036,Hughes,Will,CRY,possible,midfielder,5.2
1060379,45039,Barnes,Harvey,NEW,possible,midfielder,11.1
1060379,45072,Lascelles,Jamaal,NEW,unexpected,defender,8.8
1060379,45081,Silva,Bernardo,MCI,expected,midfielder,11.7
1060379,45106,Salah,Mohamed,LIV,suspended,midfielder,11.2
1060379,45120,Robertson,Andrew,LIV,unexpected,defender,8.2
1060379,45474,Richarlison,Richarlison,TOT,expected,forward,11.5
1060379,46637,Walker-Peters,Kyle,WHU,confirmed,defender,7
1060379,55898,Foden,Phil,MCI,expected,midfielder,13.2
1060379,76982,Nketiah,Eddie,CRY,possible,forward,6.3
1060379,77164,Nelson,Reiss,BRE,unexpected,midfielder,6.2
1060379,77662,Dubravka,Martin,BUR,confirmed,goalkeeper,5
1060379,84632,Willock,Joe,NEW,unexpected,midfielder,8.7
1060379,88449,Diop,Issa,FUL,unexpected,defender,5.5
1060379,88472,Leno,Bernd,FUL,expected,goalkeeper,6.5
1060379,88492,Maddison,James,TOT,injured,midfielder,10.2
1060379,88528,Jimenez,Raul,FUL,expected,forward,7.6
1060379,90433,Bissouma,Yves,TOT,suspended,midfielder,8.8
1060379,90826,Alisson,Becker,LIV,expected,goalkeeper,9.1
1060379,91161,Schar,Fabian,NEW,expected,defender,9.2
1060379,92389,Kovacic,Mateo,MCI,injured,midfielder,7.9
1060379,92390,Arrizabalaga,Kepa,ARS,unexpected,goalkeeper,10.5
1060379,92423,Burn,Dan,NEW,injured,defender,9.6
1060379,95817,Longstaff,Sean,LEE,unexpected,midfielder,7.3
1060379,96761,McNeil,Dwight,EVE,expected,midfielder,8.1
1060379,106430,Saka,Bukayo,ARS,expected,midfielder,13
1060379,106466,Kilman,Max,WHU,confirmed,defender,6.9
1060379,131338,Grealish,Jack,EVE,expected,midfielder,9.3
1060379,132424,Trossard,Leandro,ARS,expected,midfielder,12.7
1060379,132974,Rodri,Rodri,MCI,expected,midfielder,8.1
1060379,137292,Justin,James,LEE,unexpected,defender,6
1060379,137599,Joelinton,Joelinton,NEW,expected,midfielder,8.9
1060379,137863,Henderson,Dean,CRY,expected,goalkeeper,6
1060379,139207,Neto,Pedro,CHE,expected,midfielder,8.1
1060379,139208,Webster,Adam,BHA,refuted,defender,10.3
1060379,139802,Mount,Mason,MUN,possible,midfielder,9.2
1060379,139838,Krafth,Emil,NEW,unexpected,defender,8.7
1060379,140008,Martinelli,Gabriel,ARS,possible,midfielder,11.9
1060379,140028,Kelleher,Caoimhin,BRE,expected,goalkeeper,7.6
1060379,140080,Ramsdale,Aaron,NEW,unexpected,goalkeeper,9.8
1060379,148332,James,Reece,CHE,expected,defender,4.8
1060379,154682,Jones,Curtis,LIV,expected,midfielder,9.3
1060379,160700,Soucek,Tomas,WHU,bench,midfielder,8.3
1060379,160701,Fernandes,Bruno,MUN,injured,midfielder,10.2
1060379,161049,Bowen,Jarrod,WHU,confirmed,midfielder,9
1060379,163914,Mac Allister,Alexis,LIV,expected,midfielder,9.6
1060379,164449,Pedro,Joao,CHE,expected,forward,8.2
1060379,174861,Mitchell,Tyrick,CRY,expected,defender,5.5
1060379,176641,White,Ben,ARS,unexpected,defender,10
1060379,176648,Phillips,Kalvin,MCI,unexpected,midfielder,7.7
1060379,176811,Heaton,Tom,MUN,unexpected,goalkeeper,8.3
1060379,177020,Veltman,Joel,BHA,confirmed,defender,10.6
1060379,180321,Eze,Eberechi,ARS,possible,midfielder,12.8
1060379,181081,Magalhaes,Gabriel,ARS,expected,defender,10.3
1060379,182119,Castagne,Timothy,FUL,expected,defender,5.7
1060379,182529,Havertz,Kai,ARS,unexpected,forward,11.7
1060379,183126,Areola,Alphonse,WHU,confirmed,goalkeeper,7.5
1060379,184652,Hoever,Ki-Jana,WOL,bench,defender,6.9
1060379,185623,Murphy,Jacob,NEW,expected,midfielder,11.2
1060379,186002,Ramsey,Jacob,NEW,possible,midfielder,8.8
1060379,186737,Dias,Ruben,MCI,expected,defender,8.3
1060379,186823,Fofana,Wesley,CHE,possible,defender,4.2
1060379,187323,Ait Nouri,Rayan,MCI,suspended,defender,7.9
1060379,187804,Andersen,Joachim,FUL,expected,defender,5.9
1060379,189201,Clyne,Nathaniel,CRY,expected,defender,5
1060379,192195,Henry,Rico,BRE,expected,defender,6.6
1060379,192197,Pinnock,Ethan,BRE,unexpected,defender,6.5
1060379,192201,Norgaard,Christian,ARS,unexpected,midfielder,9.6
1060379,192208,Raya,David,ARS,expected,goalkeeper,10.7
1060379,192210,Jensen,Mathias,BRE,expected,midfielder,6.7
1060379,192211,Janelt,Vitaly,BRE,expected,midfielder,6.6
1060379,192214,Mbeumo,Bryan,MUN,suspended,midfielder,10.1
1060379,192955,Williams,Rhys,LIV,unexpected,defender,8
1060379,192988,Sánchez,Robert,CHE,expected,goalkeeper,5.2
1060379,197282,Steele,Jason,BHA,bench,goalkeeper,11.2
1060379,197966,Smith Rowe,Emile,FUL,expected,midfielder,7.2
1060379,198784,Diallo,Amad,MUN,suspended,midfielder,9.8
1060379,201968,Mateta,Jean-Philippe,CRY,expected,forward,7.4
1060379,201990,Odegaard,Martin,ARS,expected,midfielder,10.9
1060379,203010,Caicedo,Moises,CHE,suspended,midfielder,7.5
1060379,219749,Elanga,Anthony,NEW,unexpected,midfielder,10.4
1060379,225319,Konate,Ibrahima,LIV,expected,defender,8.6
1060379,230737,Travers,Mark,EVE,unexpected,goalkeeper,9.1
1060379,230742,Smith,Adam,BOU,unexpected,defender,4.7
1060379,230744,Lerma,Jefferson,CRY,expected,midfielder,5.6
1060379,230747,Cook,Lewis,BOU,possible,midfielder,4.4
1060379,230752,Brooks,David,BOU,expected,midfielder,5.1
1060379,230753,Solanke,Dominic,TOT,injured,forward,10.3
1060379,230755,Anthony,Jaidon,BUR,confirmed,midfielder,5.5
1060379,230938,Spence,Djed,TOT,expected,defender,9.8
1060379,230975,Worrall,Joe,BUR,refuted,defender,3.7
1060379,230991,Johnson,Brennan,CRY,possible,midfielder,10.8
1060379,231147,Adarabioyo,Tosin,CHE,unexpected,defender,4
1060379,231153,Robinson,Antonee,FUL,expected,defender,5.8
1060379,231155,Tete,Kenny,FUL,unexpected,defender,6.1
1060379,231160,Reed,Harrison,FUL,unexpected,midfielder,5.4
1060379,231167,Carvalho,Fabio,BRE,injured,midfielder,6.5
1060379,231959,Sa,Jose,WOL,confirmed,goalkeeper,7.8
1060379,231961,Guehi,Marc,CRY,expected,defender,5.8
1060379,233401,Onyeka,Frank,BRE,suspended,midfielder,6.4
1060379,234793,Wilson,Harry,FUL,expected,midfielder,7.8
1060379,234799,Ajer,Kristoffer,BRE,expected,defender,7.1
1060379,234803,Collins,Nathan,BRE,expected,defender,6.8
1060379,237976,Livramento,Valentino,NEW,injured,defender,9.3
1060379,237977,Bettinelli,Marcus,MCI,unexpected,goalkeeper,8.3
1060379,241952,Romero,Cristian,TOT,expected,defender,10
1060379,242869,Broja,Armando,BUR,confirmed,forward,4.6
1060379,242870,Gordon,Anthony,NEW,expected,midfielder,11
1060379,242875,Branthwaite,Jarrad,EVE,injured,defender,8.4
1060379,242878,Dewsbury-Hall,Kiernan,EVE,injured,midfielder,9.2
1060379,242906,Palmer,Cole,CHE,expected,midfielder,7.9
1060379,242908,Dalot,Diogo,MUN,expected,defender,8.2
1060379,242911,Wissa,Yoane,NEW,unexpected,forward,10.5
1060379,242981,Chalobah,Trevoh,CHE,expected,defender,4.7
1060379,255546,Garner,James,EVE,expected,midfielder,8.4
1060379,257178,Hwang,Hee-chan,WOL,confirmed,midfielder,8.8
1060379,257179,Cucurella,Marc,CHE,expected,defender,4.4
1060379,258290,Christie,Ryan,BOU,unexpected,midfielder,5.8
1060379,274827,Mykolenko,Vitaliy,EVE,expected,defender,8.7
1060379,274923,Patterson,Nathan,EVE,possible,defender,8.3
1060379,278659,Trippier,Kieran,NEW,unexpected,defender,9.1
1060379,280711,Gomes,Toti,WOL,refuted,defender,7.1
1060379,280848,Hill,James,BOU,expected,defender,4.6
1060379,283020,Guimaraes,Bruno,NEW,expected,midfielder,11.8
1060379,291491,Kulusevski,Dejan,TOT,injured,midfielder,10.1
1060379,291492,Bentancur,Rodrigo,TOT,expected,midfielder,9.3
1060379,495578,Iroegbunam,Timothy,EVE,expected,midfielder,7.9
1060379,1214404,Garnacho,Alejandro,CHE,possible,midfielder,7.4
1060379,1677493,Saliba,William,ARS,expected,defender,10.1
1060379,1677501,Haaland,Erling,MCI,expected,forward,13.9
