"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"M'Bala Nzola","18","ao ANG","FW","29-061","90","0","0","0","0","2","0","0","0","26","1","0","1","0.2","0.2","0.0","1","0","11","12","91.7","1","17","1","1","1","/en/players/a4948e67/MBala-Nzola","Pisa","0","1","13","12","3","26","100.0","0","0.0","73","44","1","1","4","3","23","8","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Stefano Moreo","32","it ITA","FW","32-110","78","0","0","0","0","2","0","0","0","26","0","0","0","0.1","0.1","0.0","1","0","8","18","44.4","1","13","1","0","0","/en/players/7c52943c/Stefano-Moreo","Pisa","1","5","11","11","4","26","","0","","42","17","1","1","3","0","17","2","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Mattéo Tramoni","10","fr FRA","FW","25-271","12","0","0","0","0","0","0","1","0","6","0","0","0","0.0","0.0","0.0","0","0","2","4","50.0","1","4","1","0","0","/en/players/2e0ae188/Matteo-Tramoni","Pisa","0","1","3","2","0","6","","0","","44","32","1","0","1","0","5","1","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Marius Marin","6","ro ROU","CM","27-049","65","0","0","0","0","0","0","0","0","33","1","0","0","0.0","0.0","0.0","0","0","21","30","70.0","2","17","1","0","0","/en/players/a5106847/Marius-Marin","Pisa","1","8","17","8","0","33","","0","","56","30","1","0","0","0","19","2","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Gabriele Piccinini","36","it ITA","CM","24-195","25","0","0","0","0","0","0","1","0","8","0","0","0","0.0","0.0","0.1","1","0","4","6","66.7","1","5","0","0","0","/en/players/92e4465e/Gabriele-Piccinini","Pisa","1","2","4","2","1","8","","0","","12","6","0","0","0","0","4","0","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Michel Aebischer","20","ch SUI","CM","28-285","90","0","0","0","0","0","0","0","0","77","1","1","1","0.0","0.0","0.1","4","0","64","73","87.7","10","52","5","0","0","/en/players/f9c927de/Michel-Aebischer","Pisa","5","15","58","5","0","77","","0","","293","206","1","0","0","0","54","3","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Ebenezer Akinsanmiro","14","ng NGA","CM","20-327","90","0","0","0","0","1","0","1","0","41","0","2","0","0.0","0.0","0.0","1","0","20","29","69.0","5","30","4","2","1","/en/players/3ad34015/Ebenezer-Akinsanmiro","Pisa","0","3","25","13","3","41","50.0","1","50.0","164","82","2","1","5","2","30","7","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Samuele Angori","3","it ITA","WB","22-011","64","0","0","0","0","0","0","0","0","48","1","0","1","0.0","0.0","0.0","1","0","22","38","57.9","0","27","0","1","0","/en/players/9ee1d39e/Samuele-Angori","Pisa","1","13","20","15","1","48","0.0","1","100.0","68","15","0","0","1","1","27","10","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Giovanni Bonfanti","94","it ITA","WB","22-274","26","0","0","0","0","1","0","0","0","20","1","0","1","0.1","0.1","0.0","0","0","6","10","60.0","0","8","0","3","1","/en/players/938d8a55/Giovanni-Bonfanti","Pisa","4","10","4","6","1","20","33.3","2","66.7","17","8","0","0","0","2","7","2","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Mehdi Léris","7","dz ALG","WB","27-148","64","0","0","0","0","0","0","0","0","33","1","0","0","0.0","0.0","0.1","1","0","15","20","75.0","0","11","0","3","0","/en/players/7d3cbc67/Mehdi-Leris","Pisa","3","6","17","10","0","33","0.0","2","66.7","33","4","0","0","3","2","17","3","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Juan Cuadrado","11","co COL","WB","37-145","26","0","0","0","0","0","0","0","0","24","1","0","1","0.0","0.0","0.0","1","0","10","14","71.4","1","12","2","3","0","/en/players/0ab1f153/Juan-Cuadrado","Pisa","3","8","14","2","0","24","0.0","3","100.0","77","46","0","0","0","0","12","1","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Simone Canestrelli","5","it ITA","CB","25-037","90","0","0","0","0","0","0","1","0","82","3","0","1","0.0","0.0","0.0","1","0","57","65","87.7","7","37","1","0","0","/en/players/d8c54a50/Simone-Canestrelli","Pisa","9","45","36","2","1","82","","0","","213","166","0","0","1","0","44","0","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Raúl Albiol","39","es ESP","CB","40-044","90","0","0","0","0","0","0","0","0","108","1","1","1","0.0","0.0","0.1","2","0","79","84","94.0","5","70","0","0","0","/en/players/4bd414c1/Raul-Albiol","Pisa","17","51","57","0","0","108","","0","","394","255","0","0","0","1","70","0","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Antonio Caracciolo","4","it ITA","CB","35-110","90","0","0","0","0","1","0","0","0","83","0","1","2","0.0","0.0","0.0","0","0","56","66","84.8","8","53","2","1","0","/en/players/99d8fc35/Antonio-Caracciolo","Pisa","10","29","45","9","1","83","0.0","1","100.0","243","161","2","0","0","1","55","3","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Adrian Šemper","1","hr CRO","GK","27-279","90","0","0","0","0","0","0","0","0","34","0","0","0","0.0","0.0","0.0","0","0","30","33","90.9","0","24","0","0","0","/en/players/f02dde20/Adrian-Semper","Pisa","29","34","0","0","0","34","","0","","130","83","0","0","0","0","16","0","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Gift Orban","16","ng NGA","FW","23-093","66","0","0","0","0","2","0","0","0","19","0","0","0","0.8","0.8","0.0","2","0","10","14","71.4","1","7","1","0","0","/en/players/de17db90/Gift-Orban","Hellas Verona","0","1","7","11","4","19","","0","","18","5","0","1","1","1","12","5","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Amin Sarr","9","se SWE","FW","24-221","24","0","0","0","0","1","0","0","0","13","2","0","0","0.1","0.1","0.0","1","0","3","6","50.0","0","6","0","1","0","/en/players/d5326924/Amin-Sarr","Hellas Verona","0","4","4","5","1","13","0.0","0","0.0","21","2","0","0","0","0","11","1","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Giovane","17","br BRA","FW","21-328","66","0","0","0","0","2","0","0","0","30","0","0","2","0.2","0.2","0.1","2","0","5","15","33.3","1","16","4","3","1","/en/players/1b567cdc/Giovane","Hellas Verona","0","0","11","20","4","30","33.3","2","66.7","105","63","2","1","5","4","26","9","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Daniel Mosquera","25","co COL","FW","25-363","24","0","0","0","0","0","0","0","0","11","1","0","0","0.0","0.0","0.0","2","0","5","10","50.0","0","6","0","0","0","/en/players/091b9eb8/Daniel-Mosquera","Hellas Verona","0","1","5","5","1","11","","0","","15","4","1","0","0","0","8","3","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Antoine Bernede","24","fr FRA","CM","26-145","60","0","0","0","0","0","0","0","0","26","2","0","2","0.0","0.0","0.0","0","0","12","17","70.6","2","10","0","1","0","/en/players/07a821e4/Antoine-Bernede","Hellas Verona","1","5","15","6","0","26","0.0","1","100.0","25","1","0","0","3","1","13","0","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Jean-Daniel Akpa-Akpro","11","ci CIV","CM","33-007","30","0","0","0","0","0","0","0","0","15","3","0","0","0.0","0.0","0.0","0","0","7","11","63.6","0","5","2","0","0","/en/players/fdf4b948/Jean-Daniel-Akpa-Akpro","Hellas Verona","0","1","9","5","1","15","","0","","74","61","0","0","1","0","4","1","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
"Roberto Gagliardini","63","it ITA","CM","31-194","90","0","0","0","0","1","0","0","0","58","3","2","1","0.0","0.0","0.0","1","0","27","43","62.8","5","24","1","0","0","/en/players/ce30bfc8/Roberto-Gagliardini","Hellas Verona","4","13","31","15","2","58","","0","","77","36","2","0","4","0","32","2","Serie-A","2025-2026","Saturday October 18, 2025, 15:00 (venue time) 14:00 (local time)","Pisa","Hellas Verona","https://fbref.com/en/matches/2a702242/Pisa-Hellas-Verona-October-18-2025-Serie-A","7","Arena Garibaldi - Stadio Romeo Anconetan..."
