"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"45+1","Idrissa Gana Gueye","Everton","0.18","0.38","Saved","18","Left Foot","","Kiernan Dewsbury-Hall","Pass (Live)","Jack Grealish","Pass (Live)","Everton","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"","","","","","","","","","","","","","","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"54","Hugo Ekitike","Liverpool","0.02","0.00","Blocked","22","Right Foot","","Milos Kerkez","Pass (Live)","Alexis Mac Allister","Pass (Live)","Liverpool","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"55","Kiernan Dewsbury-Hall","Everton","0.04","0.00","Blocked","10","Left Foot","","Vitaliy Mykolenko","Pass (Live)","Jack Grealish","Pass (Live)","Everton","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"56","Mohamed Salah","Liverpool","0.09","0.14","Saved","16","Left Foot","","Cody Gakpo","Pass (Live)","","","Liverpool","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"58","Idrissa Gana Gueye","Everton","0.08","0.19","Goal","14","Right Foot","","Iliman Ndiaye","Pass (Live)","Jack Grealish","Pass (Live)","Everton","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"72","Ibrahima Konaté","Liverpool","0.04","0.00","Blocked","11","Head","","Dominik Szoboszlai","Pass (Dead)","","","Liverpool","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"74","Dominik Szoboszlai","Liverpool","0.03","0.00","Off Target","33","Right Foot","Free kick","Dominik Szoboszlai","Fouled","Florian Wirtz","Pass (Live)","Liverpool","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"79","James Garner","Everton","0.03","0.00","Off Target","30","Right Foot","Free kick","Jack Grealish","Fouled","James Garner","Pass (Live)","Everton","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"84","Dominik Szoboszlai","Liverpool","0.03","0.00","Blocked","17","Right Foot","","Florian Wirtz","Pass (Live)","Curtis Jones","Pass (Live)","Liverpool","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"90","Jack Grealish","Everton","0.01","0.00","Off Target","18","Right Foot","Volley","Kiernan Dewsbury-Hall","Pass (Dead)","Kiernan Dewsbury-Hall","Pass (Live)","Everton","Premier-League","2025-2026","Saturday September 20, 2025, 12:30 (venue time)","Liverpool","Everton","https://fbref.com/en/matches/5da72d0e/Merseyside-Derby-Liverpool-Everton-September-20-2025-Premier-League","5"
"8","Ladislav Krejčí","Wolves","0.68","0.61","Goal","11","Left Foot","","Fer López","Pass (Live)","Tolu Arokodare","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"14","Ethan Ampadu","Leeds United","0.02","0.00","Off Target","35","Right Foot","","","","","","Leeds United","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"26","Brenden Aaronson","Leeds United","0.06","0.00","Off Target","21","Right Foot","","Dominic Calvert-Lewin","Pass (Live)","Noah Okafor","Pass (Live)","Leeds United","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"31","Dominic Calvert-Lewin","Leeds United","0.14","0.74","Goal","11","Head","","Ethan Ampadu","Pass (Live)","Pascal Struijk","Pass (Live)","Leeds United","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"39","Anton Stach","Leeds United","0.09","0.27","Goal","28","Right Foot","Free kick","Dominic Calvert-Lewin","Fouled","Brenden Aaronson","Pass (Live)","Leeds United","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"41","Yerson Mosquera","Wolves","0.02","0.00","Off Target","15","Head","","Fer López","Pass (Dead)","Rodrigo Gomes","Fouled","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"44","João Gomes","Wolves","0.17","0.00","Blocked","16","Right Foot","","Jean-Ricner Bellegarde","Pass (Live)","Fer López","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"45","Tolu Arokodare","Wolves","0.08","0.24","Saved","7","Right Foot","","Emmanuel Agbadou","Pass (Live)","Toti Gomes","Pass (Dead)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"45","Noah Okafor","Leeds United","0.15","0.22","Goal","14","Left Foot","","Anton Stach","Pass (Live)","Anton Stach","Interception","Leeds United","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"45+3","Emmanuel Agbadou","Wolves","0.07","0.04","Saved","10","Head","","Rodrigo Gomes","Pass (Live)","","","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"45+4","Rodrigo Gomes","Wolves","0.03","0.00","Off Target","15","Right Foot","","Jackson Tchatchoua","Pass (Live)","Emmanuel Agbadou","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"","","","","","","","","","","","","","","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"55","Marshall Munetsi","Wolves","0.14","0.07","Saved","14","Left Foot","","Tolu Arokodare","Pass (Live)","Emmanuel Agbadou","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"58","Sean Longstaff","Leeds United","0.06","0.04","Saved","24","Left Foot","","Noah Okafor","Pass (Live)","Dominic Calvert-Lewin","Pass (Live)","Leeds United","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"60","Tolu Arokodare","Wolves","0.04","0.00","Off Target","12","Head","","Hugo Bueno","Pass (Live)","Toti Gomes","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"65","Emmanuel Agbadou","Wolves","0.04","0.00","Blocked","28","Left Foot","","Ladislav Krejčí","Pass (Live)","João Gomes","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"71","Yerson Mosquera","Wolves","0.03","0.18","Saved","15","Head","","Hugo Bueno","Pass (Live)","João Gomes","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"74","João Gomes","Wolves","0.06","0.00","Blocked","17","Right Foot","","Jackson Tchatchoua","Take-On","","","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"77","Jørgen Strand Larsen","Wolves","0.04","0.00","Off Target","11","Head","","Jhon Arias","Pass (Live)","Hugo Bueno","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"79","Tolu Arokodare","Wolves","0.09","0.00","Off Target","10","Head","","Hugo Bueno","Pass (Live)","João Gomes","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"84","Marshall Munetsi","Wolves","0.24","0.00","Off Target","7","Left Foot","","Jørgen Strand Larsen","Pass (Live)","João Gomes","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"87","Emmanuel Agbadou","Wolves","0.02","0.17","Saved","31","Right Foot","Deflected","Jhon Arias","Pass (Live)","André","Pass (Live)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"90+2","André","Wolves","0.02","0.00","Blocked","33","Right Foot","","Ladislav Krejčí","Pass (Live)","Hugo Bueno","Pass (Dead)","Wolves","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Wolverhampton Wanderers","Leeds United","https://fbref.com/en/matches/45650a33/Wolverhampton-Wanderers-Leeds-United-September-20-2025-Premier-League","5"
"8","Yankuba Minteh","Brighton","0.74","0.99","Goal","4","Left Foot","","Yankuba Minteh","Take-On","Georginio Rutter","Pass (Live)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"25","Richarlison","Tottenham","0.07","0.00","Off Target","11","Left Foot","","Pedro Porro","Pass (Live)","Rodrigo Bentancur","Pass (Live)","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"27","Yasin Ayari","Brighton","0.02","0.01","Saved","28","Right Foot","","Brajan Gruda","Pass (Live)","Georginio Rutter","Pass (Live)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"27","Brajan Gruda","Brighton","0.09","0.00","Off Target","23","Left Foot","","Yankuba Minteh","Pass (Live)","Joël Veltman","Pass (Live)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"28","Wilson Odobert","Tottenham","0.07","0.00","Off Target","13","Right Foot","Volley","João Palhinha","Pass (Live)","Mohammed Kudus","Pass (Live)","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"31","Yasin Ayari","Brighton","0.02","0.08","Goal","28","Right Foot","","","","","","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"41","Richarlison","Tottenham","0.08","0.00","Blocked","10","Left Foot","","Rodrigo Bentancur","Pass (Live)","Wilson Odobert","Pass (Live)","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"42","Richarlison","Tottenham","0.05","0.00","Off Target","8","Head","","Pedro Porro","Pass (Dead)","Richarlison","Shot","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"43","Mohammed Kudus","Tottenham","0.09","0.00","Off Target","15","Left Foot","","Rodrigo Bentancur","Pass (Live)","Wilson Odobert","Pass (Live)","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"43","Richarlison","Tottenham","0.50","0.61","Goal","5","Right Foot","","Mohammed Kudus","Shot","","","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"","","","","","","","","","","","","","","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"58","Lewis Dunk","Brighton","0.03","0.00","Off Target","67","Right Foot","Free kick","Brajan Gruda","Fouled","Ferdi Kadioglu","Pass (Live)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"62","Yasin Ayari","Brighton","0.07","0.00","Off Target","24","Right Foot","","Georginio Rutter","Pass (Live)","Ferdi Kadioglu","Pass (Dead)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"64","Xavi Simons","Tottenham","0.06","0.00","Off Target","21","Right Foot","","Richarlison","Pass (Live)","Richarlison","Pass (Live)","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"68","Xavi Simons","Tottenham","0.05","0.74","Saved","18","Right Foot","","Destiny Udogie","Pass (Live)","Micky van de Ven","Pass (Live)","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"70","Xavi Simons","Tottenham","0.15","0.00","Off Target","17","Right Foot","","Mohammed Kudus","Pass (Live)","Mohammed Kudus","Take-On","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"76","Diego Gómez","Brighton","0.02","0.00","Off Target","45","Right Foot","","Yasin Ayari","Pass (Live)","Diego Gómez","Tackle","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"79","Kaoru Mitoma","Brighton","0.09","0.18","Saved","10","Right Foot","","Kaoru Mitoma","Take-On","Ferdi Kadioglu","Pass (Live)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"80","Ferdi Kadioglu","Brighton","0.07","0.00","Off Target","11","Right Foot","","Kaoru Mitoma","Pass (Live)","James Milner","Pass (Live)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"81","Richarlison","Tottenham","0.06","0.09","Saved","15","Right Foot","","Xavi Simons","Pass (Live)","Destiny Udogie","Pass (Live)","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"84","Danny Welbeck","Brighton","0.04","0.00","Blocked","14","Left Foot","","Danny Welbeck","Take-On","James Milner","Pass (Live)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"87","Yasin Ayari","Brighton","0.10","0.00","Off Target","12","Right Foot","Volley","Diego Gómez","Pass (Live)","Diego Coppola","Pass (Live)","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"88","Yasin Ayari","Brighton","0.02","0.00","Off Target","22","Right Foot","Volley","Yasin Ayari","Shot","","","Brighton","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"90+4","Mohammed Kudus","Tottenham","0.02","0.00","Blocked","23","Left Foot","","Archie Gray","Pass (Live)","Djed Spence","Pass (Live)","Tottenham","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Brighton & Hove Albion","Tottenham Hotspur","https://fbref.com/en/matches/fa03feeb/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-20-2025-Premier-League","5"
"2","Neco Williams","Nott'ham Forest","0.02","0.31","Goal","16","Right Foot","Deflected","Oleksandr Zinchenko","Pass (Live)","Elliot Anderson","Pass (Live)","Nott'ham Forest","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Burnley","Nottingham Forest","https://fbref.com/en/matches/e523c1cd/Burnley-Nottingham-Forest-September-20-2025-Premier-League","5"
"13","Oleksandr Zinchenko","Nott'ham Forest","0.01","0.00","Blocked","30","Left Foot","","Chris Wood","Pass (Live)","Nikola Milenković","Pass (Live)","Nott'ham Forest","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Burnley","Nottingham Forest","https://fbref.com/en/matches/e523c1cd/Burnley-Nottingham-Forest-September-20-2025-Premier-League","5"
"14","Quilindschy Hartman","Burnley","0.02","0.09","Saved","29","Left Foot","","Florentino Luís","Pass (Live)","Josh Laurent","Pass (Live)","Burnley","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Burnley","Nottingham Forest","https://fbref.com/en/matches/e523c1cd/Burnley-Nottingham-Forest-September-20-2025-Premier-League","5"
"17","Oleksandr Zinchenko","Nott'ham Forest","0.01","0.03","Saved","34","Left Foot","","Dilane Bakwa","Pass (Live)","Morgan Gibbs-White","Pass (Live)","Nott'ham Forest","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Burnley","Nottingham Forest","https://fbref.com/en/matches/e523c1cd/Burnley-Nottingham-Forest-September-20-2025-Premier-League","5"
"18","Dilane Bakwa","Nott'ham Forest","0.02","0.02","Saved","30","Left Foot","","Oleksandr Zinchenko","Pass (Live)","","","Nott'ham Forest","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Burnley","Nottingham Forest","https://fbref.com/en/matches/e523c1cd/Burnley-Nottingham-Forest-September-20-2025-Premier-League","5"
"20","Loum Tchaouna","Burnley","0.05","0.00","Blocked","11","Head","","Quilindschy Hartman","Pass (Live)","Maxime Estève","Pass (Live)","Burnley","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Burnley","Nottingham Forest","https://fbref.com/en/matches/e523c1cd/Burnley-Nottingham-Forest-September-20-2025-Premier-League","5"
"20","Jaidon Anthony","Burnley","0.09","0.36","Goal","8","Left Foot","Deflected","Loum Tchaouna","Shot","","","Burnley","Premier-League","2025-2026","Saturday September 20, 2025, 15:00 (venue time)","Burnley","Nottingham Forest","https://fbref.com/en/matches/e523c1cd/Burnley-Nottingham-Forest-September-20-2025-Premier-League","5"
