"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Roberto Férnandez","9","es ESP","FW","23-074","71","1","0","0","0","2","1","0","0","19","0","0","1","0.7","0.7","0.0","1","0","7","12","58.3","0","8","0","1","0","/en/players/c981fc98/Roberto-Fernandez","Espanyol","0","1","12","6","2","19","0.0","1","100.0","44","7","0","0","3","2","16","1","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Kiké","19","es ESP","FW","35-294","19","1","0","1","1","0","0","1","0","10","0","0","0","0.8","0.0","0.0","0","0","3","7","42.9","0","3","1","0","0","/en/players/e897d8ba/Kike","Espanyol","1","2","3","5","2","9","","0","","53","43","1","1","1","0","6","1","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Pere Milla","11","es ESP","FW","32-357","44","1","0","0","0","3","1","0","1","16","0","0","0","0.4","0.4","0.0","2","1","8","12","66.7","0","9","0","1","1","/en/players/335039a2/Pere-Milla","Espanyol","0","1","9","6","2","16","100.0","0","0.0","26","5","0","0","1","0","15","4","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Javi Puado","7","es ESP","LM","27-113","71","0","0","0","0","0","0","0","0","24","0","0","0","0.0","0.0","0.1","4","1","19","23","82.6","3","12","2","1","0","/en/players/2683eda7/Javi-Puado","Espanyol","0","3","15","7","2","24","0.0","1","100.0","83","48","1","1","0","2","19","1","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Rubén","2","es ESP","RB","24-223","19","0","0","0","0","0","0","0","0","6","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","2","1","0","0","/en/players/35d4f151/Ruben","Espanyol","1","3","2","1","0","6","","0","","49","10","1","0","0","1","2","1","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Pol Lozano","10","es ESP","CM","25-344","57","0","0","0","0","0","0","1","0","19","0","0","0","0.0","0.0","0.0","0","0","14","16","87.5","0","10","0","1","0","/en/players/ea610f00/Pol-Lozano","Espanyol","0","2","15","2","0","19","0.0","1","100.0","26","8","0","0","0","0","14","0","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Charles Pickel","18","cd COD","CM","28-123","33","0","0","0","0","1","0","0","0","14","0","1","0","0.0","0.0","0.0","0","0","6","8","75.0","1","5","0","0","0","/en/players/f71ad8cb/Charles-Pickel","Espanyol","3","6","6","2","0","14","","0","","35","15","0","0","1","0","6","0","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Urko González","4","es ESP","CM","24-179","90","0","0","0","0","0","0","0","0","36","1","2","1","0.0","0.0","0.0","0","0","22","27","81.5","4","17","0","1","1","/en/players/c4f5eb61/Urko-Gonzalez","Espanyol","3","8","28","1","0","36","100.0","0","0.0","106","49","0","0","2","0","16","0","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Tyrhys Dolan","24","eng ENG","RM,CM","23-261","84","0","1","0","0","0","0","0","0","48","3","0","2","0.0","0.0","1.2","5","2","22","31","71.0","0","28","3","6","0","/en/players/ce967905/Tyrhys-Dolan","Espanyol","0","12","22","17","0","48","0.0","5","83.3","166","53","1","0","2","2","27","3","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
"Miguel Ángel Rubio","15","es ESP","CB","27-188","6","0","0","0","0","0","0","0","0","5","0","0","3","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0","/en/players/56cafd0a/Miguel-Angel-Rubio","Espanyol","3","4","1","0","0","5","","0","","0","0","0","0","0","0","0","0","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4","RCDE Stadium"
