"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Jonathan Burkardt","9","de GER","FW","25-085","81","23","0","1","16","6","1","23","0","0","","0","","11","30","5","0","1","0","2","2","16","3","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Elye Wahi","17","fr FRA","FW","22-275","9","2","0","0","1","1","0","2","0","0","","0","","1","2","2","0","0","0","0","0","1","1","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Jean Mattéo Bahoya","19","fr FRA","LW","20-150","77","37","1","10","14","15","1","37","5","4","80.0","1","20.0","21","214","110","5","1","1","1","2","20","4","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Mario Götze","27","de GER","LW","33-123","13","4","0","2","2","0","0","4","0","0","","0","","2","3","0","0","1","0","0","0","0","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Ritsu Doan","20","jp JPN","RW","27-110","90","41","0","6","17","18","3","41","3","1","33.3","2","66.7","18","88","39","1","2","1","1","2","32","2","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Can Uzun","42","tr TUR","AM","19-327","64","27","0","4","15","8","0","27","1","1","100.0","0","0.0","13","72","32","1","1","0","1","0","19","1","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Ansgar Knauff","7","de GER","AM","23-267","26","5","0","0","3","4","0","5","0","0","","0","","4","50","31","2","2","0","0","0","3","1","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Ellyes Skhiri","15","tn TUN","DM","30-147","77","55","12","37","16","2","1","55","1","1","100.0","0","0.0","21","124","30","0","0","0","1","0","35","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Oscar Højlund","6","dk DEN","DM","20-273","13","11","0","2","8","1","0","11","0","0","","0","","5","15","12","0","0","0","0","0","8","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Hugo Larsson","16","se SWE","DM","21-099","64","34","4","16","13","5","1","34","0","0","","0","","6","9","1","0","0","0","0","0","19","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Fares Chaïbi","8","dz ALG","DM","22-310","26","18","0","4","6","8","1","18","0","0","","0","","9","37","25","1","1","0","0","0","13","1","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Nathaniel Brown","21","de GER","LB","22-110","90","58","4","31","21","7","0","58","1","0","0.0","1","100.0","17","99","67","0","0","0","1","0","22","2","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Arthur Theate","3","be BEL","CB","25-132","90","78","15","54","23","1","0","78","0","0","","0","","39","142","32","0","0","0","0","0","61","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Robin Koch","4","de GER","CB","29-079","90","90","20","59","26","5","1","90","0","0","","0","","52","159","62","0","0","0","0","0","69","1","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Aurélio Buta","24","pt POR","RB","28-236","90","60","3","33","17","10","0","60","0","0","","0","","26","187","114","5","3","0","1","0","41","2","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Kauã Santos","40","br BRA","GK","22-176","90","48","46","48","0","0","0","48","0","0","","0","","33","123","71","0","0","0","0","0","32","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Harry Kane","9","eng ENG","FW","32-068","84","37","0","8","12","17","2","37","1","0","0.0","1","100.0","21","60","45","1","0","0","3","0","27","3","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Nicolas Jackson","11","sn SEN","FW","24-106","6","6","0","0","4","3","0","6","0","0","","0","","5","65","65","3","2","0","0","0","4","2","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Luis Díaz","14","co COL","LW","28-264","87","59","0","4","22","34","5","59","5","1","20.0","4","80.0","38","178","72","3","1","1","2","2","45","8","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Lennart Karl","42","de GER","AM","17-224","3","1","0","0","1","0","0","1","0","0","","0","","1","3","0","0","0","0","0","2","2","0","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Michael Olise","17","fr FRA","RW","23-296","90","76","1","1","28","47","6","76","7","2","28.6","5","71.4","46","250","122","5","3","2","3","0","59","8","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Serge Gnabry","7","de GER","AM","30-082","70","47","0","1","25","21","7","47","2","1","50.0","1","50.0","32","160","65","2","1","1","1","0","37","7","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Raphaël Guerreiro","22","pt POR","AM,LW","31-286","20","15","0","0","9","7","0","15","0","0","","0","","7","57","45","0","1","0","1","0","14","2","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Leon Goretzka","8","de GER","DM","30-240","45","50","1","10","36","4","0","50","0","0","","0","","31","137","78","1","0","0","0","0","39","1","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Aleksandar Pavlovic","45","de GER","DM","21-154","45","58","1","11","36","11","0","58","1","0","0.0","0","0.0","36","169","93","1","1","0","0","0","46","0","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Joshua Kimmich","6","de GER","DM,RB","30-238","90","117","5","19","81","17","0","117","1","0","0.0","1","100.0","80","390","206","1","2","0","1","0","98","2","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Konrad Laimer","27","at AUT","LB","28-130","90","67","2","12","32","23","4","67","1","0","0.0","1","100.0","35","188","84","4","3","3","2","1","41","5","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Jonathan Tah","4","de GER","CB","29-235","90","90","6","25","63","3","1","90","0","0","","0","","61","268","154","1","1","0","1","0","63","0","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Dayot Upamecano","2","fr FRA","CB","26-342","90","104","6","33","70","1","1","104","0","0","","0","","77","297","120","0","0","0","2","0","83","0","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Sacha Boey","23","fr FRA","RB","25-021","87","76","4","16","42","18","1","76","1","0","0.0","1","100.0","49","133","37","1","1","0","0","2","59","3","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Tom Bischof","20","de GER","DM","20-098","3","7","1","3","3","1","0","7","0","0","","0","","6","18","2","0","0","0","0","0","7","0","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Manuel Neuer","1","de GER","GK","39-191","90","47","35","46","1","0","0","47","0","0","","0","","38","138","57","0","0","0","0","0","34","0","Bayern Munich","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"Ermedin Demirović","9","ba BIH","FW","27-194","90","19","1","2","4","13","5","19","1","0","0.0","1","100.0","13","30","9","1","0","2","3","0","16","8","Stuttgart","Bundesliga","2025-2026","Sunday October 5, 2025, 15:30 (venue time) 14:30 (local time)","Stuttgart","Heidenheim","https://fbref.com/en/matches/a0f25ade/Stuttgart-Heidenheim-October-5-2025-Bundesliga","6"
"Jamie Leweling","18","de GER","LW","24-221","89","54","0","1","28","27","3","54","1","1","100.0","0","0.0","35","359","242","7","5","3","1","0","45","15","Stuttgart","Bundesliga","2025-2026","Sunday October 5, 2025, 15:30 (venue time) 14:30 (local time)","Stuttgart","Heidenheim","https://fbref.com/en/matches/a0f25ade/Stuttgart-Heidenheim-October-5-2025-Bundesliga","6"
"Ramon Hendriks","3","nl NED","CB","24-079","1","1","0","0","1","0","0","1","0","0","","0","","0","0","0","0","0","0","0","0","0","0","Stuttgart","Bundesliga","2025-2026","Sunday October 5, 2025, 15:30 (venue time) 14:30 (local time)","Stuttgart","Heidenheim","https://fbref.com/en/matches/a0f25ade/Stuttgart-Heidenheim-October-5-2025-Bundesliga","6"
"Badredine Bouanani","27","dz ALG","RW","20-301","56","37","0","2","10","27","4","37","2","1","50.0","1","50.0","24","133","57","3","2","2","0","1","30","7","Stuttgart","Bundesliga","2025-2026","Sunday October 5, 2025, 15:30 (venue time) 14:30 (local time)","Stuttgart","Heidenheim","https://fbref.com/en/matches/a0f25ade/Stuttgart-Heidenheim-October-5-2025-Bundesliga","6"
"Tiago Tomás","8","pt POR","RW,AM","23-111","34","22","0","2","8","13","2","22","0","0","","0","","12","32","20","0","1","0","0","0","16","4","Stuttgart","Bundesliga","2025-2026","Sunday October 5, 2025, 15:30 (venue time) 14:30 (local time)","Stuttgart","Heidenheim","https://fbref.com/en/matches/a0f25ade/Stuttgart-Heidenheim-October-5-2025-Bundesliga","6"
"Bilal El Khannouss","11","ma MAR","AM","21-148","89","71","1","3","30","39","1","71","2","2","100.0","0","0.0","47","286","151","5","4","0","3","1","60","11","Stuttgart","Bundesliga","2025-2026","Sunday October 5, 2025, 15:30 (venue time) 14:30 (local time)","Stuttgart","Heidenheim","https://fbref.com/en/matches/a0f25ade/Stuttgart-Heidenheim-October-5-2025-Bundesliga","6"
"Nikolas Nartey","28","dk DEN","AM","25-225","1","2","0","0","1","1","0","2","0","0","","0","","1","4","0","0","0","0","0","0","2","1","Stuttgart","Bundesliga","2025-2026","Sunday October 5, 2025, 15:30 (venue time) 14:30 (local time)","Stuttgart","Heidenheim","https://fbref.com/en/matches/a0f25ade/Stuttgart-Heidenheim-October-5-2025-Bundesliga","6"
