"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"5","Christoph Baumgartner","RB Leipzig","0.47","0.00","Off Target","18","Right Foot","","","","","","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"8","Mathias Honsak","Heidenheim","0.16","0.11","Saved","11","Left Foot","Volley","Luca Kerber","Pass (Live)","Léo Scienza","Pass (Live)","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"9","Arijon Ibrahimović","Heidenheim","0.47","0.00","Off Target","4","Head","","Léo Scienza","Pass (Dead)","Mathias Honsak","Shot","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"12","Ezechiel Banzuzi","RB Leipzig","0.05","0.10","Saved","9","Left Foot","","","","","","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"12","Rômulo","RB Leipzig","0.08","0.00","Off Target","5","Right Foot","Volley","Ezechiel Banzuzi","Shot","","","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"13","Mathias Honsak","Heidenheim","0.13","0.12","Saved","10","Right Foot","","Léo Scienza","Pass (Live)","Luca Kerber","Pass (Live)","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"28","Christoph Baumgartner","RB Leipzig","0.07","0.00","Off Target","9","Head","","David Raum","Pass (Dead)","Rômulo","Pass (Live)","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"33","Rômulo","RB Leipzig","0.06","0.16","Saved","15","Right Foot","Volley","Christoph Baumgartner","Pass (Live)","Rômulo","Pass (Live)","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"35","Ezechiel Banzuzi","RB Leipzig","0.02","0.00","Blocked","35","Right Foot","","Xaver Schlager","Pass (Live)","","","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
"36","Castello Lukeba","RB Leipzig","0.24","0.00","Off Target","6","Head","","David Raum","Pass (Dead)","David Raum","Fouled","Bundesliga","2025-2026","Saturday August 30, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Heidenheim","https://fbref.com/en/matches/81523ca0/RB-Leipzig-Heidenheim-August-30-2025-Bundesliga","2"
