"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"3","Idrissa Touré","Pisa","0.03","0.00","Off Target","9","Right Foot","Volley","M'Bala Nzola","Pass (Live)","M'Bala Nzola","Take-On","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"10","M'Bala Nzola","Pisa","0.03","0.04","Saved","30","Left Foot","","Arturo Calabresi","Pass (Live)","İsak Vural","Pass (Live)","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"14","Franco Vázquez","Cremonese","0.12","0.00","Saved off Target","21","Left Foot","","Warren Bondo","Pass (Live)","Warren Bondo","Take-On","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"15","Franco Vázquez","Cremonese","0.04","0.00","Off Target","10","Left Foot","Volley","Franco Vázquez","Shot","","","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"22","Antonio Caracciolo","Pisa","0.02","0.05","Saved","9","Head","","Juan Cuadrado","Pass (Dead)","Juan Cuadrado","Fouled","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"23","Idrissa Touré","Pisa","0.16","0.00","Off Target","3","Head","","Juan Cuadrado","Pass (Live)","Michel Aebischer","Pass (Dead)","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"24","Ebenezer Akinsanmiro","Pisa","0.03","0.03","Saved","30","Right Foot","","Michel Aebischer","Pass (Live)","","","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"33","Jamie Vardy","Cremonese","0.07","0.00","Blocked","16","Right Foot","","Franco Vázquez","Pass (Live)","Warren Bondo","Pass (Live)","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"33","Jari Vandeputte","Cremonese","0.07","0.00","Blocked","20","Right Foot","","Jamie Vardy","Shot","","","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"36","Franco Vázquez","Cremonese","0.05","0.00","Off Target","16","Right Foot","","Jari Vandeputte","Pass (Live)","Martín Payero","Pass (Live)","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"43","Mikayil Ngor Faye","Cremonese","0.01","0.00","Blocked","20","Right Foot","","Jari Vandeputte","Pass (Dead)","Jari Vandeputte","Fouled","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"45+1","İsak Vural","Pisa","0.04","0.00","Off Target","12","Head","","Idrissa Touré","Pass (Live)","Stefano Moreo","Pass (Live)","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"","","","","","","","","","","","","","","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"51","Stefano Moreo","Pisa","0.02","0.00","Off Target","9","Right Foot","Volley","Mehdi Léris","Pass (Dead)","Mehdi Léris","Fouled","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"53","M'Bala Nzola","Pisa","0.02","0.00","Off Target","18","Left Foot","","Ebenezer Akinsanmiro","Pass (Live)","İsak Vural","Pass (Live)","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"59","M'Bala Nzola","Pisa","0.01","0.06","Saved","16","Right Foot","","Michel Aebischer","Pass (Live)","Idrissa Touré","Fouled","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"60","Antonio Caracciolo","Pisa","0.02","0.01","Saved","13","Head","","İsak Vural","Pass (Dead)","M'Bala Nzola","Shot","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"61","Franco Vázquez","Cremonese","0.03","0.00","Woodwork","20","Left Foot","","Jari Vandeputte","Pass (Live)","Warren Bondo","Tackle","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"61","Tommaso Barbieri","Cremonese","0.29","0.00","Off Target","6","Right Foot","","Mikayil Ngor Faye","Pass (Live)","Franco Vázquez","Shot","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"62","Franco Vázquez","Cremonese","0.02","0.05","Saved","9","Head","","Jari Vandeputte","Pass (Dead)","","","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"68","Warren Bondo","Cremonese","0.05","0.00","Off Target","22","Right Foot","","Franco Vázquez","Pass (Live)","Jari Vandeputte","Pass (Live)","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"70","Jamie Vardy","Cremonese","0.11","0.07","Saved","20","Right Foot","","Franco Vázquez","Pass (Live)","Tommaso Barbieri","Interception","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"71","Federico Baschirotto","Cremonese","0.05","0.21","Saved","8","Head","","Jari Vandeputte","Pass (Dead)","","","Cremonese","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
"75","Idrissa Touré","Pisa","0.23","0.77","Goal","8","Head","","Mattéo Tramoni","Pass (Live)","","","Pisa","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11"
