"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"4","Mihailo Ivanović","Millwall","0.10","0.00","Off Target","8","Head","","","","","","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"6","Barry Bannan","Sheffield Weds","0.05","0.05","Saved","16","Left Foot","","Charlie McNeill","Pass (Live)","Barry Bannan","Pass (Live)","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"20","Jake Cooper","Millwall","0.03","0.00","Off Target","15","Head","","Alfie Doughty","Pass (Dead)","","","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"20","Caleb Taylor","Millwall","0.05","0.00","Off Target","7","Head","","Alfie Doughty","Pass (Live)","Camiel Neghli","Pass (Live)","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"23","Thierno Ballo","Millwall","0.62","0.39","Saved","11","Right Foot","","Tristan Crama","Pass (Live)","Tristan Crama","Take-On","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"23","Thierno Ballo","Millwall","0.45","0.00","Blocked","11","Left Foot","","Thierno Ballo","Shot","","","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"24","Camiel Neghli","Millwall","0.05","0.00","Blocked","23","Left Foot","","Alfie Doughty","Pass (Dead)","Aidomo Emakhu","Fouled","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"28","Bailey-Tye Cadamarteri","Sheffield Weds","0.03","0.05","Saved","28","Right Foot","Deflected","Charlie McNeill","Pass (Live)","Harry Amass","Pass (Live)","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"29","Yan Valery","Sheffield Weds","0.02","0.00","Off Target","17","Right Foot","","Barry Bannan","Pass (Live)","Max Lowe","Pass (Live)","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
"38","Jake Cooper","Millwall","0.06","0.00","Off Target","18","Left Foot","Volley","Alfie Doughty","Pass (Live)","Luke Cundle","Pass (Live)","Championship","2025-2026","Wednesday November 26, 2025, 19:45 (venue time)","Millwall","Sheffield Wednesday","https://fbref.com/en/matches/cacd819f/Millwall-Sheffield-Wednesday-November-26-2025-Championship","17"
