"league","season","match_date","gameweek","home_team","away_team","team","player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","match_url","venue"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Jonas Wind","23","dk DEN","FW,AM","26-253","90","0","0","0","0","1","0","0","0","39","0","0","2","0.1","0.1","0.0","2","0","15","29","51.7","5","15","0","1","0","/en/players/2077ae86/Jonas-Wind","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Joakim Mæhle","21","dk DEN","LW","28-151","67","0","0","0","0","1","0","0","0","28","2","1","1","0.0","0.0","0.0","0","0","13","18","72.2","3","14","0","2","0","/en/players/c459a650/Joakim-Maehle","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Andreas Skov Olsen","7","dk DEN","FW,RW,LW","25-293","23","0","0","0","0","1","0","0","0","12","0","0","0","0.0","0.0","0.1","2","0","9","11","81.8","1","6","0","0","0","/en/players/c50cee19/Andreas-Skov-Olsen","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Adam Daghim","11","dk DEN","RW,LW","20-020","90","0","0","0","0","0","0","0","0","41","0","1","3","0.0","0.0","0.0","3","0","14","25","56.0","2","18","2","4","0","/en/players/17f9da8a/Adam-Daghim","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Christian Eriksen","24","dk DEN","AM,DM","33-246","77","0","0","0","0","2","1","0","0","37","0","1","0","0.1","0.1","0.0","4","0","23","32","71.9","3","14","1","1","1","/en/players/980522ec/Christian-Eriksen","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Mohamed Amoura","9","dz ALG","LW","25-162","13","0","0","0","0","0","0","0","0","7","1","0","0","0.0","0.0","0.0","1","0","3","6","50.0","0","2","1","0","0","/en/players/6597f8b6/Mohamed-Amoura","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Mattias Svanberg","32","se SWE","DM","26-286","68","0","0","0","0","2","1","0","0","31","1","1","1","0.1","0.1","0.0","1","0","17","20","85.0","3","7","1","0","0","/en/players/92d83c27/Mattias-Svanberg","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Lovro Majer","10","hr CRO","DM,AM","27-274","22","0","0","0","0","1","0","0","0","21","0","1","0","0.1","0.1","0.0","2","0","15","18","83.3","1","12","1","2","1","/en/players/fc46aab1/Lovro-Majer","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Vinicius Souza","5","br BRA","DM","26-123","90","0","0","0","0","0","0","0","0","56","2","1","2","0.0","0.0","0.0","2","0","29","40","72.5","5","18","0","0","0","/en/players/6a8a7af8/Vinicius-Souza","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","7","Wolfsburg","Stuttgart","Wolfsburg","Aaron Zehnter","25","de GER","LB","20-352","90","0","0","0","0","1","0","0","0","56","1","1","3","0.0","0.0","0.0","1","0","38","46","82.6","0","17","1","0","0","/en/players/65bf7e2b/Aaron-Zehnter","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","Volkswagen Arena"
