"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"16","Bilal El Khannouss","Stuttgart","0.04","0.00","Off Target","20","Right Foot","","Angelo Stiller","Pass (Live)","Bilal El Khannouss","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"20","Ermedin Demirović","Stuttgart","0.12","0.82","Goal","10","Right Foot","","Jamie Leweling","Pass (Live)","Bilal El Khannouss","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"22","Josha Vagnoman","Stuttgart","0.05","0.06","Saved","13","Head","","Badredine Bouanani","Pass (Live)","Bilal El Khannouss","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"28","Maximilian Eggestein","Freiburg","0.07","0.00","Blocked","22","Left Foot","","Patrick Osterhage","Pass (Live)","Noah Atubolu","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"28","Jan-Niklas Beste","Freiburg","0.08","0.56","Saved","18","Left Foot","","Vincenzo Grifo","Pass (Live)","Philipp Lienhart","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"34","Johan Manzambi","Freiburg","0.06","0.00","Blocked","18","Left Foot","","Jordy Makengo","Pass (Live)","Philipp Lienhart","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"45+2","Patrick Osterhage","Freiburg","0.13","0.00","Off Target","9","Head","","Vincenzo Grifo","Pass (Live)","Jordy Makengo","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"51","Lukas Kübler","Freiburg","0.03","0.06","Saved","15","Right Foot","","Philipp Lienhart","Pass (Live)","Noah Atubolu","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"52","Lukas Kübler","Freiburg","0.02","0.00","Off Target","22","Right Foot","Volley","Lukas Kübler","Shot","","","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"53","Johan Manzambi","Freiburg","0.08","0.00","Blocked","18","Right Foot","","Vincenzo Grifo","Pass (Live)","","","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"60","Lucas Höler","Freiburg","0.05","0.00","Off Target","10","Head","","Lukas Kübler","Pass (Live)","Johan Manzambi","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"61","Bilal El Khannouss","Stuttgart","0.03","0.00","Blocked","24","Right Foot","","Badredine Bouanani","Pass (Live)","Josha Vagnoman","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
"63","Jamie Leweling","Stuttgart","0.03","0.00","Off Target","22","Left Foot","","Bilal El Khannouss","Pass (Live)","Ermedin Demirović","Pass (Live)","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Stuttgart","https://fbref.com/en/matches/47deb66f/Freiburg-Stuttgart-September-13-2025-Bundesliga","3"
