"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"1","Matteo Prati","Cagliari","0.04","0.00","Off Target","23","Right Foot","","","","","","Cagliari","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"2","Marco Palestra","Cagliari","0.18","0.00","Off Target","14","Right Foot","","Michel Ndary Adopo","Pass (Live)","Semih Kılıçsoy","Pass (Live)","Cagliari","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"3","Matteo Prati","Cagliari","0.03","0.00","Off Target","30","Right Foot","","","","","","Cagliari","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"4","Rafael Leão","Milan","0.06","0.00","Blocked","16","Right Foot","","Alexis Saelemaekers","Pass (Live)","Ruben Loftus-Cheek","Pass (Live)","Milan","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"17","Ruben Loftus-Cheek","Milan","0.04","0.00","Off Target","17","Right Foot","","Rafael Leão","Pass (Live)","Fikayo Tomori","Pass (Live)","Milan","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"28","Koni De Winter","Milan","0.04","0.00","Blocked","11","Head","Deflected","Luka Modrić","Pass (Dead)","Adrien Rabiot","Pass (Live)","Milan","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"29","Alexis Saelemaekers","Milan","0.04","0.00","Off Target","25","Right Foot","","Koni De Winter","Shot","","","Milan","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"32","Michel Ndary Adopo","Cagliari","0.06","0.12","Saved","13","Head","","Sebastiano Esposito","Pass (Live)","","","Cagliari","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"41","Luca Mazzitelli","Cagliari","0.10","0.00","Off Target","12","Left Foot","","Matteo Prati","Pass (Live)","Luca Mazzitelli","Pass (Live)","Cagliari","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
"42","Youssouf Fofana","Milan","0.02","0.00","Blocked","26","Left Foot","","Luka Modrić","Pass (Live)","","","Milan","Serie-A","2025-2026","Friday January 2, 2026, 20:45 (venue time) 19:45 (local time)","Cagliari","Milan","https://fbref.com/en/matches/f8c42ab5/Cagliari-Milan-January-2-2026-Serie-A","18"
