"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"2","Ollie Watkins","Aston Villa","0.61","0.47","Saved","9","Right Foot","","","","","","Aston Villa","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"8","Ian Maatsen","Aston Villa","0.06","0.00","Off Target","12","Left Foot","Volley","Youri Tielemans","Pass (Live)","Ian Maatsen","Pass (Live)","Aston Villa","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"11","Emi Buendía","Aston Villa","0.09","0.00","Blocked","20","Left Foot","","Boubacar Kamara","Pass (Live)","John McGinn","Pass (Live)","Aston Villa","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"17","Ian Maatsen","Aston Villa","0.04","0.00","Off Target","28","Left Foot","","John McGinn","Pass (Dead)","","","Aston Villa","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"21","Igor Jesus","Nott'ham Forest","0.02","0.00","Off Target","13","Head","","Ola Aina","Pass (Dead)","","","Nott'ham Forest","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"26","Morgan Rogers","Aston Villa","0.10","0.00","Blocked","15","Right Foot","","Emi Buendía","Pass (Live)","Youri Tielemans","Pass (Live)","Aston Villa","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"30","Omari Hutchinson","Nott'ham Forest","0.03","0.34","Saved","18","Left Foot","","Nicolás Domínguez","Pass (Live)","","","Nott'ham Forest","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"31","Neco Williams","Nott'ham Forest","0.01","0.00","Blocked","19","Left Foot","Volley","Omari Hutchinson","Shot","","","Nott'ham Forest","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"45+1","Ollie Watkins","Aston Villa","0.04","0.10","Goal","25","Right Foot","","Morgan Rogers","Pass (Live)","Youri Tielemans","Pass (Live)","Aston Villa","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"","","","","","","","","","","","","","","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"49","John McGinn","Aston Villa","0.08","0.16","Goal","14","Left Foot","","Matty Cash","Pass (Live)","Boubacar Kamara","Pass (Live)","Aston Villa","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"51","Nicolás Domínguez","Nott'ham Forest","0.01","0.00","Blocked","24","Right Foot","","Neco Williams","Tackle","","","Nott'ham Forest","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"52","Dilane Bakwa","Nott'ham Forest","0.01","0.00","Off Target","28","Left Foot","","Morgan Gibbs-White","Pass (Live)","Elliot Anderson","Pass (Live)","Nott'ham Forest","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"54","Dilane Bakwa","Nott'ham Forest","0.21","0.00","Off Target","5","Head","","Omari Hutchinson","Pass (Live)","Nicolás Domínguez","Pass (Live)","Nott'ham Forest","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"57","Emi Buendía","Aston Villa","0.10","0.00","Off Target","21","Right Foot","Free kick","Emi Buendía","Fouled","Morgan Rogers","Pass (Live)","Aston Villa","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"61","Morgan Gibbs-White","Nott'ham Forest","0.40","0.89","Goal","11","Right Foot","","Dilane Bakwa","Pass (Live)","Ola Aina","Pass (Live)","Nott'ham Forest","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
"64","Ola Aina","Nott'ham Forest","0.01","0.03","Saved","34","Right Foot","Deflected","Morgan Gibbs-White","Pass (Live)","Ola Aina","Tackle","Nott'ham Forest","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20"
