"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"1","Vladimír Coufal","Hoffenheim","0.04","0.00","Off Target","17","Right Foot","Volley","Wouter Burger","Pass (Live)","Bazoumana Touré","Pass (Live)","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"3","Grischa Prömel","Hoffenheim","0.04","0.00","Blocked","20","Right Foot","","Fisnik Asllani","Pass (Live)","Bernardo","Pass (Dead)","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"4","Andrej Kramarić","Hoffenheim","0.04","0.00","Off Target","16","Right Foot","Volley","Bernardo","Pass (Live)","Bazoumana Touré","Pass (Live)","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"10","Benedict Hollerbach","Mainz 05","0.18","0.00","Off Target","9","Right Foot","","Lee Jae-sung","Pass (Live)","Phillipp Mwene","Pass (Dead)","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"15","Fisnik Asllani","Hoffenheim","0.09","0.12","Saved","15","Right Foot","","Andrej Kramarić","Pass (Live)","","","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"27","Grischa Prömel","Hoffenheim","0.04","0.00","Off Target","30","Right Foot","","Albian Hajdari","Interception","","","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"29","Benedict Hollerbach","Mainz 05","0.06","0.00","Blocked","17","Left Foot","Volley","Benedict Hollerbach","Pass (Live)","","","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"33","Paul Nebel","Mainz 05","0.11","0.00","Blocked","12","Right Foot","","Nadiem Amiri","Pass (Live)","Benedict Hollerbach","Pass (Live)","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"34","Benedict Hollerbach","Mainz 05","0.03","0.00","Blocked","13","Right Foot","","Phillipp Mwene","Pass (Live)","","","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"41","Andrej Kramarić","Hoffenheim","0.03","0.00","Blocked","25","Right Foot","","Grischa Prömel","Pass (Live)","Grischa Prömel","Take-On","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
