"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Iñaki Williams","9","gh GHA","FW,RW","31-190","78","0","0","0","0","3","1","0","0","31","0","1","0","0.1","0.1","0.1","4","1","13","23","56.5","2","22","2","1","0","/en/players/6a99e0b1/Inaki-Williams","Athletic Club","2","4","8","19","3","31","0.0","1","100.0","102","47","1","0","2","2","21","8","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Roberto Navarro","23","es ESP","LW","23-254","12","0","0","0","0","0","0","0","0","9","0","0","0","0.0","0.0","0.0","1","0","5","8","62.5","1","9","2","1","0","/en/players/c997b942/Roberto-Navarro","Athletic Club","0","0","2","7","1","9","0.0","1","100.0","67","54","1","1","0","0","9","3","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Nico Williams","10","es ESP","LW","23-163","56","0","0","0","0","1","1","1","0","39","2","1","1","0.0","0.0","0.3","2","0","21","26","80.8","1","30","5","5","0","/en/players/afdc14d7/Nico-Williams","Athletic Club","0","1","17","22","2","39","0.0","4","80.0","199","116","1","1","2","1","28","7","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Gorka Guruzeta","11","es ESP","FW","29-101","34","0","0","0","0","1","0","0","0","9","1","0","0","0.1","0.1","0.0","0","0","4","4","100.0","0","5","0","0","0","/en/players/6b5ea2f4/Gorka-Guruzeta","Athletic Club","0","0","4","5","4","9","","0","","9","1","0","0","0","1","5","3","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Álex Berenguer","7","es ESP","RW,LW","30-171","90","1","0","0","0","4","3","0","0","72","1","1","0","0.6","0.6","0.1","3","0","43","61","70.5","3","49","8","3","2","/en/players/dc1c2fce/Alex-Berenguer","Athletic Club","0","3","21","48","8","72","66.7","1","33.3","272","159","2","1","1","1","52","13","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Oihan Sancet","8","es ESP","AM","25-241","90","0","0","0","0","2","0","0","0","55","0","0","0","0.3","0.3","0.0","3","0","37","45","82.2","5","43","5","2","0","/en/players/bdb624a3/Oihan-Sancet","Athletic Club","1","3","25","27","3","55","0.0","2","100.0","282","183","6","0","1","2","44","11","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Mikel Jauregizar","18","es ESP","DM","22-039","90","0","0","0","0","1","0","0","0","77","3","2","2","0.1","0.1","0.0","4","0","47","64","73.4","11","57","0","1","0","/en/players/2f5c78ca/Mikel-Jauregizar","Athletic Club","3","8","50","19","0","77","0.0","0","0.0","219","110","1","0","3","0","53","3","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Iñigo Ruiz de Galarreta","16","es ESP","DM","32-138","56","0","0","0","0","1","0","1","0","43","0","0","1","0.0","0.0","0.0","3","0","25","35","71.4","6","27","0","4","1","/en/players/91f7631f/Inigo-Ruiz-de-Galarreta","Athletic Club","0","3","33","7","0","43","25.0","3","75.0","130","73","0","0","1","2","26","0","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Alejandro Rego","30","es ESP","DM","22-194","34","0","0","0","0","2","1","1","0","28","0","0","0","0.0","0.0","0.0","1","0","19","25","76.0","3","19","0","0","0","/en/players/72e0d609/Alejandro-Rego","Athletic Club","1","3","15","11","0","28","","0","","38","24","1","0","0","0","17","0","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
"Adama Boiro","19","es ESP","LB","23-183","75","0","0","0","0","0","0","0","0","60","1","2","1","0.0","0.0","0.0","0","0","40","47","85.1","4","39","1","3","0","/en/players/e7992f7b/Adama-Boiro","Athletic Club","1","20","30","12","0","60","0.0","3","100.0","214","106","2","0","0","0","34","1","La-Liga","2025-2026","Monday December 22, 2025, 21:00 (venue time) 20:00 (local time)","Athletic Club","Espanyol","https://fbref.com/en/matches/78eae4db/Athletic-Club-Espanyol-December-22-2025-La-Liga","17","San Mamés"
