"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Edmond Tapsoba","12","bf BFA","CB","26-202","90","116","9","43","71","2","1","116","1","1","100.0","0","0.0","87","532","341","0","0","0","2","0","91","0","Bayer Leverkusen","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Jarell Quansah","4","eng ENG","CB","22-206","90","84","7","28","52","4","1","84","1","0","0.0","1","100.0","58","253","123","0","0","0","0","0","58","0","Bayer Leverkusen","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Mark Flekken","1","nl NED","GK","32-071","90","36","29","36","0","0","0","36","0","0","","0","","27","109","45","0","0","0","0","0","19","0","Bayer Leverkusen","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Tim Lemperle","19","de GER","FW","23-199","74","32","3","3","16","13","3","32","0","0","","0","","10","15","10","0","0","0","4","0","20","4","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Alexander Prass","22","at AUT","LW","24-089","16","9","0","1","3","5","1","9","0","0","","0","","3","35","14","1","0","0","0","1","3","2","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Bazoumana Touré","29","ci CIV","LW,RW","19-174","90","30","0","4","9","18","6","30","3","2","66.7","1","33.3","23","215","72","3","2","2","4","2","25","12","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Fisnik Asllani","11","xk KVX","RW,FW","23-015","90","29","0","5","14","10","3","29","1","0","0.0","1","100.0","13","49","20","0","0","0","0","1","21","6","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Andrej Kramarić","27","hr CRO","LM","34-065","90","44","1","14","12","18","2","44","0","0","","0","","19","100","50","2","1","1","1","0","27","2","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Leon Avdullahu","7","xk KVX","CM","21-181","90","64","3","14","44","7","2","64","1","0","0.0","1","100.0","32","160","55","0","0","0","1","0","49","2","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Wouter Burger","18","nl NED","RM","24-188","45","32","1","1","25","6","1","32","0","0","","0","","15","63","21","0","0","0","0","0","27","1","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Umut Tohumcu","17","de GER","RM","21-012","45","22","3","9","10","3","1","22","0","0","","0","","5","68","48","1","0","0","1","0","9","0","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Bernardo","13","br BRA","LB","30-101","90","68","3","19","39","10","0","68","1","1","100.0","0","0.0","22","111","41","0","1","0","0","0","36","0","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Koki Machida","28","jp JPN","CB","27-363","44","43","5","17","25","1","1","43","0","0","","0","","23","73","33","0","0","0","0","0","30","0","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Arthur Chaves","35","br BRA","CB","24-206","46","20","0","14","6","0","0","20","0","0","","0","","6","32","20","0","0","0","0","0","11","0","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Robin Hranáč","2","cz CZE","CB","25-206","74","35","9","18","15","2","1","35","0","0","","0","","11","37","19","0","0","0","0","0","25","0","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Kevin Akpoguma","25","ng NGA","CB","30-126","16","11","3","9","2","0","0","11","0","0","","0","","1","11","0","0","0","0","0","0","2","0","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Vladimír Coufal","34","cz CZE","RB","33-001","87","47","4","17","20","11","1","47","0","0","","0","","16","97","51","2","0","0","1","0","23","1","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Grischa Prömel","6","de GER","RB","30-226","3","6","1","2","3","1","0","6","0","0","","0","","1","12","12","1","0","0","0","0","3","0","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Oliver Baumann","1","de GER","GK","35-082","90","37","24","36","1","0","0","37","0","0","","0","","17","112","77","0","0","0","0","0","21","0","Hoffenheim","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Hoffenheim","https://fbref.com/en/matches/78cc44a5/Bayer-Leverkusen-Hoffenheim-August-23-2025-Bundesliga","1"
"Andrej Ilic","23","rs SRB","FW","25-142","90","35","2","5","14","16","3","35","0","0","","0","","12","30","19","1","0","1","4","1","26","6","Union Berlin","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Stuttgart","https://fbref.com/en/matches/b7adc246/Union-Berlin-Stuttgart-August-23-2025-Bundesliga","1"
"Ilyas Ansah","10","de GER","FW","20-288","75","33","2","4","14","16","3","33","6","3","50.0","3","50.0","16","79","37","3","2","1","3","2","20","5","Union Berlin","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Stuttgart","https://fbref.com/en/matches/b7adc246/Union-Berlin-Stuttgart-August-23-2025-Bundesliga","1"
"Oliver Burke","7","sct SCO","FW","28-138","15","8","0","1","5","2","1","8","2","0","0.0","2","100.0","4","8","0","0","0","0","1","0","6","1","Union Berlin","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Stuttgart","https://fbref.com/en/matches/b7adc246/Union-Berlin-Stuttgart-August-23-2025-Bundesliga","1"
"Janik Haberer","19","de GER","CM","31-143","66","18","1","5","7","6","0","18","2","0","0.0","0","0.0","6","17","2","0","0","0","0","0","6","0","Union Berlin","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Stuttgart","https://fbref.com/en/matches/b7adc246/Union-Berlin-Stuttgart-August-23-2025-Bundesliga","1"
"Alex Král","33","cz CZE","CM","27-096","24","7","2","5","2","1","0","7","0","0","","0","","4","77","58","1","0","0","0","0","3","1","Union Berlin","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Stuttgart","https://fbref.com/en/matches/b7adc246/Union-Berlin-Stuttgart-August-23-2025-Bundesliga","1"
"Rani Khedira","8","de GER","CM","31-208","90","34","6","15","13","6","0","34","0","0","","0","","10","55","25","1","2","0","0","0","9","0","Union Berlin","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Stuttgart","https://fbref.com/en/matches/b7adc246/Union-Berlin-Stuttgart-August-23-2025-Bundesliga","1"
