"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"10","Cameron Puertas","Werder Bremen","0.07","0.15","Saved","23","Right Foot","","Marco Grüll","Pass (Live)","Yukinari Sugawara","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"13","Shuto Machino","Gladbach","0.03","0.00","Off Target","14","Left Foot","","Lukas Ullrich","Pass (Live)","Fabio Chiarodia","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"15","Samuel Mbangula","Werder Bremen","0.05","0.10","Goal","16","Right Foot","","Yukinari Sugawara","Pass (Live)","Jens Stage","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"20","Robin Hack","Gladbach","0.09","0.00","Blocked","14","Right Foot","","Kevin Diks","Pass (Live)","Rocco Reitz","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"26","Jens Stage","Werder Bremen","0.13","0.43","Goal","11","Right Foot","","Samuel Mbangula","Pass (Live)","Romano Schmid","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"30","Nico Elvedi","Gladbach","0.02","0.00","Blocked","14","Head","","Franck Honorat","Pass (Dead)","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"33","Rocco Reitz","Gladbach","0.10","0.00","Blocked","25","Right Foot","Free kick","","Fouled","Franck Honorat","Pass (Dead)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"33","Rocco Reitz","Gladbach","0.01","0.00","Off Target","31","Right Foot","Volley","Rocco Reitz","Shot","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"35","Abdoul Coulibaly","Werder Bremen","0.04","0.00","Off Target","10","Head","","Romano Schmid","Pass (Live)","Cameron Puertas","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"37","Robin Hack","Gladbach","0.05","0.00","Off Target","11","Left Foot","","Gio Reyna","Pass (Live)","Lukas Ullrich","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"39","Robin Hack","Gladbach","0.04","0.00","Off Target","9","Head","","Franck Honorat","Pass (Live)","Kevin Diks","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"40","Cameron Puertas","Werder Bremen","0.05","0.00","Off Target","17","Left Foot","","Marco Grüll","Pass (Live)","Senne Lynen","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"42","Gio Reyna","Gladbach","0.06","0.04","Saved","22","Right Foot","","Shuto Machino","Pass (Live)","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"45","Fabio Chiarodia","Gladbach","0.02","0.00","Off Target","30","Left Foot","","","","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"45+2","Cameron Puertas","Werder Bremen","0.07","0.00","Off Target","24","Right Foot","","Samuel Mbangula","Pass (Live)","Romano Schmid","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"47","Rocco Reitz","Gladbach","0.01","0.00","Off Target","25","Right Foot","","Fabio Chiarodia","Interception","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"54","Gio Reyna","Gladbach","0.06","0.00","Blocked","26","Right Foot","Free kick","Gio Reyna","Fouled","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"56","Yukinari Sugawara","Werder Bremen","0.04","0.00","Blocked","27","Right Foot","","Felix Agu","Pass (Live)","Samuel Mbangula","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"68","Marco Grüll","Werder Bremen","0.12","0.00","Off Target","17","Right Foot","","Romano Schmid","Pass (Live)","Leonardo Bittencourt","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"68","Yukinari Sugawara","Werder Bremen","0.36","0.25","Saved","13","Right Foot","","Romano Schmid","Pass (Live)","Cameron Puertas","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"69","Rocco Reitz","Gladbach","0.20","0.00","Blocked","8","Head","","Shuto Machino","Pass (Live)","Gio Reyna","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"73","Marco Grüll","Werder Bremen","0.05","0.13","Saved","14","Right Foot","","Leonardo Bittencourt","Pass (Live)","Cameron Puertas","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"74","Romano Schmid (pen)","Werder Bremen","0.79","0.84","Goal","13","Right Foot","","Samuel Mbangula","Fouled","Marco Grüll","Shot","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"76","Rocco Reitz","Gladbach","0.02","0.00","Off Target","27","Right Foot","","Kevin Diks","Pass (Live)","Grant Ranos","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"79","Haris Tabakovic","Gladbach","0.32","0.00","Off Target","8","Head","","Kevin Stöger","Pass (Dead)","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"81","Justin Njinmah","Werder Bremen","0.32","0.86","Goal","7","Right Foot","","Victor Boniface","Pass (Live)","Marco Grüll","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"83","Rocco Reitz","Gladbach","0.03","0.00","Blocked","21","Left Foot","","Kevin Stöger","Pass (Live)","","","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"86","Kevin Diks","Gladbach","0.22","0.26","Saved","8","Head","","Kevin Stöger","Pass (Dead)","Rocco Reitz","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"90+1","Shuto Machino","Gladbach","0.06","0.00","Off Target","12","Head","","Kevin Diks","Pass (Live)","Franck Honorat","Pass (Live)","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
"14","Jamie Leweling","Stuttgart","0.03","0.00","Blocked","18","Right Foot","","Chema","Pass (Live)","Lorenz Assignon","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"14","Bilal El Khannouss","Stuttgart","0.01","0.00","Off Target","35","Right Foot","","Angelo Stiller","Pass (Live)","Chema","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"17","Jamie Leweling","Stuttgart","0.01","0.00","Blocked","33","Right Foot","","Bilal El Khannouss","Pass (Live)","Jamie Leweling","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"25","Angelo Stiller (pen)","Stuttgart","0.79","0.80","Saved","13","Left Foot","","Tiago Tomás","Fouled","Tiago Tomás","Take-On","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"28","Angelo Stiller","Stuttgart","0.17","0.62","Saved","11","Left Foot","","Angelo Stiller","Take-On","Jamie Leweling","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"35","Bilal El Khannouss","Stuttgart","0.02","0.00","Blocked","23","Right Foot","Volley","","","","","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"36","Chema","Stuttgart","0.05","0.00","Off Target","10","Head","","Maximilian Mittelstädt","Pass (Live)","Jamie Leweling","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"43","Ermedin Demirović","Stuttgart","0.29","0.84","Goal","5","Right Foot","","Ermedin Demirović","Take-On","Jamie Leweling","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"50","Bilal El Khannouss","Stuttgart","0.10","0.69","Goal","16","Right Foot","","Ermedin Demirović","Pass (Live)","Jamie Leweling","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"52","Louis Oppie","St. Pauli","0.19","0.00","Woodwork","5","Left Foot","Volley","James Sands","Pass (Live)","Joel Fujita","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"52","James Sands","St. Pauli","0.01","0.00","Off Target","13","Right Foot","Volley","Louis Oppie","Shot","","","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"53","Danel Sinani","St. Pauli","0.05","0.00","Blocked","11","Left Foot","","Joel Fujita","Pass (Live)","Danel Sinani","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"54","Mathias Pereira Lage","St. Pauli","0.03","0.13","Saved","16","Right Foot","","Joel Fujita","Pass (Live)","Danel Sinani","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"54","Manolis Saliakas","St. Pauli","0.03","0.00","Blocked","14","Right Foot","","Mathias Pereira Lage","Shot","","","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"56","Ermedin Demirović","Stuttgart","0.29","0.26","Saved","15","Right Foot","","Tiago Tomás","Pass (Live)","Bilal El Khannouss","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"57","Tiago Tomás","Stuttgart","0.04","0.00","Blocked","22","Right Foot","","Maximilian Mittelstädt","Pass (Live)","Julian Chabot","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"71","Oladapo Afolayan","St. Pauli","0.50","0.61","Saved","13","Left Foot","","Joel Fujita","Pass (Live)","Danel Sinani","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"71","Louis Oppie","St. Pauli","0.04","0.00","Blocked","28","Left Foot","","Oladapo Afolayan","Shot","","","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"75","Maximilian Mittelstädt","Stuttgart","0.05","0.00","Off Target","16","Left Foot","","Ermedin Demirović","Pass (Live)","Chema","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
"75","Jamie Leweling","Stuttgart","0.06","0.00","Blocked","22","Right Foot","","Bilal El Khannouss","Pass (Live)","Angelo Stiller","Pass (Live)","Bundesliga","2025-2026","Friday September 19, 2025, 20:30 (venue time) 19:30 (local time)","Stuttgart","St. Pauli","https://fbref.com/en/matches/44d66179/Stuttgart-St-Pauli-September-19-2025-Bundesliga","4"
