"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"7","Tyrhys Dolan","Espanyol","0.08","0.00","Blocked","16","Left Foot","Volley","Carlos Romero","Pass (Live)","Pere Milla","Pass (Live)","Espanyol","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"10","Luka Ilić","Oviedo","0.11","0.11","Saved","12","Right Foot","","Ilyas Chaira","Pass (Live)","","","Oviedo","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"25","Haissem Hassan","Oviedo","0.02","0.00","Off Target","30","Left Foot","","Haissem Hassan","Take-On","Ilyas Chaira","Pass (Live)","Oviedo","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"31","Salomón Rondón","Oviedo","0.03","0.00","Off Target","15","Head","","Santiago Colombatto","Pass (Live)","Rahim Bonkano","Pass (Live)","Oviedo","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"33","Kiké","Espanyol","0.25","0.66","Saved","8","Head","","Carlos Romero","Pass (Live)","Leandro Cabrera","Pass (Live)","Espanyol","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"33","Roberto Férnandez","Espanyol","0.05","0.14","Saved","6","Right Foot","Volley","Kiké","Shot","","","Espanyol","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"35","Santiago Colombatto","Oviedo","0.01","0.00","Off Target","51","Left Foot","","Santiago Colombatto","Tackle","","","Oviedo","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"36","Edu Expósito","Espanyol","0.03","0.00","Blocked","27","Right Foot","","Pol Lozano","Pass (Live)","Rubén","Pass (Dead)","Espanyol","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"36","Kiké","Espanyol","0.05","0.00","Blocked","14","Right Foot","","Edu Expósito","Shot","","","Espanyol","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"37","Roberto Férnandez","Espanyol","0.28","0.37","Saved","3","Right Foot","Volley","Kiké","Pass (Live)","Edu Expósito","Pass (Live)","Espanyol","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"44","Pere Milla","Espanyol","0.10","0.66","Saved","27","Left Foot","Free kick","Pere Milla","Fouled","Pol Lozano","Pass (Live)","Espanyol","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"","","","","","","","","","","","","","","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
"46","Alberto Reina","Oviedo","0.05","0.00","Woodwork","16","Right Foot","","Santiago Colombatto","Pass (Live)","","","Oviedo","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9"
