"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"10","Marius Wolf","Augsburg","0.09","0.00","Blocked","18","Right Foot","","Kristijan Jakić","Pass (Live)","","","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"11","Mert Kömür","Augsburg","0.24","0.00","Off Target","8","Right Foot","","Keven Schlotterbeck","Pass (Live)","Kristijan Jakić","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"11","Elias Saad","Augsburg","0.09","0.00","Blocked","10","Left Foot","","Mert Kömür","Shot","","","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"15","Maximilian Eggestein","Freiburg","0.09","0.00","Blocked","23","Left Foot","","Vincenzo Grifo","Pass (Live)","Lucas Höler","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"16","Philipp Lienhart","Freiburg","0.07","0.00","Off Target","6","Head","","Vincenzo Grifo","Pass (Dead)","Maximilian Eggestein","Shot","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"22","Yuito Suzuki","Freiburg","0.19","0.00","Off Target","9","Left Foot","Volley","Philipp Lienhart","Pass (Live)","Maximilian Eggestein","Pass (Dead)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"24","Vincenzo Grifo","Freiburg","0.07","0.00","Blocked","16","Right Foot","","","","","","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"24","Eren Dinkçi","Freiburg","0.09","0.00","Off Target","15","Right Foot","","Yuito Suzuki","Pass (Live)","Christian Günter","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"27","Kristijan Jakić","Augsburg","0.08","0.00","Blocked","18","Left Foot","","Dimitris Giannoulis","Pass (Live)","","","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"32","Dimitris Giannoulis","Augsburg","0.09","0.19","Goal","18","Left Foot","Deflected","Elias Saad","Pass (Live)","Kristijan Jakić","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"39","Lucas Höler","Freiburg","0.36","0.61","Saved","14","Right Foot","","Johan Manzambi","Pass (Live)","Philipp Lienhart","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"39","Yuito Suzuki","Freiburg","0.41","0.00","Off Target","12","Left Foot","","Maximilian Eggestein","Pass (Live)","Lucas Höler","Shot","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"42","Chrislain Matsima","Augsburg","0.18","0.75","Goal","6","Head","","Mert Kömür","Pass (Dead)","","","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"45","Dimitris Giannoulis","Augsburg","0.03","0.00","Blocked","22","Left Foot","","","","","","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"45+1","Eren Dinkçi","Freiburg","0.09","0.00","Blocked","12","Right Foot","","Yuito Suzuki","Pass (Live)","Eren Dinkçi","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"45+2","Marius Wolf","Augsburg","0.20","0.70","Goal","12","Right Foot","","","","","","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"50","Yuito Suzuki","Freiburg","0.05","0.00","Blocked","13","Right Foot","","Vincenzo Grifo","Pass (Live)","Lucas Höler","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"51","Johan Manzambi","Freiburg","0.09","0.00","Off Target","7","Head","","Christian Günter","Pass (Dead)","Yuito Suzuki","Shot","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"52","Kristijan Jakić","Augsburg","0.02","0.27","Saved","29","Right Foot","","Chrislain Matsima","Pass (Live)","Chrislain Matsima","Interception","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"54","Robin Fellhauer","Augsburg","0.11","0.00","Off Target","8","Head","","Marius Wolf","Pass (Live)","Mert Kömür","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"58","Vincenzo Grifo (pen)","Freiburg","0.79","0.99","Goal","13","Right Foot","","","Fouled","Yuito Suzuki","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"62","Lukas Kübler","Freiburg","0.03","0.00","Blocked","21","Left Foot","Volley","Johan Manzambi","Fouled","Vincenzo Grifo","Pass (Live)","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
