"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Said El Mala","13","de GER","FW,LW","19-102","81","24","1","1","9","15","3","24","2","0","0.0","2","100.0","17","143","54","2","3","2","4","1","18","6","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Linton Maina","37","de GER","LW","26-166","9","4","0","0","1","3","1","4","0","0","","0","","4","55","10","0","0","1","0","2","4","2","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Marius Bülter","30","de GER","LW,FW","32-252","72","30","1","1","19","10","2","30","0","0","","0","","23","121","45","3","0","1","4","0","27","8","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Ragnar Ache","9","de GER","FW","27-131","18","14","0","0","6","8","2","14","3","2","66.7","1","33.3","9","35","23","1","1","0","1","4","13","1","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Luca Waldschmidt","7","de GER","RW","29-201","87","37","1","6","20","12","1","37","2","1","50.0","1","50.0","22","184","66","2","2","0","1","0","26","4","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Kristoffer Lund","32","us USA","CB","23-206","3","1","0","0","1","0","0","1","0","0","","0","","0","0","0","0","0","0","0","0","0","0","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Jakub Kamiński","16","pl POL","LM","23-184","90","79","2","12","46","21","0","79","1","0","0.0","1","100.0","46","267","144","4","2","0","1","0","49","8","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Denis Huseinbasic","8","ba BIH","CM","24-156","72","62","1","6","51","5","0","62","1","1","100.0","0","0.0","50","311","146","3","1","0","2","0","54","1","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Ísak Jóhannesson","18","is ISL","CM","22-258","18","21","1","5","13","4","1","21","1","0","0.0","1","100.0","13","106","41","3","0","1","0","0","13","0","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"Tom Krauß","5","de GER","CM","24-167","81","59","2","7","47","7","0","59","0","0","","0","","41","187","104","1","1","0","0","0","40","0","Köln","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
