"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Lucas Höler","9","de GER","FW","31-044","90","42","2","3","23","17","5","42","0","0","","0","","20","73","20","0","0","0","4","1","30","10","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Vincenzo Grifo","32","it ITA","LW","32-138","90","51","0","4","27","20","4","50","3","3","100.0","0","0.0","24","161","87","1","1","1","1","0","28","8","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Eren Dinkçi","18","de GER","RW","23-253","59","40","2","12","15","13","2","40","1","0","0.0","1","100.0","21","82","27","0","0","0","2","2","26","4","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Cyriaque Irié","22","bf BFA","RW","20-064","31","21","0","5","6","10","1","21","3","1","33.3","2","66.7","10","79","17","0","0","0","1","2","14","6","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Yuito Suzuki","14","jp JPN","AM","23-302","69","29","1","5","13","12","6","29","0","0","","0","","16","65","33","3","1","2","3","2","20","7","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Merlin Röhl","34","de GER","AM","23-049","21","10","0","1","4","5","1","10","0","0","","0","","5","77","54","1","1","0","0","0","7","0","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Johan Manzambi","44","ch SUI","DM","19-313","80","66","4","10","45","12","3","66","2","2","100.0","0","0.0","33","252","122","3","2","0","4","1","42","2","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Derry Scherhant","7","de GER","DM","22-286","10","5","0","1","1","3","1","5","2","0","0.0","2","100.0","4","14","3","0","0","0","1","0","3","1","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Maximilian Eggestein","8","de GER","DM","28-258","90","67","2","16","39","12","2","67","2","1","50.0","1","50.0","30","194","100","2","1","1","4","0","38","2","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Christian Günter","30","de GER","LB","32-176","80","33","2","12","10","11","1","33","0","0","","0","","11","44","13","0","1","0","2","0","12","3","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
"Jordy Makengo","33","fr FRA","LB","24-020","10","16","1","5","7","4","0","16","0","0","","0","","7","26","17","0","0","0","0","0","10","1","Freiburg","Bundesliga","2025-2026","Saturday August 23, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","Augsburg","https://fbref.com/en/matches/88a38ef6/Freiburg-Augsburg-August-23-2025-Bundesliga","1"
