"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"3","Ryan Longman","Wrexham","0.04","0.00","Blocked","27","Left Foot","","Oliver Rathbone","Pass (Live)","Lewis O'Brien","Pass (Live)","Wrexham","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"6","Matty Litherland","Blackburn","0.03","0.00","Off Target","18","Left Foot","Volley","Ryan Hedges","Pass (Live)","Yuki Ohashi","Pass (Live)","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"10","Yuki Ohashi","Blackburn","0.07","0.00","Blocked","16","Right Foot","","Todd Cantwell","Pass (Live)","Sondre Tronstad","Pass (Live)","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"11","Sam Smith","Wrexham","0.08","0.56","Goal","20","Left Foot","","Matty James","Pass (Live)","Dan Scarr","Pass (Live)","Wrexham","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"13","Oliver Rathbone","Wrexham","0.09","0.00","Off Target","13","Left Foot","","Sam Smith","Pass (Live)","Callum Doyle","Pass (Dead)","Wrexham","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"21","Sam Smith","Wrexham","0.18","0.00","Off Target","7","Left Foot","","Ryan Longman","Pass (Live)","Oliver Rathbone","Pass (Live)","Wrexham","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"26","Moussa Baradji","Blackburn","0.02","0.00","Blocked","26","Right Foot","Volley","","","","","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"27","Todd Cantwell","Blackburn","0.08","0.00","Blocked","22","Right Foot","Free kick","","Fouled","Moussa Baradji","Shot","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"27","Todd Cantwell","Blackburn","0.04","0.00","Off Target","22","Left Foot","Volley","Todd Cantwell","Shot","","","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"38","Dan Scarr","Wrexham","0.01","0.00","Off Target","16","Head","","Oliver Rathbone","Fouled","George Dobson","Pass (Live)","Wrexham","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"38","Oliver Rathbone","Wrexham","0.04","0.29","Goal","10","Right Foot","Volley","Dan Scarr","Shot","","","Wrexham","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"40","Sondre Tronstad","Blackburn","0.06","0.00","Blocked","19","Right Foot","Volley","Lewis Miller","Pass (Dead)","Axel Henriksson","Pass (Live)","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"45+2","Sean McLoughlin","Blackburn","0.08","0.00","Blocked","14","Left Foot","","Moussa Baradji","Pass (Live)","","","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"","","","","","","","","","","","","","","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"56","Moussa Baradji","Blackburn","0.05","0.00","Blocked","14","Right Foot","Volley","Axel Henriksson","Pass (Live)","","","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"57","Lewis O'Brien","Wrexham","0.22","0.22","Saved","17","Left Foot","","Sam Smith","Pass (Live)","Oliver Rathbone","Pass (Live)","Wrexham","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"65","Moussa Baradji","Blackburn","0.03","0.00","Off Target","31","Left Foot","","Yuki Ohashi","Pass (Live)","Moussa Baradji","Pass (Live)","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"66","Yuki Ohashi","Blackburn","0.05","0.00","Blocked","13","Left Foot","Deflected","Yuki Ohashi","Take-On","Moussa Baradji","Pass (Live)","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"85","Yuki Ohashi","Blackburn","0.10","0.00","Off Target","11","Left Foot","","George Pratt","Pass (Live)","Sean McLoughlin","Pass (Live)","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"86","Moussa Baradji","Blackburn","0.05","0.01","Saved","11","Head","","Todd Cantwell","Pass (Live)","Sondre Tronstad","Pass (Live)","Blackburn","Championship","2025-2026","Thursday January 1, 2026, 12:30 (venue time)","Blackburn Rovers","Wrexham","https://fbref.com/en/matches/07eefc14/Blackburn-Rovers-Wrexham-January-1-2026-Championship","25"
"2","Ryan Leonard","Millwall","0.18","0.00","Blocked","10","Right Foot","","Alfie Doughty","Pass (Dead)","","","Millwall","Championship","2025-2026","Thursday January 1, 2026, 15:00 (venue time)","Southampton","Millwall","https://fbref.com/en/matches/b8ca4e01/Southampton-Millwall-January-1-2026-Championship","25"
