"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"39","Ciaron Brown","Oxford United","0.07","0.56","Saved","10","Head","","Will Vaulks","Pass (Dead)","Hidde ter Avest","Pass (Live)","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"39","Michał Helik","Oxford United","0.26","0.00","Blocked","5","Head","","Ciaron Brown","Shot","","","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"39","Ciaron Brown","Oxford United","0.06","0.00","Blocked","12","Head","","Michał Helik","Shot","","","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"39","Ciaron Brown","Oxford United","0.12","0.00","Blocked","10","Left Foot","","Ciaron Brown","Shot","","","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"39","Ciaron Brown","Oxford United","0.05","0.00","Off Target","6","Head","","Brian De Keersmaecker","Pass (Dead)","Ciaron Brown","Shot","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"40","Ciaron Brown","Oxford United","0.14","0.52","Saved","4","Head","","Brian De Keersmaecker","Pass (Dead)","Ciaron Brown","Shot","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"","","","","","","","","","","","","","","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"49","Daniel Jebbison","Preston","0.15","0.25","Goal","7","Right Foot","","Alfie Devine","Pass (Live)","Lewis Dobbin","Pass (Live)","Preston","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"52","Michał Helik","Oxford United","0.03","0.00","Blocked","9","Head","","Will Vaulks","Pass (Dead)","","","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"52","Brian De Keersmaecker","Oxford United","0.02","0.00","Off Target","30","Right Foot","","Will Vaulks","Pass (Live)","Michał Helik","Shot","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"53","Alfie Devine","Preston","0.02","0.00","Blocked","31","Right Foot","","","","","","Preston","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"53","Brian De Keersmaecker","Oxford United","0.07","0.41","Goal","20","Left Foot","","Brian De Keersmaecker","Take-On","Nik Prelec","Pass (Live)","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"58","Greg Leigh","Oxford United","0.05","0.00","Blocked","19","Left Foot","Volley","Will Vaulks","Pass (Live)","Will Lankshear","Pass (Live)","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"59","Will Vaulks","Oxford United","0.05","0.11","Saved","23","Right Foot","Volley","Michał Helik","Pass (Live)","Brian De Keersmaecker","Pass (Live)","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"63","Ole Romeny","Oxford United","0.03","0.30","Saved","17","Left Foot","Deflected, Volley","","","","","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"66","Nik Prelec","Oxford United","0.03","0.00","Blocked","10","Head","","Will Vaulks","Pass (Live)","","","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"69","Will Lankshear","Oxford United","0.22","0.00","Woodwork","8","Head","","Stanley Mills","Pass (Live)","Brian De Keersmaecker","Pass (Live)","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"74","Tyler Goodhram","Oxford United","0.08","0.00","Blocked","16","Right Foot","Volley","Greg Leigh","Pass (Live)","Tyler Goodhram","Pass (Live)","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"80","Ciaron Brown","Oxford United","0.06","0.00","Off Target","22","Right Foot","","Mark Harris","Pass (Live)","Tom Bradshaw","Fouled","Oxford United","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"89","Stefán Þórðarson","Preston","0.00","0.00","Off Target","29","Right Foot","Volley","Mads Frøkjær-Jensen","Pass (Live)","Stefán Þórðarson","Fouled","Preston","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Oxford United","Preston North End","https://fbref.com/en/matches/3cff1a49/Oxford-United-Preston-North-End-December-13-2025-Championship","21"
"2","Róbert Boženík","Stoke City","0.04","0.06","Saved","25","Right Foot","","Junior Tchamadeu","Pass (Live)","","","Stoke City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"5","Marko Stamenic","Swansea City","0.02","0.01","Saved","15","Head","","Eom Jisung","Pass (Dead)","Josh Tymon","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"9","Ben Wilmot","Stoke City","0.07","0.00","Off Target","12","Left Foot","","Million Manhoef","Pass (Live)","Bae Junho","Pass (Live)","Stoke City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"11","Josh Tymon","Swansea City","0.05","0.00","Off Target","24","Left Foot","","Eom Jisung","Pass (Live)","Gonçalo Franco","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"13","Cameron Burgess","Swansea City","0.05","0.00","Blocked","11","Head","","Josh Tymon","Pass (Dead)","Josh Tymon","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"13","Cameron Burgess","Swansea City","0.05","0.00","Blocked","10","Head","","Cameron Burgess","Shot","","","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"20","Žan Vipotnik","Swansea City","0.30","0.35","Saved","9","Left Foot","","Eom Jisung","Pass (Live)","Cameron Burgess","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"23","Eom Jisung","Swansea City","0.04","0.00","Off Target","17","Right Foot","Volley","Liam Cullen","Pass (Live)","","","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"28","Cameron Burgess","Swansea City","0.02","0.03","Saved","14","Head","","Josh Tymon","Pass (Dead)","Marko Stamenic","Take-On","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"28","Liam Cullen","Swansea City","0.20","0.00","Blocked","7","Right Foot","","Cameron Burgess","Shot","","","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"33","Róbert Boženík","Stoke City","0.05","0.00","Off Target","12","Head","","Eric Bocat","Pass (Live)","Eric Bocat","Take-On","Stoke City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"42","Ben Pearson","Stoke City","0.03","0.08","Goal","29","Right Foot","","Million Manhoef","Interception","","","Stoke City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"","","","","","","","","","","","","","","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"47","Bae Junho","Stoke City","0.10","0.00","Off Target","9","Head","","Tatsuki Seko","Pass (Live)","Junior Tchamadeu","Pass (Live)","Stoke City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"60","Sorba Thomas","Stoke City","0.14","0.79","Goal","13","Right Foot","","Bae Junho","Pass (Live)","Million Manhoef","Pass (Live)","Stoke City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"64","Million Manhoef","Stoke City","0.02","0.17","Saved","15","Left Foot","","Million Manhoef","Take-On","Ben Pearson","Pass (Live)","Stoke City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"66","Zeidane Inoussa","Swansea City","0.02","0.11","Saved","21","Left Foot","","Josh Key","Pass (Live)","Gonçalo Franco","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"67","Bae Junho","Stoke City","0.02","0.02","Saved","18","Right Foot","","Sorba Thomas","Pass (Live)","Bae Junho","Pass (Live)","Stoke City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"77","Žan Vipotnik","Swansea City","0.31","0.19","Goal","15","Right Foot","","Melker Widell","Pass (Live)","Ethan Galbraith","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"79","Žan Vipotnik","Swansea City","0.02","0.00","Off Target","32","Right Foot","","Ben Cabango","Pass (Live)","Cameron Burgess","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"90","Ethan Galbraith","Swansea City","0.06","0.00","Blocked","25","Right Foot","","Josh Tymon","Pass (Dead)","Ethan Galbraith","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"90","Zeidane Inoussa","Swansea City","0.03","0.00","Blocked","13","Right Foot","","Josh Key","Pass (Live)","","","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"90+5","Cameron Burgess","Swansea City","0.10","0.00","Off Target","20","Left Foot","","Zeidane Inoussa","Pass (Live)","Ethan Galbraith","Pass (Live)","Swansea City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Stoke City","Swansea City","https://fbref.com/en/matches/b37fe248/Stoke-City-Swansea-City-December-13-2025-Championship","21"
"2","Léo Scienza","Southampton","0.11","0.00","Woodwork","27","Right Foot","Free kick","Léo Scienza","Fouled","Finn Azaz","Pass (Live)","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"2","Flynn Downes","Southampton","0.56","0.37","Saved","5","Head","","Léo Scienza","Shot","","","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"5","Amankwah Forson","Norwich City","0.04","0.06","Saved","27","Left Foot","","Pelle Mattsson","Pass (Live)","Jacob Wright","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"7","Finn Azaz","Southampton","0.07","0.00","Blocked","10","Right Foot","","Finn Azaz","Take-On","Léo Scienza","Pass (Dead)","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"7","Nathan Wood-Gordon","Southampton","0.05","0.00","Off Target","14","Right Foot","","Finn Azaz","Shot","","","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"10","Finn Azaz","Southampton","0.02","0.00","Off Target","38","Right Foot","","Finn Azaz","Pass (Live)","Flynn Downes","Pass (Live)","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"16","Benjamin Chrisene","Norwich City","0.02","0.00","Off Target","27","Left Foot","","Amankwah Forson","Pass (Live)","Kellen Fisher","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"18","Amankwah Forson","Norwich City","0.05","0.00","Off Target","25","Left Foot","","Kenny McLean","Pass (Live)","Pelle Mattsson","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"19","Jacob Wright","Norwich City","0.13","0.00","Blocked","17","Left Foot","","Jovon Makama","Pass (Live)","Jacob Wright","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"27","Adam Armstrong (pen)","Southampton","0.79","0.78","Saved","13","Right Foot","","Léo Scienza","Fouled","Finn Azaz","Pass (Live)","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"27","Nathan Wood-Gordon","Southampton","0.04","0.00","Blocked","8","Head","","Ryan Manning","Pass (Dead)","Adam Armstrong","Shot","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"30","Adam Armstrong","Southampton","0.04","0.00","Off Target","12","Right Foot","Volley","Ryan Fraser","Pass (Live)","Léo Scienza","Fouled","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"39","Jovon Makama","Norwich City","0.11","0.00","Woodwork","13","Left Foot","","Oscar Schwartau","Pass (Live)","Kenny McLean","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"44","Léo Scienza","Southampton","0.02","0.00","Off Target","32","Right Foot","","Caspar Jander","Pass (Live)","Caspar Jander","Take-On","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"","","","","","","","","","","","","","","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"47","Amankwah Forson","Norwich City","0.07","0.00","Blocked","25","Left Foot","","Oscar Schwartau","Pass (Live)","Kenny McLean","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"47","Amankwah Forson","Norwich City","0.04","0.00","Off Target","15","Right Foot","","Amankwah Forson","Shot","","","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"48","Harry Darling","Norwich City","0.02","0.00","Blocked","15","Head","","Jacob Wright","Pass (Dead)","Oscar Schwartau","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"48","Jovon Makama","Norwich City","0.28","0.88","Goal","6","Right Foot","","Jacob Wright","Pass (Live)","Pelle Mattsson","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"51","Jacob Wright","Norwich City","0.04","0.00","Blocked","29","Right Foot","","Ruairi Mcconville","Pass (Live)","Pelle Mattsson","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"52","Amankwah Forson","Norwich City","0.02","0.00","Off Target","22","Left Foot","","Jacob Wright","Shot","","","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"53","Pelle Mattsson","Norwich City","0.01","0.01","Saved","29","Right Foot","Volley","Pelle Mattsson","Take-On","Ruairi Mcconville","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"57","Ryan Manning","Southampton","0.03","0.04","Goal","28","Left Foot","","Léo Scienza","Interception","","","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"59","Adam Armstrong","Southampton","0.32","0.22","Saved","13","Right Foot","","Finn Azaz","Pass (Live)","Flynn Downes","Tackle","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"61","Harry Darling","Norwich City","0.04","0.00","Blocked","12","Head","Deflected","Jacob Wright","Pass (Live)","Kellen Fisher","Pass (Live)","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"61","Jovon Makama","Norwich City","0.31","0.49","Goal","4","Right Foot","","Harry Darling","Shot","","","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"79","Ryan Manning","Southampton","0.02","0.00","Off Target","26","Right Foot","","Flynn Downes","Fouled","Taylor Harwood-Bellis","Pass (Live)","Southampton","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"81","Emiliano Marcondes","Norwich City","0.12","0.00","Blocked","15","Right Foot","","Emiliano Marcondes","Pass (Live)","","","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
"89","Emiliano Marcondes","Norwich City","0.05","0.07","Saved","18","Left Foot","","","","","","Norwich City","Championship","2025-2026","Saturday December 13, 2025, 12:30 (venue time)","Norwich City","Southampton","https://fbref.com/en/matches/302c233c/Norwich-City-Southampton-December-13-2025-Championship","21"
