"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Sael Kumbedi","26","fr FRA","RB","20-221","90","69","2","22","32","15","0","69","3","1","33.3","2","66.7","38","117","52","0","1","0","2","3","40","2","Wolfsburg","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Kamil Grabara","1","pl POL","GK","26-298","90","47","35","46","1","0","0","47","0","0","","0","","32","129","64","0","0","0","0","0","25","0","Wolfsburg","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Tim Lemperle","19","de GER","FW","23-270","74","33","0","0","10","23","4","33","0","0","","0","","18","43","20","0","0","0","4","1","20","7","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Ihlas Bebou","9","tg TOG","FW","31-193","16","11","0","0","3","8","2","11","0","0","","0","","9","52","17","1","1","0","3","1","11","3","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Fisnik Asllani","11","xk KVX","FW","23-086","45","21","0","3","10","10","4","21","2","1","50.0","1","50.0","14","58","33","0","0","0","2","1","17","3","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Andrej Kramarić","27","hr CRO","FW","34-136","45","29","0","2","12","15","0","29","0","0","","0","","20","126","73","2","1","0","0","0","24","2","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Wouter Burger","18","nl NED","DM","24-259","90","54","3","12","23","19","4","54","0","0","","0","","21","62","22","0","0","0","3","0","36","6","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Leon Avdullahu","7","xk KVX","DM","21-252","90","57","3","17","34","7","0","57","0","0","","0","","27","116","32","0","1","0","1","0","39","0","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Grischa Prömel","6","de GER","DM","30-297","82","43","3","8","26","9","2","43","0","0","","0","","20","72","18","0","0","0","1","2","31","3","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Alexander Prass","22","at AUT","DM","24-160","8","4","0","2","2","1","0","4","0","0","","0","","1","1","1","0","0","0","0","0","2","0","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Bazoumana Touré","29","ci CIV","WB","19-245","62","26","0","3","9","15","2","26","2","1","50.0","1","50.0","14","80","25","1","1","0","4","2","17","8","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Max Moerstedt","33","de GER","WB","19-291","28","14","0","2","8","5","0","14","1","1","100.0","0","0.0","6","28","21","0","0","0","0","1","8","2","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Vladimír Coufal","34","cz CZE","WB","33-072","90","71","3","14","30","27","1","71","0","0","","0","","32","136","39","1","5","0","2","0","39","8","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Bernardo","13","br BRA","CB","30-172","90","59","5","22","33","5","0","59","0","0","","0","","23","67","33","0","0","0","0","0","27","0","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Albian Hajdari","21","xk KVX","CB","22-168","45","48","8","31","17","0","0","48","0","0","","0","","27","177","104","1","0","0","1","0","28","0","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Ozan Kabak","5","tr TUR","CB","25-222","45","33","2","19","12","2","2","33","0","0","","0","","12","41","10","0","0","0","0","1","20","0","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Robin Hranáč","2","cz CZE","CB","25-277","90","66","4","40","26","1","0","66","0","0","","0","","35","125","59","0","0","0","0","0","48","0","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Oliver Baumann","1","de GER","GK","35-153","90","56","48","56","0","0","0","56","0","0","","0","","31","108","28","0","0","0","0","0","32","0","Hoffenheim","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"Keke Topp","9","de GER","FW","21-227","64","23","0","0","11","12","4","23","2","1","50.0","1","50.0","16","75","5","0","0","0","3","2","19","6","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Samuel Mbangula","7","be BEL","LW","21-295","26","14","0","1","2","11","1","14","0","0","","0","","9","65","6","0","0","0","1","0","10","3","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Marco Grüll","17","at AUT","LW,RW","27-124","85","64","1","2","17","45","3","64","3","3","100.0","0","0.0","31","200","121","5","5","1","2","0","44","11","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Leonardo Bittencourt","10","de GER","DM","31-323","5","6","1","2","3","1","0","6","0","0","","0","","3","2","2","0","0","0","0","0","3","0","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Justin Njinmah","11","de GER","RW","24-357","65","27","0","1","7","19","4","27","2","2","100.0","0","0.0","19","165","97","4","2","1","2","1","24","10","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Victor Boniface","44","ng NGA","FW","24-319","25","9","0","0","3","7","5","9","2","2","100.0","0","0.0","4","55","51","2","1","1","0","0","8","1","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Romano Schmid","20","at AUT","AM","25-284","90","89","1","4","27","60","2","89","0","0","","0","","50","202","112","3","8","0","3","1","62","14","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Senne Lynen","14","be BEL","DM","26-261","85","70","2","8","48","14","0","70","0","0","","0","","33","168","88","1","1","0","1","0","42","1","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Cameron Puertas","18","ch SUI","RW","27-081","5","6","0","0","1","5","2","6","0","0","","0","","4","11","8","0","0","0","0","0","4","3","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Jens Stage","6","dk DEN","DM","28-364","90","66","1","13","34","19","2","66","0","0","","0","","33","115","26","0","0","0","0","0","44","1","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Marco Friedl","32","at AUT","LB,CB","27-236","90","80","4","14","40","26","0","80","0","0","","0","","40","189","128","3","2","0","1","0","49","8","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Abdoul Coulibaly","31","de GER","CB","18-168","79","73","2","22","51","0","0","73","0","0","","0","","47","134","71","0","0","0","1","0","53","0","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Isaac Schmidt","23","ch SUI","LB","25-335","11","14","0","3","4","7","0","14","1","0","0.0","1","100.0","7","37","28","1","1","0","0","0","8","2","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Amos Pieper","5","de GER","CB","27-294","90","109","7","33","67","9","2","109","0","0","","0","","67","257","172","0","2","0","3","0","80","0","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Yukinari Sugawara","3","jp JPN","RB","25-132","90","81","1","10","30","42","3","81","0","0","","0","","45","255","150","4","3","1","2","1","59","8","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Mio Backhaus","30","de GER","GK","21-205","90","27","18","27","0","0","0","27","0","0","","0","","20","80","39","0","0","0","0","0","17","0","Werder Bremen","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Mohamed Amoura","9","dz ALG","FW","25-182","79","14","0","1","8","5","0","14","1","0","0.0","1","100.0","8","15","8","0","0","0","1","1","9","2","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Jonas Wind","23","dk DEN","FW,AM","26-273","11","3","0","1","2","0","0","3","0","0","","0","","2","8","2","0","0","0","0","0","2","0","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Mattias Svanberg","32","se SWE","LW","26-306","66","37","3","10","12","15","3","37","3","1","33.3","2","66.7","26","103","43","2","2","1","4","1","25","5","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Patrick Wimmer","39","at AUT","LW","24-161","24","12","0","5","6","2","0","12","0","0","","0","","6","21","6","0","0","0","1","1","7","1","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Adam Daghim","11","dk DEN","RW","20-040","86","39","0","6","13","20","5","39","0","0","","0","","32","177","111","5","4","2","4","2","31","9","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Andreas Skov Olsen","7","dk DEN","RW","25-313","4","5","0","0","1","4","1","5","0","0","","0","","4","15","0","0","0","0","1","0","4","2","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Christian Eriksen","24","dk DEN","AM","33-266","86","58","2","16","26","16","1","58","2","1","50.0","1","50.0","35","100","30","0","1","0","1","2","32","1","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Dženan Pejčinović","17","de GER","AM,FW","20-265","4","3","0","1","1","1","0","3","0","0","","0","","1","0","0","0","0","0","0","0","0","0","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Vinicius Souza","5","br BRA","DM","26-143","90","54","6","17","27","10","1","54","2","1","50.0","0","0.0","29","135","60","1","3","0","0","1","30","0","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Maximilian Arnold","27","de GER","DM","31-164","90","63","7","18","38","7","0","63","0","0","","0","","33","72","12","0","0","0","0","2","38","1","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Aaron Zehnter","25","de GER","LB","21-007","90","64","5","24","24","16","0","64","0","0","","0","","38","151","80","2","1","0","0","0","39","3","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Moritz Jenz","15","de GER","CB","26-191","90","53","18","30","22","1","0","53","0","0","","0","","25","75","27","0","0","0","0","0","27","0","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Jenson Seelt","14","nl NED","CB","22-168","90","47","8","27","18","2","0","47","0","0","","0","","26","89","19","0","0","0","3","0","30","0","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Sael Kumbedi","26","fr FRA","RB","20-226","90","51","7","22","20","9","1","51","0","0","","0","","29","57","23","0","0","0","1","1","27","1","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Kamil Grabara","1","pl POL","GK","26-303","90","55","42","55","0","0","0","55","0","0","","0","","38","167","92","0","0","0","0","0","30","0","Wolfsburg","Bundesliga","2025-2026","Friday November 7, 2025, 20:30 (venue time) 19:30 (local time)","Werder Bremen","Wolfsburg","https://fbref.com/en/matches/42691ed8/Werder-Bremen-Wolfsburg-November-7-2025-Bundesliga","10"
"Ilyas Ansah","10","de GER","FW","21-000","77","25","1","6","9","11","3","25","2","0","0.0","1","50.0","14","66","29","1","0","0","3","2","18","3","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
"Tim Skarke","21","de GER","FW","29-062","13","6","0","0","5","2","0","6","1","0","0.0","1","100.0","4","51","0","0","1","0","1","0","2","2","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
"Oliver Burke","7","sct SCO","FW","28-215","77","13","0","1","4","8","1","13","0","0","","0","","9","63","13","0","0","0","2","3","11","4","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
"Jeong Woo-yeong","11","kr KOR","FW","26-049","13","4","1","2","0","2","0","4","0","0","","0","","0","0","0","0","0","0","0","0","1","0","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
"Rani Khedira","8","de GER","CM","31-285","90","27","2","7","15","5","0","27","0","0","","0","","9","56","35","2","1","0","1","0","9","3","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
"Aljoscha Kemlein","6","de GER","CM","21-098","69","37","2","5","21","11","0","37","0","0","","0","","9","48","19","1","2","0","1","1","14","2","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
"Alex Král","33","cz CZE","CM","27-173","21","8","2","3","5","0","0","8","0","0","","0","","4","10","4","0","0","0","0","0","3","0","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
"András Schäfer","13","hu HUN","CM","26-209","90","41","4","7","22","12","2","41","2","1","50.0","1","50.0","11","28","4","0","0","0","4","0","14","2","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
"Tom Rothe","15","de GER","WB","21-010","78","58","0","8","26","24","2","58","1","1","100.0","0","0.0","10","85","35","2","1","0","4","1","23","4","Union Berlin","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Bayern Munich","https://fbref.com/en/matches/4ceaf237/Union-Berlin-Bayern-Munich-November-8-2025-Bundesliga","10"
