"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"1","Kevin De Bruyne","Napoli","0.10","0.00","Off Target","17","Right Foot","Volley","Amir Rrahmani","Pass (Live)","Juan Jesus","Pass (Live)","Napoli","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"12","Amir Rrahmani","Napoli","0.18","0.00","Off Target","10","Left Foot","","Kevin De Bruyne","Pass (Live)","Lorenzo Lucca","Pass (Live)","Napoli","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"15","Matteo Politano","Napoli","0.03","0.00","Blocked","20","Left Foot","","Amir Rrahmani","Pass (Live)","Lorenzo Lucca","Pass (Live)","Napoli","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"17","Scott McTominay","Napoli","0.14","0.60","Goal","10","Head","","Matteo Politano","Pass (Live)","Andre-Frank Zambo Anguissa","Pass (Live)","Napoli","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"22","Scott McTominay","Napoli","0.03","0.03","Saved","30","Right Foot","","","","","","Napoli","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"43","Josh Doig","Sassuolo","0.02","0.03","Saved","23","Left Foot","","Daniel Boloca","Pass (Live)","Daniel Boloca","Interception","Sassuolo","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"45+1","Scott McTominay","Napoli","0.04","0.00","Woodwork","25","Right Foot","","","","","","Napoli","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"","","","","","","","","","","","","","","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"50","Kevin De Bruyne","Napoli","0.06","0.00","Blocked","29","Right Foot","Free kick","Lorenzo Lucca","Fouled","Lorenzo Lucca","Take-On","Napoli","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
"53","Domenico Berardi","Sassuolo","0.02","0.00","Off Target","16","Left Foot","","Josh Doig","Pass (Live)","Daniel Boloca","Pass (Live)","Sassuolo","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1"
