"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Francesco Camarda","22","it ITA","FW","17-277","66","0","0","0","0","3","0","0","0","23","0","0","1","0.3","0.3","0.6","4","0","8","13","61.5","0","14","1","1","0","/en/players/1956a64b/Francesco-Camarda","Lecce","0","1","11","12","5","23","0.0","1","100.0","52","31","1","0","4","0","16","1","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Nikola Štulić","9","rs SRB","FW","24-095","24","1","0","0","0","3","1","0","0","5","0","0","0","0.5","0.5","0.0","0","0","1","2","50.0","0","1","0","0","0","/en/players/557ada13/Nikola-Stulic","Lecce","0","0","1","4","3","5","","0","","1","0","0","0","0","0","5","0","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Riccardo Sottil","23","it ITA","LM,RM","26-192","73","0","0","0","0","3","0","0","0","51","1","0","0","0.0","0.0","0.5","9","0","29","38","76.3","2","29","4","2","0","/en/players/94816803/Riccardo-Sottil","Lecce","0","4","16","32","3","51","0.0","2","100.0","185","79","1","0","2","2","34","4","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Tete Morente","7","es ESP","RM","29-008","17","0","0","0","0","0","0","1","0","8","1","0","0","0.0","0.0","0.2","1","0","4","6","66.7","0","2","1","1","0","/en/players/004d185e/Tete-Morente","Lecce","0","1","3","5","0","8","0.0","1","100.0","18","9","1","0","0","0","1","1","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Lassana Coulibaly","29","ml MLI","CM","29-246","90","0","0","0","0","2","0","0","0","38","0","0","1","0.3","0.3","0.0","4","1","20","25","80.0","2","18","2","4","1","/en/players/85a44ecc/Lassana-Coulibaly","Lecce","2","4","20","15","5","38","25.0","3","75.0","100","54","1","0","2","0","19","4","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Medon Berisha","10","al ALB","CM","22-052","10","0","0","0","0","0","0","0","0","6","0","0","0","0.0","0.0","0.0","1","0","5","6","83.3","0","4","2","0","0","/en/players/9d376bef/Medon-Berisha","Lecce","0","0","3","3","0","6","","0","","36","23","1","0","0","0","5","0","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Mohamed Kaba","77","fr FRA","CM","24-046","80","0","0","0","0","1","0","0","0","24","1","0","0","0.0","0.0","0.0","2","0","10","18","55.6","1","12","1","1","1","/en/players/517cfb19/Mohamed-Kaba","Lecce","0","2","10","12","3","24","100.0","0","0.0","80","20","0","2","2","2","20","5","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Santiago Pierotti","50","ar ARG","RM","24-253","65","0","0","0","0","2","1","0","0","28","2","0","0","0.1","0.1","0.0","1","0","16","18","88.9","2","18","2","1","0","/en/players/ec315772/Santiago-Pierotti","Lecce","0","1","13","14","3","28","0.0","1","100.0","118","46","0","2","3","5","24","5","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Lameck Banda","19","zm ZAM","LM","24-317","25","0","1","0","0","1","0","0","0","7","0","0","0","0.0","0.0","0.3","2","1","4","5","80.0","0","5","2","1","0","/en/players/8a6de8c7/Lameck-Banda","Lecce","0","0","2","5","3","7","0.0","1","100.0","68","43","1","1","0","0","5","2","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
"Ylber Ramadani","20","al ALB","DM","29-244","90","0","0","0","0","1","0","0","0","63","3","1","1","0.0","0.0","0.0","3","0","42","55","76.4","4","25","0","0","0","/en/players/ef3c876b/Ylber-Ramadani","Lecce","0","8","45","10","1","63","","0","","146","54","0","0","1","1","32","0","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15","Stadio Comunale Ettore Giardiniero"
