"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"6","Manuel Ugarte","Manchester Utd","0.02","0.00","Off Target","19","Head","","Patrick Dorgu","Pass (Live)","Casemiro","Pass (Live)","Manchester Utd","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"9","Dominic Calvert-Lewin","Leeds United","0.11","0.00","Off Target","11","Right Foot","","Brenden Aaronson","Pass (Live)","Noah Okafor","Pass (Live)","Leeds United","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"16","Dominic Calvert-Lewin","Leeds United","0.00","0.00","Blocked","54","Right Foot","","Anton Stach","Pass (Live)","Anton Stach","Pass (Live)","Leeds United","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"16","Benjamin Šeško","Manchester Utd","0.12","0.00","Blocked","17","Right Foot","","Casemiro","Pass (Live)","Matheus Cunha","Pass (Live)","Manchester Utd","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"17","Manuel Ugarte","Manchester Utd","0.01","0.00","Blocked","30","Right Foot","","Diogo Dalot","Pass (Live)","Benjamin Šeško","Shot","Manchester Utd","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"22","Lisandro Martínez","Manchester Utd","0.02","0.00","Blocked","31","Left Foot","","Casemiro","Pass (Live)","Matheus Cunha","Pass (Live)","Manchester Utd","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"25","James Justin","Leeds United","0.01","0.00","Off Target","11","Head","","Anton Stach","Pass (Dead)","","","Leeds United","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"31","Diogo Dalot","Manchester Utd","0.07","0.00","Off Target","14","Left Foot","","Lisandro Martínez","Pass (Live)","Patrick Dorgu","Pass (Live)","Manchester Utd","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"32","Brenden Aaronson","Leeds United","0.02","0.00","Off Target","27","Right Foot","","Brenden Aaronson","Interception","","","Leeds United","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
"35","Dominic Calvert-Lewin","Leeds United","0.16","0.00","Woodwork","8","Head","","Anton Stach","Pass (Live)","Pascal Struijk","Pass (Live)","Leeds United","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20"
