"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Tijjani Noslin","14","nl NED","FW","26-181","80","0","0","0","0","0","0","2","1","27","0","0","3","0.0","0.0","0.0","1","0","13","19","68.4","0","12","0","0","0","/en/players/2f067cf2/Tijjani-Noslin","Lazio","1","4","17","6","2","27","","0","","32","5","0","0","4","1","17","1","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Mattia Zaccagni","10","it ITA","LW","30-202","86","0","0","0","0","0","0","1","0","28","1","1","0","0.0","0.0","0.0","2","0","18","21","85.7","1","22","1","1","1","/en/players/d85c238b/Mattia-Zaccagni","Lazio","0","2","17","10","3","28","100.0","0","0.0","122","72","1","0","2","0","21","4","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Pedro","9","es ESP","LW","38-160","4","0","0","0","0","0","0","0","0","8","0","0","0","0.0","0.0","0.2","2","0","7","8","87.5","0","7","1","0","0","/en/players/3ca7254a/Pedro","Lazio","0","0","3","5","0","8","","0","","90","40","1","0","0","0","7","1","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Matteo Cancellieri","22","it ITA","RW","23-326","70","0","0","0","0","3","0","0","0","29","3","1","1","0.1","0.1","0.0","0","0","12","16","75.0","0","16","0","0","0","/en/players/b6a1cdf9/Matteo-Cancellieri","Lazio","3","6","11","12","4","29","","0","","50","24","0","0","2","3","19","3","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Gustav Isaksen","18","dk DEN","RW","24-260","20","0","0","0","0","1","0","0","0","15","1","0","0","0.0","0.0","0.0","0","0","9","12","75.0","0","11","2","1","0","/en/players/5715bb71/Gustav-Isaksen","Lazio","0","1","6","8","1","15","0.0","1","100.0","104","74","2","1","0","0","14","0","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Toma Bašić","26","hr CRO","LM","29-040","90","0","0","0","0","0","0","0","0","36","2","2","1","0.0","0.0","0.1","1","0","25","28","89.3","3","23","1","0","0","/en/players/80556f08/Toma-Basic","Lazio","1","8","20","8","0","36","","0","","100","26","1","0","1","0","26","0","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Danilo Cataldi","32","it ITA","CM","31-151","70","0","0","0","0","0","0","1","0","24","2","1","0","0.0","0.0","0.0","0","0","16","19","84.2","0","11","0","0","0","/en/players/ba3d3bea/Danilo-Cataldi","Lazio","3","10","14","0","0","24","","0","","25","7","0","0","0","0","15","0","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Reda Belahyane","21","ma MAR","CM","21-217","20","0","0","0","0","0","0","0","0","5","0","0","1","0.0","0.0","0.0","0","0","2","4","50.0","0","3","0","0","0","/en/players/705a1642/Reda-Belahyane","Lazio","1","1","3","1","0","5","","0","","9","3","0","0","0","0","3","0","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Mattéo Guendouzi","8","fr FRA","RM","26-265","90","0","0","0","0","1","0","0","0","45","1","0","0","0.2","0.2","0.0","1","0","31","38","81.6","2","26","1","1","0","/en/players/5ea8ef20/Matteo-Guendouzi","Lazio","3","9","26","10","1","45","0.0","1","100.0","137","62","2","0","1","0","34","2","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Luca Pellegrini","3","it ITA","LB","26-303","61","0","0","0","0","0","0","0","0","37","5","0","0","0.0","0.0","0.0","0","0","25","30","83.3","3","19","4","3","3","/en/players/3b61c9ec/Luca-Pellegrini","Lazio","2","21","12","4","0","37","100.0","0","0.0","89","73","1","0","0","0","22","1","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Manuel Lazzari","29","it ITA","RB","32-036","29","0","0","0","0","0","0","0","0","19","1","0","1","0.0","0.0","0.0","0","0","15","15","100.0","0","13","1","1","0","/en/players/02caf6e0/Manuel-Lazzari","Lazio","1","7","8","5","0","19","0.0","1","100.0","95","52","2","0","0","0","14","0","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Alessio Romagnoli","13","it ITA","CB","30-357","90","0","0","0","0","0","0","1","0","61","1","1","2","0.0","0.0","0.0","1","0","42","48","87.5","1","22","0","0","0","/en/players/3ead85f9/Alessio-Romagnoli","Lazio","15","37","20","4","0","61","","0","","50","10","0","0","0","0","31","0","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Mario Gila","34","es ESP","CB","25-128","90","0","0","0","0","0","0","0","0","52","2","0","1","0.0","0.0","0.0","0","0","39","43","90.7","1","33","1","0","0","/en/players/9c435456/Mario-Gila","Lazio","10","26","25","1","0","52","","0","","197","108","0","0","0","0","36","0","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
"Adam Marušić","77","me MNE","RB,LB","33-079","87","0","0","0","0","0","0","0","1","34","0","0","0","0.0","0.0","0.0","1","0","28","31","90.3","2","20","1","0","0","/en/players/d4535821/Adam-Marusic","Lazio","2","18","14","2","0","34","","0","","69","39","0","0","0","1","24","1","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18","Stadio Olimpico"
