"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"2","Moise Kean","Fiorentina","0.05","0.00","Blocked","11","Left Foot","","Marin Pongračić","Pass (Live)","Mattia Viti","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"7","Jacob Ondrejka","Parma","0.04","0.00","Off Target","18","Right Foot","","Mateo Pellegrino","Pass (Live)","Mandela Keita","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"8","Moise Kean","Fiorentina","0.04","0.00","Blocked","15","Right Foot","","Nicolò Fagioli","Pass (Live)","Albert Guðmundsson","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"13","Oliver Jensen","Parma","0.03","0.00","Off Target","25","Left Foot","","Mandela Keita","Pass (Live)","Adrian Bernabe","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"17","Rolando Mandragora","Fiorentina","0.01","0.00","Off Target","33","Left Foot","","Fabiano Parisi","Pass (Live)","Dodô","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"19","Jacob Ondrejka","Parma","0.02","0.05","Saved","28","Right Foot","","Adrian Bernabe","Pass (Live)","Mateo Pellegrino","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"21","Nicolò Fagioli","Fiorentina","0.03","0.00","Blocked","29","Right Foot","Free kick","","Fouled","Nicolò Fagioli","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"26","Moise Kean","Fiorentina","0.06","0.50","Saved","11","Head","","Dodô","Pass (Live)","Fabiano Parisi","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"28","Moise Kean","Fiorentina","0.02","0.00","Off Target","16","Head","","Dodô","Pass (Live)","Rolando Mandragora","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
"31","Sascha Britschgi","Parma","0.04","0.00","Off Target","28","Right Foot","","Sascha Britschgi","Pass (Live)","Alessandro Circati","Pass (Live)","Serie-A","2025-2026","Saturday December 27, 2025, 12:30 (venue time) 11:30 (local time)","Parma","Fiorentina","https://fbref.com/en/matches/b6ae96f2/Parma-Fiorentina-December-27-2025-Serie-A","17"
