"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"3","Rayan Philippe","Hamburger SV","0.05","0.00","Blocked","15","Right Foot","Volley","Miro Muheim","Pass (Live)","Jean-Luc Dompé","Pass (Live)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"15","Adam Daghim","Wolfsburg","0.14","0.41","Goal","13","Left Foot","","Adam Daghim","Take-On","Christian Eriksen","Pass (Live)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"18","Albert Sambi Lokonga","Hamburger SV","0.04","0.00","Off Target","8","Head","","Luka Vušković","Pass (Live)","Miro Muheim","Pass (Dead)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"18","Nicolai Remberg","Hamburger SV","0.04","0.00","Blocked","9","Other","","Albert Sambi Lokonga","Shot","","","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"18","William Mikelbrencis","Hamburger SV","0.03","0.00","Blocked","28","Right Foot","","Nicolai Remberg","Shot","","","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"32","Christian Eriksen","Wolfsburg","0.04","0.00","Blocked","10","Right Foot","","Jonas Wind","Pass (Live)","","","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"32","Mohamed Amoura","Wolfsburg","0.01","0.04","Saved","28","Right Foot","Volley","Christian Eriksen","Shot","","","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"41","Jean-Luc Dompé","Hamburger SV","0.07","0.11","Saved","15","Right Foot","","Nicolai Remberg","Pass (Live)","Luka Vušković","Pass (Live)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"45+1","Ransford Königsdörffer (pen)","Hamburger SV","0.79","0.60","Saved","13","Right Foot","","Albert Sambi Lokonga","Fouled","Nicolás Capaldo","Pass (Live)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"45+1","Miro Muheim","Hamburger SV","0.08","0.00","Off Target","10","Right Foot","","Ransford Königsdörffer","Shot","","","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"45+3","Rayan Philippe","Hamburger SV","0.03","0.10","Saved","26","Left Foot","","William Mikelbrencis","Pass (Live)","Rayan Philippe","Pass (Live)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"45+3","Albert Sambi Lokonga","Hamburger SV","0.11","0.00","Woodwork","10","Right Foot","Volley","Rayan Philippe","Shot","","","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"47","Albert Sambi Lokonga","Hamburger SV","0.09","0.00","Off Target","10","Left Foot","","Albert Sambi Lokonga","Take-On","Luka Vušković","Fouled","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"48","Ransford Königsdörffer","Hamburger SV","0.07","0.00","Blocked","10","Head","","Rayan Philippe","Pass (Live)","","","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"49","Ransford Königsdörffer","Hamburger SV","0.03","0.00","Blocked","21","Right Foot","","Ransford Königsdörffer","Take-On","Luka Vušković","Pass (Live)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"52","Miro Muheim","Hamburger SV","0.03","0.00","Off Target","23","Left Foot","","William Mikelbrencis","Pass (Live)","Albert Sambi Lokonga","Pass (Dead)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"55","Aaron Zehnter","Wolfsburg","0.14","0.00","Off Target","10","Left Foot","","Mohamed Amoura","Pass (Live)","Aaron Zehnter","Pass (Live)","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
