"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"5","Junior Tchamadeu","Stoke City","0.03","0.00","Blocked","28","Right Foot","","Tomas Rigo","Pass (Live)","Bae Junho","Pass (Live)","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"6","Mark McGuinness","Sheffield Utd","0.07","0.00","Off Target","9","Head","","Gustavo Hamer","Pass (Dead)","","","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"8","Divin Mubama","Stoke City","0.07","0.00","Off Target","15","Head","","Tatsuki Seko","Pass (Live)","Million Manhoef","Pass (Live)","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"10","Mark McGuinness","Sheffield Utd","0.11","0.81","Goal","9","Head","","Gustavo Hamer","Pass (Dead)","Patrick Bamford","Take-On","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"26","Patrick Bamford","Sheffield Utd","0.02","0.00","Blocked","23","Right Foot","","","","","","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"27","Mark McGuinness","Sheffield Utd","0.09","0.03","Saved","9","Head","","Gustavo Hamer","Pass (Dead)","Patrick Bamford","Shot","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"35","Eric Bocat","Stoke City","0.04","0.00","Off Target","30","Right Foot","","Million Manhoef","Pass (Dead)","Junior Tchamadeu","Pass (Live)","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"36","Andre Brooks","Sheffield Utd","0.03","0.13","Saved","19","Right Foot","Deflected","Femi Seriki","Tackle","","","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"37","Mark McGuinness","Sheffield Utd","0.07","0.00","Off Target","9","Head","","Gustavo Hamer","Pass (Dead)","Andre Brooks","Shot","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
"40","Femi Seriki","Sheffield Utd","0.06","0.70","Goal","21","Right Foot","","Femi Seriki","Take-On","","","Championship","2025-2026","Saturday December 6, 2025, 15:00 (venue time)","Sheffield United","Stoke City","https://fbref.com/en/matches/65481e65/Sheffield-United-Stoke-City-December-6-2025-Championship","19"
