"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Mihailo Ivanović","9","rs SRB","FW","21-030","90","0","0","0","0","3","0","0","0","35","0","0","0","0.1","0.1","0.0","3","1","9","17","52.9","2","17","2","1","0","/en/players/71c620d7/Mihailo-Ivanovic","Millwall","3","6","11","19","5","35","0.0","1","100.0","56","30","2","2","5","0","22","7","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Aidomo Emakhu","22","ie IRL","LW","22-064","55","0","0","0","0","0","0","0","0","7","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","6","0","2","0","/en/players/be7c526f/Aidomo-Emakhu","Millwall","0","2","2","3","2","7","0.0","1","50.0","17","2","0","0","1","2","7","2","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Dan McNamara","2","ie IRL","RB","27-002","35","0","0","0","0","0","0","0","0","23","0","0","1","0.0","0.0","0.0","2","0","11","17","64.7","4","4","0","2","0","/en/players/390a580b/Dan-McNamara","Millwall","4","8","7","8","1","23","0.0","1","50.0","15","10","0","0","0","0","8","1","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Camiel Neghli","10","nl NED","RW","24-053","90","1","0","0","0","2","1","0","0","40","1","0","2","0.1","0.1","0.0","1","0","24","29","82.8","3","14","0","0","0","/en/players/ad0d3536/Camiel-Neghli","Millwall","2","14","14","13","1","40","","0","","81","25","2","0","1","1","17","1","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Raees Bangura-Williams","31","","AM","","54","0","0","0","0","0","0","0","0","18","1","0","0","0.0","0.0","0.0","0","0","6","11","54.5","1","5","0","0","0","/en/players/ccb5fe22/Raees-Bangura-Williams","Millwall","0","0","10","8","1","18","","0","","7","4","0","0","3","1","10","1","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Macaulay Langstaff","17","eng ENG","LW","28-329","36","1","0","0","0","2","1","0","0","10","2","0","1","0.4","0.4","0.0","1","0","5","6","83.3","0","3","1","0","0","/en/players/ca9b48af/Macaulay-Langstaff","Millwall","0","2","2","7","3","10","","0","","20","12","1","0","0","0","3","1","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Billy Mitchell","8","eng ENG","DM","25-251","45","0","0","0","0","0","0","0","0","29","1","1","1","0.0","0.0","0.0","0","0","21","26","80.8","1","13","0","0","0","/en/players/88ff9db9/Billy-Mitchell","Millwall","0","10","16","3","0","29","","0","","40","15","0","0","0","0","16","0","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Ryan Leonard","18","eng ENG","DM","33-219","45","0","0","0","0","0","0","0","0","27","1","0","0","0.0","0.0","0.0","1","0","13","21","61.9","1","4","0","0","0","/en/players/fd45ca7b/Ryan-Leonard","Millwall","3","7","12","9","0","27","","0","","6","0","0","0","0","1","11","0","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Alfie Doughty","14","eng ENG","DM,AM","26-008","72","0","0","0","0","0","0","1","0","42","0","2","1","0.0","0.0","0.0","1","1","22","36","61.1","0","17","0","1","0","/en/players/bf33b257/Alfie-Doughty","Millwall","1","9","22","11","0","42","0.0","1","100.0","39","5","0","0","1","0","24","4","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
"Thierno Ballo","7","at AUT","AM","23-361","18","0","0","0","0","1","0","1","0","13","0","0","0","0.0","0.0","0.0","1","1","3","6","50.0","2","8","2","2","0","/en/players/d32daf5d/Thierno-Ballo","Millwall","1","1","5","7","3","13","0.0","1","50.0","48","32","1","1","1","1","11","7","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24","The Den"
