"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Salomón Rondón","23","ve VEN","FW","36-031","64","0","0","0","0","1","0","0","0","20","0","0","0","0.0","0.0","0.0","0","0","8","10","80.0","0","12","0","1","0","/en/players/b318a643/Salomon-Rondon","Oviedo","1","2","12","6","4","20","0.0","1","100.0","45","6","1","1","5","1","18","3","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Federico Viñas","9","uy URU","FW","27-109","26","0","0","0","0","0","0","0","0","11","0","0","0","0.0","0.0","0.0","0","0","5","8","62.5","0","5","0","0","0","/en/players/d30c7094/Federico-Vinas","Oviedo","0","0","8","3","2","11","","0","","6","0","0","0","3","0","7","2","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Ilyas Chaira","7","ma MAR","LW","24-257","79","0","0","0","0","2","0","0","0","43","0","0","1","0.2","0.2","0.0","4","0","26","31","83.9","4","34","7","3","3","/en/players/c998f00f/Ilyas-Chaira","Oviedo","1","9","20","14","5","43","100.0","0","0.0","228","130","2","4","5","1","36","5","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Álex Forés","19","es ESP","LW","24-188","11","0","0","0","0","1","0","0","0","6","0","0","0","0.1","0.1","0.0","1","0","3","3","100.0","0","4","0","0","0","/en/players/d6ed4376/Alex-Fores","Oviedo","0","0","3","3","2","6","","0","","5","0","0","0","1","0","2","1","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Haissem Hassan","10","fr FRA","RW","23-251","64","0","0","0","0","2","1","0","0","33","1","0","0","0.1","0.1","0.0","3","0","17","27","63.0","2","27","4","7","6","/en/players/e0979e74/Haissem-Hassan","Oviedo","5","7","15","14","0","33","85.7","1","14.3","431","221","6","0","1","1","23","1","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Josip Brekalo","18","hr CRO","RW","27-116","26","0","0","0","0","1","1","0","0","23","0","1","1","0.0","0.0","0.3","4","0","12","15","80.0","3","12","0","1","0","/en/players/d4a2533d/Josip-Brekalo","Oviedo","0","2","6","16","2","23","0.0","1","100.0","87","25","1","0","2","0","13","3","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Luka Ilić","21","rs SRB","AM","26-107","45","0","0","0","0","1","1","0","0","27","1","0","0","0.1","0.1","0.0","0","0","18","23","78.3","3","21","1","0","0","/en/players/7bbcff4d/Luka-Ilic","Oviedo","0","3","17","7","2","27","","0","","101","60","0","0","1","1","22","3","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Alberto Reina","5","es ESP","AM","28-038","45","0","0","0","0","1","0","1","0","37","2","0","0","0.0","0.0","0.0","0","0","27","32","84.4","6","26","2","0","0","/en/players/dede3190/Alberto-Reina","Oviedo","0","1","24","12","1","37","","0","","115","70","3","0","2","0","30","0","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Santiago Colombatto","11","ar ARG","DM","28-273","79","0","0","0","0","1","0","1","0","43","1","0","0","0.0","0.0","0.1","3","0","35","38","92.1","3","34","1","0","0","/en/players/ad9fdbf3/Santiago-Colombatto","Oviedo","4","16","19","8","3","43","","0","","97","35","0","0","1","1","33","2","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
"Ovie Ejaria","14","eng ENG","DM","27-333","11","0","0","0","0","1","1","0","0","13","1","0","0","0.0","0.0","0.0","0","0","10","11","90.9","2","10","1","0","0","/en/players/a801669e/Ovie-Ejaria","Oviedo","0","0","8","5","0","13","","0","","50","14","0","0","0","1","11","0","La-Liga","2025-2026","Friday October 17, 2025, 21:00 (venue time) 20:00 (local time)","Oviedo","Espanyol","https://fbref.com/en/matches/8dcc7a17/Oviedo-Espanyol-October-17-2025-La-Liga","9","Estadio Nuevo Carlos Tartiere"
