"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Andrea Belotti","19","it ITA","FW","31-267","73","0","0","0","0","2","2","0","0","20","0","1","0","0.2","0.2","0.0","1","1","9","13","69.2","1","11","1","0","0","/en/players/d705ba44/Andrea-Belotti","Cagliari","0","1","9","10","4","20","","0","","40","13","0","1","3","2","15","3","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Gennaro Borrelli","29","it ITA","FW","25-187","17","0","0","0","0","0","0","0","0","10","2","0","0","0.0","0.0","0.2","2","0","4","6","66.7","2","3","0","0","0","/en/players/04c4edc1/Gennaro-Borrelli","Cagliari","1","3","5","2","0","10","","0","","22","11","0","0","0","0","5","1","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Sebastiano Esposito","94","it ITA","AM","23-073","73","0","0","0","0","1","0","1","0","48","3","2","2","0.0","0.0","0.1","5","0","27","38","71.1","7","19","0","2","2","/en/players/7ff93107/Sebastiano-Esposito","Cagliari","2","14","21","14","4","48","100.0","0","0.0","64","19","0","0","1","1","34","6","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Mattia Felici","17","it ITA","LM,FW","24-149","17","1","0","0","0","1","1","0","0","9","1","0","0","0.1","0.1","0.0","0","0","2","6","33.3","0","7","1","1","1","/en/players/38aa2612/Mattia-Felici","Cagliari","0","1","2","6","2","9","100.0","0","0.0","35","8","1","1","1","1","6","1","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Gianluca Gaetano","10","it ITA","AM","25-131","53","0","0","0","0","2","0","0","0","37","0","0","0","0.1","0.1","0.0","4","0","22","32","68.8","4","13","1","1","0","/en/players/3b387cc7/Gianluca-Gaetano","Cagliari","0","5","20","12","1","37","0.0","1","100.0","71","10","0","1","0","5","25","4","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Alessandro Deiola","14","it ITA","CM,LM","30-043","37","0","0","0","0","0","0","1","0","12","1","1","0","0.0","0.0","0.0","0","0","5","7","71.4","0","3","0","0","0","/en/players/7f267d66/Alessandro-Deiola","Cagliari","1","3","8","1","0","12","","0","","6","1","0","0","2","0","5","0","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Michael Folorunsho","90","it ITA","LM,AM,FW","27-218","87","0","0","0","0","3","0","0","0","34","2","0","0","0.1","0.1","0.0","0","0","14","26","53.8","0","17","1","2","0","/en/players/c391a179/Michael-Folorunsho","Cagliari","1","6","20","8","1","34","0.0","1","50.0","65","8","1","1","0","2","27","6","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Zé Pedro Figueiredo","32","pt POR","CB","28-099","3","0","0","0","0","0","0","0","0","3","0","0","1","0.0","0.0","0.0","0","0","2","2","100.0","1","1","0","0","0","/en/players/2063e21d/Ze-Pedro-Figueiredo","Cagliari","1","2","1","0","0","3","","0","","2","0","0","0","0","0","2","0","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Matteo Prati","16","it ITA","CM","21-259","90","0","0","0","0","1","0","0","0","40","1","0","2","0.0","0.0","0.0","2","0","30","33","90.9","1","12","0","0","0","/en/players/d8363914/Matteo-Prati","Cagliari","3","16","19","5","0","40","","0","","41","9","1","0","1","0","24","1","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
"Michel Ndary Adopo","8","fr FRA","RM,CM","25-056","90","0","0","0","0","1","1","0","0","47","1","1","0","0.1","0.1","0.0","2","1","30","35","85.7","2","24","0","3","1","/en/players/599d91d0/Michel-Ndary-Adopo","Cagliari","2","18","21","9","1","47","33.3","2","66.7","104","41","1","0","2","1","34","3","Serie-A","2025-2026","Saturday September 13, 2025, 15:00 (venue time) 14:00 (local time)","Cagliari","Parma","https://fbref.com/en/matches/5fc86d3a/Cagliari-Parma-September-13-2025-Serie-A","3","Unipol Domus"
