"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"4","Lorenzo Lucca","Napoli","0.01","0.00","Blocked","31","Right Foot","","Noa Lang","Pass (Live)","Alessandro Buongiorno","Pass (Live)","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"12","Billy Gilmour","Napoli","0.01","0.00","Blocked","29","Right Foot","","Billy Gilmour","Pass (Live)","Elif Elmas","Pass (Live)","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"16","Mathías Olivera","Napoli","0.12","0.00","Off Target","6","Head","","Matteo Politano","Pass (Dead)","Giovanni Di Lorenzo","Pass (Live)","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"18","Matteo Politano","Napoli","0.06","0.00","Blocked","18","Left Foot","","Lorenzo Lucca","Pass (Live)","","","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"26","Medon Berisha","Lecce","0.10","0.00","Off Target","19","Right Foot","","Santiago Pierotti","Pass (Live)","Lassana Coulibaly","Pass (Live)","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"30","Matteo Politano","Napoli","0.05","0.00","Off Target","13","Left Foot","","Noa Lang","Pass (Live)","Alessandro Buongiorno","Pass (Live)","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"35","Mathías Olivera","Napoli","0.12","0.24","Saved","8","Left Foot","","Billy Gilmour","Pass (Live)","Elif Elmas","Pass (Live)","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"36","Billy Gilmour","Napoli","0.03","0.00","Blocked","18","Right Foot","","Elif Elmas","Pass (Live)","Alessandro Buongiorno","Tackle","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"36","Lorenzo Lucca","Napoli","0.07","0.00","Off Target","12","Right Foot","Volley","Billy Gilmour","Shot","","","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
"","","","","","","","","","","","","","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9"
