"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Raúl Jiménez","7","mx MEX","FW","34-231","84","1","0","1","1","4","0","1","0","45","1","1","1","1.3","0.5","0.0","1","0","17","27","63.0","3","23","1","1","1","/en/players/b561db50/Raul-Jimenez","Fulham","0","7","25","13","5","44","100.0","0","0.0","132","66","1","0","2","1","32","6","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Jonah Kusi-Asare","18","se SWE","FW","18-171","6","0","0","0","0","0","0","0","0","6","0","0","0","0.0","0.0","0.0","0","0","4","5","80.0","0","3","1","0","0","/en/players/c7c26e61/Jonah-Kusi-Asare","Fulham","0","0","4","3","1","6","","0","","29","20","1","0","0","0","2","2","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Kevin","22","br BRA","LW","22-352","77","0","0","0","0","3","0","0","0","42","3","0","1","0.1","0.1","0.0","3","1","23","28","82.1","7","19","6","5","3","/en/players/93508980/Kevin","Fulham","0","8","17","18","7","42","60.0","2","40.0","160","119","3","3","0","0","24","8","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Joshua King","24","eng ENG","LM,AM","18-353","13","0","0","0","0","0","0","0","0","9","0","0","1","0.0","0.0","0.0","1","0","6","6","100.0","1","6","1","1","1","/en/players/86109b3b/Joshua-King","Fulham","1","2","6","2","0","9","100.0","0","0.0","67","28","0","0","1","1","6","2","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Harry Wilson","8","wls WAL","RW","28-275","83","0","0","0","0","1","0","1","0","27","2","0","1","0.0","0.0","0.0","1","0","14","19","73.7","3","17","1","2","1","/en/players/c6dc9ecd/Harry-Wilson","Fulham","1","4","8","15","3","27","50.0","1","50.0","86","21","1","1","2","0","20","5","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Adama Traoré","11","es ESP","RM,RW","29-331","7","0","0","0","0","0","0","0","0","5","0","0","0","0.0","0.0","0.0","0","0","3","4","75.0","0","3","0","1","1","/en/players/9a28eba4/Adama-Traore","Fulham","0","0","1","4","0","5","100.0","0","0.0","12","10","0","0","0","1","4","0","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Emile Smith Rowe","32","eng ENG","AM,LW","25-147","84","0","0","0","0","0","0","0","0","54","0","1","1","0.0","0.0","0.0","3","0","44","48","91.7","8","38","0","0","0","/en/players/17695062/Emile-Smith-Rowe","Fulham","1","9","34","11","1","54","","0","","138","64","2","0","3","0","42","2","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Issa Diop","31","fr FRA","CB","28-347","6","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","4","4","100.0","0","4","0","0","0","/en/players/a712ca2b/Issa-Diop","Fulham","0","2","2","0","0","4","","0","","6","2","0","0","0","0","4","0","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Sander Berge","16","no NOR","DM","27-311","65","0","0","0","0","0","0","1","0","45","1","1","1","0.0","0.0","0.0","2","0","30","34","88.2","2","23","0","0","0","/en/players/d0b6129f/Sander-Berge","Fulham","4","18","24","3","0","45","","0","","105","38","1","0","2","1","28","0","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
"Tom Cairney","10","sct SCO","DM,CM","34-336","25","0","0","0","0","1","0","0","0","26","0","0","0","0.0","0.0","0.0","0","0","23","24","95.8","3","15","1","0","0","/en/players/a8748947/Tom-Cairney","Fulham","0","5","13","8","0","26","","0","","79","59","1","0","0","1","22","0","Premier-League","2025-2026","Monday December 22, 2025, 20:00 (venue time)","Fulham","Nottingham Forest","https://fbref.com/en/matches/23ee8b09/Fulham-Nottingham-Forest-December-22-2025-Premier-League","17","Craven Cottage"
