"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"34","Luiz Felipe","Rayo Vallecano","0.01","0.00","Blocked","17","Head","","Isaac Palazón Camacho","Pass (Dead)","Pep Chavarría","Fouled","Rayo Vallecano","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"36","Isaac Palazón Camacho","Rayo Vallecano","0.02","0.00","Blocked","30","Left Foot","","","","","","Rayo Vallecano","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"36","Óscar Valentín","Rayo Vallecano","0.09","0.00","Off Target","16","Left Foot","","Álvaro García","Pass (Live)","Pep Chavarría","Pass (Live)","Rayo Vallecano","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"39","Mario Martín","Getafe","0.02","0.00","Off Target","19","Head","","Javier Muñoz","Pass (Live)","Iglesias","Pass (Live)","Getafe","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"41","Mauro Arambarri","Getafe","0.04","0.00","Blocked","22","Right Foot","","","","","","Getafe","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"45+1","Jorge de Frutos","Rayo Vallecano","0.01","0.03","Goal","15","Right Foot","Volley","Unai López","Pass (Live)","Pep Chavarría","Pass (Live)","Rayo Vallecano","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"","","","","","","","","","","","","","","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"51","Luis Milla","Getafe","0.03","0.00","Off Target","27","Right Foot","","Mauro Arambarri","Pass (Live)","Diego Rico","Pass (Live)","Getafe","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"53","Pep Chavarría","Rayo Vallecano","0.02","0.00","Off Target","32","Left Foot","","","","","","Rayo Vallecano","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"56","Isaac Palazón Camacho","Rayo Vallecano","0.03","0.00","Off Target","28","Left Foot","","Álvaro García","Pass (Live)","Nobel Mendy","Pass (Live)","Rayo Vallecano","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"65","Álvaro García","Rayo Vallecano","0.09","0.05","Saved","22","Right Foot","","Jorge de Frutos","Pass (Live)","Unai López","Pass (Live)","Rayo Vallecano","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"70","Domingos Duarte","Getafe","0.09","0.00","Off Target","10","Head","","Luis Milla","Pass (Dead)","Juanmi","Fouled","Getafe","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"71","Javier Muñoz","Getafe","0.02","0.04","Saved","20","Right Foot","","Luis Milla","Pass (Live)","Juanmi","Pass (Live)","Getafe","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"83","Joselu Pérez","Getafe","0.04","0.00","Off Target","14","Head","","Kiko Femenía","Pass (Live)","Alejandro Mestanza","Pass (Live)","Getafe","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"90+1","Mauro Arambarri","Getafe","0.14","0.47","Goal","10","Head","","Luis Milla","Pass (Dead)","Alejandro Mestanza","Fouled","Getafe","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"90+7","Nobel Mendy","Rayo Vallecano","0.01","0.04","Saved","34","Left Foot","Deflected","Florian Lejeune","Pass (Live)","Andrei Ratiu","Pass (Dead)","Rayo Vallecano","La-Liga","2025-2026","Friday January 2, 2026, 21:00 (venue time) 20:00 (local time)","Rayo Vallecano","Getafe","https://fbref.com/en/matches/e679147a/Rayo-Vallecano-Getafe-January-2-2026-La-Liga","18"
"3","Copete","Valencia","0.06","0.00","Off Target","8","Head","","Domingos André Ribeiro Almeida","Pass (Dead)","Hugo Duro","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"6","José Luis García Vayá","Valencia","0.02","0.00","Off Target","23","Right Foot","","Javier Guerra","Pass (Live)","Copete","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"7","José Luis García Vayá (pen)","Valencia","0.79","0.00","Woodwork","13","Right Foot","","Domingos André Ribeiro Almeida","Fouled","Jesus Vazquez","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"7","José Luis García Vayá","Valencia","0.06","0.00","Off Target","13","Head","","Hugo Duro","Pass (Live)","José Luis García Vayá","Shot","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"9","Óscar Mingueza","Celta Vigo","0.03","0.11","Saved","22","Right Foot","","Marcos Alonso","Pass (Live)","Joseph Aidoo","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"10","Joseph Aidoo","Celta Vigo","0.05","0.00","Off Target","12","Head","","Miguel Román","Pass (Dead)","Óscar Mingueza","Shot","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"15","Thierry Correia","Valencia","0.09","0.00","Off Target","11","Right Foot","","Jesus Vazquez","Pass (Live)","Lucas Beltrán","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"17","Lucas Beltrán","Valencia","0.06","0.00","Blocked","16","Right Foot","","Thierry Correia","Pass (Live)","José Luis García Vayá","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"18","Joseph Aidoo","Celta Vigo","0.19","0.00","Off Target","4","Right Foot","Volley","Bryan Zaragoza","Pass (Live)","Miguel Román","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"33","Borja Iglesias (pen)","Celta Vigo","0.79","0.73","Goal","13","Right Foot","","Borja Iglesias","Fouled","Bryan Zaragoza","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"37","Lucas Beltrán","Valencia","0.08","0.54","Saved","10","Right Foot","Deflected, Volley","Thierry Correia","Pass (Live)","José Luis García Vayá","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"39","Domingos André Ribeiro Almeida","Valencia","0.02","0.00","Off Target","29","Right Foot","","Jesus Vazquez","Pass (Live)","Lucas Beltrán","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"","","","","","","","","","","","","","","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"47","Pablo Durán","Celta Vigo","0.02","0.00","Off Target","22","Left Foot","","Miguel Román","Pass (Live)","Ilaix Moriba","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"50","Javier Guerra","Valencia","0.05","0.22","Saved","19","Left Foot","Deflected","Lucas Beltrán","Pass (Live)","Lucas Beltrán","Take-On","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"52","Lucas Beltrán","Valencia","0.06","0.00","Blocked","13","Right Foot","Volley","Dimitri Foulquier","Pass (Live)","Thierry Correia","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"52","Domingos André Ribeiro Almeida","Valencia","0.04","0.33","Saved","25","Right Foot","Volley","Lucas Beltrán","Shot","","","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"55","Borja Iglesias","Celta Vigo","0.05","0.00","Off Target","21","Right Foot","","Miguel Román","Pass (Live)","Pablo Durán","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"57","Hugo Duro","Valencia","0.09","0.00","Off Target","10","Head","","José Luis García Vayá","Pass (Live)","Dimitri Foulquier","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"59","Borja Iglesias","Celta Vigo","0.79","0.99","Goal","8","Left Foot","","Pablo Durán","Pass (Live)","Óscar Mingueza","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"64","Largie Ramazani","Valencia","0.03","0.00","Blocked","26","Right Foot","","Copete","Pass (Live)","Mouctar Diakhaby","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"65","Bryan Zaragoza","Celta Vigo","0.05","0.07","Saved","15","Right Foot","","Marcos Alonso","Pass (Live)","Borja Iglesias","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"70","José Luis García Vayá","Valencia","0.09","0.60","Goal","25","Right Foot","","Arnaut Danjuma","Pass (Live)","Copete","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"76","Jones El-Abdellaoui","Celta Vigo","0.03","0.00","Off Target","18","Right Foot","","Óscar Mingueza","Pass (Live)","Javi Rodríguez","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"83","Jones El-Abdellaoui","Celta Vigo","0.60","0.60","Goal","16","Right Foot","","","","","","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"86","Hugo Duro","Valencia","0.34","0.35","Saved","6","Left Foot","","Arnaut Danjuma","Pass (Live)","Largie Ramazani","Pass (Live)","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"90+1","Jesus Vazquez","Valencia","0.04","0.00","Off Target","22","Left Foot","","Arnaut Danjuma","Pass (Live)","Arnaut Danjuma","Take-On","Valencia","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"90+3","Hugo Álvarez","Celta Vigo","0.04","0.00","Blocked","17","Right Foot","","Sergio Carreira","Pass (Live)","Marcos Alonso","Pass (Live)","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"90+4","Hugo Álvarez","Celta Vigo","0.06","0.52","Goal","16","Right Foot","","Iago Aspas","Pass (Live)","Iago Aspas","Interception","Celta Vigo","La-Liga","2025-2026","Saturday January 3, 2026, 14:00 (venue time) 13:00 (local time)","Celta Vigo","Valencia","https://fbref.com/en/matches/1aac2e25/Celta-Vigo-Valencia-January-3-2026-La-Liga","18"
"4","Lucas Torró","Osasuna","0.02","0.05","Saved","30","Left Foot","","Valentin Rosier","Pass (Live)","Catena","Pass (Live)","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"13","Ante Budimir","Osasuna","0.11","0.00","Off Target","15","Left Foot","","Jon Moncayola","Pass (Live)","Rubén García","Pass (Live)","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"17","Iñaki Williams","Athletic Club","0.04","0.00","Off Target","12","Head","","Nico Williams","Pass (Live)","Oihan Sancet","Pass (Live)","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"19","Jon Moncayola","Osasuna","0.17","0.13","Saved","7","Left Foot","","Víctor Muñoz","Pass (Live)","Jon Moncayola","Pass (Live)","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"23","Lucas Torró","Osasuna","0.06","0.03","Saved","11","Head","","Rubén García","Pass (Dead)","","","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"26","Jon Moncayola","Osasuna","0.04","0.00","Blocked","21","Right Foot","","Ante Budimir","Pass (Live)","Rubén García","Pass (Live)","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"30","Gorka Guruzeta","Athletic Club","0.08","0.00","Off Target","13","Right Foot","","Iñigo Ruiz de Galarreta","Fouled","","","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"32","Aimar Oroz","Osasuna","0.02","0.00","Blocked","29","Left Foot","","Valentin Rosier","Pass (Live)","Ante Budimir","Pass (Live)","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"33","Víctor Muñoz","Osasuna","0.01","0.00","Blocked","23","Right Foot","","Jon Moncayola","Pass (Live)","Rubén García","Pass (Live)","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"34","Rubén García","Osasuna","0.04","0.04","Goal","32","Left Foot","Free kick","Aimar Oroz","Fouled","","","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"37","Gorka Guruzeta","Athletic Club","0.09","0.19","Saved","13","Right Foot","","Iñigo Ruiz de Galarreta","Pass (Live)","Iñigo Ruiz de Galarreta","Take-On","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"38","Aimar Oroz","Osasuna","0.07","0.00","Off Target","22","Left Foot","","Lucas Torró","Pass (Live)","Víctor Muñoz","Pass (Live)","Osasuna","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"41","Mikel Jauregizar","Athletic Club","0.05","0.00","Off Target","22","Right Foot","Volley","Aitor Paredes","Pass (Live)","Adama Boiro","Pass (Live)","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"44","Gorka Guruzeta","Athletic Club","0.05","0.20","Saved","14","Right Foot","","Mikel Jauregizar","Pass (Live)","Gorka Guruzeta","Pass (Live)","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"44","Nico Williams","Athletic Club","0.20","0.00","Off Target","8","Right Foot","","Gorka Guruzeta","Shot","","","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"","","","","","","","","","","","","","","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"50","Iñaki Williams","Athletic Club","0.06","0.09","Saved","10","Right Foot","Volley","Oihan Sancet","Pass (Live)","Aitor Paredes","Pass (Live)","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"59","Gorka Guruzeta","Athletic Club","0.08","0.00","Blocked","5","Right Foot","Volley","Mikel Jauregizar","Pass (Dead)","Iñigo Ruiz de Galarreta","Pass (Live)","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"59","Andoni Gorosabel","Athletic Club","0.01","0.00","Off Target","34","Right Foot","","Gorka Guruzeta","Shot","","","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
"59","Iñaki Williams","Athletic Club","0.07","0.00","Blocked","7","Right Foot","","Gorka Guruzeta","Pass (Live)","Andoni Gorosabel","Shot","Athletic Club","La-Liga","2025-2026","Saturday January 3, 2026, 16:15 (venue time) 15:15 (local time)","Osasuna","Athletic Club","https://fbref.com/en/matches/4bdc73dd/Osasuna-Athletic-Club-January-3-2026-La-Liga","18"
