"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"4","Julian Chabot","Stuttgart","0.02","0.23","Saved","34","Left Foot","","Chema","Pass (Live)","Lorenz Assignon","Pass (Live)","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"12","Tiago Tomás","Stuttgart","0.04","0.00","Off Target","11","Right Foot","","Bilal El Khannouss","Pass (Live)","Lorenz Assignon","Pass (Live)","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"13","Christian Eriksen","Wolfsburg","0.01","0.04","Saved","23","Left Foot","","Jonas Wind","Pass (Live)","Adam Daghim","Pass (Live)","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"26","Chema","Stuttgart","0.10","0.18","Saved","10","Head","","Angelo Stiller","Pass (Live)","Bilal El Khannouss","Pass (Live)","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"27","Julian Chabot","Stuttgart","0.09","0.00","Off Target","8","Head","","Bilal El Khannouss","Pass (Dead)","Chema","Shot","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"28","Mattias Svanberg","Wolfsburg","0.03","0.21","Saved","17","Left Foot","","Jonas Wind","Pass (Live)","Christian Eriksen","Pass (Live)","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"35","Tiago Tomás","Stuttgart","0.29","0.48","Goal","8","Head","","Angelo Stiller","Pass (Live)","Bilal El Khannouss","Pass (Live)","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"37","Maximilian Mittelstädt","Stuttgart","0.04","0.36","Saved","22","Left Foot","Deflected, Volley","","","","","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"38","Lorenz Assignon","Stuttgart","0.04","0.00","Blocked","29","Right Foot","","Tiago Tomás","Pass (Live)","","","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"50","Bilal El Khannouss","Stuttgart","0.28","0.00","Off Target","8","Head","","Lorenz Assignon","Pass (Live)","Tiago Tomás","Pass (Live)","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
