"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"1","Marcus Tavernier","Bournemouth","0.07","0.00","Blocked","12","Left Foot","","Antoine Semenyo","Pass (Live)","Tyler Adams","Pass (Live)","Bournemouth","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"4","Chemsdine Talbi","Sunderland","0.08","0.00","Blocked","13","Right Foot","","Enzo Le Fée","Pass (Live)","Granit Xhaka","Pass (Live)","Sunderland","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"5","Chemsdine Talbi","Sunderland","0.05","0.00","Off Target","18","Right Foot","","Bertrand Traoré","Pass (Live)","Granit Xhaka","Pass (Live)","Sunderland","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"7","Evanilson","Bournemouth","0.56","0.64","Saved","6","Right Foot","","Antoine Semenyo","Pass (Live)","Marcos Senesi","Pass (Live)","Bournemouth","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"7","Amine Adli","Bournemouth","0.30","0.90","Goal","8","Left Foot","Volley","Evanilson","Shot","","","Bournemouth","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"14","Bertrand Traoré","Sunderland","0.04","0.00","Blocked","18","Left Foot","","Bertrand Traoré","Take-On","Nordi Mukiele","Pass (Live)","Sunderland","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"15","Tyler Adams","Bournemouth","0.03","0.02","Goal","47","Right Foot","","","","","","Bournemouth","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"19","Antoine Semenyo","Bournemouth","0.04","0.00","Blocked","15","Left Foot","","Marcus Tavernier","Pass (Live)","Marcos Senesi","Pass (Live)","Bournemouth","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"19","Evanilson","Bournemouth","0.10","0.00","Blocked","9","Right Foot","","Antoine Semenyo","Shot","","","Bournemouth","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"19","Adrien Truffert","Bournemouth","0.04","0.48","Saved","18","Left Foot","","Evanilson","Pass (Live)","Evanilson","Shot","Bournemouth","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
"23","Wilson Isidor","Sunderland","0.03","0.06","Saved","18","Right Foot","","Bertrand Traoré","Pass (Live)","Granit Xhaka","Pass (Live)","Sunderland","Premier-League","2025-2026","Saturday November 29, 2025, 15:00 (venue time)","Sunderland","Bournemouth","https://fbref.com/en/matches/e118da78/Sunderland-Bournemouth-November-29-2025-Premier-League","13"
