"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Peque","14","es ESP","FW","23-092","45","0","0","0","0","0","0","0","0","26","0","0","0","0.0","0.0","0.2","1","0","20","21","95.2","3","13","1","3","0","/en/players/cb971b4f/Peque","Sevilla","0","2","17","7","0","26","0.0","3","100.0","52","15","1","0","2","1","22","1","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Adnan Januzaj","24","be BEL","RW","30-333","45","0","0","0","0","2","0","0","0","42","1","0","1","0.0","0.0","0.2","6","0","24","33","72.7","3","28","5","6","2","/en/players/4737cebe/Adnan-Januzaj","Sevilla","1","3","8","32","3","42","33.3","4","66.7","226","82","0","2","1","0","30","12","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Alexis Sánchez","10","cl CHI","FW,LW","37-016","90","0","0","0","0","2","1","1","0","35","0","0","0","0.2","0.2","0.0","3","0","20","25","80.0","5","20","0","2","0","/en/players/2c0f8e9e/Alexis-Sanchez","Sevilla","0","3","13","19","7","35","0.0","2","100.0","62","10","1","1","4","0","29","6","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Djibril Sow","20","ch SUI","LM,CM","28-332","90","0","0","0","0","1","1","0","0","30","0","0","0","0.2","0.2","0.0","1","0","23","27","85.2","1","17","0","0","0","/en/players/4c6facae/Djibril-Sow","Sevilla","0","8","14","9","3","30","","0","","65","10","0","0","1","1","23","6","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Batista Mendy","19","fr FRA","CM","25-357","90","0","0","0","0","1","1","1","0","60","1","2","0","0.1","0.1","0.0","6","0","49","52","94.2","11","33","0","2","1","/en/players/e472a6f6/Batista-Mendy","Sevilla","1","6","35","19","0","60","50.0","1","50.0","128","45","1","0","1","1","42","2","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Lucien Agoume","18","fr FRA","RM,CM","23-329","90","0","0","0","0","1","0","0","0","75","4","1","1","0.0","0.0","0.1","2","0","56","68","82.4","9","43","4","0","0","/en/players/8bc8829a/Lucien-Agoume","Sevilla","0","7","39","29","4","75","","0","","192","77","2","0","1","0","55","7","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Joaquín Martínez Gauna","36","es ESP","WB,LB,LW","22-179","90","0","0","0","0","1","0","0","0","59","1","0","1","0.1","0.1","0.0","1","0","34","49","69.4","2","26","4","3","1","/en/players/cd8b99a7/Joaquin-Martinez-Gauna","Sevilla","1","12","23","24","3","59","33.3","2","66.7","172","86","4","0","2","0","39","7","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Juanlu Sánchez","16","es ESP","WB,RB","22-142","58","0","0","0","0","1","0","0","0","43","1","0","1","0.0","0.0","0.2","2","0","25","33","75.8","2","22","0","1","0","/en/players/cc6de655/Juanlu-Sanchez","Sevilla","1","3","19","21","5","43","0.0","1","100.0","69","37","0","0","1","0","31","10","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Isaac Romero","7","es ESP","FW","25-231","32","0","0","0","1","2","1","0","0","12","0","0","0","0.9","0.1","0.0","1","0","4","7","57.1","0","4","0","0","0","/en/players/be719093/Isaac-Romero","Sevilla","0","0","4","8","4","11","","0","","10","0","0","0","1","0","5","1","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Kike Salas","4","es ESP","CB","23-256","90","0","0","0","0","1","1","0","0","91","3","6","0","0.1","0.1","0.0","2","0","65","74","87.8","3","50","0","0","0","/en/players/0a69de7b/Kike-Salas","Sevilla","4","41","48","3","1","91","","0","","214","128","0","0","0","0","62","2","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
"Nemanja Gudelj","6","rs SRB","CB","34-049","90","0","0","0","0","1","1","1","0","82","0","2","1","0.0","0.0","0.0","1","0","64","68","94.1","5","44","0","0","0","/en/players/0076ab7f/Nemanja-Gudelj","Sevilla","1","34","46","2","0","82","","0","","189","106","1","0","0","0","54","0","La-Liga","2025-2026","Sunday January 4, 2026, 14:00 (venue time) 13:00 (local time)","Sevilla","Levante","https://fbref.com/en/matches/99b10eae/Sevilla-Levante-January-4-2026-La-Liga","18","Estadio Ramón Sánchez Pizjuán"
