"league","season","match_date","gameweek","home_team","away_team","team","player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","match_url","venue"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Robert Glatzel","9","de GER","FW","31-326","32","1","0","0","0","1","1","0","0","5","0","0","0","0.2","0.2","0.0","0","0","1","2","50.0","0","3","0","0","0","/en/players/18a9efe4/Robert-Glatzel","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Ransford Königsdörffer","11","gh GHA","FW","24-078","54","0","0","0","0","2","0","0","0","19","1","0","0","0.2","0.2","0.0","0","0","7","10","70.0","1","9","0","1","0","/en/players/ab99782e/Ransford-Konigsdorffer","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Guilherme Ramos","13","pt POR","FW","28-111","4","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0","/en/players/df9c3473/Guilherme-Ramos","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Alexander Røssing-Lelesiit","38","no NOR","LW,RW","18-314","80","0","1","0","0","0","0","2","1","24","3","0","1","0.0","0.0","0.3","3","2","10","14","71.4","2","16","4","3","1","/en/players/6067c6dd/Alexander-Rossing-Lelesiit","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Rayan Philippe","14","fr FRA","RW","25-038","67","0","0","0","0","1","0","0","0","17","0","0","0","0.0","0.0","0.0","0","0","7","10","70.0","1","12","1","2","0","/en/players/a046fc35/Rayan-Philippe","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Fabio Baldé","45","pt POR","LW","20-133","23","0","1","0","0","0","0","0","0","9","1","0","0","0.0","0.0","0.3","2","1","3","4","75.0","0","6","1","2","1","/en/players/54b140c0/Fabio-Balde","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Miro Muheim","28","ch SUI","LM","27-251","90","0","0","0","0","1","0","0","0","53","2","2","2","0.0","0.0","0.2","4","0","21","40","52.5","1","20","1","1","1","/en/players/844c6a91/Miro-Muheim","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Nicolai Remberg","21","de GER","CM","25-164","90","0","0","0","0","0","0","0","0","42","4","1","0","0.0","0.0","0.0","3","0","29","31","93.5","0","17","0","0","0","/en/players/625fd441/Nicolai-Remberg","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Albert Sambi Lokonga","6","be BEL","CM","26-039","66","0","0","0","0","0","0","0","0","25","1","2","2","0.0","0.0","0.0","0","0","13","15","86.7","1","13","0","0","0","/en/players/1b4f1169/Albert-Sambi-Lokonga","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Sunday November 30, 2025, 15:30 (venue time) 14:30 (local time)","12","Hamburger SV","Stuttgart","Hamburger SV","Fabio Vieira","20","pt POR","CM","25-184","24","1","0","0","0","1","1","0","0","13","0","0","0","0.3","0.3","0.0","0","0","7","9","77.8","0","8","0","1","0","/en/players/6412cc03/Fabio-Vieira","https://fbref.com/en/matches/ed319a92/Hamburger-SV-Stuttgart-November-30-2025-Bundesliga","Volksparkstadion"
