"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Vladyslav Vanat","19","ua UKR","FW","23-265","77","0","0","0","0","2","1","0","0","25","1","1","2","0.6","0.6","0.0","1","0","13","15","86.7","3","13","1","0","0","/en/players/7287ea6b/Vladyslav-Vanat","Girona","2","2","13","10","6","25","","0","","51","18","1","1","2","2","15","4","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Cristhian Stuani","7","uy URU","FW","38-349","13","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","1","0","0","0","/en/players/220c11f1/Cristhian-Stuani","Girona","0","1","0","1","1","2","","0","","1","0","0","0","1","0","1","0","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Portu","8","es ESP","FW","33-128","68","0","0","0","0","1","0","0","0","28","1","0","1","0.0","0.0","0.0","1","0","12","20","60.0","3","15","1","0","0","/en/players/1bda5842/Portu","Girona","0","3","4","21","4","28","","0","","53","18","0","0","2","2","16","8","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Bryan Gil","21","es ESP","RM,RW","24-227","22","0","0","0","0","1","0","0","0","15","0","0","0","0.1","0.1","0.0","1","0","8","10","80.0","0","9","0","4","2","/en/players/7b5ab7f2/Bryan-Gil","Girona","0","2","8","5","1","15","50.0","2","50.0","41","15","0","0","1","0","9","3","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Azzedine Ounahi","18","ma MAR","CM,FW","25-160","90","0","0","0","0","3","1","0","0","63","0","3","2","0.1","0.1","0.0","4","0","40","46","87.0","10","49","5","4","4","/en/players/83299cc0/Azzedine-Ounahi","Girona","0","6","25","32","6","63","100.0","0","0.0","244","108","3","1","5","4","54","5","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Axel Witsel","20","be BEL","CM","36-257","85","0","0","0","0","1","0","0","0","54","0","0","0","0.2","0.2","0.0","1","0","44","49","89.8","4","40","1","0","0","/en/players/5dfc6ad5/Axel-Witsel","Girona","4","15","35","6","1","54","","0","","108","62","1","0","0","1","40","1","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Jhon Solis","22","co COL","CM","20-358","5","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","3","3","100.0","0","3","0","1","1","/en/players/1282939a/Jhon-Solis","Girona","1","1","3","0","0","4","100.0","0","0.0","15","9","0","0","0","1","2","0","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Iván Martín","23","es ESP","CM,RM","26-224","90","0","0","0","0","1","1","0","0","76","0","1","0","0.0","0.0","0.1","2","0","61","70","87.1","2","56","2","4","2","/en/players/ae48c5cb/Ivan-Martin","Girona","4","19","42","17","1","76","50.0","1","25.0","258","127","2","0","1","1","60","4","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Álex Moreno","24","es ESP","WB,LB,LM","32-110","90","0","0","0","0","2","0","0","0","62","0","0","1","0.0","0.0","0.0","4","0","37","51","72.5","3","31","5","3","2","/en/players/16e9d0ea/Alex-Moreno","Girona","3","14","24","25","4","62","66.7","1","33.3","255","171","3","1","3","0","35","5","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
"Hugo Rincón","2","es ESP","WB","22-242","68","0","0","0","0","0","0","0","0","47","2","0","1","0.0","0.0","0.0","1","0","35","37","94.6","3","28","3","5","1","/en/players/99d98362/Hugo-Rincon","Girona","0","16","13","18","0","47","20.0","4","80.0","156","67","2","0","1","0","31","8","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7","Estadi Municipal de Montilivi"
