"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Konstantinos Koulierakis","4","gr GRE","CB","21-324","90","67","11","41","22","4","3","67","0","0","","0","","23","87","21","0","0","0","0","0","44","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Moritz Jenz","15","de GER","CB","26-171","90","62","17","37","25","0","0","62","0","0","","0","","26","108","47","0","0","0","0","0","33","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Kilian Fischer","2","de GER","RB","25-006","66","36","6","24","5","7","0","36","0","0","","0","","15","94","16","0","0","0","0","1","20","3","Wolfsburg","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Sael Kumbedi","26","fr FRA","RB","20-206","24","22","1","9","7","6","1","22","1","0","0.0","1","100.0","9","29","15","0","0","0","0","2","13","2","Wolfsburg","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Kamil Grabara","1","pl POL","GK","26-283","90","55","47","55","0","0","0","55","0","0","","0","","29","112","65","0","0","0","0","0","27","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Bilal El Khannouss","11","ma MAR","FW,AM","21-161","84","64","1","3","21","40","3","64","2","2","100.0","0","0.0","37","182","113","4","0","1","2","2","50","7","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Chris Führich","10","de GER","AM","27-282","6","7","0","0","0","7","0","7","0","0","","0","","6","36","6","0","0","0","0","0","6","0","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Nikolas Nartey","28","dk DEN","AM","25-238","66","21","0","1","9","11","0","21","0","0","","0","","13","58","29","0","1","0","1","1","19","3","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Deniz Undav","26","de GER","FW,AM","29-091","24","14","0","0","8","6","1","14","1","0","0.0","1","100.0","9","21","14","0","0","0","1","0","11","1","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Tiago Tomás","8","pt POR","AM","23-124","77","40","1","3","15","22","4","40","3","0","0.0","3","100.0","25","90","50","1","2","0","2","0","32","6","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Badredine Bouanani","27","dz ALG","AM","20-314","13","13","0","1","3","9","2","13","2","1","50.0","1","50.0","7","34","29","2","0","1","0","1","9","0","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Angelo Stiller","6","de GER","CM","24-197","84","99","1","10","65","24","2","99","1","1","100.0","0","0.0","54","207","92","1","3","0","0","0","73","5","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Atakan Karazor","16","tr TUR","CM","29-005","6","8","2","2","4","2","0","8","0","0","","0","","1","6","1","0","0","0","0","0","6","0","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Chema","30","es ESP","CM","20-176","90","64","2","10","45","12","3","64","1","1","100.0","0","0.0","38","155","76","0","1","0","0","0","39","3","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Maximilian Mittelstädt","7","de GER","WB","28-214","77","58","2","6","30","23","4","58","0","0","","0","","36","179","94","5","2","1","1","0","40","7","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Josha Vagnoman","4","de GER","WB","24-311","13","5","0","0","1","4","0","5","0","0","","0","","5","8","0","0","0","0","1","1","5","1","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Lorenz Assignon","22","tg TOG","WB","25-118","90","84","4","11","37","36","5","84","3","2","66.7","1","33.3","47","198","115","3","2","2","1","2","61","9","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Ramon Hendriks","3","nl NED","CB","24-092","90","67","7","24","33","10","2","67","0","0","","0","","31","135","43","1","2","1","1","0","39","1","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Julian Chabot","24","de GER","CB","27-248","90","93","12","41","48","5","2","93","1","1","100.0","0","0.0","54","240","98","0","1","0","3","0","55","0","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Luca Jaquez","14","ch SUI","CB","22-138","90","72","4","24","46","2","0","72","0","0","","0","","47","212","108","0","1","0","0","0","52","0","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Alexander Nübel","33","de GER","GK","29-018","90","39","31","39","0","0","0","39","0","0","","0","","29","146","97","0","0","0","0","0","23","0","Stuttgart","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Stuttgart","https://fbref.com/en/matches/b835211e/Wolfsburg-Stuttgart-October-18-2025-Bundesliga","7"
"Rômulo","40","br BRA","FW","23-252","89","28","1","3","15","10","2","28","1","0","0.0","1","100.0","15","45","13","0","0","0","0","1","20","2","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Conrad Harder","11","dk DEN","FW","20-194","1","3","0","1","0","2","1","3","0","0","","0","","2","14","7","0","1","0","1","1","2","1","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Antonio Nusa","7","no NOR","LW","20-184","89","39","2","7","16","16","2","39","9","4","44.4","3","33.3","34","278","146","5","3","2","5","1","32","10","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Lukas Klostermann","16","de GER","LW","29-137","1","1","0","1","0","0","0","1","0","0","","0","","0","0","0","0","0","0","0","0","0","0","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Johan Bakayoko","9","be BEL","RW","22-181","60","24","0","1","9","14","2","24","1","0","0.0","1","100.0","10","54","14","0","0","0","1","0","18","5","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Ezechiel Banzuzi","6","nl NED","RM","20-244","30","15","5","8","5","2","0","15","0","0","","0","","3","10","1","0","0","0","1","0","5","0","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Christoph Baumgartner","14","at AUT","LM","26-078","77","23","0","4","14","5","3","23","2","0","0.0","2","100.0","12","46","34","1","0","1","0","0","16","1","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Xaver Schlager","24","at AUT","LM","28-020","13","11","2","5","2","4","1","11","0","0","","0","","7","44","5","1","0","1","1","1","6","0","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Nicolas Seiwald","13","at AUT","CM","24-167","90","60","6","23","33","4","0","60","0","0","","0","","36","207","87","2","1","0","1","0","36","2","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Assan Ouedraogo","20","de GER","RM","19-162","60","25","1","2","15","8","2","25","1","1","100.0","0","0.0","12","96","22","1","2","1","0","1","21","5","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Yan Diomandé","49","ci CIV","RW","18-338","30","16","1","4","5","8","1","16","3","2","66.7","1","33.3","11","88","28","1","2","0","1","2","11","1","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"David Raum","22","de GER","LB","27-179","90","94","5","33","42","20","0","94","0","0","","0","","41","139","41","1","0","0","0","0","57","2","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Castello Lukeba","23","fr FRA","CB","22-305","90","96","22","44","54","0","0","96","0","0","","0","","63","301","201","1","0","0","0","0","65","0","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Willi Orban","4","hu HUN","CB","32-349","90","86","13","32","52","2","0","86","1","1","100.0","0","0.0","53","247","93","0","0","0","0","0","60","0","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Ridle Baku","17","de GER","RB","27-193","90","88","9","31","42","17","1","88","2","0","0.0","2","100.0","53","200","82","1","0","0","2","1","52","3","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Péter Gulácsi","1","hu HUN","GK","35-165","90","33","31","33","0","0","0","33","0","0","","0","","21","103","63","0","0","0","0","0","17","0","RB Leipzig","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Ransford Königsdörffer","11","gh GHA","FW","24-035","75","29","0","2","11","17","7","29","1","0","0.0","0","0.0","19","112","40","2","1","2","2","2","21","10","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Yussuf Poulsen","15","dk DEN","FW","31-125","15","11","0","1","2","8","2","11","0","0","","0","","3","11","1","0","0","0","0","0","6","1","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Jean-Luc Dompé","7","fr FRA","LW","30-067","90","49","0","2","17","30","0","49","5","4","80.0","1","20.0","36","193","95","4","1","0","3","1","39","21","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Rayan Philippe","14","fr FRA","RW,RM","24-360","89","29","1","5","14","10","0","29","0","0","","0","","13","56","16","0","0","0","0","0","18","4","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Robert Glatzel","9","de GER","RM","31-283","1","1","0","0","0","1","0","1","0","0","","0","","1","2","0","0","0","0","0","0","1","0","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Miro Muheim","28","ch SUI","LM","27-208","90","86","1","23","42","22","1","86","1","1","100.0","0","0.0","53","311","163","3","2","1","1","1","60","5","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Nicolai Remberg","21","de GER","CM","25-121","90","58","3","12","38","8","1","58","0","0","","0","","27","134","64","1","0","0","2","1","36","0","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Albert Sambi Lokonga","6","be BEL","CM","25-361","75","41","1","8","24","9","4","41","1","0","0.0","1","100.0","24","97","34","2","0","2","0","0","30","4","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Immanuel Pherai","10","sr SUR","CM","24-176","15","15","0","1","5","9","1","15","0","0","","0","","7","43","20","1","1","0","0","0","8","2","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"William Mikelbrencis","2","fr FRA","RM","21-235","83","49","2","7","20","22","4","49","2","1","50.0","1","50.0","28","163","113","4","3","1","5","1","30","8","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Fabio Baldé","45","pt POR","RW","20-090","7","9","0","1","4","4","1","9","0","0","","0","","5","25","10","0","0","0","1","0","7","0","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Daniel Elfadli","8","ly LBY","CB","28-195","90","72","2","28","44","1","1","72","0","0","","0","","48","205","89","1","0","1","0","1","59","2","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Luka Vušković","44","hr CRO","CB","18-236","90","94","11","36","54","5","2","94","0","0","","0","","56","349","179","0","0","0","0","2","63","3","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Nicolás Capaldo","24","ar ARG","CB","28-034","89","80","5","23","48","9","0","80","0","0","","0","","40","129","58","1","1","0","2","0","47","1","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Guilherme Ramos","13","pt POR","CB","28-068","1","11","1","2","8","1","0","11","0","0","","0","","5","14","7","0","1","0","0","0","8","0","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Daniel Heuer Fernandes","1","pt POR","GK","32-339","90","52","23","44","8","0","0","52","0","0","","0","","39","159","102","0","0","0","0","0","35","0","Hamburger SV","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","RB Leipzig","Hamburger SV","https://fbref.com/en/matches/98feecfc/RB-Leipzig-Hamburger-SV-October-18-2025-Bundesliga","7"
"Jan Thielmann","29","de GER","FW,AM","23-145","73","23","1","3","8","12","1","23","1","0","0.0","1","100.0","18","61","17","1","0","1","0","1","16","2","Köln","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Köln","Augsburg","https://fbref.com/en/matches/cc14e577/Koln-Augsburg-October-18-2025-Bundesliga","7"
"Florian Kainz","11","at AUT","CM","32-359","17","23","0","4","12","9","0","23","1","0","0.0","0","0.0","15","57","28","0","2","0","0","0","13","0","Köln","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Köln","Augsburg","https://fbref.com/en/matches/cc14e577/Koln-Augsburg-October-18-2025-Bundesliga","7"
"Jakub Kamiński","16","pl POL","AM,WB","23-135","90","52","1","14","17","22","3","52","3","2","66.7","1","33.3","27","159","63","2","2","1","5","1","25","5","Köln","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Köln","Augsburg","https://fbref.com/en/matches/cc14e577/Koln-Augsburg-October-18-2025-Bundesliga","7"
"Luca Waldschmidt","7","de GER","AM","29-152","58","26","0","6","9","11","5","26","0","0","","0","","12","45","25","0","0","0","1","0","16","3","Köln","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Köln","Augsburg","https://fbref.com/en/matches/cc14e577/Koln-Augsburg-October-18-2025-Bundesliga","7"
"Marius Bülter","30","de GER","AM,FW","32-203","32","18","0","1","9","8","0","18","1","1","100.0","0","0.0","17","124","53","3","2","0","1","1","17","1","Köln","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Köln","Augsburg","https://fbref.com/en/matches/cc14e577/Koln-Augsburg-October-18-2025-Bundesliga","7"
"Eric Martel","6","de GER","CM,CB","23-172","90","77","4","28","39","10","0","77","0","0","","0","","44","193","55","0","1","0","0","2","42","3","Köln","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Köln","Augsburg","https://fbref.com/en/matches/cc14e577/Koln-Augsburg-October-18-2025-Bundesliga","7"
"Ísak Jóhannesson","18","is ISL","CM,WB","22-209","90","76","1","14","43","19","2","76","0","0","","0","","50","332","144","2","3","1","0","1","50","2","Köln","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Köln","Augsburg","https://fbref.com/en/matches/cc14e577/Koln-Augsburg-October-18-2025-Bundesliga","7"
"Kristoffer Lund","32","us USA","WB,CB","23-157","73","48","1","15","23","10","0","48","3","2","66.7","1","33.3","27","99","33","1","0","0","2","0","29","4","Köln","Bundesliga","2025-2026","Saturday October 18, 2025, 15:30 (venue time) 14:30 (local time)","Köln","Augsburg","https://fbref.com/en/matches/cc14e577/Koln-Augsburg-October-18-2025-Bundesliga","7"
