"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"3","Joel Fujita","St. Pauli","0.02","0.00","Blocked","28","Right Foot","","Joel Fujita","Take-On","Jackson Irvine","Pass (Live)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"21","Said El Mala","Köln","0.63","0.85","Saved","4","Left Foot","","Marius Bülter","Pass (Live)","Luca Waldschmidt","Pass (Live)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"21","Luca Waldschmidt","Köln","0.40","0.00","Blocked","5","Left Foot","","Said El Mala","Shot","","","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"21","Sebastian Sebulonsen","Köln","0.05","0.08","Saved","13","Right Foot","Volley","Luca Waldschmidt","Shot","","","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"31","Marius Bülter","Köln","0.02","0.00","Off Target","19","Right Foot","","Jakub Kamiński","Pass (Live)","Tom Krauß","Pass (Live)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"51","Said El Mala","Köln","0.39","0.58","Goal","21","Right Foot","","","","","","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"54","Denis Huseinbasic","Köln","0.02","0.00","Blocked","24","Right Foot","Volley","Tom Krauß","Pass (Live)","Luca Waldschmidt","Pass (Dead)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"55","Jakub Kamiński","Köln","0.01","0.00","Blocked","26","Right Foot","Volley","Denis Huseinbasic","Shot","","","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"63","Adam Dźwigała","St. Pauli","0.04","0.00","Off Target","18","Right Foot","Volley","Jackson Irvine","Pass (Live)","Joel Fujita","Pass (Live)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"76","Tom Krauß","Köln","0.05","0.05","Saved","25","Left Foot","","Eric Martel","Pass (Live)","Rav van den Berg","Pass (Live)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"78","Luca Waldschmidt","Köln","0.12","0.30","Saved","21","Left Foot","","Luca Waldschmidt","Take-On","Ragnar Ache","Pass (Live)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"80","Connor Metcalfe","St. Pauli","0.02","0.00","Blocked","25","Left Foot","","Adam Dźwigała","Pass (Live)","Eric Smith","Pass (Live)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"80","Danel Sinani","St. Pauli","0.04","0.00","Off Target","24","Left Foot","Volley","Joel Fujita","Pass (Live)","Danel Sinani","Pass (Live)","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"90+2","Ragnar Ache","Köln","0.33","0.73","Saved","15","Right Foot","","Ragnar Ache","Take-On","Ragnar Ache","Take-On","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
"90+2","Florian Kainz","Köln","0.28","0.47","Saved","7","Right Foot","","Ragnar Ache","Shot","","","Bundesliga","2025-2026","Saturday December 6, 2025, 15:30 (venue time) 14:30 (local time)","Köln","St. Pauli","https://fbref.com/en/matches/bd6f505b/Koln-St-Pauli-December-6-2025-Bundesliga","13"
