"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Tim Lemperle","19","de GER","FW","23-240","63","24","1","1","9","14","4","24","1","1","100.0","0","0.0","12","43","30","1","1","0","1","2","16","5","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Ihlas Bebou","9","tg TOG","FW","31-163","27","5","1","1","1","3","1","5","0","0","","0","","4","12","3","0","0","0","0","0","5","2","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Bazoumana Touré","29","ci CIV","LW","19-215","90","64","1","5","11","48","5","64","5","1","20.0","3","60.0","40","290","117","7","3","1","3","0","45","12","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Muhammed Damar","10","de GER","RW","21-177","69","49","1","2","27","20","1","49","2","1","50.0","1","50.0","30","101","32","0","1","0","1","1","35","8","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Andrej Kramarić","27","hr CRO","RW","34-106","21","19","0","3","5","11","2","19","1","1","100.0","0","0.0","9","28","23","1","0","1","0","0","13","3","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Fisnik Asllani","11","xk KVX","AM","23-056","69","31","0","1","13","17","4","31","2","1","50.0","1","50.0","16","49","20","1","0","1","0","2","27","3","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Max Moerstedt","33","de GER","AM","19-261","21","12","1","4","3","5","2","12","0","0","","0","","4","9","4","0","0","0","1","0","7","2","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Wouter Burger","18","nl NED","DM","24-229","90","57","4","6","39","12","1","57","1","0","0.0","1","100.0","28","94","37","1","0","0","2","0","35","6","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Leon Avdullahu","7","xk KVX","DM","21-222","63","39","1","8","26","5","0","39","1","1","100.0","0","0.0","25","129","46","0","0","0","0","0","31","2","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Grischa Prömel","6","de GER","DM","30-267","27","23","1","2","12","9","1","23","0","0","","0","","14","44","14","0","1","0","1","0","18","0","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Bernardo","13","br BRA","LB","30-142","89","87","4","26","44","17","1","87","2","1","50.0","1","50.0","43","174","109","3","1","0","1","0","50","1","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Alexander Prass","22","at AUT","LB","24-130","1","7","0","0","3","4","0","7","0","0","","0","","3","12","6","0","0","0","0","0","4","0","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Albian Hajdari","21","xk KVX","CB","22-138","90","87","6","39","44","5","1","87","0","0","","0","","55","248","101","1","0","0","0","1","60","0","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Robin Hranáč","2","cz CZE","CB","25-247","90","77","3","33","40","4","1","77","0","0","","0","","48","161","62","1","0","0","0","0","51","0","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Vladimír Coufal","34","cz CZE","RB","33-042","90","72","0","20","27","25","2","72","0","0","","0","","29","94","31","1","1","0","6","0","36","2","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Oliver Baumann","1","de GER","GK","35-123","90","38","21","35","3","0","0","38","0","0","","0","","23","96","63","0","0","0","0","0","21","0","Hoffenheim","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Jakub Kamiński","16","pl POL","FW,CM,WB","23-120","90","33","2","5","8","20","3","33","0","0","","0","","17","103","68","3","1","2","0","0","22","3","Köln","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"Said El Mala","13","de GER","AM,FW","19-038","71","31","1","5","12","15","4","31","7","3","42.9","4","57.1","12","111","43","2","1","2","6","1","15","2","Köln","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
