"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Andrea Pinamonti","99","it ITA","FW","26-096","89","0","0","0","0","1","0","0","0","17","0","0","2","0.0","0.0","0.1","2","0","9","13","69.2","0","8","0","0","0","/en/players/08aa9cd1/Andrea-Pinamonti","Sassuolo","0","0","10","7","1","17","","0","","34","14","0","0","1","1","14","6","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Luca Moro","24","it ITA","FW","24-210","1","0","0","0","0","0","0","0","0","2","0","0","1","0.0","0.0","0.0","0","0","0","0","","0","1","0","0","0","/en/players/96281a90/Luca-Moro","Sassuolo","0","0","0","2","0","2","","0","","1","0","0","0","1","0","1","1","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Armand Lauriente","45","fr FRA","LW","26-262","80","0","0","0","0","0","0","0","0","37","2","0","1","0.0","0.0","0.0","0","0","21","22","95.5","1","23","2","6","0","/en/players/2d22cea7/Armand-Lauriente","Sassuolo","1","3","17","17","2","37","0.0","4","66.7","122","42","1","0","0","1","23","5","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Andrea Ghion","8","it ITA","LW,CM","25-181","10","0","0","0","0","0","0","0","0","3","1","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","1","0","0","0","/en/players/7f24b3eb/Andrea-Ghion","Sassuolo","0","1","1","1","0","3","","0","","16","15","0","0","0","0","1","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Domenico Berardi","10","it ITA","RW","31-022","89","0","0","0","0","1","0","1","0","38","3","1","2","0.0","0.0","0.0","1","0","17","25","68.0","3","24","2","3","2","/en/players/53a0e358/Domenico-Berardi","Sassuolo","0","7","19","13","1","38","66.7","1","33.3","148","69","0","0","3","1","24","3","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Nicholas Pierini","77","it ITA","RM","27-017","1","0","0","0","0","0","0","0","0","1","0","0","0","0.0","0.0","0.2","1","0","1","1","100.0","0","1","0","0","0","/en/players/7cc89a5f/Nicholas-Pierini","Sassuolo","0","0","0","1","1","1","","0","","5","0","0","0","0","0","1","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Daniel Boloca","11","ro ROU","LM,CM","26-244","90","0","0","0","0","2","0","0","0","51","2","1","0","0.2","0.2","0.0","3","0","39","42","92.9","3","31","4","2","1","/en/players/85f7ed25/Daniel-Boloca","Sassuolo","2","11","27","15","1","51","50.0","1","50.0","244","166","2","0","0","0","34","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Luca Lipani","35","it ITA","CM","20-097","72","0","0","0","0","0","0","0","0","45","2","1","0","0.0","0.0","0.0","2","0","31","39","79.5","3","28","0","1","1","/en/players/1dc5a029/Luca-Lipani","Sassuolo","1","15","25","5","0","45","100.0","0","0.0","84","23","0","0","0","1","31","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Alieu Fadera","20","gm GAM","CM,LM","23-293","18","0","0","0","0","1","0","0","0","7","0","0","0","0.0","0.0","0.0","2","0","3","3","100.0","0","8","2","2","2","/en/players/53210e42/Alieu-Fadera","Sassuolo","0","2","4","2","2","7","100.0","0","0.0","120","63","2","2","1","1","7","1","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Ismaël Koné","90","ca CAN","RM","23-078","78","0","0","0","0","0","0","2","1","38","1","1","2","0.0","0.0","0.0","1","0","26","30","86.7","1","19","0","1","0","/en/players/e0220b70/Ismael-Kone","Sassuolo","1","10","24","4","0","38","0.0","1","100.0","90","33","0","0","2","0","28","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Josh Doig","3","sct SCO","LB","23-097","80","0","0","0","0","1","1","0","0","30","1","1","2","0.0","0.0","0.0","1","0","18","20","90.0","3","15","1","1","1","/en/players/2f69d881/Josh-Doig","Sassuolo","5","12","8","10","0","30","100.0","0","0.0","126","79","1","0","1","1","14","1","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Fali Candé","5","gw GNB","LB","27-211","10","0","0","0","0","0","0","0","0","3","0","1","0","0.0","0.0","0.0","1","0","2","2","100.0","1","1","0","0","0","/en/players/3cc4bb19/Fali-Cande","Sassuolo","0","1","1","1","0","3","","0","","4","0","0","0","0","0","1","1","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Tarik Muharemovic","80","ba BIH","CB","22-176","90","0","0","0","0","1","1","0","0","63","2","3","1","0.0","0.0","0.0","0","0","45","52","86.5","3","33","0","0","0","/en/players/426dda23/Tarik-Muharemovic","Sassuolo","6","31","29","4","0","63","","0","","232","111","3","0","1","0","36","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Filippo Romagna","19","it ITA","CB","28-089","90","0","0","0","0","0","0","0","0","61","1","2","0","0.0","0.0","0.0","0","0","52","56","92.9","0","44","1","0","0","/en/players/84594618/Filippo-Romagna","Sassuolo","1","27","31","4","0","61","","0","","111","29","1","0","0","0","50","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Sebastian Walukiewicz","6","pl POL","RB","25-140","90","0","0","0","0","0","0","0","0","54","1","1","0","0.0","0.0","0.0","0","0","47","53","88.7","1","32","2","1","1","/en/players/217875a4/Sebastian-Walukiewicz","Sassuolo","1","20","26","8","0","54","100.0","0","0.0","147","68","1","0","0","1","39","1","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Stefano Turati","13","it ITA","GK","23-352","90","0","0","0","0","0","0","0","0","26","0","0","0","0.0","0.0","0.0","0","0","10","26","38.5","0","19","0","0","0","/en/players/bf168004/Stefano-Turati","Sassuolo","23","26","0","0","0","26","","0","","114","76","0","0","0","0","15","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Lorenzo Lucca","27","it ITA","FW","24-347","81","0","0","0","0","2","1","1","0","27","0","0","0","0.3","0.3","0.0","4","0","15","17","88.2","0","18","0","3","2","/en/players/83c06f3a/Lorenzo-Lucca","Napoli","0","3","14","10","4","27","66.7","1","33.3","75","30","0","0","1","2","19","5","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Noa Lang","70","nl NED","LM","26-067","9","0","0","0","0","0","0","0","0","5","0","0","0","0.0","0.0","0.0","0","0","4","5","80.0","0","5","0","0","0","/en/players/8e034340/Noa-Lang","Napoli","0","0","3","2","0","5","","0","","28","18","0","0","0","0","5","0","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
"Scott McTominay","8","sct SCO","LM,CM","28-258","88","1","0","0","0","3","2","0","0","40","1","0","1","0.2","0.2","0.1","2","1","27","30","90.0","1","32","3","4","1","/en/players/d93c2511/Scott-McTominay","Napoli","1","9","18","13","2","40","25.0","2","50.0","151","75","2","1","2","3","33","7","Serie-A","2025-2026","Saturday August 23, 2025, 18:30 (venue time) 17:30 (local time)","Sassuolo","Napoli","https://fbref.com/en/matches/07e76b58/Sassuolo-Napoli-August-23-2025-Serie-A","1","Mapei Stadium - Città del Tricolore"
