"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Stefano Moreo","32","it ITA","FW","32-130","66","0","0","0","0","1","0","0","0","18","0","0","1","0.0","0.0","0.0","1","0","6","14","42.9","1","9","2","1","1","/en/players/7c52943c/Stefano-Moreo","Pisa","1","2","10","8","3","18","100.0","0","0.0","80","43","2","0","2","0","12","0","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"Mattéo Tramoni","10","fr FRA","FW","25-291","24","0","1","0","0","0","0","0","0","13","0","0","0","0.0","0.0","0.4","2","1","8","10","80.0","5","10","4","1","0","/en/players/2e0ae188/Matteo-Tramoni","Pisa","1","2","2","9","3","13","0.0","0","0.0","117","85","1","1","1","0","8","4","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"M'Bala Nzola","18","ao ANG","FW","29-081","89","0","0","0","0","4","2","0","0","31","0","0","0","0.2","0.2","0.0","3","0","10","15","66.7","3","23","0","4","3","/en/players/a4948e67/MBala-Nzola","Pisa","0","0","15","16","5","31","75.0","1","25.0","109","17","1","0","9","5","30","12","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"Henrik Meister","9","dk DEN","FW","21-355","1","0","0","0","0","0","0","0","0","1","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0","/en/players/e1a873eb/Henrik-Meister","Pisa","0","0","0","1","1","1","","0","","0","0","0","0","1","0","0","0","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"Ebenezer Akinsanmiro","14","ng NGA","CM","20-347","66","0","0","0","0","1","1","0","0","25","1","2","0","0.0","0.0","0.0","1","0","13","18","72.2","3","10","3","1","1","/en/players/3ad34015/Ebenezer-Akinsanmiro","Pisa","2","6","13","6","1","25","100.0","0","0.0","72","59","1","0","0","2","12","1","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"Gabriele Piccinini","36","it ITA","CM","24-215","24","0","0","0","0","0","0","1","0","6","0","0","1","0.0","0.0","0.0","0","0","4","5","80.0","0","3","0","0","0","/en/players/92e4465e/Gabriele-Piccinini","Pisa","0","0","4","2","1","6","","0","","1","0","0","0","0","1","4","1","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"Michel Aebischer","20","ch SUI","CM","28-305","90","0","0","0","0","0","0","1","0","52","4","0","1","0.0","0.0","0.0","3","0","38","44","86.4","7","27","1","1","1","/en/players/f9c927de/Michel-Aebischer","Pisa","7","20","29","5","0","52","100.0","0","0.0","123","56","1","0","1","1","27","2","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"İsak Vural","21","tr TUR","CM","19-163","66","0","0","0","0","1","0","1","0","27","0","0","2","0.0","0.0","0.0","3","0","14","17","82.4","0","15","1","4","2","/en/players/c7d1b2ff/Isak-Vural","Pisa","2","4","16","8","1","27","50.0","1","25.0","58","15","0","0","3","0","20","4","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"Marius Marin","6","ro ROU","CM","27-069","24","0","0","0","0","0","0","1","0","17","2","0","1","0.0","0.0","0.0","1","0","8","12","66.7","1","4","0","0","0","/en/players/a5106847/Marius-Marin","Pisa","1","6","10","2","1","17","","0","","11","8","1","0","0","0","6","2","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
"Juan Cuadrado","11","co COL","WB","37-165","45","0","0","0","0","0","0","0","0","22","0","0","0","0.0","0.0","0.2","3","0","14","20","70.0","2","11","1","6","3","/en/players/0ab1f153/Juan-Cuadrado","Pisa","0","6","8","9","0","22","50.0","1","16.7","73","43","1","0","0","0","7","1","Serie-A","2025-2026","Friday November 7, 2025, 20:45 (venue time) 19:45 (local time)","Pisa","Cremonese","https://fbref.com/en/matches/8b8c12ba/Pisa-Cremonese-November-7-2025-Serie-A","11","Arena Garibaldi - Stadio Romeo Anconetan..."
