"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Bojan Miovski","19","mk MKD","FW","26-052","44","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","2","3","66.7","0","0","0","1","0","/en/players/72e442c5/Bojan-Miovski","Girona","0","0","2","2","1","4","0.0","1","100.0","0","0","0","0","0","0","0","0","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Vladyslav Krapyvtsov","25","ua UKR","GK","20-051","46","0","0","0","0","0","0","0","0","30","0","0","0","0.0","0.0","0.0","0","0","13","27","48.1","0","14","0","0","0","/en/players/66daeaf7/Vladyslav-Krapyvtsov","Girona","23","30","0","0","0","30","","0","","99","51","0","0","0","0","11","0","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Yaser Asprilla","10","co COL","LW","21-269","45","0","0","0","0","1","0","0","0","15","1","0","0","0.0","0.0","0.0","0","0","6","8","75.0","0","10","0","0","0","/en/players/d139daf9/Yaser-Asprilla","Girona","0","1","5","9","0","15","","0","","42","4","1","0","2","2","11","2","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Portu","8","es ESP","FW","33-086","45","0","0","0","0","1","0","0","0","16","0","0","0","0.1","0.1","0.1","1","0","8","11","72.7","1","5","0","0","0","/en/players/1bda5842/Portu","Girona","0","0","3","13","1","16","","0","","12","4","0","0","1","2","7","2","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Viktor Tsyhankov","15","ua UKR","CM,RW","27-273","90","0","1","0","0","0","0","0","0","41","2","0","1","0.0","0.0","0.3","3","2","21","31","67.7","0","19","2","1","1","/en/players/f7e87032/Viktor-Tsyhankov","Girona","4","4","18","19","2","41","100.0","0","0.0","104","60","2","1","0","0","27","2","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Joel Roca","33","es ESP","LB,LM","20-069","90","1","0","0","0","1","1","0","0","31","3","0","1","0.3","0.3","0.0","0","0","12","17","70.6","0","26","2","8","3","/en/players/5f21b94c/Joel-Roca","Girona","1","5","14","13","3","31","37.5","5","62.5","199","68","1","0","1","5","20","3","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Jhon Solis","22","co COL","CM","20-316","90","0","0","0","0","0","0","0","0","41","1","0","0","0.0","0.0","0.0","1","0","30","33","90.9","2","30","0","4","2","/en/players/1282939a/Jhon-Solis","Girona","1","10","27","5","0","41","50.0","2","50.0","181","56","1","0","1","1","29","1","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Yangel Herrera","21","ve VEN","RM,CM","27-213","69","0","0","0","0","1","0","0","0","27","0","0","1","0.0","0.0","0.0","0","0","13","21","61.9","0","18","1","2","1","/en/players/5083a734/Yangel-Herrera","Girona","1","5","11","11","0","27","50.0","1","50.0","62","35","2","0","1","0","17","3","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Thomas Lemar","11","fr FRA","CM","29-276","21","0","0","0","0","2","1","0","0","28","1","0","0","0.1","0.1","0.0","3","0","18","22","81.8","7","18","0","1","1","/en/players/4dbd0916/Thomas-Lemar","Girona","0","1","20","7","0","28","100.0","0","0.0","105","47","1","0","1","2","19","4","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
"Daley Blind","17","nl NED","LB,CB","35-159","57","0","0","0","0","0","0","0","0","36","3","0","1","0.0","0.0","0.0","1","0","28","31","90.3","2","19","0","0","0","/en/players/691bef82/Daley-Blind","Girona","2","7","26","4","0","36","","0","","55","12","0","0","1","0","16","0","La-Liga","2025-2026","Friday August 15, 2025, 19:00 (venue time) 18:00 (local time)","Girona","Rayo Vallecano","https://fbref.com/en/matches/12c8079e/Girona-Rayo-Vallecano-August-15-2025-La-Liga","1","Estadi Municipal de Montilivi"
