"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"9","Mathias Honsak","Heidenheim","0.06","0.00","Woodwork","17","Left Foot","","Thomas Keller","Pass (Live)","Patrick Mainka","Pass (Live)","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"10","Derrick Köhn","Union Berlin","0.10","0.00","Off Target","11","Left Foot","Volley","Oliver Burke","Pass (Live)","Rani Khedira","Pass (Live)","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"12","Adrian Beck","Heidenheim","0.01","0.00","Blocked","28","Right Foot","","Jonas Föhrenbach","Pass (Live)","Niklas Dorsch","Pass (Dead)","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"12","Patrick Mainka","Heidenheim","0.11","0.00","Blocked","7","Right Foot","","Julian Niehues","Pass (Live)","Adrian Beck","Shot","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"17","Danilho Doekhi","Union Berlin","0.05","0.00","Off Target","8","Other","","Christopher Trimmel","Pass (Dead)","Derrick Köhn","Pass (Dead)","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"29","Derrick Köhn","Union Berlin","0.02","0.00","Blocked","29","Left Foot","","Rani Khedira","Pass (Live)","Aljoscha Kemlein","Pass (Live)","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"41","Diogo Leite","Union Berlin","0.10","0.00","Off Target","8","Head","","Christopher Trimmel","Pass (Dead)","","","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"42","Aljoscha Kemlein","Union Berlin","0.06","0.50","Saved","17","Right Foot","","Oliver Burke","Pass (Live)","","","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"43","Rani Khedira","Union Berlin","0.30","0.66","Goal","12","Right Foot","","Leopold Querfeld","Pass (Live)","","","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"57","Mathias Honsak","Heidenheim","0.01","0.00","Blocked","24","Left Foot","Volley","","","","","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"64","Stefan Schimmer","Heidenheim","0.13","0.00","Off Target","15","Right Foot","","Arijon Ibrahimović","Pass (Live)","Diant Ramaj","Pass (Live)","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
