"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"8","Yannik Engelhardt","Gladbach","0.05","0.00","Off Target","27","Right Foot","Volley","Franck Honorat","Pass (Live)","Luca Netz","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"17","Haris Tabakovic","Gladbach","0.17","0.00","Woodwork","9","Right Foot","","Castrop Jens","Pass (Live)","Joe Scally","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"17","Rocco Reitz","Gladbach","0.12","0.00","Blocked","21","Left Foot","","Haris Tabakovic","Shot","","","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"26","Florian Neuhaus","Gladbach","0.04","0.00","Blocked","27","Right Foot","","Castrop Jens","Fouled","Haris Tabakovic","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"30","Arijon Ibrahimović","Heidenheim","0.05","0.00","Blocked","17","Left Foot","Volley","Adrian Beck","Pass (Live)","Omar Traoré","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"45","Florian Neuhaus","Gladbach","0.03","0.00","Blocked","18","Right Foot","","Rocco Reitz","Fouled","","","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"45+1","Kevin Diks (pen)","Gladbach","0.79","0.88","Goal","13","Right Foot","","Nico Elvedi","Fouled","Franck Honorat","Pass (Dead)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"48","Patrick Mainka","Heidenheim","0.02","0.07","Saved","13","Head","","Arijon Ibrahimović","Pass (Dead)","Marvin Pieringer","Fouled","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"49","Patrick Mainka","Heidenheim","0.02","0.00","Off Target","13","Head","","Niklas Dorsch","Pass (Dead)","Patrick Mainka","Shot","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"50","Castrop Jens","Gladbach","0.04","0.00","Blocked","6","Right Foot","Volley","Franck Honorat","Pass (Dead)","Haris Tabakovic","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"52","Rocco Reitz","Gladbach","0.02","0.00","Blocked","21","Left Foot","","Franck Honorat","Pass (Live)","Kevin Diks","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"53","Kevin Diks","Gladbach","0.01","0.04","Saved","34","Right Foot","","Rocco Reitz","Shot","","","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"54","Jan Schöppner","Heidenheim","0.09","0.00","Blocked","9","Head","","Arijon Ibrahimović","Pass (Live)","Niklas Dorsch","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"55","Haris Tabakovic","Gladbach","0.22","0.88","Goal","12","Left Foot","","Rocco Reitz","Pass (Live)","Castrop Jens","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"56","Marvin Pieringer","Heidenheim","0.06","0.00","Off Target","25","Right Foot","","Jan Schöppner","Pass (Live)","Arijon Ibrahimović","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"57","Adrian Beck","Heidenheim","0.10","0.31","Saved","10","Right Foot","","Adrian Beck","Take-On","Arijon Ibrahimović","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"68","Florian Neuhaus","Gladbach","0.06","0.00","Woodwork","23","Right Foot","","Franck Honorat","Pass (Live)","Rocco Reitz","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"72","Marvin Pieringer","Heidenheim","0.04","0.00","Off Target","24","Right Foot","Volley","Stefan Schimmer","Pass (Live)","Marvin Pieringer","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"74","Franck Honorat","Gladbach","0.02","0.00","Off Target","16","Right Foot","","Franck Honorat","Take-On","Shuto Machino","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"76","Shuto Machino","Gladbach","0.43","0.91","Goal","10","Right Foot","Volley","Franck Honorat","Pass (Live)","Rocco Reitz","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"79","Nico Elvedi","Gladbach","0.02","0.00","Blocked","9","Head","Volley","Gio Reyna","Pass (Dead)","Gio Reyna","Fouled","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"79","Nico Elvedi","Gladbach","0.07","0.00","Off Target","5","Right Foot","Volley","Nico Elvedi","Shot","","","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"85","Nico Elvedi","Gladbach","0.10","0.00","Off Target","18","Right Foot","","Gio Reyna","Pass (Live)","Shuto Machino","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 15:30 (venue time) 14:30 (local time)","Heidenheim","Mönchengladbach","https://fbref.com/en/matches/75601473/Heidenheim-Monchengladbach-November-22-2025-Bundesliga","11"
"2","Jonathan Burkardt","Eint Frankfurt","0.30","0.43","Saved","10","Right Foot","","Ansgar Knauff","Pass (Live)","Mahmoud Dahoud","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Köln","Eintracht Frankfurt","https://fbref.com/en/matches/1cdc182e/Koln-Eintracht-Frankfurt-November-22-2025-Bundesliga","11"
"4","Jakub Kamiński","Köln","0.10","0.69","Goal","15","Right Foot","","Ragnar Ache","Pass (Live)","Dominique Heintz","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Köln","Eintracht Frankfurt","https://fbref.com/en/matches/1cdc182e/Koln-Eintracht-Frankfurt-November-22-2025-Bundesliga","11"
"28","Joël Schmied","Köln","0.12","0.00","Off Target","5","Other","","Ísak Jóhannesson","Pass (Dead)","Jakub Kamiński","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Köln","Eintracht Frankfurt","https://fbref.com/en/matches/1cdc182e/Koln-Eintracht-Frankfurt-November-22-2025-Bundesliga","11"
"30","Jonathan Burkardt","Eint Frankfurt","0.05","0.12","Saved","11","Head","","Ansgar Knauff","Pass (Live)","Mario Götze","Pass (Live)","Bundesliga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Köln","Eintracht Frankfurt","https://fbref.com/en/matches/1cdc182e/Koln-Eintracht-Frankfurt-November-22-2025-Bundesliga","11"
