"league","season","match_date","gameweek","home_team","away_team","team","player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","match_url","venue"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Christian Kofane","35","cm CMR","FW","19-092","76","0","0","0","0","4","0","0","0","27","1","0","1","0.4","0.4","0.0","1","0","11","13","84.6","0","11","2","3","2","/en/players/dc160de3/Christian-Kofane","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Patrik Schick","14","cz CZE","FW","29-275","14","0","0","0","0","0","0","0","0","18","0","0","0","0.0","0.0","0.0","0","0","15","16","93.8","0","4","1","0","0","/en/players/5d4f7d61/Patrik-Schick","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Ernest Poku","19","nl NED","AM","21-271","84","1","0","0","0","2","2","0","0","41","0","0","1","0.1","0.1","0.1","3","1","32","34","94.1","0","21","5","0","0","/en/players/ddc31375/Ernest-Poku","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Eliesse Ben Seghir","17","ma MAR","AM","20-252","6","0","0","0","0","1","0","0","0","8","0","0","0","0.1","0.1","0.0","1","0","4","5","80.0","1","4","0","0","0","/en/players/3bd65247/Eliesse-Ben-Seghir","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Jonas Hofmann","7","de GER","AM","33-104","66","0","0","0","0","1","0","0","0","45","1","0","2","0.1","0.1","0.0","2","0","29","36","80.6","2","25","3","1","0","/en/players/2903a856/Jonas-Hofmann","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Ibrahim Maza","30","dz ALG","AM","19-336","24","0","0","0","0","2","0","0","0","26","0","0","0","0.1","0.1","0.0","2","0","19","21","90.5","1","14","1","2","0","/en/players/89b3bc5e/Ibrahim-Maza","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Ezequiél Fernández","6","ar ARG","CM","23-093","66","0","0","0","0","0","0","0","0","63","1","0","1","0.0","0.0","0.0","4","0","53","57","93.0","3","36","0","1","0","/en/players/319857df/Ezequiel-Fernandez","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Robert Andrich","8","de GER","CM","31-034","24","0","0","0","0","0","0","0","0","26","1","0","0","0.0","0.0","0.0","0","0","20","23","87.0","2","11","1","0","0","/en/players/e0b113a7/Robert-Andrich","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Aleix García","24","es ESP","CM","28-120","90","0","1","0","0","2","0","1","0","128","0","1","0","0.1","0.1","0.3","7","2","113","120","94.2","7","60","2","0","0","/en/players/a10361d2/Aleix-Garcia","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Álex Grimaldo","20","es ESP","WB","30-036","90","0","1","0","0","3","1","0","0","116","1","0","0","0.1","0.1","0.5","8","1","89","99","89.9","6","50","3","5","0","/en/players/b1f4086c/Alex-Grimaldo","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Arthur","13","br BRA","WB","22-223","90","0","0","0","0","2","0","0","0","65","0","1","1","0.4","0.4","0.3","2","0","48","52","92.3","5","28","0","3","0","/en/players/8a958856/Arthur","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Edmond Tapsoba","12","bf BFA","CB","26-266","90","1","0","0","0","1","1","0","0","122","1","0","0","0.4","0.4","0.0","0","0","109","115","94.8","5","88","0","0","0","/en/players/a73c8f95/Edmond-Tapsoba","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Loïc Bade","5","fr FRA","CB","25-198","90","0","0","0","0","1","0","0","0","106","3","0","1","0.0","0.0","0.0","2","0","90","93","96.8","2","57","0","1","0","/en/players/114bbdee/Loic-Bade","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Jarell Quansah","4","eng ENG","CB","22-270","76","0","0","0","0","0","0","0","0","70","2","0","0","0.0","0.0","0.0","0","0","55","63","87.3","5","33","2","1","1","/en/players/4125cb98/Jarell-Quansah","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
"Bundesliga","2025-2026","Sunday October 26, 2025, 15:30 (venue time) 14:30 (local time)","8","Bayer Leverkusen","Freiburg","Bayer Leverkusen","Jeanuël Belocian","44","fr FRA","CB","20-251","14","0","0","0","0","0","0","0","0","23","0","0","0","0.0","0.0","0.1","1","0","22","23","95.7","6","14","1","0","0","/en/players/c678ddd7/Jeanuel-Belocian","https://fbref.com/en/matches/f42e0743/Bayer-Leverkusen-Freiburg-October-26-2025-Bundesliga","BayArena"
