"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Aaron Zehnter","25","de GER","LB","20-304","89","55","5","33","14","9","1","55","0","0","","0","","28","83","32","1","3","1","0","0","24","3","Wolfsburg","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Joakim Mæhle","21","dk DEN","LB","28-103","1","4","0","2","3","0","0","4","1","0","0.0","1","100.0","1","36","0","0","0","0","0","0","0","0","Wolfsburg","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Konstantinos Koulierakis","4","gr GRE","CB","21-276","90","65","14","42","20","3","1","65","0","0","","0","","32","138","63","1","1","0","0","0","41","0","Wolfsburg","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Moritz Jenz","15","de GER","CB","26-123","90","44","10","29","14","1","0","44","0","0","","0","","22","71","25","0","1","0","0","0","25","0","Wolfsburg","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Kilian Fischer","2","de GER","RB","24-323","90","53","6","25","15","13","1","53","1","0","0.0","1","100.0","25","117","57","0","1","0","1","1","28","2","Wolfsburg","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Kamil Grabara","1","pl POL","GK","26-235","90","51","48","50","1","0","0","51","0","0","","0","","32","156","107","0","0","0","0","0","22","0","Wolfsburg","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Nelson Weiper","44","de GER","FW","20-167","68","15","0","0","5","10","5","15","0","0","","0","","8","42","18","1","0","1","3","2","13","5","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Armindo Sieb","11","de GER","FW","22-195","22","9","0","0","4","6","4","9","1","1","100.0","0","0.0","6","103","86","2","2","2","1","1","7","3","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Lee Jae-sung","7","kr KOR","LW","33-021","90","30","1","3","9","18","5","30","0","0","","0","","15","92","45","0","0","0","0","2","23","6","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Arnaud Nordin","9","fr FRA","RW","27-075","81","47","0","0","19","28","4","47","2","0","0.0","2","100.0","24","147","75","4","1","1","3","0","30","8","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Ben Bobzien","37","de GER","RW","22-124","9","13","0","0","10","4","1","13","0","0","","0","","7","52","22","2","0","0","1","1","10","1","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Nadiem Amiri","10","de GER","AM","28-308","90","94","0","2","44","48","5","93","4","2","50.0","1","25.0","53","197","57","1","3","1","1","1","65","0","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Phillipp Mwene","2","at AUT","LM","31-214","68","31","0","2","13","16","2","31","0","0","","0","","11","46","23","1","0","0","1","0","15","7","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Nikolas Veratschnig","22","at AUT","LM","22-219","22","15","0","3","7","5","1","15","0","0","","0","","4","15","0","0","0","0","0","0","7","1","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Anthony Caci","19","fr FRA","RM","28-061","90","100","1","6","45","50","5","100","1","0","0.0","1","100.0","56","238","130","5","4","0","2","1","70","19","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Kaishu Sano","6","jp JPN","DM","24-244","90","45","3","8","23","14","4","45","1","0","0.0","0","0.0","19","53","20","0","0","0","3","0","22","4","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Dominik Kohr","31","de GER","CB","31-212","90","62","2","17","32","13","3","62","0","0","","0","","35","176","104","0","1","0","0","0","45","1","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Stefan Bell","16","de GER","CB","34-007","45","39","3","10","27","2","0","39","0","0","","0","","20","79","50","1","0","0","0","0","23","0","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Andreas Hanche-Olsen","25","no NOR","CB","28-226","45","28","1","13","12","4","2","28","0","0","","0","","13","52","6","0","0","0","1","0","12","1","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Danny da Costa","21","de GER","CB","32-049","90","83","1","20","48","15","0","83","0","0","","0","","43","191","76","0","0","0","1","1","53","0","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Robin Zentner","27","de GER","GK","30-307","90","35","22","32","3","0","0","35","0","0","","0","","18","96","44","0","0","0","0","0","16","0","Mainz 05","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"Serhou Guirassy","9","gn GUI","FW","29-172","86","40","4","7","11","23","10","40","1","0","0.0","1","100.0","23","141","71","4","2","2","3","0","29","10","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Karim Adeyemi","27","de GER","FW","23-225","4","5","0","0","2","3","0","5","1","0","0.0","1","100.0","3","9","3","0","1","0","1","0","4","0","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Maximilian Beier","14","de GER","AM","22-318","76","28","0","5","6","17","1","28","1","0","0.0","1","100.0","15","36","18","0","1","0","3","1","21","6","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Carney Chukwuemeka","17","eng ENG","AM","21-315","14","10","0","1","8","2","0","10","3","2","66.7","1","33.3","7","76","53","2","0","0","0","0","8","2","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Julian Brandt","10","de GER","AM","29-121","90","69","1","3","31","36","4","69","2","2","100.0","0","0.0","33","123","53","1","1","0","1","0","56","10","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Jobe Bellingham","7","eng ENG","CM","19-342","70","67","2","10","41","16","1","67","1","1","100.0","0","0.0","38","151","82","0","3","0","1","2","54","4","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Felix Nmecha","8","de GER","CM","24-325","20","21","0","2","17","2","1","21","1","1","100.0","0","0.0","10","64","35","0","1","0","0","0","17","0","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Marcel Sabitzer","20","at AUT","CM","31-167","85","61","2","4","38","19","2","61","0","0","","0","","38","218","160","2","1","0","2","0","52","4","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Pascal Groß","13","de GER","CM","34-077","5","16","1","2","12","2","0","16","0","0","","0","","10","46","18","0","0","0","0","0","15","0","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Daniel Svensson","24","se SWE","WB","23-200","90","71","2","14","33","24","1","71","0","0","","0","","41","231","133","3","0","1","1","1","47","9","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Yan Couto","2","br BRA","WB","23-089","90","82","1","14","32","36","1","82","6","2","33.3","3","50.0","45","242","106","3","4","0","1","0","59","17","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Ramy Bensebaini","5","dz ALG","CB","30-137","90","124","9","38","81","6","0","124","1","0","0.0","1","100.0","79","458","317","4","2","0","1","0","95","0","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Waldemar Anton","3","de GER","CB","29-042","90","112","8","36","76","0","0","112","0","0","","0","","74","436","254","0","0","0","0","0","93","0","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Aaron Anselmino","28","ar ARG","CB","20-124","75","87","2","25","59","3","0","87","0","0","","0","","53","321","216","4","1","0","1","0","70","1","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Julian Ryerson","26","no NOR","CB","27-287","15","24","0","5","14","5","0","24","0","0","","0","","13","83","59","1","2","0","0","0","18","0","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Gregor Kobel","1","ch SUI","GK","27-268","90","33","22","33","0","0","0","33","0","0","","0","","16","50","28","0","0","0","0","0","19","0","Dortmund","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Andrej Ilic","23","rs SRB","FW","25-150","90","24","1","2","13","9","6","24","1","1","100.0","0","0.0","14","61","25","0","0","0","2","1","18","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Ilyas Ansah","10","de GER","FW","20-296","69","17","0","1","9","7","1","17","1","0","0.0","1","100.0","9","52","3","0","0","0","5","2","12","4","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Oliver Burke","7","sct SCO","FW","28-146","21","6","0","1","1","5","0","6","1","0","0.0","1","100.0","2","7","0","0","0","0","0","0","2","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Janik Haberer","19","de GER","CM","31-151","81","36","0","10","18","9","0","36","1","0","0.0","1","100.0","21","64","20","0","1","0","0","0","21","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Aljoscha Kemlein","6","de GER","CM","21-029","9","6","0","0","5","2","0","6","0","0","","0","","3","37","31","1","0","0","0","1","4","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Rani Khedira","8","de GER","CM","31-216","90","43","2","10","28","5","0","43","0","0","","0","","26","136","74","1","0","0","2","0","22","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Alex Král","33","cz CZE","CM","27-104","63","24","1","7","13","5","1","24","0","0","","0","","13","94","47","1","1","0","1","0","12","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Jeong Woo-yeong","11","kr KOR","CM","25-345","27","10","0","3","4","3","0","10","0","0","","0","","11","52","18","0","1","0","0","1","11","2","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Robert Skov","24","dk DEN","LB","29-103","69","33","1","8","15","10","1","33","1","1","100.0","0","0.0","21","116","71","2","1","1","3","0","22","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Derrick Köhn","39","gh GHA","LB","26-208","21","11","0","5","3","4","0","11","1","0","0.0","1","100.0","8","50","40","1","1","0","0","0","7","2","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Tom Rothe","15","de GER","CB","20-306","90","50","5","24","26","1","1","50","1","0","0.0","1","100.0","27","113","45","0","0","0","0","0","28","0","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Leopold Querfeld","14","at AUT","CB","21-254","90","61","8","35","23","3","1","61","0","0","","0","","36","173","86","0","0","0","0","0","37","0","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Danilho Doekhi","5","nl NED","CB","27-062","90","65","5","40","23","3","1","65","0","0","","0","","48","194","67","0","0","0","0","0","47","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Christopher Trimmel","28","at AUT","RB","38-188","63","52","1","14","22","16","1","52","0","0","","0","","31","156","93","4","3","0","1","0","35","1","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Tim Skarke","21","de GER","RB","28-358","27","11","0","2","5","4","0","11","0","0","","0","","6","28","10","1","1","0","0","0","8","2","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Frederik Rønnow","1","dk DEN","GK","33-027","90","43","35","42","1","0","0","43","0","0","","0","","27","115","50","0","0","0","0","0","19","0","Union Berlin","Bundesliga","2025-2026","Sunday August 31, 2025, 17:30 (venue time) 16:30 (local time)","Dortmund","Union Berlin","https://fbref.com/en/matches/217ef044/Dortmund-Union-Berlin-August-31-2025-Bundesliga","2"
"Jakub Kamiński","16","pl POL","FW,RW","23-087","90","33","2","6","6","21","8","33","1","1","100.0","0","0.0","22","145","67","2","1","2","2","1","23","7","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Marius Bülter","30","de GER","LW,FW","32-155","75","25","1","4","12","9","2","25","0","0","","0","","18","83","19","0","0","0","4","1","20","4","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Ragnar Ache","9","de GER","FW","27-034","15","8","2","3","4","1","1","8","0","0","","0","","2","9","0","0","0","0","0","0","4","0","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Jan Thielmann","29","de GER","RW","23-097","67","21","0","2","9","10","4","21","0","0","","0","","14","57","27","1","0","0","0","1","16","4","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Said El Mala","13","de GER","LW","19-005","23","7","0","0","3","4","1","7","2","0","0.0","2","100.0","4","24","0","0","0","0","1","1","4","1","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Ísak Jóhannesson","18","is ISL","AM,RM","22-161","90","47","3","8","33","6","1","47","0","0","","0","","32","145","71","0","1","0","0","0","30","2","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Denis Huseinbasic","8","ba BIH","DM","24-059","58","26","0","3","19","4","1","26","0","0","","0","","17","92","53","1","1","0","0","0","17","0","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Tom Krauß","5","de GER","LM,DM","24-070","32","20","0","6","9","5","1","20","0","0","","0","","10","53","4","0","0","0","0","0","11","1","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Eric Martel","6","de GER","DM,CM","23-124","90","61","12","21","38","2","0","61","0","0","","0","","32","92","19","0","0","0","1","1","32","0","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
"Kristoffer Lund","32","us USA","LB","23-109","67","55","6","18","27","10","0","55","0","0","","0","","26","138","79","3","2","0","2","0","28","3","Köln","Bundesliga","2025-2026","Sunday August 31, 2025, 19:30 (venue time) 18:30 (local time)","Köln","Freiburg","https://fbref.com/en/matches/4291408f/Koln-Freiburg-August-31-2025-Bundesliga","2"
