"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Adrian Beck","21","de GER","AM","28-173","56","22","1","6","10","6","0","22","2","1","50.0","1","50.0","12","44","9","0","2","0","0","0","10","2","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Stefan Schimmer","9","de GER","FW","31-215","34","11","0","0","6","5","3","11","0","0","","0","","4","21","10","1","0","1","1","1","8","5","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Mathias Honsak","17","at AUT","AM,LW","28-344","75","25","1","6","13","6","2","25","2","1","50.0","0","0.0","11","37","2","0","0","0","3","0","14","1","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Yannik Wagner","38","de GER","LW","18-204","15","5","0","0","2","3","0","5","0","0","","0","","4","13","0","0","0","0","0","0","5","2","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Niklas Dorsch","30","de GER","CM","27-318","56","33","1","7","24","2","0","33","1","1","100.0","0","0.0","12","42","4","0","0","0","2","0","16","2","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Arijon Ibrahimović","22","de GER","RW","19-353","34","28","0","1","15","13","0","28","0","0","","0","","10","62","18","1","1","0","3","0","16","3","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Julian Niehues","16","de GER","CM,DM","24-226","90","52","2","13","28","13","2","52","0","0","","0","","19","91","64","2","0","0","4","0","25","2","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Jonas Föhrenbach","19","de GER","WB,LB","29-307","90","57","1","14","25","18","3","57","0","0","","0","","27","130","70","2","0","2","0","0","33","7","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Marnon Busch","2","de GER","WB,RB","30-356","75","42","1","19","13","10","0","42","0","0","","0","","13","57","34","1","1","0","0","0","18","1","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Omar Traoré","23","de GER","RB","27-298","15","25","0","2","13","10","0","25","2","1","50.0","1","50.0","13","66","39","1","1","0","0","0","17","1","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Benedikt Gimber","5","de GER","CB","28-283","56","35","5","24","12","0","0","35","1","0","0.0","1","100.0","17","96","22","0","0","0","0","0","19","0","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Jan Schöppner","3","de GER","DM","26-170","34","30","1","5","14","11","2","30","1","0","0.0","1","100.0","10","28","17","0","0","0","1","0","18","1","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Patrick Mainka","6","de GER","CB","31-023","90","71","11","46","21","4","2","71","0","0","","0","","37","85","41","0","0","0","0","0","46","0","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Thomas Keller","27","de GER","CB","26-116","90","74","5","32","42","1","0","74","1","1","100.0","0","0.0","48","162","115","1","0","0","1","0","53","1","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Diant Ramaj","41","de GER","GK","24-071","90","79","39","73","6","0","0","79","0","0","","0","","53","262","182","0","0","0","0","0","52","0","Heidenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Union Berlin","Heidenheim","https://fbref.com/en/matches/725f87d9/Union-Berlin-Heidenheim-November-29-2025-Bundesliga","12"
"Harry Kane","9","eng ENG","FW","32-124","90","28","0","0","9","19","7","28","1","0","0.0","1","100.0","12","62","46","0","1","0","0","0","22","6","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Luis Díaz","14","co COL","LW,LM","28-320","90","61","0","4","12","45","10","61","6","2","33.3","4","66.7","44","236","68","2","3","2","2","2","52","22","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Lennart Karl","42","de GER","RW,AM","17-280","64","60","0","1","18","41","4","60","6","2","33.3","3","50.0","44","139","37","1","0","0","4","1","51","15","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Serge Gnabry","7","de GER","AM,CM","30-138","26","26","0","1","18","7","1","26","0","0","","0","","9","27","16","1","1","0","1","0","16","3","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Raphaël Guerreiro","22","pt POR","AM,RB","31-342","64","47","0","3","20","24","3","47","3","2","66.7","1","33.3","26","75","18","0","0","0","0","0","40","7","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Josip Stanišić","44","hr CRO","RB","25-241","26","43","3","4","30","9","0","43","0","0","","0","","23","71","41","1","1","0","1","0","31","1","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Aleksandar Pavlovic","45","de GER","DM","21-210","82","165","5","10","123","32","2","165","1","1","100.0","0","0.0","124","528","236","5","3","0","0","1","148","7","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Nicolas Jackson","11","sn SEN","FW","24-162","8","4","0","0","1","4","1","4","0","0","","0","","4","23","19","2","1","1","1","0","2","1","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Joshua Kimmich","6","de GER","DM,CM","30-294","90","168","5","13","115","40","0","168","0","0","","0","","105","408","201","0","4","0","1","0","140","1","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Tom Bischof","20","de GER","LB","20-154","90","121","1","10","58","54","3","121","3","1","33.3","2","66.7","76","268","157","3","4","0","2","2","94","16","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Jonathan Tah","4","de GER","CB","29-291","90","176","6","26","143","7","0","176","0","0","","0","","111","499","304","2","0","0","1","0","149","1","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Kim Min-jae","3","kr KOR","CB","29-014","76","128","4","21","99","8","2","128","0","0","","0","","71","244","115","0","1","0","0","0","99","0","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Leon Goretzka","8","de GER","CB","30-296","14","15","0","1","12","2","0","15","0","0","","0","","13","68","40","1","0","0","0","0","13","0","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Konrad Laimer","27","at AUT","RB","28-186","45","58","0","5","27","26","3","58","2","1","50.0","1","50.0","40","116","39","2","2","0","3","1","47","6","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Michael Olise","17","fr FRA","RW,RM","23-352","45","53","1","1","19","33","3","53","6","2","33.3","4","66.7","33","210","100","5","1","1","1","0","42","7","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Manuel Neuer","1","de GER","GK","39-247","90","28","13","24","4","0","0","28","0","0","","0","","16","59","45","0","0","0","0","0","18","0","Bayern Munich","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Andreas Hountondji","27","bj BEN","FW","23-141","17","4","0","0","3","1","1","4","0","0","","0","","3","8","4","0","0","0","0","1","3","1","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Danel Sinani","10","lu LUX","FW","28-238","73","29","1","6","17","6","2","29","1","0","0.0","1","100.0","9","21","13","0","0","0","1","0","13","2","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Mathias Pereira Lage","28","pt POR","LM","28-364","86","35","1","11","11","13","1","35","0","0","","0","","16","64","13","0","1","0","4","1","15","1","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Connor Metcalfe","24","au AUS","LM","26-024","4","1","0","1","0","0","0","1","0","0","","0","","1","6","0","0","0","0","1","1","1","0","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Jackson Irvine","7","au AUS","CM","32-267","67","36","2","16","12","8","2","36","1","0","0.0","1","100.0","11","25","9","0","0","0","2","0","17","2","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Abdoulie Ceesay","9","gm GAM","RM","21-328","23","5","1","2","2","1","0","5","0","0","","0","","3","3","3","0","0","0","2","0","2","0","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"James Sands","6","us USA","CM","25-146","90","28","4","15","9","4","0","28","0","0","","0","","8","8","6","0","0","0","0","0","16","2","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Joel Fujita","16","jp JPN","RM,CM","23-286","90","37","0","16","18","7","0","37","1","0","0.0","1","100.0","17","78","62","1","3","0","2","1","21","1","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Lars Ritzka","21","de GER","LB","27-206","67","43","4","32","11","0","0","43","0","0","","0","","19","20","5","0","0","0","0","0","21","0","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Louis Oppie","23","de GER","LB","23-196","23","13","2","8","4","1","1","13","0","0","","0","","2","11","11","1","0","1","0","0","3","0","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Karol Mets","3","ee EST","CB","32-197","90","35","13","30","3","2","2","35","0","0","","0","","12","17","4","0","0","0","0","0","15","0","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Eric Smith","8","se SWE","CB","28-325","90","43","9","32","8","3","1","43","1","1","100.0","0","0.0","15","48","26","0","0","0","1","0","17","0","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Hauke Wahl","5","de GER","CB","31-228","90","29","8","25","3","1","1","29","0","0","","0","","12","67","52","1","0","0","0","0","12","1","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Arkadiusz Pyrka","11","pl POL","RB","23-070","90","41","10","26","9","6","0","41","1","1","100.0","0","0.0","16","62","33","1","0","0","1","0","14","0","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Nikola Vasilj","22","ba BIH","GK","29-362","90","36","32","36","0","0","0","36","0","0","","0","","24","174","91","0","0","0","0","0","19","0","St. Pauli","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Bayern Munich","St. Pauli","https://fbref.com/en/matches/8c986b0e/Bayern-Munich-St-Pauli-November-29-2025-Bundesliga","12"
"Bazoumana Touré","29","ci CIV","FW","19-272","58","38","0","1","8","31","5","38","1","1","100.0","0","0.0","29","313","203","7","6","1","2","0","29","8","Hoffenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Augsburg","https://fbref.com/en/matches/f44b0b62/Hoffenheim-Augsburg-November-29-2025-Bundesliga","12"
"Max Moerstedt","33","de GER","FW","19-318","32","15","0","0","13","2","0","15","0","0","","0","","10","43","18","1","1","0","3","2","11","2","Hoffenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Augsburg","https://fbref.com/en/matches/f44b0b62/Hoffenheim-Augsburg-November-29-2025-Bundesliga","12"
"Tim Lemperle","19","de GER","FW","23-297","84","43","0","0","16","27","3","43","3","1","33.3","2","66.7","26","90","31","1","0","0","6","1","29","10","Hoffenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Augsburg","https://fbref.com/en/matches/f44b0b62/Hoffenheim-Augsburg-November-29-2025-Bundesliga","12"
"Muhammed Damar","10","de GER","FW","21-234","6","7","0","0","4","3","0","7","1","0","0.0","1","100.0","5","10","2","0","0","0","0","0","5","0","Hoffenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Augsburg","https://fbref.com/en/matches/f44b0b62/Hoffenheim-Augsburg-November-29-2025-Bundesliga","12"
"Fisnik Asllani","11","xk KVX","AM","23-113","58","34","0","4","14","16","6","34","1","1","100.0","0","0.0","20","110","26","0","0","0","4","2","29","5","Hoffenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Augsburg","https://fbref.com/en/matches/f44b0b62/Hoffenheim-Augsburg-November-29-2025-Bundesliga","12"
"Andrej Kramarić","27","hr CRO","CM,AM","34-163","32","23","0","5","10","8","0","23","1","0","0.0","1","100.0","17","83","32","1","1","0","2","0","19","2","Hoffenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Augsburg","https://fbref.com/en/matches/f44b0b62/Hoffenheim-Augsburg-November-29-2025-Bundesliga","12"
"Wouter Burger","18","nl NED","LM,CM","24-286","90","102","6","17","49","37","4","102","0","0","","0","","46","182","102","2","4","0","0","0","58","3","Hoffenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Augsburg","https://fbref.com/en/matches/f44b0b62/Hoffenheim-Augsburg-November-29-2025-Bundesliga","12"
"Grischa Prömel","6","de GER","RM","30-324","71","57","1","7","32","18","4","57","1","0","0.0","1","100.0","34","106","28","1","0","1","0","1","44","5","Hoffenheim","Bundesliga","2025-2026","Saturday November 29, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Augsburg","https://fbref.com/en/matches/f44b0b62/Hoffenheim-Augsburg-November-29-2025-Bundesliga","12"
